year,ton_DET âge_NOUN,ton_DET age_NOUN,ton_DET gage_NOUN
1843,2.8884794112116197e-07,4.7255288571079745e-09,1.1813822142769936e-09
1844,2.0252791621544475e-07,4.939705311457487e-09,1.097712254427563e-09
1845,2.628287281147834e-07,2.2320912340667576e-09,2.7901139176833567e-09
1846,2.4530361208974227e-07,1.1709002656346001e-09,3.5127007969038004e-09
1847,2.2435810009824309e-07,1.6179670936367074e-09,3.235934187273415e-09
1848,1.954988917418632e-07,2.4135665133151463e-09,8.045221711050488e-10
1849,1.5585712276333652e-07,1.6758829879393033e-09,2.513824481908955e-09
1850,2.55266238369245e-07,2.0366988096043315e-09,1.6293590476834652e-08
1851,2.1605620315057195e-07,4.514607132577453e-09,4.514607354622058e-09
1852,3.3399098597897137e-07,1.9531636308300904e-09,1.9531636308300904e-09
1853,2.1797551430502438e-07,1.1943863675867306e-09,0.0
1854,2.1873746725020737e-07,1.0391328908454511e-09,2.0782657816909023e-09
1855,2.8445183630765314e-07,3.1841622671890946e-09,4.776243400783642e-09
1856,1.982863524485623e-07,2.070875637638636e-09,1.5531567143511893e-09
1857,3.187625443601405e-07,1.2203773158692144e-08,2.4407544874094356e-09
1858,2.7502459420958303e-07,9.787352039936081e-09,3.4255731584664773e-09
1859,3.289543974993592e-07,3.055304009791371e-09,5.092173349652285e-09
1860,3.954686977891697e-07,6.865775670217289e-09,8.696649622663699e-09
1861,3.136115926949401e-07,2.8295783494058924e-09,8.017138064531082e-09
1862,2.706273677377524e-07,2.2589932147099034e-09,8.584174260306554e-09
1863,3.0167510312040235e-07,5.9935452156878455e-09,1.1487627737949424e-08
1864,3.3227464357743486e-07,1.9178911792039344e-09,3.3563094525845827e-09
1865,3.2100678293289775e-07,3.294791106611683e-09,2.3534221238463715e-09
1866,3.347541674969534e-07,6.3252967308358166e-09,2.919367858567057e-09
1867,2.800072369524287e-07,4.85281148598915e-09,4.85281148598915e-10
1868,2.40077879798406e-07,2.9639245502366407e-09,3.457911734727759e-09
1869,3.5600854553230477e-07,5.371870948067681e-09,5.371870948067681e-09
1870,2.620460168856198e-07,1.0321287380321564e-08,1.7202146374017957e-09
1871,3.027035404556955e-07,2.2304472935275044e-08,3.18635318130589e-09
1872,2.6608292769125796e-07,6.047339295989218e-10,3.628403577593531e-09
1873,2.3824297218366652e-07,1.7958013409646867e-09,1.7958012854535355e-09
1874,2.825990019772462e-07,8.364453130127458e-09,4.779687312606029e-09
1875,3.2669920813077624e-07,2.2886108563824337e-09,6.865832347102696e-09
1876,3.0592835420506503e-07,2.418405919968336e-09,4.232210137899983e-09
1877,3.284137353176675e-07,4.9478527941460015e-09,1.2369631985365004e-09
1878,2.6330427171927795e-07,1.0266450745088918e-08,7.2469061862534545e-09
1879,3.518971377625135e-07,6.720258016734704e-09,1.221865053580018e-09
1880,3.2666836968786583e-07,3.2089231272180996e-09,6.417846254436199e-10
1881,3.172490883329715e-07,7.669758217421219e-09,0.0
1882,2.9017480240867144e-07,3.3276925659464496e-09,2.6621540527571597e-09
1883,2.698357657315853e-07,5.687405213450347e-09,2.5277355764075082e-09
1884,2.884941485703507e-07,2.6406787867472303e-09,6.601696966868076e-09
1885,2.442895984389182e-07,3.8673814151124475e-09,4.511945039809007e-09
1886,2.768535876107592e-07,3.2267318816892043e-09,3.2267319927115068e-09
1887,2.330826084362414e-07,1.3057849246322917e-09,6.528924623161458e-10
1888,2.7328048513020065e-07,3.1703073499755874e-09,0.0
1889,2.5937665881770045e-07,2.5060546970934183e-09,1.2530273485467092e-09
1890,3.060898379203536e-07,3.277193239004106e-09,1.3108772956016423e-09
1891,2.415829267743419e-07,1.912266012205066e-09,1.2748440081367107e-09
1892,2.3945717475548634e-07,5.641661138255927e-09,1.2537024751679837e-09
1893,2.1061784150067098e-07,4.310891699166319e-09,1.847525021858587e-09
1894,2.3378711122568063e-07,3.150769645188234e-09,2.520615716150587e-09
1895,2.2991107773151498e-07,1.8055843487019274e-09,5.416753268150387e-09
1896,2.765706672569479e-07,7.666137724626765e-09,2.358811590497112e-09
1897,1.8878552410228622e-07,2.9133566670225264e-09,3.4960281336537946e-09
1898,2.563234715591278e-07,2.8291774478717002e-09,6.224190496340043e-09
1899,2.675348067526784e-07,2.2110313580014918e-09,5.527578395003729e-10
1900,2.486514565358533e-07,7.267474289029963e-09,3.114631885736685e-09
1901,1.7939851926218608e-07,2.235495566438317e-09,1.676621730339889e-09
1902,2.3667568394003524e-07,8.347482483017643e-09,1.9641135384773634e-09
1903,2.5165026862339346e-07,4.320176216765503e-09,2.1600881083827517e-09
1904,2.848551314826864e-07,3.7622376325430196e-09,4.299700151477737e-09
1905,1.8939985135801862e-07,1.5482277126999122e-09,1.5482277682110634e-09
1906,2.314882978637911e-07,3.6009292214700395e-09,2.572092316910357e-09
1907,2.818278153071674e-07,1.028568674676933e-09,0.0
1908,2.4704288303922795e-07,0.0,3.437972351250096e-09
1909,2.3819258299084822e-07,2.750491723269022e-09,2.7504918342913243e-09
1910,2.436932838856265e-07,4.809735609789811e-09,4.809735720812114e-09
1911,2.7346722664134404e-07,2.128149656499545e-09,2.6601871816467337e-09
1912,2.6359671900788584e-07,2.0837684910901544e-09,1.0418842455450772e-09
1913,2.5348291954330193e-07,3.71209285532359e-09,1.060597942803554e-09
1914,2.8059355994258794e-07,6.027069343605973e-09,0.0
1915,2.509302382547318e-07,3.5342285764627945e-09,1.1780761921542648e-09
1916,1.8568810222774346e-07,3.2962386153911893e-09,0.0
1917,2.0287885726943955e-07,2.1932848870420685e-09,1.0966424435210342e-09
1918,2.9979442661698386e-07,2.2972752589112133e-09,0.0
1919,2.550573956483504e-07,1.8415696745321952e-09,0.0
1920,2.5064087916248923e-07,1.514446346106979e-09,3.028892692213958e-09
1921,3.112399191707027e-07,1.5145494858259667e-09,1.5145494858259667e-09
1922,4.2570688485454866e-07,5.902348387820666e-09,2.2133805899215986e-09
1923,3.7155817800282875e-07,3.1847844361720945e-09,3.1847844361720945e-09
1924,3.8417041992033774e-07,5.156649662829693e-09,1.289162443462999e-09
1925,3.431431534473006e-07,1.0998177923937646e-09,2.1996355847875293e-09
1926,4.1575097231572045e-07,3.3438415369957397e-09,4.458455382660986e-09
1927,4.6157791011580684e-07,3.344767462998277e-09,4.4596899506643695e-09
1928,4.0448185911756696e-07,1.1426041224282812e-09,2.2852082448565625e-09
1929,3.6206320608300757e-07,1.1140406375176326e-09,4.4561625500705304e-09
1930,2.58388638485485e-07,5.251801771244402e-09,2.100720708497761e-09
1931,2.8855552791640093e-07,2.2810713318222042e-09,7.983749661377715e-09
1932,3.079629711244536e-07,1.0959536611565568e-09,2.1919073223131136e-09
1933,2.397368348283635e-07,0.0,2.2941324395731044e-09
1934,3.8341057795321376e-07,1.1981580172459871e-09,0.0
1935,3.3630879148205395e-07,0.0,0.0
1936,2.946305652784531e-07,2.424942913137329e-09,1.2124714565686645e-09
1937,2.984095066604908e-07,3.777335333410292e-09,0.0
1938,3.7210164549605906e-07,7.779128785578848e-09,9.075650453382877e-09
1939,3.395279337681245e-07,3.058810094103137e-09,0.0
1940,2.0032684799886624e-07,0.0,2.5357829169792012e-09
1941,3.0400477157854766e-07,8.854507793643052e-09,0.0
1942,3.5500277340005937e-07,0.0,6.068423541449874e-09
1943,4.587111566145552e-07,8.709705623388686e-09,5.806470415592457e-09
1944,3.6951641213534003e-07,0.0,0.0
1945,5.511615368547496e-07,0.0,4.357008087652048e-09
1946,5.331782970685595e-07,2.7842208538686464e-09,9.744772988540262e-09
1947,5.650493104525367e-07,0.0,1.1920870957027319e-09
1948,4.914093265639963e-07,2.174377566888097e-09,1.0871887834440486e-09
1949,4.329300540284464e-07,9.817008317369869e-10,9.817008317369869e-10
1950,5.424034625889362e-07,5.317680518146517e-09,3.190608444114673e-09
1951,4.360513364831675e-07,4.264560704569931e-09,5.330700769690111e-09
1952,4.10192867006387e-07,1.0544803918932644e-09,0.0
1953,4.880543836849327e-07,1.0773827385790469e-09,0.0
1954,4.6321821711714506e-07,2.9317608341017376e-09,4.886268278880834e-09
1955,3.8480991904066286e-07,9.385607846468247e-10,9.385607846468247e-10
1956,4.831512550040884e-07,8.72114158667614e-10,4.36057079333807e-09
1957,4.753250424371913e-07,3.5340151360863103e-09,1.7670075402875796e-09
1958,5.194968966115709e-07,1.6544486891589827e-09,1.6544486891589827e-09
1959,4.301664966455121e-07,7.750747821333448e-10,7.750747821333448e-10
1960,5.259833548709736e-07,0.0,0.0
1961,4.849815304908134e-07,4.16889545107324e-09,4.86371165564492e-09
1962,5.270165823745288e-07,4.43936931660005e-09,3.170978146727066e-09
1963,4.914200650851797e-07,6.466053248388448e-10,4.526237162849611e-09
1964,3.81464805965237e-07,1.2167936658258327e-09,6.083968329129164e-10
1965,3.8304304905700803e-07,2.73602163147757e-09,2.73602163147757e-09
1966,4.231853196756674e-07,7.200797069728537e-09,1.6617224263271169e-09
1967,5.132479170555371e-07,9.860671168482327e-09,0.0
1968,4.531838646570918e-07,3.593132569257307e-09,4.0422742653145605e-09
1969,3.9467875678766973e-07,1.8167031212712459e-09,1.3625273131978588e-09
1970,3.5318207736168006e-07,1.8394900047624674e-09,4.5987250119061684e-10
1971,3.7356148485656604e-07,6.166076982339064e-09,1.0276794970565106e-09
1972,3.4628492340260664e-07,3.0780880067027283e-09,5.130146862875051e-10
1973,3.048801651139854e-07,2.7566018356850464e-09,1.6539611902288698e-09
1974,3.0940644890620206e-07,1.1251143350321513e-09,0.0
1975,2.730087476088272e-07,1.1422960355389478e-09,1.1422960355389478e-09
1976,3.2224292478844063e-07,5.713526873840635e-10,1.142705374768127e-09
1977,3.2674906824681216e-07,1.7630346071939584e-09,2.9383909194713453e-09
1978,2.964355125811835e-07,5.940591352171509e-09,1.7821774056514528e-09
1979,3.8623023801420686e-07,2.3407893401383717e-09,2.3407893401383717e-09
1980,3.689662810835159e-07,5.685150683554241e-10,3.97960553399912e-09
1981,4.098955954656702e-07,1.897664858585557e-09,1.8976649140967083e-09
1982,3.9479713187517973e-07,4.345251713999687e-09,3.7245013739806154e-09
1983,3.5176309154394403e-07,1.8945948143667124e-09,1.2630632095778083e-09
1984,3.9085316405618187e-07,5.799008606643952e-09,4.059305780401701e-09
1985,3.9101127213836406e-07,1.2031116103372597e-09,2.4062232206745193e-09
1986,3.4228512202361117e-07,1.1988970927134801e-09,0.0
1987,3.6114926604824404e-07,1.0388388649307245e-08,6.110816852533674e-10
1988,3.519977118671136e-07,5.996553809062277e-10,2.398621523624911e-09
1989,3.7099705574306086e-07,1.6464366536794728e-09,0.0
1990,3.944823245838336e-07,3.814055737905164e-09,2.724325487424295e-09
1991,3.7982294909255643e-07,3.516879065745826e-09,2.9307325455363298e-09
1992,3.4767748813280264e-07,3.30596661157756e-09,5.509944167592096e-10
1993,3.88298451170499e-07,2.7696036575264316e-09,2.7696036575264316e-09
1994,4.0722433336526365e-07,1.0549853213248639e-09,5.274926606624319e-10
1995,3.8607849450755793e-07,1.626735190995987e-09,1.0844901643380922e-09
1996,3.0960935393231637e-07,2.6690460952494277e-09,1.6014276571496566e-09
1997,3.898249096856432e-07,3.835915585170824e-09,4.794894259418925e-09
1998,4.2865482896559115e-07,3.337690568372409e-09,1.9072516899143466e-09
1999,3.4916336510981694e-07,4.570201161957499e-10,5.484241505371301e-09
2000,3.6802202396657435e-07,1.3254094488601709e-09,3.0926220473403987e-09
2001,3.894897171452527e-07,3.5049694258049158e-09,2.6287270138425356e-09
2002,4.27169103645042e-07,4.81934359086722e-09,1.314366449012283e-09
2003,4.31693202074257e-07,5.416999848684156e-09,1.6667691671301554e-09
2004,4.3122906001613615e-07,8.809582507929292e-10,1.3214374039449694e-09
2005,4.846034493688478e-07,0.0,3.1526248278623825e-09
2006,4.525561108081888e-07,4.11788997345397e-09,4.1178899179428186e-09
2007,6.035658310921121e-07,1.5977917877663117e-09,2.7961355453243186e-09
2008,6.858735339676514e-07,8.089135583588813e-09,5.108927503272298e-09
2009,7.14275261159969e-07,2.384096253749135e-09,4.291373478793048e-09
2010,1.0675772763590885e-06,4.2514138876015295e-09,2.8342757585342326e-09
2011,1.150633218482966e-06,2.294383183443216e-09,6.883149383796194e-09
2012,1.4011903841648632e-06,2.382976926895708e-09,8.851057109460214e-09
2013,1.5002703905864223e-06,1.6734750252211938e-09,6.97281271611061e-09
2014,1.681468176251144e-06,1.7323561474213989e-09,9.311414264634443e-09
2015,1.5542627149756072e-06,1.994917786518613e-09,8.866301692833645e-09
2016,1.5427340214202445e-06,2.485607997204653e-09,8.699628573083373e-09
2017,1.5938913353608086e-06,1.0062445321423752e-09,8.301517390174595e-09
2018,1.7783723746944702e-06,1.8070267504555204e-09,1.3681773880502845e-08
2019,1.5770206438503465e-06,2.295888978931515e-09,1.0969247288272754e-08
