year,certain_ADJ âge_NOUN,certain_ADJ age_NOUN,certain_ADJ gage_NOUN
1829,1.0562152965576388e-06,7.715858452161939e-09,1.2002446148073886e-08
1830,1.0259409464197233e-06,1.3567886369969528e-08,1.0436835840010872e-09
1831,8.434842584392754e-07,4.677361831184612e-09,1.5591206103948707e-09
1832,9.498038480160176e-07,1.3529969367098715e-09,0.0
1833,9.973504120353027e-07,8.108539617524002e-09,0.0
1834,7.150250667109503e-07,8.401077611353003e-09,0.0
1835,1.022529431793373e-06,1.285724948729694e-08,3.781543966852041e-09
1836,9.01924636309559e-07,1.2097350454709499e-08,0.0
1837,9.24703726923326e-07,4.174734669071256e-09,0.0
1838,8.231058927776758e-07,5.680945713848473e-09,6.312161904276081e-10
1839,8.326846909767482e-07,6.9914751765765004e-09,1.3982950353153e-09
1840,6.834675900790899e-07,4.4587821212971335e-09,1.592422194107712e-08
1841,8.558591275686922e-07,1.1556987367100646e-08,5.1364388298225094e-09
1842,8.438997269877291e-07,8.720744570922534e-09,6.708265054555795e-10
1843,7.980236773619254e-07,9.451057492171344e-09,1.1813822142769936e-09
1844,6.734464932378614e-07,9.330554107123135e-09,0.0
1845,6.992025873842067e-07,8.370341975094675e-09,2.7901139176833567e-09
1846,8.512444651387341e-07,1.6978053851701702e-08,5.854501328173001e-09
1847,6.142881829873659e-07,7.011190739092399e-09,0.0
1848,7.819955385457433e-07,6.43617736884039e-09,0.0
1849,7.348746748903068e-07,1.005529792763582e-08,0.0
1850,7.121656722119951e-07,4.073397619208663e-09,6.788996032014438e-10
1851,6.655820925516309e-07,9.674158363282004e-09,0.0
1852,7.415511049657653e-07,1.3021090872200602e-08,0.0
1853,8.300985427922569e-07,4.777545470346922e-09,2.388772735173461e-09
1854,8.349432505383447e-07,1.1430461910322265e-08,7.79349651480743e-09
1855,8.560089668208093e-07,1.1144567935161831e-08,7.960405667972736e-09
1856,7.320545591937844e-07,9.836659431439188e-09,5.177189232874468e-10
1857,1.0070552889374085e-06,1.5132677888551882e-08,6.345961978126979e-09
1858,7.46285593322682e-07,7.829881631948865e-09,4.893676019968041e-10
1859,6.716576876897307e-07,7.638260024478427e-09,5.092173349652285e-09
1860,7.653051738998329e-07,1.1442959912955075e-08,5.950338888283113e-09
1861,8.125605290842941e-07,9.903523778831413e-09,1.4147891747029462e-09
1862,7.296548005797376e-07,8.13237543972889e-09,1.3553959066214816e-09
1863,7.966420412230946e-07,1.2986014485960595e-08,8.490855130105501e-09
1864,7.733896154604736e-07,9.589456340108882e-09,4.794727948009836e-10
1865,7.992221640051866e-07,4.706844247692743e-09,4.706844247692743e-09
1866,8.383451017834886e-07,1.751620626322392e-08,3.8924903300596725e-09
1867,7.254953402480169e-07,8.249779526181555e-09,1.455843445796745e-09
1868,7.824760359653737e-07,1.2843672347884194e-08,2.4699371437009177e-09
1869,8.38988569284993e-07,6.34857511006004e-09,0.0
1870,8.010466103769431e-07,4.587239033071455e-09,5.734048791339319e-10
1871,9.505953926236543e-07,1.274541272522356e-08,0.0
1872,8.901683372641855e-07,9.675742873582749e-09,1.2094679036067646e-08
1873,8.829356374917552e-07,1.0774807712721213e-08,7.183205141814142e-09
1874,8.119494054881216e-07,1.1949218059470468e-08,5.974609140757536e-10
1875,1.0098494840349304e-06,1.1443054059867563e-08,5.721527140956084e-10
1876,8.555110753150075e-07,6.04601479992084e-09,4.836811839936672e-09
1877,7.743389573988679e-07,1.1751150719163661e-08,1.2369631985365004e-09
1878,9.106945526582422e-07,1.1474268202249505e-08,6.6429977074733415e-09
1879,8.693569952811231e-07,1.3440515367335593e-08,6.10932526790009e-10
1880,9.203191666529165e-07,1.5402831232691483e-08,1.2835692508872398e-09
1881,9.029397460835753e-07,9.064259787194828e-09,6.972507571312292e-10
1882,8.40575125948817e-07,1.0648616211028639e-08,0.0
1883,7.880215662225964e-07,1.1374809982811485e-08,6.319338941018771e-10
1884,8.998113116831519e-07,1.386356363042296e-08,5.941527270181268e-09
1885,9.210813232130022e-07,9.66845359329227e-09,1.933690763067375e-09
1886,8.195898999474593e-07,1.1616235084943582e-08,6.453463874400711e-10
1887,8.415784122917103e-07,2.415702127223085e-08,0.0
1888,8.261820880761661e-07,1.9655905347804037e-08,1.268122939990235e-09
1889,9.046857485373039e-07,1.4409814674820609e-08,1.8795409673089125e-09
1890,9.549740980219212e-07,2.5562107097698572e-08,0.0
1891,8.350228313247499e-07,1.211101841036566e-08,1.9122659011827636e-09
1892,9.051731808540353e-07,1.6924983636812385e-08,5.014809900671935e-09
1893,8.794218615548743e-07,1.4780200174868696e-08,1.847525021858587e-09
1894,8.028160891626612e-07,1.1972924429670684e-08,2.520615716150587e-09
1895,8.058924549914082e-07,1.6852120587884656e-08,3.611168697403855e-09
1896,7.618961603839125e-07,1.592197840238896e-08,5.89702897624278e-10
1897,9.177073820865189e-07,1.806281213490024e-08,0.0
1898,7.429420065818704e-07,2.1501748825869527e-08,1.13167097914868e-09
1899,8.606439791947196e-07,1.8241008703512307e-08,0.0
1900,8.637912287667859e-07,1.6092264409905965e-08,0.0
1901,9.070523105947359e-07,1.90017126477926e-08,5.588738916095792e-10
1902,7.517644462495809e-07,1.4730851649602528e-08,0.0
1903,7.986925538716605e-07,2.430099144135056e-08,1.6200660812870638e-09
1904,8.078061455307761e-07,2.0961038238453966e-08,2.1498500757388683e-09
1905,8.680396490490239e-07,2.6835947686265627e-08,1.5482277682110634e-09
1906,8.42617453145067e-07,2.5206503551089554e-08,2.572092316910357e-09
1907,8.27997780561418e-07,2.4171363133262957e-08,0.0
1908,7.401463335554581e-07,1.5225306349009315e-08,1.4734167219643268e-09
1909,8.895090672922379e-07,2.9705311099803566e-08,0.0
1910,8.320842539433215e-07,1.3360376693860587e-08,1.6032452032632705e-09
1911,8.363628012375557e-07,1.54290850096217e-08,1.0640748282497725e-09
1912,8.329864726874803e-07,1.5628263572153855e-08,2.0837684910901544e-09
1913,8.277966685454885e-07,1.2196875953662811e-08,0.0
1914,7.674468065488327e-07,1.808120853041828e-08,0.0
1915,6.915307153576578e-07,1.1780761699498044e-08,1.1780761921542648e-09
1916,6.823213993811805e-07,1.4283700444650549e-08,4.394984820521586e-09
1917,7.468134981536423e-07,8.773139548168274e-09,0.0
1918,6.731016242156329e-07,1.1486376294556067e-08,0.0
1919,7.255784453263914e-07,1.8415696745321952e-09,0.0
1920,7.004314284131397e-07,8.329454903588385e-09,1.514446346106979e-09
1921,7.519738005612453e-07,1.6660044455107936e-08,0.0
1922,7.724698320998868e-07,1.1066902949607993e-08,0.0
1923,7.569170747956377e-07,1.9108706617032567e-08,4.246379248229459e-09
1924,7.850999281799886e-07,1.2891624656674594e-08,6.445812328337297e-09
1925,8.061664402703173e-07,2.4195992098796637e-08,0.0
1926,7.467912723768677e-07,6.687682962969177e-09,0.0
1927,9.577183845976833e-07,1.6723837426013688e-08,1.1149224876660924e-09
1928,8.695217275089817e-07,1.142604111326051e-08,0.0
1929,8.466709005006123e-07,8.912325100141061e-09,5.570202965543558e-09
1930,8.108781912596896e-07,2.3107928570631486e-08,0.0
1931,7.869696219131583e-07,1.8248570654577634e-08,0.0
1932,7.649756526006968e-07,1.6439305028370654e-08,5.4797681947604815e-09
1933,7.46740113299893e-07,1.3764795081527836e-08,0.0
1934,7.440561375915422e-07,9.585264137967897e-09,0.0
1935,7.911035595498106e-07,1.0771455727365264e-08,0.0
1936,7.27482870388485e-07,9.699771652549316e-09,1.2124714565686645e-09
1937,7.378395139312488e-07,1.76275650742852e-08,0.0
1938,7.584650347780553e-07,7.779128452511941e-09,1.2965214457594243e-09
1939,7.89172986515041e-07,2.141167065872196e-08,0.0
1940,7.886284834057733e-07,5.0715658339584024e-09,0.0
1941,7.467301657015923e-07,1.4757513433494296e-08,0.0
1942,7.919292670521827e-07,3.034211770724937e-09,0.0
1943,9.087125931728224e-07,2.0322646676618206e-08,0.0
1944,1.1021228374374914e-06,2.2492303131116387e-08,0.0
1945,8.256530463768286e-07,1.089252021913012e-08,0.0
1946,9.772614930625423e-07,4.1763312808029696e-09,1.3921104269343232e-09
1947,8.380372378269385e-07,1.0728783861324587e-08,0.0
1948,8.697510338606662e-07,8.697510267552389e-09,3.2615663503321457e-09
1949,8.638967301521916e-07,1.6688913584417264e-08,2.945102384188658e-09
1950,8.699725526639668e-07,5.317680740191122e-09,0.0
1951,9.765843742570723e-07,1.2793681891665187e-08,0.0
1952,8.92090383786126e-07,1.0544803918932644e-08,1.0544803918932644e-09
1953,8.435906693193829e-07,6.464296653518886e-09,1.0773827385790469e-09
1954,1.0046167062682798e-06,1.1727043114362345e-08,0.0
1955,8.766157861828106e-07,1.2201290200408721e-08,9.385607846468247e-10
1956,9.933380624715937e-07,1.744228228517386e-08,0.0
1957,8.923387895265478e-07,1.0602045297236629e-08,1.7670075402875796e-09
1958,9.058106797965593e-07,1.158114087962403e-08,1.6544486891589827e-09
1959,8.913360147744243e-07,7.750747599288843e-09,2.325224457422337e-09
1960,9.993683534048614e-07,1.0381249859747754e-08,0.0
1961,1.0220742296951357e-06,1.2506686242197418e-08,1.459113452284555e-08
1962,9.785638894754811e-07,1.4586499563762345e-08,0.0
1963,9.052474752024864e-07,6.466053248388448e-09,0.0
1964,9.521410220258986e-07,7.909158994401366e-09,4.867174663303331e-09
1965,8.760741252444859e-07,1.3680108545965908e-08,1.0944086747954884e-09
1966,1.0114350743606337e-06,1.4955502058988657e-08,0.0
1967,9.752203595780884e-07,9.860671057460024e-09,4.930335584241163e-10
1968,1.0182039886785788e-06,1.6169096617169032e-08,4.491415683816058e-09
1969,1.0050910077552544e-06,1.362527318748974e-08,0.0
1970,9.266431106880191e-07,1.1036940084085956e-08,1.8394900047624674e-09
1971,9.38271398354118e-07,1.284599360218408e-08,2.0553589941130213e-09
1972,8.746900448386441e-07,1.0773308245504154e-08,2.0520587451500205e-09
1973,9.129865361501288e-07,1.3231688855697143e-08,5.513203782392395e-10
1974,8.87152680206782e-07,6.750686232237513e-09,1.1251143350321513e-09
1975,8.213108344534703e-07,1.028066431985053e-08,2.2845920710778955e-09
1976,8.153202770699863e-07,1.5426522170791657e-08,5.713526984862938e-09
1977,7.710337968092063e-07,1.5867311298212172e-08,5.876781838942691e-10
1978,8.809897167338931e-07,9.504946274496717e-09,5.940591352171509e-10
1979,8.227874559452175e-07,1.2289143702659544e-08,5.851973350345929e-10
1980,8.675539788782771e-07,1.0233271174886482e-08,1.7055452605774235e-09
1981,9.096140161091171e-07,7.590659267808775e-09,0.0
1982,8.603598189438344e-07,1.365650537099583e-08,1.2415004579935385e-09
1983,8.658298042973911e-07,1.1999100268944574e-08,1.2630632095778083e-09
1984,8.756503007134597e-07,3.479405208395292e-09,5.799008495621649e-10
1985,8.680450491738156e-07,8.421781161338515e-09,0.0
1986,9.830955605139025e-07,6.5939340099241406e-09,0.0
1987,8.866795155881846e-07,9.777306964053878e-09,1.8332451112712533e-09
1988,9.018817195283191e-07,1.3792074038398994e-08,0.0
1989,8.572446859034244e-07,6.036934285802431e-09,0.0
1990,9.012068744596036e-07,3.269190584909154e-09,1.089730194969718e-09
1991,8.780475013736577e-07,4.689171995142516e-09,1.1722930404189924e-09
1992,7.763511575831217e-07,5.509944167592096e-09,3.30596661157756e-09
1993,9.36679953156272e-07,8.308811083601597e-09,2.2156829704300662e-09
1994,9.204746902469196e-07,4.7474339459618875e-09,2.637463358823311e-09
1995,8.789792786956241e-07,1.0302656561211876e-08,1.0844901643380922e-09
1996,8.615680826551397e-07,1.1209994044136806e-08,5.338092190498855e-10
1997,8.865760037224391e-07,5.753873488778538e-09,2.3974471297094624e-09
1998,8.468197734146088e-07,1.8595704198709484e-08,2.3840645013706308e-09
1999,9.314069870924868e-07,1.1882522910067195e-08,1.3710603763428253e-09
2000,9.72408770394395e-07,1.060327570190367e-08,5.3016377954406835e-09
2001,9.169876307169034e-07,6.133696300869573e-09,4.3812117822561447e-10
2002,9.726311418489786e-07,5.257465740537981e-09,3.066854992184176e-09
2003,1.045064323079714e-06,5.000307723435071e-09,1.6667691671301554e-09
2004,9.448277182855236e-07,8.369103465799554e-09,4.404791198453495e-09
2005,1.1642192703220644e-06,7.656374201303606e-09,1.3511248786457486e-09
2006,1.1287136203463888e-06,6.588624035241963e-09,1.6471559671771274e-09
2007,1.1188536745976307e-06,3.994479413904628e-09,1.5977917877663117e-09
2008,1.137162144004833e-06,3.405951742863067e-09,4.257439678578834e-10
2009,1.1744058383555966e-06,4.768192729542875e-09,9.53638501499654e-10
2010,1.438867343495076e-06,3.3066551718974324e-09,4.723793023408973e-10
2011,1.5594157503073802e-06,8.795135258976572e-09,3.82397197240536e-10
2012,1.816849703573098e-06,3.063827413996023e-09,1.3617010852229328e-09
2013,1.9164078821631847e-06,6.414987763214697e-09,1.1156500168141292e-09
2014,1.8293681023351382e-06,4.114345752981308e-09,1.0827225782605865e-09
2015,1.7728169723341125e-06,4.433150915805761e-09,1.7732603163622684e-09
2016,1.7933662093128078e-06,3.935546027955539e-09,1.4499380585064614e-09
2017,1.767468575053499e-06,4.2765391228272165e-09,1.2578056374223934e-09
2018,1.7770817066775635e-06,4.64663996169179e-09,2.5814667070633845e-10
2019,1.7257432318729116e-06,3.3162841361900064e-09,3.06118530524202e-09
