year,aient_VERB ôté_VERB
1909,2.2003934230241384e-09
1910,0.0
1911,1.0640748282497725e-09
1912,5.730363294986773e-09
1913,2.121195885607108e-09
1914,0.0
1915,1.1780761921542648e-09
1916,3.2962386153911893e-09
1917,3.289927441585405e-09
1918,0.0
1919,3.6831393490643904e-09
1920,1.514446346106979e-09
1921,7.572747429129834e-10
1922,2.2133805899215986e-09
1923,1.0615948120573648e-09
1924,0.0
1925,2.1996355847875293e-09
1926,0.0
1927,0.0
1928,0.0
1929,5.570202965543558e-09
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,1.196828414151696e-09
1936,0.0
1937,1.2591118148108649e-09
1938,2.5930428915188486e-09
1939,0.0
1940,5.0715658339584024e-09
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,2.1270722960764488e-09
1951,3.1984206394497505e-09
1952,1.0544803918932644e-09
1953,0.0
1954,3.9090144454689835e-09
1955,9.385607846468247e-10
1956,8.72114158667614e-10
1957,2.6505113659425206e-09
1958,8.272243445794913e-10
1959,3.8753737996444215e-09
1960,3.460416619915918e-09
1961,0.0
1962,3.805173953708163e-09
1963,0.0
1964,5.475571551727398e-09
1965,1.0944086747954884e-09
1966,0.0
1967,3.451234853457663e-09
1968,4.4914158503495116e-10
1969,3.6334062425424918e-09
1970,1.3796175313274261e-09
1971,1.0276794970565106e-09
1972,0.0
1973,0.0
1974,5.625571675160757e-10
1975,3.4268881066168433e-09
1976,5.713526873840635e-10
1977,0.0
1978,5.940591352171509e-10
1979,0.0
1980,5.685150683554241e-10
1981,0.0
1982,1.8622506869903077e-09
1983,0.0
1984,5.799008495621649e-10
1985,1.8046674155058895e-09
1986,1.1988970927134801e-09
1987,6.110816852533674e-10
1988,1.1993107618124554e-09
1989,1.0976244357863152e-09
1990,1.089730194969718e-09
1991,0.0
1992,3.30596661157756e-09
1993,1.1078414852150331e-09
1994,2.637463358823311e-09
1995,1.0844901643380922e-09
1996,2.6690460952494277e-09
1997,9.58978896292706e-10
1998,1.43043876743576e-09
1999,1.8280804647829996e-09
2000,2.2090156370779823e-09
2001,8.762423564512289e-10
2002,8.76244299341522e-10
2003,0.0
2004,2.2023955992267474e-09
2005,4.5037495954858286e-10
2006,1.6471559671771274e-09
2007,1.997239706952314e-09
2008,1.2772318758180745e-09
2009,3.337734755248789e-09
2010,1.4171379625338432e-09
2011,3.82397197240536e-10
2012,2.382976926895708e-09
2013,1.6734750252211938e-09
2014,2.815078836704288e-09
2015,1.5516027351836215e-09
2016,2.278474076078396e-09
2017,1.2578056374223934e-09
2018,2.581466596041082e-09
2019,2.55098775436835e-10
