year,bon_ADJ acte_NOUN,bon_ADJ pacte_NOUN
1868,2.1735445443482604e-08,0.0
1869,9.278686263769487e-09,3.906815315701806e-09
1870,8.601073631098188e-09,0.0
1871,1.6993883633631413e-08,0.0
1872,2.4189358072135292e-08,0.0
1873,1.1972009161809183e-08,0.0
1874,2.2106053876314036e-08,0.0
1875,1.716458086775674e-08,0.0
1876,2.1161051577678336e-08,0.0
1877,1.9172929910382663e-08,0.0
1878,6.6429977074733415e-09,0.0
1879,3.0546626561545054e-08,0.0
1880,2.6954953824542827e-08,0.0
1881,1.1853263259808955e-08,0.0
1882,1.7969540522244642e-08,0.0
1883,2.274962085380139e-08,2.5277355764075082e-09
1884,2.3766109080725073e-08,2.6406787867472303e-09
1885,5.80107206715752e-09,0.0
1886,1.4842966855610484e-08,0.0
1887,1.5016526688782506e-08,0.0
1888,8.242799331981132e-09,0.0
1889,1.3783300722991498e-08,2.5060546970934183e-09
1890,1.5075089621063853e-08,2.6217545912032847e-09
1891,1.1473596295275001e-08,3.1871101313640793e-09
1892,1.2537024751679837e-08,0.0
1893,1.23168328869383e-08,0.0
1894,1.1342770278588432e-08,0.0
1895,1.9861428057765806e-08,1.2037228991346183e-09
1896,1.1794058174530164e-08,0.0
1897,1.1653426668090106e-08,0.0
1898,1.7540900287826844e-08,0.0
1899,1.9346524382513053e-08,3.8693048765026106e-09
1900,1.453494924419374e-08,0.0
1901,1.2295225282343836e-08,0.0
1902,1.1293653123800595e-08,4.910283846193408e-10
1903,8.100330184390714e-09,0.0
1904,8.061937784020756e-09,0.0
1905,6.192911072844254e-09,5.160759042333041e-10
1906,1.0802787109298606e-08,0.0
1907,9.771402353919711e-09,0.0
1908,1.276961114626829e-08,0.0
1909,1.3752458727367411e-08,0.0
1910,4.275320542035388e-09,0.0
1911,1.1704822888702893e-08,5.320374141248863e-10
1912,1.1981668990301841e-08,0.0
1913,7.954484182448596e-09,0.0
1914,1.2723813114234872e-08,0.0
1915,1.0602685840410686e-08,0.0
1916,1.648119329900055e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,1.033773866510046e-08,0.0
1919,1.2890987832747669e-08,9.207848372660976e-10
1920,7.572231730534895e-09,0.0
1921,9.844571380313027e-09,0.0
1922,6.640141769764796e-09,2.2133805899215986e-09
1923,1.5923921736771263e-08,2.1231896241147297e-09
1924,1.289162443462999e-09,0.0
1925,5.499089184013428e-09,0.0
1926,6.687683296036084e-09,0.0
1927,1.1149224654616319e-08,2.2298449753321847e-09
1928,1.2568645679778001e-08,0.0
1929,1.0026365515614089e-08,3.342121912552898e-09
1930,8.402882833991043e-09,0.0
1931,6.843213995466613e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,6.882397318719313e-09,0.0
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,0.0
1939,1.2235240376412548e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,0.0
1945,2.178504043826024e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,6.523132700664291e-09,0.0
1949,3.9268033269479474e-09,6.8719057111366055e-09
1950,1.0635361036293034e-08,6.381216888229346e-09
1951,1.0661401761424827e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,9.69644453618912e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,0.0
1955,7.508486277174597e-09,9.385607846468247e-10
1956,1.1337483840634377e-08,0.0
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,2.4816730892496253e-09,0.0
1959,4.650448914844674e-09,7.750747821333448e-10
1960,4.152500121534786e-09,0.0
1961,1.042223907177231e-08,0.0
1962,8.8787386332001e-09,0.0
1963,7.1126584622049904e-09,6.466053248388448e-10
1964,7.300761772910391e-09,6.083968329129164e-10
1965,6.0192477668863376e-09,5.472043373977442e-10
1966,5.539074976468328e-09,1.1078149508847446e-09
1967,5.423369309198733e-09,0.0
1968,5.838840522187638e-09,1.7965663401398047e-09
1969,8.175163657142548e-09,0.0
1970,6.898087434592526e-09,9.197450023812337e-10
1971,5.652237344833111e-09,0.0
1972,7.182205497002769e-09,0.0
1973,7.718485406371656e-09,5.513203782392395e-10
1974,3.937900228123681e-09,0.0
1975,2.8557400888473694e-09,0.0
1976,4.570821499072508e-09,0.0
1977,3.526069214387917e-09,0.0
1978,1.1881182704343018e-09,5.940591352171509e-10
1979,7.022368020415115e-09,1.7555920051037788e-09
1980,2.2740602734216964e-09,0.0
1981,8.855769451088236e-09,0.0
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,5.395036861699509e-09,0.0
1987,6.110816741511371e-09,1.2221633705067347e-09
1988,5.396898483667201e-09,0.0
1989,3.841685636274406e-09,3.2928733073589456e-09
1990,2.179460389939436e-09,1.089730194969718e-09
1991,2.9307325455363298e-09,0.0
1992,8.815910668147353e-09,2.2039776670368383e-09
1993,7.200969598386564e-09,5.539207426075166e-10
1994,3.6924485691258724e-09,0.0
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,6.939520069693117e-09,0.0
1997,2.3974471297094624e-09,0.0
1998,9.536258449571733e-10,0.0
1999,5.484241505371301e-09,9.140402323914998e-10
2000,4.859834756842929e-09,8.836062992401139e-10
2001,8.324302136486494e-09,0.0
2002,4.81934359086722e-09,0.0
2003,9.58392298855415e-09,0.0
2004,3.9643119897903034e-09,4.404791253964646e-10
2005,2.251874686720612e-09,4.5037495954858286e-10
2006,8.64756888319107e-09,2.4707338397433887e-09
2007,5.991719120856942e-09,2.3966877371606188e-09
2008,8.089135583588813e-09,4.257439678578834e-10
2009,6.198650481792356e-09,9.53638501499654e-10
2010,7.085689368580006e-09,1.8895172093635892e-09
2011,2.2943831279320648e-09,1.1471915639660324e-09
2012,4.425528388196653e-09,1.0212758416727752e-09
2013,6.9728125495771565e-09,2.7891249310130206e-09
2014,5.846701789380404e-09,4.330890368553497e-10
2015,5.319781060109108e-09,1.329945265027277e-09
2016,6.421154274960372e-09,1.0356699942093428e-09
2017,5.534344982294215e-09,0.0
2018,6.711813327342497e-09,1.5488800242380307e-09
2019,7.1427654901867754e-09,1.2754939326953263e-09
