year,des_DET airs_NOUN,des_DET chères_ADJ
1872,1.7216775152206765e-06,0.0
1873,1.4905151246580317e-06,0.0
1874,1.5283050114334173e-06,1.1949218281515073e-09
1875,1.6964327826940462e-06,0.0
1876,1.6547942500722002e-06,3.02300739996042e-09
1877,1.775042161256124e-06,0.0
1878,2.2719050463138046e-06,2.4156354694326865e-09
1879,1.9769776749001267e-06,0.0
1880,1.8605336293830987e-06,6.417846254436199e-10
1881,2.2563035102507456e-06,0.0
1882,2.0159161078225907e-06,0.0
1883,1.9097042383009466e-06,4.423537092179686e-09
1884,2.049826843375513e-06,0.0
1885,2.0587360900492513e-06,0.0
1886,2.0889863341366777e-06,1.2906927748801422e-09
1887,1.9893632776657455e-06,0.0
1888,2.0581634512240043e-06,6.340614699951175e-10
1889,2.110724487636162e-06,0.0
1890,1.797868172559447e-06,2.6217545912032847e-09
1891,1.9721835933239618e-06,6.374220040683554e-10
1892,1.9024934863054455e-06,0.0
1893,1.771160555996687e-06,4.926733243593162e-09
1894,1.973011842792971e-06,1.8904617871129403e-09
1895,1.8687797744831869e-06,0.0
1896,1.832206883989329e-06,0.0
1897,1.7724862146906162e-06,0.0
1898,1.9317623554115926e-06,1.13167097914868e-09
1899,1.8849042131563465e-06,1.6582735185011188e-09
1900,1.7197959465420354e-06,5.191053142894475e-10
1901,1.697858832194754e-06,0.0
1902,1.5025468886875615e-06,9.820567692386817e-10
1903,1.870096280498501e-06,7.020286574288548e-09
1904,1.856932946964207e-06,1.0749250378694342e-09
1905,1.7293703589160714e-06,2.0643036169332163e-09
1906,1.7901761788507997e-06,6.173021205313489e-09
1907,1.8930806122696708e-06,0.0
1908,1.9910771698050667e-06,1.4734167219643268e-09
1909,1.9539492637221656e-06,2.7504918342913243e-09
1910,2.117352416952656e-06,1.6032452032632705e-09
1911,1.8514902437871683e-06,1.0640748282497725e-09
1912,1.9066481815599445e-06,3.646594803896619e-09
1913,1.987030294969827e-06,4.772690687104841e-09
1914,1.9387073528776e-06,6.696743715117748e-10
1915,1.7188132179768445e-06,0.0
1916,1.5734045568649435e-06,1.0987462051303964e-09
1917,2.125293070420753e-06,2.1932848870420685e-09
1918,1.8584956933409558e-06,0.0
1919,1.9336481642540093e-06,0.0
1920,2.0429882034989078e-06,2.2716695191604686e-09
1921,2.077961921642668e-06,1.5145494858259667e-09
1922,2.112302823320533e-06,3.6889677978990676e-09
1923,2.002167809322941e-06,1.0615948120573648e-09
1924,2.0665274149678226e-06,0.0
1925,1.995069361271362e-06,1.0998177923937646e-09
1926,1.9528033785576326e-06,2.229227691330493e-09
1927,2.2019718510790653e-06,1.1149224876660924e-09
1928,1.9058636606672508e-06,1.1426041224282812e-09
1929,1.8192283608442494e-06,0.0
1930,1.874893225561891e-06,1.0503603542488804e-09
1931,1.7290520730739445e-06,1.1405356659111021e-09
1932,1.6537940901173442e-06,0.0
1933,1.699952134615046e-06,2.2941324395731044e-09
1934,1.6235040618539642e-06,0.0
1935,1.728220176744344e-06,4.787313656606784e-09
1936,1.613799465616239e-06,0.0
1937,1.412723467097976e-06,1.2591118148108649e-09
1938,1.6271343916685055e-06,0.0
1939,1.3443470656682166e-06,0.0
1940,1.1943537816527794e-06,0.0
1941,1.9391372134691665e-06,0.0
1942,1.7264664702310029e-06,6.068423541449874e-09
1943,1.8087155417845224e-06,0.0
1944,1.6547909247321968e-06,0.0
1945,2.017294706391226e-06,0.0
1946,1.994894326173835e-06,4.1763312808029696e-09
1947,1.7106449430315251e-06,0.0
1948,1.6373062763364032e-06,1.0871887834440486e-09
1949,1.3449301121681856e-06,9.817008317369869e-10
1950,1.5346826263140656e-06,0.0
1951,1.6279961059240122e-06,0.0
1952,1.3159915042137982e-06,1.0544803918932644e-09
1953,1.482478598546777e-06,4.3095309543161875e-09
1954,1.4434036259558525e-06,0.0
1955,1.4857417180991206e-06,0.0
1956,1.5837592748368934e-06,1.744228317335228e-09
1957,1.4542471866718643e-06,0.0
1958,1.4451609189336523e-06,0.0
1959,1.4098610190416139e-06,0.0
1960,1.589023288062208e-06,2.7683333403416555e-09
1961,1.523731381958271e-06,2.08444772553662e-09
1962,1.473870621993001e-06,6.341956404476434e-10
1963,1.5369808146203923e-06,0.0
1964,1.3475989479871942e-06,0.0
1965,1.4292977166263654e-06,0.0
1966,1.5282307277431073e-06,1.6617224263271169e-09
1967,1.6181360944500511e-06,0.0
1968,2.097042171911312e-06,4.4914158503495116e-10
1969,1.4783421935504748e-06,4.5417578031781147e-10
1970,1.4587156158540893e-06,9.197450023812337e-10
1971,1.6298996303731883e-06,0.0
1972,1.8858419466027954e-06,1.0260293725750103e-09
1973,1.3132451233133224e-06,2.205281512956958e-09
1974,1.145366347543586e-06,5.625571675160757e-10
1975,1.1337287730839307e-06,0.0
1976,1.1575604990099464e-06,0.0
1977,1.258219027633345e-06,0.0
1978,1.4584151575292026e-06,1.7821774056514528e-09
1979,1.350635496777386e-06,0.0
1980,1.4366375644669915e-06,6.253665585376211e-09
1981,1.3580955080527701e-06,6.325549528618524e-10
1982,1.34144127628133e-06,1.8622506869903077e-09
1983,1.448733495834631e-06,0.0
1984,1.5378970346091592e-06,1.739702604197646e-09
1985,1.3378601231295306e-06,0.0
1986,1.3973145307488721e-06,0.0
1987,1.3749338148016932e-06,0.0
1988,1.4745526311088497e-06,5.996553809062277e-10
1989,1.519112231562758e-06,0.0
1990,1.4259120142412485e-06,5.44865097484859e-10
1991,1.5468406875385199e-06,1.7584396161396398e-09
1992,1.4750120396200828e-06,5.509944167592096e-10
1993,1.5094340302113096e-06,5.539207426075166e-10
1994,1.4279226512314835e-06,1.0549853213248639e-09
1995,1.5356380274056391e-06,0.0
1996,1.4364806446565126e-06,5.338092190498855e-10
1997,1.5046378480931821e-06,0.0
1998,1.5181723362900357e-06,9.536258449571733e-10
1999,1.483944361169165e-06,1.3710603763428253e-09
2000,1.5511708930660006e-06,0.0
2001,1.461572207261952e-06,4.3812117822561447e-10
2002,1.4852341188031914e-06,0.0
2003,1.6688526542907312e-06,0.0
2004,1.5126053316549815e-06,0.0
2005,1.5173132119628008e-06,0.0
2006,1.7262194660361274e-06,0.0
2007,1.7240173413313187e-06,7.988958938831558e-10
2008,1.8873230338556368e-06,8.514879357157668e-10
2009,1.874853296612855e-06,4.76819250749827e-10
2010,2.043512857596852e-06,4.723793023408973e-10
2011,2.4079550904332336e-06,3.82397197240536e-10
2012,2.680848986358342e-06,0.0
2013,2.5431241930107262e-06,8.367375126105969e-10
2014,3.0353045374909016e-06,2.1654451842767486e-10
2015,2.8527324644755936e-06,1.994917786518613e-09
2016,2.913132703952215e-06,1.4499380585064614e-09
2017,2.350335766010403e-06,1.0062445321423752e-09
2018,2.7027957258951574e-06,1.5488800242380307e-09
2019,2.7494544951878197e-06,5.1019755087367e-10
