year,étions_VERB en_ADP,étions_VERB lents_ADJ,etions_VERB en_ADP
1800,6.948603754608484e-07,0.0,3.144164484325529e-09
1801,7.786467222103965e-07,0.0,0.0
1802,6.243574262043694e-07,0.0,6.713520406265161e-09
1803,3.9201819390655146e-07,0.0,0.0
1804,5.116731358612014e-07,0.0,0.0
1805,5.230895112617873e-07,0.0,2.842877711017877e-09
1806,5.907421609663288e-07,0.0,5.76333825108577e-09
1807,4.953702159582463e-07,0.0,5.693910232196231e-09
1808,4.736094751933706e-07,0.0,2.2660739951163578e-09
1809,4.02107446006994e-07,0.0,4.518061036407062e-09
1810,7.909628720881301e-07,0.0,0.0
1811,6.292762577686517e-07,0.0,0.0
1812,4.320877451391425e-07,0.0,2.6672082320544632e-09
1813,5.808998366774176e-07,0.0,0.0
1814,9.030963497025368e-07,0.0,3.1466771410748606e-09
1815,7.066725515869621e-07,0.0,5.394447111228828e-09
1816,6.512466939057049e-07,0.0,2.3176038865813098e-09
1817,5.277800596559246e-07,0.0,0.0
1818,5.924825359215902e-07,0.0,0.0
1819,5.42395014235808e-07,0.0,0.0
1820,7.274152835634595e-07,0.0,2.3732962262101864e-09
1821,7.642653372386121e-07,0.0,1.97229765852569e-09
1822,6.777316343686834e-07,0.0,4.010246357211145e-09
1823,1.0297759445165866e-06,0.0,3.9530747564242574e-09
1824,8.867431802173087e-07,0.0,8.421112696055388e-10
1825,8.69977782258502e-07,0.0,0.0
1826,7.891953828220721e-07,0.0,8.807984341885344e-10
1827,6.571915491804248e-07,0.0,0.0
1828,6.759985922144551e-07,0.0,3.668920500743411e-09
1829,9.421920594832045e-07,0.0,8.57317605795771e-10
1830,7.58757948915445e-07,0.0,2.0873671680021744e-09
1831,8.699893214725307e-07,0.0,3.1182412207897414e-09
1832,8.172101502168516e-07,0.0,1.3529969367098715e-09
1833,1.4282613847171888e-06,0.0,0.0
1834,9.465214247939002e-07,0.0,5.600718555598405e-09
1835,8.137882332448498e-07,0.0,1.5126175867408165e-09
1836,7.29201360627485e-07,6.720750067579218e-10,6.720750067579218e-10
1837,9.21224739158788e-07,6.957890930081589e-10,6.957890930081589e-10
1838,8.243683282671554e-07,0.0,0.0
1839,8.242949434134061e-07,0.0,1.3982950353153e-09
1840,6.439755111387058e-07,0.0,6.369688665408546e-10
1841,8.012844432414568e-07,0.0,6.420548537278137e-10
1842,7.305300755433564e-07,0.0,0.0
1843,6.781133947697526e-07,0.0,0.0
1844,6.289891416599858e-07,0.0,1.097712254427563e-09
1845,6.67395283926453e-07,0.0,1.674068439427856e-09
1846,6.480933052444016e-07,5.854501328173001e-10,5.854501328173001e-10
1847,5.414796646618925e-07,0.0,1.6179670936367074e-09
1848,6.725805405949359e-07,0.0,8.045221711050488e-10
1849,7.66716482303309e-07,0.0,0.0
1850,8.662759114486107e-07,0.0,1.3577992064028876e-09
1851,7.500697165596648e-07,3.8696632564949596e-09,0.0
1852,5.494900392477575e-07,1.3021090872200602e-09,6.510545436100301e-10
1853,7.411167644022498e-07,0.0,5.971931837933653e-10
1854,7.985736374394037e-07,0.0,2.0782657816909023e-09
1855,8.374346975870139e-07,0.0,1.5920811335945473e-09
1856,6.828712457718211e-07,0.0,5.177189232874468e-10
1857,9.675151204646681e-07,0.0,2.4407544874094356e-09
1858,7.913074000498455e-07,4.893676019968041e-10,2.4468380654951716e-09
1859,9.894092727336101e-07,0.0,0.0
1860,8.371669650841795e-07,0.0,4.577183909670879e-10
1861,7.790771974214294e-07,0.0,0.0
1862,7.906476184871281e-07,0.0,3.6143890103090826e-09
1863,7.90648471138411e-07,0.0,9.989241656072068e-10
1864,8.525026373717992e-07,0.0,1.4384183844029508e-09
1865,8.18990940842923e-07,0.0,9.41368871743009e-10
1866,8.485628768539755e-07,0.0,0.0
1867,8.720502364667482e-07,5.338092634588065e-09,0.0
1868,8.960931836554664e-07,0.0,9.87974813071446e-10
1869,8.121292580653972e-07,0.0,3.4184632902167778e-09
1870,9.461180638936639e-07,0.0,5.734048791339319e-09
1871,1.3244607544038445e-06,0.0,8.496941816815706e-09
1872,1.3304146477821632e-06,2.4189357183956872e-09,1.2094678591978436e-09
1873,1.0098389111590222e-06,0.0,5.986004469882289e-10
1874,1.0276327202518587e-06,0.0,1.1949218281515073e-09
1875,9.686544899523142e-07,0.0,0.0
1876,8.809043379187642e-07,0.0,6.04601479992084e-10
1877,9.994662377721397e-07,0.0,1.8554447978047506e-09
1878,7.43411817438755e-07,0.0,0.0
1879,8.931833690439817e-07,0.0,0.0
1880,8.407378686570155e-07,0.0,0.0
1881,9.81031803348742e-07,0.0,6.972507571312292e-10
1882,9.31088379729772e-07,0.0,0.0
1883,9.978235766539e-07,0.0,0.0
1884,9.182960525322414e-07,0.0,6.601696966868076e-10
1885,9.223704751093464e-07,0.0,1.2891271383708158e-09
1886,9.073570481632487e-07,0.0,6.453463874400711e-10
1887,9.21231276151957e-07,0.0,1.9586774424595887e-09
1888,8.198414889193373e-07,0.0,0.0
1889,7.599610967190529e-07,0.0,0.0
1890,8.638681379125046e-07,1.3108772956016423e-09,0.0
1891,8.56695180573297e-07,0.0,1.2748440081367107e-09
1892,8.98904659152322e-07,0.0,0.0
1893,7.679545319660974e-07,0.0,1.2316833108982905e-09
1894,9.779988658920047e-07,0.0,5.671385139294216e-09
1895,1.0592762009764556e-06,0.0,6.018614495673091e-10
1896,1.0007257742472575e-06,0.0,1.179405795248556e-09
1897,7.603861149618751e-07,0.0,5.826713556089658e-10
1898,8.396998509851983e-07,0.0,0.0
1899,8.694880762050161e-07,0.0,5.527578395003729e-10
1900,7.682758678129176e-07,5.191053142894475e-10,0.0
1901,7.55597511670203e-07,0.0,1.676621730339889e-09
1902,7.046257337606221e-07,0.0,1.4730852093691738e-09
1903,7.824918952792359e-07,0.0,3.7801539676252105e-09
1904,8.260798836090544e-07,0.0,1.6123875568041512e-09
1905,7.849514531699242e-07,4.1286072338664326e-09,5.160759042333041e-10
1906,7.042388574518554e-07,0.0,3.0865106026567446e-09
1907,7.148552185753942e-07,0.0,6.1714118260169926e-09
1908,8.118526011458016e-07,0.0,1.4734167219643268e-09
1909,7.30530643977545e-07,0.0,5.500983557560346e-10
1910,6.49848743705661e-07,0.0,0.0
1911,7.634736789441376e-07,1.0640748282497725e-09,1.0640748282497725e-09
1912,7.397377999041055e-07,0.0,1.0418842455450772e-09
1913,7.312822845051414e-07,5.30298971401777e-10,0.0
1914,7.533836878792499e-07,0.0,1.3393487430235496e-09
1915,1.0013648079620907e-06,0.0,0.0
1916,1.1932384040846955e-06,0.0,0.0
1917,1.1394115517759928e-06,0.0,0.0
1918,1.1130298389616655e-06,0.0,0.0
1919,1.069951963472704e-06,0.0,1.8415696745321952e-09
1920,9.260839419766853e-07,0.0,0.0
1921,8.897978318600508e-07,0.0,0.0
1922,9.576559705237742e-07,0.0,7.377935484775833e-10
1923,6.422648652915086e-07,0.0,1.0615948120573648e-09
1924,8.095940415842051e-07,0.0,3.867487219366694e-09
1925,6.873861480016785e-07,0.0,2.1996355847875293e-09
1926,7.969488819981052e-07,0.0,0.0
1927,7.927098977233982e-07,0.0,1.1149224876660924e-09
1928,7.552613396910601e-07,0.0,0.0
1929,8.444428090115252e-07,0.0,0.0
1930,7.447055168086081e-07,1.0503603542488804e-09,1.0503603542488804e-09
1931,8.451369239992346e-07,0.0,3.4216069977333063e-09
1932,8.077178677012853e-07,0.0,0.0
1933,7.742697221146955e-07,0.0,0.0
1934,7.153003593884932e-07,1.1981580172459871e-09,2.3963160344919743e-09
1935,7.348526196437888e-07,0.0,1.196828414151696e-09
1936,7.177831093940767e-07,1.2124714565686645e-09,2.424942913137329e-09
1937,6.660701501459698e-07,0.0,0.0
1938,6.456676828747732e-07,0.0,1.2965214457594243e-09
1939,7.035263251964352e-07,0.0,3.058810094103137e-09
1940,7.150907777031534e-07,0.0,7.607348528892999e-09
1941,9.208687856698816e-07,0.0,0.0
1942,8.738529686524998e-07,0.0,0.0
1943,8.100026320789766e-07,0.0,0.0
1944,8.450679729321564e-07,0.0,3.2131861615880553e-09
1945,1.1502501138238586e-06,0.0,0.0
1946,1.0900224651777535e-06,0.0,2.7842208538686464e-09
1947,1.051420781550405e-06,0.0,0.0
1948,8.893204039850389e-07,0.0,0.0
1949,8.000861839718709e-07,0.0,9.817008317369869e-10
1950,8.837985205900623e-07,0.0,0.0
1951,8.593089546593546e-07,0.0,0.0
