year,les_DET êtres_NOUN,les_DET etres_NOUN,les_DET lettres_NOUN
1826,8.12448486442463e-06,2.730475112677766e-08,4.4491771518551104e-05
1827,7.447556640727271e-06,1.6591091223094878e-08,4.767357813761919e-05
1828,8.995275948109338e-06,1.008953137704438e-08,4.218616700768507e-05
1829,9.02669711422277e-06,6.001223185059246e-09,4.081260647126328e-05
1830,9.380627858490698e-06,5.218417786778673e-08,3.949507328115942e-05
1831,9.103705480129065e-06,1.4032085049464627e-08,3.443473841002742e-05
1832,1.0355838156783648e-05,2.5706941686465257e-08,3.994182367250687e-05
1833,1.2485993067912204e-05,5.444305539725747e-08,3.642703603645714e-05
1834,9.970212914822696e-06,4.293884225958777e-08,3.630385720043705e-05
1835,1.001655351728914e-05,6.050470346963266e-08,3.640114204017664e-05
1836,9.186593587173775e-06,3.6292049532260506e-08,3.718994273071985e-05
1837,9.61302180257917e-06,2.574419588619037e-08,3.571207122377018e-05
1838,8.590852019096928e-06,3.092959377504201e-08,4.14974147133762e-05
1839,8.2079914420774e-06,4.8241176497931804e-08,4.1606968579799286e-05
1840,1.3048307152985217e-05,8.280595159559923e-08,3.9618826903620175e-05
1841,1.1605783129198244e-05,5.7142881093597e-08,3.602698123472692e-05
1842,1.178440922444679e-05,2.95163662400455e-08,3.5701385883157855e-05
1843,1.3266921826016187e-05,3.2488010059950057e-08,3.985510929283009e-05
1844,1.1903591314421647e-05,9.879410539648248e-08,3.838150786350525e-05
1845,1.1642029647873642e-05,2.0088819940866642e-08,3.9114607631063336e-05
1846,1.1435597315312407e-05,8.371937143536456e-08,4.27601085277729e-05
1847,9.876610675974007e-06,7.172987626091754e-08,4.477831961935408e-05
1848,1.1229520396227599e-05,9.332457440169861e-08,3.59195007888502e-05
1849,8.984408651713238e-06,4.441089829221312e-08,3.5827864792281616e-05
1850,1.0053145047095313e-05,2.987158254086353e-08,4.1747571714267906e-05
1851,1.0720901627792045e-05,3.418202476623833e-08,4.165627845509334e-05
1852,1.1742419474103372e-05,5.338647346420089e-08,4.3596565205916704e-05
1853,1.1875783400228102e-05,5.315019380169872e-08,4.24908911327293e-05
1854,1.1212763411094784e-05,4.504641128999509e-07,4.496483995808376e-05
1855,1.1183839518480454e-05,1.2736649068756378e-08,4.1319282644280975e-05
1856,1.0905231278002248e-05,1.3926638997574514e-07,4.2627939876638266e-05
1857,1.086721533738455e-05,4.295727928926851e-08,4.402974707318208e-05
1858,1.00687383053355e-05,9.836288816789107e-08,4.2789815040578105e-05
1859,1.0854985987407417e-05,2.8006953423087566e-08,4.171304769329254e-05
1860,1.0153567274073794e-05,3.4786597991054435e-08,3.940268609881059e-05
1861,1.2724141384978793e-05,3.72561133610283e-08,4.169100455442276e-05
1862,9.782344079667382e-06,2.4848925306297787e-08,4.335866265137156e-05
1863,1.0167050163545355e-05,2.14768697270884e-08,4.071315416354082e-05
1864,1.2087029347185307e-05,3.020678618348427e-08,3.843214071252987e-05
1865,1.1535534270024073e-05,2.1180799947284612e-08,4.880479954749717e-05
1866,1.1013314889396497e-05,3.357272970738734e-08,4.2360026014875984e-05
1867,8.659357035867288e-06,3.785192959071537e-08,4.151822878384337e-05
1868,1.1342938648795098e-05,3.260316838726851e-08,3.9336712660542617e-05
1869,1.1952901417089379e-05,3.2719577824913415e-08,3.718018578524607e-05
1870,1.0664757070344422e-05,4.0138339763018394e-08,4.143366456332842e-05
1871,8.320630172420351e-06,3.717412022652411e-08,3.265693429455041e-05
1872,1.1453056231403025e-05,2.6608292569285652e-08,3.847377615784353e-05
1873,8.91794942958768e-06,3.112722318787675e-08,3.541380129945537e-05
1874,8.053175236000243e-06,1.135175692335011e-08,3.7628687664437166e-05
1875,9.882221291945825e-06,3.661777253638476e-08,3.812310586681633e-05
1876,1.0797577800758518e-05,2.3579457053557462e-08,3.7571144787307276e-05
1877,8.702036467411745e-06,2.288381972803677e-08,3.774964184799501e-05
1878,8.66850825786969e-06,1.0870359279380182e-08,3.6585402995115146e-05
1879,1.1169679794420517e-05,7.514470168334952e-08,3.954138600192891e-05
1880,8.024232784009655e-06,1.2835692508872398e-08,5.0301155397391994e-05
1881,7.55192289147999e-06,2.7192779861184846e-08,3.8994444309992105e-05
1882,7.675655552930039e-06,1.2645231750596508e-08,3.833235615502417e-05
1883,8.772506305376737e-06,4.7395041002928906e-08,3.916726342367838e-05
1884,8.557779807460975e-06,1.8484752395409032e-08,3.522269352629337e-05
1885,7.71929327925136e-06,1.804777982616912e-08,3.873891640182592e-05
1886,7.061380188133626e-06,2.065108412052652e-08,3.9326762021119066e-05
1887,7.064296255521185e-06,9.79338704576449e-09,3.439111006287021e-05
1888,7.641074830644357e-06,1.268122939990235e-08,3.8899672034631294e-05
1889,7.477440902903254e-06,3.884384813801489e-08,3.702633171087655e-05
1890,6.787722497847426e-06,7.209825292342487e-09,3.46078161328478e-05
1891,9.2190340126308e-06,2.2309769698303228e-08,3.30261096621598e-05
1892,8.754604465366356e-06,2.4447197821686473e-08,3.804109493898977e-05
1893,8.249199396459517e-06,3.6334658393144537e-08,3.36988546507655e-05
1894,7.283319177986414e-06,2.96172346647694e-08,3.412661612856027e-05
1895,7.270486179322688e-06,6.861220591680706e-08,3.354595219207113e-05
1896,8.645044829336257e-06,2.7716036632430274e-08,3.33653909763143e-05
1897,7.6236721042732825e-06,2.5637539646794494e-08,3.219608933591189e-05
1898,8.102198108872471e-06,2.2067583649310052e-08,3.472588906561214e-05
1899,7.902779003643445e-06,2.8743407654019393e-08,3.249331663823796e-05
1900,7.732073754596058e-06,9.291984903736505e-08,3.092881348720766e-05
1901,7.783436814179368e-06,5.421076709755113e-08,3.0298788686877742e-05
1902,6.659327056013353e-06,2.9461703854316568e-08,2.8347069445544548e-05
1903,7.835719401327879e-06,7.12829075766308e-08,3.0149430472192762e-05
1904,8.013566116460424e-06,4.1384613957973215e-08,2.9363727833242592e-05
1905,7.3122794503888144e-06,1.496620083418776e-08,3.238066724975397e-05
1906,8.140157177649598e-06,2.8807432828070745e-08,3.059555240270129e-05
1907,7.502379730794928e-06,2.982849189869796e-08,3.065443178229543e-05
1908,8.704455126462562e-06,3.4379724178634774e-08,3.18159783887495e-05
1909,8.269078676903518e-06,2.9705311432870474e-08,3.334091104534309e-05
1910,8.841896971034657e-06,4.3287620155041395e-08,3.113715936819972e-05
1911,8.550905306492496e-06,3.1390206767234474e-08,3.1336471153053935e-05
1912,8.843513228384836e-06,3.959160155275754e-08,3.187332322340808e-05
1913,8.097134895024283e-06,3.234823697795264e-08,2.9236973773549835e-05
1914,8.241682053267141e-06,4.4868183168844666e-08,3.016414297007941e-05
1915,6.252050383181995e-06,9.424609315189514e-09,2.73278336067051e-05
1916,6.249668274449505e-06,2.0876178341566742e-08,2.8308097625995288e-05
1917,7.208230783817271e-06,4.167241363095542e-08,2.6258006812440726e-05
1918,6.592031184027292e-06,1.2635013924011673e-08,2.5197663092058065e-05
1919,7.852453052237252e-06,5.2484735391100656e-08,2.5430235154999536e-05
1920,8.623257599538192e-06,1.4993019048503697e-07,2.735090191663403e-05
1921,8.272469585790532e-06,5.755287940667486e-08,2.5314937261100567e-05
1922,8.779742927345069e-06,3.984085134023374e-08,2.507096183990143e-05
1923,9.225259020695376e-06,5.732611940700849e-08,2.832441111877415e-05
1924,8.467218577834501e-06,4.125319796877136e-08,3.0818717391412065e-05
1925,9.500226383352128e-06,8.468597223476593e-08,3.016250241216767e-05
1926,9.564501226577704e-06,1.2037829333344519e-07,3.014361698205903e-05
1927,9.935073933320382e-06,6.020581366783517e-08,3.041620090016295e-05
1928,9.243666966085584e-06,6.170062227806028e-08,2.8280593824092648e-05
1929,8.361989046079543e-06,1.3257083208984e-07,2.9035241198016593e-05
1930,7.931270914696142e-06,6.827341991755276e-08,2.889961444907385e-05
1931,7.957517340173581e-06,6.044839206964525e-08,2.5967716567265597e-05
1932,7.775791459607717e-06,6.137340413658876e-08,2.6458512593308114e-05
1933,7.275841198861599e-06,3.785318503091162e-08,3.214538327256378e-05
1934,7.543603089743556e-06,4.193553060360955e-08,2.8727037090447993e-05
1935,8.308382831501149e-06,7.061287465859323e-08,2.76958054428178e-05
1936,9.371191424634162e-06,9.942265899454128e-08,2.4742904940922017e-05
1937,8.132602886234963e-06,5.791914459152281e-08,2.7689126909535844e-05
1938,8.981004441466212e-06,1.0112867121492286e-07,2.5905795382641372e-05
1939,8.88278424326927e-06,9.329370964650252e-08,2.366754262084214e-05
1940,7.44759461213107e-06,5.0715657895494815e-08,2.6326498471007653e-05
1941,8.500327794536133e-06,4.132103503806661e-08,2.489297349939079e-05
1942,1.0580296134321543e-05,8.192371825366251e-08,2.9568393927092984e-05
1943,9.63874123272035e-06,3.193558706371391e-08,2.7775252192441258e-05
1944,1.2187615425318654e-05,3.534504777746861e-08,2.3488390638704004e-05
1945,1.1262865882599726e-05,1.0021118690417552e-07,2.2514838860843156e-05
1946,1.1459852885309374e-05,5.0115974481457215e-08,2.3071446889844083e-05
1947,1.1489335747683072e-05,4.887557025767819e-08,2.998456659497606e-05
1948,1.0473976942648733e-05,7.827759151979308e-08,2.2000351805218088e-05
1949,1.0096793403135962e-05,9.817008539414473e-08,2.1503174366444e-05
1950,9.818565445129934e-06,6.593924117836991e-08,2.1564258190664987e-05
1951,8.997156754730895e-06,7.24975308674658e-08,2.4637434023588867e-05
1952,8.808075136812477e-06,3.901577394493927e-08,2.102212056342978e-05
1953,9.26333649431399e-06,6.464296520292123e-08,2.4059034217316366e-05
1954,1.0964785815303912e-05,6.840775368388563e-08,2.203022756930295e-05
1955,9.375283923418465e-06,2.4402579956728232e-08,2.3162742195381725e-05
1956,1.2760774779962958e-05,7.325758932807958e-08,2.2736015921509534e-05
1957,8.700744928091808e-06,3.975767048913781e-08,2.2715765339853533e-05
1958,8.4955941588305e-06,7.031407112112475e-08,2.1599655383397476e-05
1959,9.855076086751069e-06,1.4881435683733457e-07,2.3185586428553506e-05
1960,9.03791618611649e-06,4.706166700785275e-08,2.270725440212118e-05
1961,9.525926003561835e-06,8.129346501517531e-08,2.398921481017169e-05
1962,9.758367923495825e-06,1.325468916846262e-07,2.3813412440176762e-05
1963,9.890475382690056e-06,8.535190287872751e-08,2.071788139801356e-05
1964,9.089449065413646e-06,8.152517477766352e-08,2.5428554636164336e-05
1965,1.0123827848929068e-05,9.028871605920585e-08,2.713039054924593e-05
1966,9.570966881256027e-06,6.979234346005114e-08,2.5262058898078976e-05
1967,8.936232973155711e-06,9.564851172205735e-08,2.9599763138321578e-05
1968,9.95612151655223e-06,8.937917689300079e-08,2.788675215015246e-05
1969,8.336396376762423e-06,4.450922591603401e-08,2.8025369601891725e-05
1970,8.345306383716888e-06,1.0393118815565927e-07,2.5533960183565796e-05
1971,8.281041004920553e-06,2.0861894289847527e-07,2.500189987131307e-05
1972,8.757160856021073e-06,4.514529278187851e-08,2.3426302163898072e-05
1973,8.048726215292845e-06,1.4168933593072808e-07,2.2964148115534044e-05
1974,7.092158369914614e-06,1.6314157313956912e-07,2.2826881263426912e-05
1975,7.092516142392924e-06,4.854758017813765e-08,2.2986422436588327e-05
1976,7.720689040979778e-06,1.0055807242448367e-07,2.3475739908462856e-05
1977,7.428252018826242e-06,8.932708484010732e-08,2.1755257762379188e-05
1978,7.704947023512432e-06,7.96039231198975e-08,2.27322663022278e-05
1979,8.135998143643519e-06,1.1001709765423584e-07,2.3338255118687812e-05
1980,8.049036239299312e-06,1.9784325033800343e-07,2.1753091345999565e-05
1981,8.730523120448197e-06,9.614835327909077e-08,2.065418414076703e-05
1982,9.318081367837294e-06,7.759377873561846e-08,2.287216227614408e-05
1983,8.02613516270867e-06,1.3830542422432757e-07,1.955537595677015e-05
1984,8.517583353295777e-06,1.0960126317627328e-07,1.991379485843936e-05
1985,8.24612698124838e-06,8.000692108822705e-08,1.9967441517110274e-05
1986,8.518163951976021e-06,6.114375095123137e-08,2.0283540948184964e-05
1987,8.511756931284253e-06,5.377518985660856e-08,2.0287911866034847e-05
1988,8.966646817043511e-06,1.8709247839865384e-07,2.0011099650218966e-05
1989,7.8117932105215e-06,6.091815696329661e-08,2.2028225089343323e-05
1990,9.244181399026274e-06,1.0188977206393446e-07,1.9778603359554836e-05
1991,8.722446580122778e-06,1.3012452382277218e-07,2.0935981524417002e-05
1992,8.6605300566589e-06,5.56504353710352e-08,2.154388221242698e-05
1993,9.023922586948174e-06,8.585771538172082e-08,2.1902580783716985e-05
1994,9.030674391397042e-06,6.962903198459713e-08,2.147580926248338e-05
1995,8.827749923057127e-06,7.103410704090152e-08,2.120503665992146e-05
1996,9.263724905395065e-06,7.633471987844587e-08,2.0843114725721534e-05
1997,9.908169602113048e-06,4.459251845556622e-08,2.0913411958645156e-05
1998,9.412763688487757e-06,4.720447910333547e-08,2.1818482650814985e-05
1999,1.016367076545066e-05,5.986963663717759e-08,2.133507041435223e-05
2000,1.1062309056342201e-05,7.775735544335305e-08,2.0933516793775198e-05
2001,1.009255913686502e-05,1.5378053108694445e-07,2.1983168608130654e-05
2002,1.0598612504963967e-05,1.2398856941153724e-07,2.1729105810663896e-05
2003,1.1359448933490057e-05,6.167046062710568e-08,2.1604245148409973e-05
2004,1.0099745622937917e-05,5.1536057199541574e-08,2.1140355215720774e-05
2005,1.032529593203435e-05,5.989986961996152e-08,2.135588033524982e-05
2006,1.0881936191253772e-05,6.053298029495835e-08,2.191211513036251e-05
2007,1.13694872538872e-05,4.2341483236230104e-08,2.1492696532732225e-05
2008,1.0735985256360436e-05,3.618823729567566e-08,2.0526819753285963e-05
2009,1.136975521376371e-05,6.818515285722526e-08,1.8159661294703255e-05
2010,1.1033836074147985e-05,3.731796460737513e-08,1.6469976912958373e-05
2011,1.082107564798207e-05,1.2427908543943822e-07,1.3634754793656612e-05
2012,1.151386317133074e-05,2.723402148241405e-08,1.3572074919920851e-05
2013,1.1577379098071106e-05,3.0680374685232437e-08,1.4124128938419744e-05
2014,1.2084050013072556e-05,1.6024293947314305e-08,1.5666562944716134e-05
2015,1.1027241100691754e-05,1.3742767368540854e-08,1.4565338460670318e-05
2016,1.2371493085083785e-05,1.4913648371805976e-08,1.6021815355315994e-05
2017,1.131371078599841e-05,2.3898307610625835e-08,1.2268888241351306e-05
2018,1.2160773053437879e-05,3.89801469435902e-08,1.3405556131829144e-05
2019,1.0840422476121603e-05,1.989770481714004e-08,1.663728664880182e-05
