year,vos_DET yeux_NOUN,vos_DET lieues_NOUN
1800,7.97045740341673e-06,0.0
1801,1.043434210146188e-05,2.6193008650921e-08
1802,6.380082311352453e-06,0.0
1803,8.000291884968647e-06,1.950339223455444e-09
1804,8.64900607666641e-06,1.2359254952798437e-08
1805,8.087987183102996e-06,0.0
1806,5.7777466793140775e-06,1.729001475325731e-08
1807,6.596394882762979e-06,0.0
1808,7.2695654864674e-06,0.0
1809,6.2326651857347315e-06,0.0
1810,1.018657204099327e-05,2.3401267590372754e-09
1811,6.693895102216629e-06,0.0
1812,5.251732872579851e-06,0.0
1813,8.204490711705148e-06,0.0
1814,5.909459780184534e-06,0.0
1815,5.192155455802094e-06,0.0
1816,6.63066457207151e-06,0.0
1817,9.901714577154053e-06,0.0
1818,7.463849300393122e-06,4.768470951432846e-09
1819,8.468193954058734e-06,1.035105001712111e-09
1820,9.236869317419405e-06,4.746592452420373e-09
1821,1.0589266196348035e-05,0.0
1822,9.78901107373531e-06,0.0
1823,7.266739686428991e-06,4.941343334508019e-09
1824,8.318375051885596e-06,0.0
1825,7.2662515719912335e-06,0.0
1826,6.634173971065138e-06,0.0
1827,6.147921325805328e-06,0.0
1828,8.042273549335732e-06,4.586150570418113e-09
1829,6.375870981401022e-06,0.0
1830,7.616802719212501e-06,0.0
1831,7.193782579406616e-06,0.0
1832,7.570017857005951e-06,0.0
1833,7.457540192490342e-06,0.0
1834,7.6048422386065795e-06,0.0
1835,7.858804451643664e-06,0.0
1836,6.175025248467136e-06,2.016224964762614e-09
1837,5.731214969273424e-06,0.0
1838,5.822338124517046e-06,6.312161904276081e-10
1839,5.830890231095509e-06,0.0
1840,6.631482975194558e-06,6.369688665408546e-10
1841,6.130339713195099e-06,1.926164561183441e-09
1842,6.120620973604218e-06,0.0
1843,6.25660008779505e-06,1.7720733769266417e-09
1844,6.3606936606674935e-06,1.097712254427563e-09
1845,5.644400630444579e-06,2.2320911785556063e-09
1846,5.9733477968393345e-06,4.6836010625384006e-09
1847,5.204460684637979e-06,5.393223645455691e-10
1848,5.282492459457444e-06,1.689496542667257e-08
1849,4.993293430288759e-06,1.6758829879393033e-09
1850,4.853453333453217e-06,0.0
1851,5.200827402518371e-06,0.0
1852,5.131611814590542e-06,0.0
1853,5.1925948980624526e-06,0.0
1854,7.623078730034649e-06,0.0
1855,6.12314408954262e-06,0.0
1856,6.7608912104333285e-06,0.0
1857,5.273006294714833e-06,0.0
1858,6.076477376382172e-06,0.0
1859,5.0728233134123e-06,0.0
1860,5.825382004331914e-06,0.0
1861,6.031245817439412e-06,0.0
1862,7.0435407621971535e-06,0.0
1863,5.9915471979365975e-06,0.0
1864,6.484389970751181e-06,0.0
1865,6.216329268227128e-06,0.0
1866,5.803703189144471e-06,0.0
1867,5.678759919192089e-06,0.0
1868,5.609227088143598e-06,0.0
1869,5.907593120468846e-06,0.0
1870,5.535077178819847e-06,0.0
1871,5.12259396856507e-06,0.0
1872,5.432324741150296e-06,6.047339295989218e-10
1873,5.7962482173934404e-06,5.986004469882289e-10
1874,5.478716516904569e-06,0.0
1875,6.265644444169993e-06,0.0
1876,5.740086237437936e-06,0.0
1877,6.372215850092289e-06,0.0
1878,4.954468536766399e-06,0.0
1879,5.174598456392232e-06,0.0
1880,5.733062224066998e-06,0.0
1881,6.5199918282132785e-06,0.0
1882,5.801499099788998e-06,0.0
1883,4.884848785025042e-06,0.0
1884,4.58817960691249e-06,0.0
1885,4.684043354075129e-06,0.0
1886,4.6800519726275525e-06,0.0
1887,3.9650160061910356e-06,0.0
1888,3.895039597523464e-06,0.0
1889,3.950795353091507e-06,0.0
1890,4.234788988810578e-06,0.0
1891,4.038705938569365e-06,0.0
1892,4.236260771506295e-06,0.0
1893,3.9690996871399875e-06,0.0
1894,3.7746219803125314e-06,0.0
1895,3.844089029314546e-06,0.0
1896,3.5995465950122707e-06,0.0
1897,3.643444010492658e-06,0.0
1898,3.744699249352834e-06,0.0
1899,3.523278415684672e-06,0.0
1900,3.3695125267740877e-06,0.0
1901,3.2800308673586187e-06,0.0
1902,2.7748014801431964e-06,0.0
1903,2.9712011979654562e-06,1.0800440541913758e-09
1904,3.088259724393083e-06,0.0
1905,3.374104338149664e-06,0.0
1906,3.403906859489325e-06,0.0
1907,3.44776222505061e-06,0.0
1908,3.057339654333191e-06,0.0
1909,3.2158750116195733e-06,0.0
1910,3.2791708051149726e-06,0.0
1911,3.118803419965843e-06,1.5961122423746588e-09
1912,3.4080033657346576e-06,1.0418842455450772e-09
1913,3.102779174923853e-06,0.0
1914,2.808614347316052e-06,0.0
1915,2.755520306152448e-06,0.0
1916,2.877616381624648e-06,0.0
1917,2.8414004873411614e-06,0.0
1918,2.8394322555413964e-06,0.0
1919,2.9934716110346926e-06,0.0
1920,2.7366046495558294e-06,0.0
1921,2.944284133832298e-06,0.0
1922,2.9895395528001245e-06,0.0
1923,2.8949690289437058e-06,0.0
1924,3.105592426777548e-06,0.0
1925,3.0882883663707617e-06,0.0
1926,3.0596150395467703e-06,0.0
1927,2.992451925365458e-06,0.0
1928,2.314915960255348e-06,0.0
1929,2.6848379803823264e-06,0.0
1930,2.483051815715953e-06,1.0503603542488804e-09
1931,2.0746343594169048e-06,0.0
1932,2.1699883347992e-06,0.0
1933,1.889218118833469e-06,0.0
1934,2.2070070855306767e-06,0.0
1935,1.992719305121682e-06,8.377798899061872e-09
1936,2.0502891544538215e-06,0.0
1937,1.9440686571670085e-06,0.0
1938,2.061469189129639e-06,0.0
1939,1.9530502441966746e-06,0.0
1940,1.5823285721694447e-06,0.0
1941,1.950943186557197e-06,0.0
1942,2.5457036301190783e-06,0.0
1943,2.560653413752334e-06,0.0
1944,2.522351053357852e-06,0.0
1945,2.1806826211445696e-06,0.0
1946,2.582364942327331e-06,0.0
1947,2.5772923777367396e-06,0.0
1948,2.2939682509104387e-06,0.0
1949,1.8328354443042372e-06,0.0
1950,3.259738321048644e-06,0.0
1951,2.519289267866043e-06,0.0
1952,2.0667815476826945e-06,0.0
1953,1.7733720056867242e-06,0.0
1954,1.98577933474553e-06,0.0
1955,1.761678561251756e-06,0.0
1956,1.9125463168734314e-06,0.0
1957,1.8244352304463973e-06,0.0
1958,2.0597885992401643e-06,0.0
1959,1.8601794522510318e-06,0.0
1960,2.3994528532966797e-06,0.0
1961,2.315821440390664e-06,0.0
1962,2.3630129390994625e-06,0.0
1963,2.2560059846910008e-06,0.0
1964,2.5686513822620327e-06,0.0
1965,2.313032823053618e-06,5.472043373977442e-10
1966,1.9508621065256193e-06,0.0
1967,2.431148359960389e-06,0.0
1968,3.0375445447816674e-06,1.3474247273492779e-09
1969,2.507504412108119e-06,9.083515606356229e-10
1970,2.1223115425073047e-06,0.0
1971,2.2336613056950227e-06,0.0
1972,2.0135826872547113e-06,1.0260293725750103e-09
1973,1.6853864011068254e-06,0.0
1974,1.3450742137877114e-06,0.0
1975,1.503832763205537e-06,0.0
1976,1.383816190525522e-06,0.0
1977,1.267034129170952e-06,5.876781838942691e-10
1978,1.6645536931036986e-06,0.0
1979,1.6806868003982345e-06,0.0
1980,1.5600053728803687e-06,0.0
1981,1.4713228182472449e-06,0.0
1982,1.4811100754741346e-06,0.0
1983,1.3590560428156095e-06,0.0
1984,1.4172776339194115e-06,0.0
1985,1.369141049423206e-06,0.0
1986,1.751588705189988e-06,5.994485463567401e-10
1987,1.6933073609948224e-06,0.0
1988,1.1885170003722578e-06,0.0
1989,1.4362416038693482e-06,0.0
1990,1.2956891950466343e-06,0.0
1991,1.4108546935176491e-06,0.0
1992,1.3510382999015746e-06,0.0
1993,1.5122036352011037e-06,0.0
1994,1.4448024288071792e-06,0.0
1995,1.6549319710179589e-06,0.0
1996,1.3505373601674364e-06,0.0
1997,1.2524264043634048e-06,0.0
1998,1.3613008817969785e-06,0.0
1999,1.6215073443959227e-06,0.0
2000,1.3280602715326495e-06,0.0
2001,1.391910949166686e-06,0.0
2002,1.5123977092912355e-06,0.0
2003,1.3880020262035941e-06,0.0
2004,1.390152064573158e-06,0.0
2005,1.5204658083689537e-06,0.0
2006,1.5108537851915571e-06,0.0
2007,1.842253880113276e-06,0.0
2008,1.9413924476907596e-06,0.0
2009,2.0250513443897944e-06,0.0
2010,2.2513597670581476e-06,0.0
2011,3.1406281379986467e-06,0.0
2012,3.7664652694502365e-06,0.0
2013,3.535215881811382e-06,5.578250084070646e-10
2014,3.775670236905171e-06,6.496335691608124e-10
2015,4.3178888802231086e-06,2.2165753954528356e-10
