year,vos_DET âmes_NOUN,vos_DET ames_NOUN,vos_DET lames_NOUN
1846,8.559280662012725e-07,1.2528632176156407e-07,0.0
1847,7.652984201911295e-07,9.653870591819214e-08,3.235934187273415e-09
1848,6.629262934154667e-07,1.2228736678832064e-07,4.82713291560799e-09
1849,5.664484650225177e-07,9.720121685319327e-08,8.379414939696517e-10
1850,6.727894934499545e-07,7.739455387678618e-08,6.788996032014438e-10
1851,8.584203108341626e-07,5.030562300056829e-08,6.449438760824933e-10
1852,8.340008790241882e-07,8.398603323911402e-08,1.9531636308300904e-09
1853,9.793968125393349e-07,3.1054044669076575e-08,7.166318205520383e-09
1854,1.0095175726476668e-06,7.637626586731727e-08,3.117398783558656e-09
1855,9.68516022936683e-07,9.658625899078288e-08,3.714855978387277e-09
1856,1.8482566090938235e-06,1.273588535743997e-07,1.0354378465748937e-09
1857,7.283211598263506e-07,8.786716276798501e-08,2.4407544874094356e-09
1858,9.381177044076594e-07,7.63413441351446e-08,5.3830437884982985e-09
1859,8.004896279167895e-07,2.2914781183658306e-08,4.582956236731661e-09
1860,9.470193322869136e-07,1.830873630481733e-08,3.661747127736703e-09
1861,8.550042487343035e-07,5.800635372033014e-08,4.2443675241088386e-09
1862,9.415483379626721e-07,8.267915110882207e-08,0.0
1863,8.356000833487087e-07,1.0938219513478842e-07,1.9978483312144135e-09
1864,9.57986650895748e-07,5.897515276132026e-08,1.9178911792039344e-09
1865,1.0858689547532663e-06,5.271665681760851e-08,4.706844358715045e-10
1866,1.1322281157077896e-06,4.865612979187972e-08,0.0
1867,9.293133977905654e-07,3.0572712361731647e-08,4.85281148598915e-10
1868,6.362557667394242e-07,4.001297915223745e-08,9.87974813071446e-10
1869,8.84893683661403e-07,3.56496907549797e-08,4.883519366671862e-09
1870,8.274232659033487e-07,1.777555125315189e-08,1.1468097582678638e-09
1871,5.884132106004358e-07,3.0801414974135355e-08,0.0
1872,7.958298473553782e-07,3.9912440574774166e-08,3.628403577593531e-09
1873,7.84166561018651e-07,5.267684011212026e-08,7.183205141814142e-09
1874,5.526513495723862e-07,3.525019315331335e-08,0.0
1875,5.40684311545192e-07,4.8632981530793984e-08,5.721527140956084e-10
1876,5.435367373962663e-07,3.990369745743294e-08,0.0
1877,5.065364416800833e-07,1.8554447867025203e-08,6.184815992682502e-10
1878,5.59823547519045e-07,3.019544392302009e-08,1.8117265465633636e-09
1879,5.473955262402797e-07,3.5434087664043545e-08,6.10932526790009e-10
1880,4.980248915487095e-07,1.9253538541263993e-08,2.5671385017744797e-09
1881,6.024246572700065e-07,1.185326303776435e-08,0.0
1882,4.1995480781764627e-07,3.194585018739815e-08,3.3276925659464496e-09
1883,4.7268655833931916e-07,1.7062215640351042e-08,6.319338941018771e-10
1884,4.4099335294589537e-07,2.442627877741188e-08,6.601696966868076e-10
1885,5.485236195257315e-07,2.5782542378838258e-08,6.445635691854079e-10
1886,5.620967140629318e-07,2.2587123504891338e-08,2.5813855497602844e-09
1887,4.818346264201523e-07,1.50165264667379e-08,1.9586774424595887e-09
1888,8.382292886466303e-07,1.902184432189813e-08,1.268122939990235e-09
1889,5.331631580673957e-07,1.9421923513895933e-08,6.265136742733546e-10
1890,4.797810841949968e-07,8.520702476921826e-09,3.2771931834929546e-09
1891,3.8181577632911967e-07,9.561330172047633e-09,0.0
1892,3.8488665277114364e-07,3.196941245064977e-08,1.8805537127519756e-09
1893,4.046079598030161e-07,1.8475250052052417e-08,0.0
1894,4.215729874079699e-07,1.5753848003896564e-08,6.301539290376468e-10
1895,3.9722856648438665e-07,3.1296795377500075e-08,6.018614495673091e-10
1896,4.4581539970778294e-07,4.4817418443088286e-08,2.948514543632541e-09
1897,4.44578235558879e-07,2.2724182091593548e-08,1.1653427112179315e-09
1898,3.72885578414639e-07,2.7725939211187267e-08,5.6583548957434e-10
1899,4.173321794809226e-07,2.7637891975018647e-09,2.7637891975018647e-09
1900,4.2047530790512155e-07,1.1939421895590385e-08,2.595526460424935e-09
1901,3.78357634112092e-07,1.1736351668290013e-08,5.588738916095792e-10
1902,3.393006107188512e-07,1.129365245766678e-08,4.910283846193408e-10
1903,3.2833340579685455e-07,9.180374016537485e-09,0.0
1904,2.982916855742701e-07,8.599400302955473e-09,0.0
1905,3.6434960115627746e-07,9.28936660926638e-09,0.0
1906,3.498045471062028e-07,1.7490227155469995e-08,5.144184522798412e-10
1907,3.6977044359787214e-07,1.542852989810939e-08,1.5428529565042481e-09
1908,4.0666300371583475e-07,1.964555584876848e-08,1.964555629285769e-09
1909,4.1477415813062635e-07,9.90177073667553e-09,5.500983557560346e-10
1910,3.511106969611433e-07,1.7635697346918278e-08,3.206490406526541e-09
1911,3.8891935894014296e-07,1.1704823443814405e-08,2.128149656499545e-09
1912,3.9018565889392676e-07,1.3544495081063701e-08,5.209421227725386e-10
1913,4.0992109573423363e-07,1.0605979317013237e-08,2.6514948014977335e-09
1914,3.9443821719942207e-07,1.5402510322726215e-08,0.0
1915,4.441347267736262e-07,2.8273829388858474e-08,2.3561523843085297e-09
1916,5.768417459250941e-07,5.493731025651982e-09,0.0
1917,3.772449979067005e-07,1.0966424435210342e-09,1.0966424435210342e-09
1918,4.939141877713382e-07,4.594550517822427e-09,1.1486376294556067e-09
1919,4.797289001601257e-07,8.287063701928332e-09,0.0
1920,3.528660075247103e-07,1.2872793941909322e-08,2.2716695191604686e-09
1921,3.089681070989059e-07,3.0290990271630847e-09,0.0
1922,2.914284502608666e-07,2.951174138399182e-09,1.4755870969551665e-09
1923,2.9724654204699164e-07,7.431163684401554e-09,5.307974060286824e-09
1924,2.2302509972149664e-07,1.2891624434629989e-08,7.734974438733389e-09
1925,2.6725571711239127e-07,1.0998177923937646e-08,4.399271169575059e-09
1926,2.3295429141256818e-07,2.452150527076924e-08,2.229227691330493e-09
1927,2.3859340769760706e-07,5.574612327308159e-09,0.0
1928,2.022409349988763e-07,1.713906150335731e-08,0.0
1929,2.695978356115347e-07,1.4482528509773829e-08,7.798284684668033e-09
1930,1.848634152423756e-07,2.7309369543537798e-08,5.2518016602221e-09
1931,1.3572373980252905e-07,1.9389106320488736e-08,0.0
1932,1.6658496315713478e-07,9.863582839386709e-09,0.0
1933,2.2023670931403672e-07,4.588264879146209e-09,0.0
1934,1.893089596194386e-07,5.990790086229936e-09,0.0
1935,2.0226400287981505e-07,9.574627313213568e-09,0.0
1936,2.2066980065460484e-07,1.9399542861009422e-08,2.424942913137329e-09
1937,2.0775345133117185e-07,1.1332006222275481e-08,6.295559185076627e-09
1938,2.2948429068136988e-07,1.5558256905023882e-08,3.8895642262559704e-09
1939,2.2482253658751006e-07,3.058810094103137e-09,0.0
1940,1.9018372454659982e-07,7.607348528892999e-09,0.0
1941,3.0400477157854766e-07,2.9515025978810172e-09,8.854508237732261e-09
1942,3.580369760669555e-07,1.2136847082899749e-08,3.034211770724937e-09
1943,3.483882284882611e-07,4.354852856103264e-08,1.1612940831184915e-08
1944,4.209273765098942e-07,9.639558484764166e-09,6.4263723231761105e-09
1945,3.2677560568572517e-07,1.089252066321933e-08,2.178504043826024e-09
1946,2.9930373202091687e-07,2.7842208538686464e-09,1.3921104269343232e-09
1947,2.908692382508349e-07,4.7683483828109274e-09,1.1920870957027319e-09
1948,1.6525269241896012e-07,1.195907639583993e-08,2.174377566888097e-09
1949,1.8259635536921337e-07,1.47255123650325e-08,9.817008317369869e-10
1950,1.8824590508614847e-07,1.701657836861159e-08,2.1270722960764488e-09
1951,1.8870681683935686e-07,5.330700991734716e-09,0.0
1952,2.520208091105758e-07,1.0544804140977249e-08,3.1634410646574906e-09
1953,1.346728484286075e-07,1.0773827163745864e-08,0.0
1954,1.88609953433172e-07,3.9090144454689835e-09,9.772536113672459e-10
1955,1.7551086362033175e-07,6.569925492527773e-09,5.631364707880948e-09
1956,1.9273723328439019e-07,8.72114114258693e-09,3.488456634670456e-09
1957,2.1380791404013166e-07,8.835037701437898e-10,8.835037701437898e-10
1958,1.7288989306862845e-07,7.445019267748876e-09,8.272243445794913e-10
1959,1.9066839263004454e-07,7.750747710311146e-09,7.750747821333448e-10
1960,1.8893874820236078e-07,8.997083578154985e-09,3.460416619915918e-09
1961,2.2512035835475785e-07,1.945484662257968e-08,0.0
1962,2.7397250335070567e-07,1.6489086374082973e-08,6.341956404476434e-10
1963,2.0820690771472528e-07,7.1126584622049904e-09,0.0
1964,2.135472927378146e-07,3.832900036249143e-08,2.4335873316516654e-09
1965,2.0356001328991624e-07,2.0246560539227687e-08,6.0192477668863376e-09
1966,1.9386761351825044e-07,2.1048484843966264e-08,4.985167390003653e-09
1967,2.1151139684150166e-07,3.9442684174328946e-08,2.9582012395223956e-09
1968,2.402907446352742e-07,3.9075316093928336e-08,4.042274071025531e-09
1969,2.4298404266431817e-07,2.5888020088737917e-08,1.8167031212712459e-09
1970,1.9406619466977304e-07,2.759234943305877e-08,4.598724956395017e-09
1971,2.086189399008731e-07,3.288574434989755e-08,1.0276794970565106e-09
1972,1.6467771146722043e-07,2.9754851693652995e-08,3.0780880067027283e-09
1973,1.5161310873423872e-07,1.764225188161106e-08,1.6539611902288698e-09
1974,1.3276349042357083e-07,1.2938814464291681e-08,5.625571675160757e-10
1975,1.0851812515255688e-07,9.138368284311582e-09,1.7134440533084216e-09
1976,1.3026840672836215e-07,1.4283816740512378e-08,0.0
1977,9.931761368875414e-08,7.052138428775834e-09,5.876781838942691e-10
1978,1.4316824703541897e-07,1.0693064766975624e-08,1.7821774056514528e-09
1979,1.3635098250475153e-07,1.521513093294402e-08,1.7555920051037788e-09
1980,1.534990730078789e-07,9.096240982664483e-09,1.1370301367108482e-09
1981,1.3916208962960752e-07,1.0753434587229549e-08,1.2651099057237047e-09
1982,1.663610593727327e-07,1.1794254461960918e-08,0.0
1983,8.841442666884802e-08,5.683784443100137e-09,1.89459470334441e-09
1984,1.8440846449863102e-07,9.858314442556804e-09,1.739702604197646e-09
1985,1.5219362481388998e-07,7.218669662023558e-09,6.015558051686298e-10
1986,1.852295947735172e-07,1.2588419529002692e-08,2.997242676272549e-09
1987,1.3504905904682118e-07,3.666490056009053e-09,6.110816852533674e-10
1988,1.1573349190108217e-07,1.0194141475405871e-08,1.798966087207532e-09
1989,1.6738772545821234e-07,8.232182935330457e-09,4.390497743145261e-09
1990,1.6182492945659988e-07,1.6345952813523468e-08,1.6345953479657283e-09
1991,1.1840159963583119e-07,1.2895223555631219e-08,5.861465202094962e-10
1992,1.2232075796703157e-07,6.060938417817852e-09,1.1019888335184191e-09
1993,1.456811551392434e-07,1.3848018953765973e-08,3.877445031719162e-09
1994,1.3662059883401412e-07,4.2199412852994556e-09,1.0549853213248639e-09
1995,1.6375802047718935e-07,1.1387147003105724e-08,7.591431483433553e-09
1996,1.4839896045337753e-07,5.33809241254346e-09,1.067618438099771e-09
1997,1.4432632755578823e-07,2.876936688878118e-09,2.876936688878118e-09
1998,1.463815624269671e-07,9.536258560594035e-09,3.337690568372409e-09
1999,1.3664902143162294e-07,1.6452724072024694e-08,4.113180906983871e-09
2000,1.599327350554347e-07,1.502130730912654e-08,2.6508188977203417e-09
2001,1.5772362749189028e-07,1.1391150911421732e-08,1.7524847129024579e-09
2002,1.3757034955652614e-07,5.257465907071435e-09,2.1906108038649563e-09
2003,1.6167661165411573e-07,7.5004612520857e-09,2.083461403401543e-09
2004,1.3214373739689478e-07,4.8452703238499595e-09,2.2023955992267474e-09
2005,1.5087560978344072e-07,1.2610498534293413e-08,1.8014998381943315e-09
2006,1.1077123662772692e-07,4.9414679570425335e-09,4.1178899179428186e-10
2007,1.4300236594877447e-07,1.358123019601365e-08,1.5977917877663117e-09
2008,1.31554889204466e-07,8.940623130726522e-09,2.1287198670449925e-09
2009,1.6640992406280475e-07,7.15228898329201e-09,2.384096253749135e-09
2010,1.695841698179379e-07,2.8342759250676863e-09,2.3618964561933353e-09
2011,1.7284353948099351e-07,8.030341197562407e-09,9.942326961720482e-09
2012,2.4272321219598325e-07,4.765953853791416e-09,1.3617010630184723e-08
2013,2.4209605875569196e-07,3.068037435216553e-09,9.204113027294625e-09
2014,2.5660525881932017e-07,8.661780737106994e-10,1.4291938299493268e-08
2015,2.3673025850712293e-07,4.433150790905671e-10,1.3964425171764105e-08
2016,3.4032116325022344e-07,7.042556149361445e-09,1.118523584864306e-08
2017,5.800999911542704e-07,2.5156113858670892e-09,1.282961736848165e-08
2018,2.547907538286154e-07,4.904786632398128e-09,1.3423626654684995e-08
2019,3.089246067844442e-07,5.1019755087367e-10,9.94885240857002e-09
