year,seraient_VERB à_ADP,seraient_VERB a_ADP,seraient_VERB las_ADJ
1926,1.3475681726049515e-06,4.458455382660986e-09,0.0
1927,1.4059172599445446e-06,1.3379070296082318e-08,0.0
1928,1.360841565656301e-06,2.285208267061023e-08,0.0
1929,1.3814103567710845e-06,1.1140405931087116e-08,2.2280812750352652e-09
1930,1.3234540574558196e-06,7.352522701786768e-09,3.1510811737689437e-09
1931,1.5226150935632177e-06,6.843213995466613e-09,3.4216069977333063e-09
1932,1.4861132058285875e-06,1.53433514782364e-08,0.0
1933,1.5129803614399862e-06,1.0323596200123575e-08,1.1470662197865522e-09
1934,1.4785269968342618e-06,1.677421224144382e-08,4.7926320689839486e-09
1935,1.4421782452700427e-06,1.3165112555668657e-08,7.180970484910176e-09
1936,1.376155069010565e-06,1.2124715009775855e-08,0.0
1937,1.4857519090583082e-06,1.76275650742852e-08,0.0
1938,1.3626440704683773e-06,5.186085783037697e-09,1.2965214457594243e-09
1939,1.4070526503928704e-06,1.988226561167039e-08,4.588215141154706e-09
1940,1.2780345741703059e-06,5.0715658339584024e-09,5.0715658339584024e-09
1941,1.2661946584557882e-06,2.9515025978810172e-09,0.0
1942,1.3805663456878392e-06,1.8205270624349623e-08,0.0
1943,1.3471011470755911e-06,2.0322646232528996e-08,0.0
1944,1.3945227692602202e-06,1.927911696952833e-08,0.0
1945,1.3964211120764958e-06,1.5249528306782167e-08,8.714016175304096e-09
1946,1.4519712294713827e-06,1.6705325123211878e-08,0.0
1947,1.4710354889757582e-06,2.5033829231801974e-08,1.1920870957027319e-09
1948,1.4818383533565793e-06,1.848220954059343e-08,3.2615663503321457e-09
1949,1.4244478734326549e-06,2.454252068240237e-08,0.0
1950,1.4740611504748813e-06,8.508289184305795e-09,0.0
1951,1.4147680076348479e-06,1.4925962799061665e-08,2.1322803522849654e-09
1952,1.467836682422785e-06,2.2144087452602434e-08,0.0
1953,1.5126453263292206e-06,2.4779802543228868e-08,0.0
1954,1.390631837239198e-06,1.6613311615287785e-08,0.0
1955,1.4303666375781177e-06,1.1262729859851106e-08,0.0
1956,1.3596260259873816e-06,1.5698055078061657e-08,8.72114158667614e-10
1957,1.4109555195318535e-06,1.855357895097498e-08,0.0
1958,1.269789322577708e-06,1.6544486669545222e-08,0.0
1959,1.3153019153833156e-06,1.3951346411467114e-08,0.0
1960,1.3260316791274818e-06,1.038125013730351e-08,1.3841666701708277e-09
1961,1.4118659237283282e-06,9.72742286720063e-09,0.0
1962,1.3597154975286685e-06,1.52206956482992e-08,5.0735651235811474e-09
1963,1.3682168855666532e-06,8.405868778815773e-09,1.2932106496776896e-09
1964,1.3110951613271027e-06,1.2776333546682395e-08,1.8251904432275978e-09
1965,1.2142464811404352e-06,1.1491291473930687e-08,0.0
1966,1.2911583553432138e-06,1.495550217001096e-08,5.539074754423723e-10
1967,1.1995506383755128e-06,1.8735275830739084e-08,1.9721342336964653e-09
1968,1.2553507531265495e-06,1.0779397818794223e-08,8.982831700699023e-10
1969,1.355714744022407e-06,8.629339909305145e-09,0.0
1970,1.350645561615238e-06,1.8394900547225035e-08,4.5987250119061684e-10
1971,1.2912793181385496e-06,1.0276794637498199e-08,0.0
1972,1.2486777904996416e-06,1.231235235987782e-08,1.0260293725750103e-09
1973,1.2200720220789663e-06,1.3783009289447534e-08,2.205281512956958e-09
1974,1.2848805681642261e-06,1.012602890426706e-08,0.0
1975,1.148007527262962e-06,1.31364044086979e-08,1.1422960355389478e-09
1976,1.2266941666894127e-06,1.3712464497217525e-08,5.713526873840635e-10
1977,1.1365696082066279e-06,1.057820719907454e-08,1.7630346071939584e-09
1978,1.1554450338735478e-06,1.1881182482298414e-08,2.970295565063452e-09
1979,1.1446460348452092e-06,1.0533551697555765e-08,5.851973350345929e-10
1980,1.2024094075968605e-06,1.3075846516663603e-08,5.685150683554241e-10
1981,1.1708592637660331e-06,1.3283653954587749e-08,0.0
1982,1.2148082078056177e-06,1.0552753781922775e-08,1.8622506869903077e-09
1983,1.1386514415789861e-06,8.209910973278056e-09,0.0
1984,1.1221081877010874e-06,8.118611838359158e-09,0.0
1985,1.1122766636617598e-06,1.082800415996843e-08,6.015558051686298e-10
1986,1.1779163742176024e-06,5.395036861699509e-09,5.994485463567401e-10
1987,1.1133907946714316e-06,6.721898704320495e-09,1.2221633705067347e-09
1988,1.156135567725869e-06,1.139345195966257e-08,0.0
1989,1.1025637149941758e-06,5.4881220679092735e-09,5.488122178931576e-10
1990,1.090275077331171e-06,8.172976573295188e-09,2.179460389939436e-09
1991,1.1933942687392118e-06,5.2753188484189195e-09,5.861465202094962e-10
1992,1.0953768878607661e-06,9.366905473484621e-09,2.2039776670368383e-09
1993,1.0928856681857724e-06,6.093128224193833e-09,3.877445031719162e-09
1994,1.1272518349869642e-06,4.219941229788304e-09,5.274926606624319e-10
1995,1.1088911833212478e-06,4.880205572987961e-09,1.0844901643380922e-09
1996,1.1460883797553834e-06,3.736664311304594e-09,0.0
1997,1.1450207466623397e-06,4.315405033317177e-09,1.438468344439059e-09
1998,1.1681917158057331e-06,3.814503268806391e-09,0.0
1999,1.074454303306993e-06,5.484241422104574e-09,9.140402323914998e-10
2000,1.0726980690378696e-06,4.859834423776022e-09,0.0
2001,9.892776233755285e-07,4.381211921034023e-09,0.0
2002,1.074275473911257e-06,3.504977197366088e-09,0.0
2003,1.1617380550887901e-06,4.583615098585625e-09,0.0
2004,1.1245432460782467e-06,3.964312045301455e-09,8.809582507929292e-10
2005,1.0430684369566734e-06,5.404499514582994e-09,0.0
2006,1.03400213902205e-06,4.529679020759403e-09,2.0589450144825605e-09
2007,1.0225867299595848e-06,2.7961356841021967e-09,7.988958938831558e-10
2008,1.0153993343919865e-06,2.9802078027607593e-09,8.514879357157668e-10
2009,1.0251613957734662e-06,1.907277002999308e-09,9.53638501499654e-10
2010,1.0094745448441245e-06,2.8342759250676863e-09,4.723793023408973e-10
2011,9.13164512894582e-07,3.823971805871906e-09,1.1471915639660324e-09
2012,9.399141731591953e-07,2.3829769546512836e-09,6.808505426114664e-10
2013,9.566698508933769e-07,8.367375126105969e-10,0.0
2014,9.443506314710248e-07,1.5158115873603606e-09,6.496335691608124e-10
2015,8.669026101415511e-07,8.866301581811342e-10,8.866301581811342e-10
2016,8.803195328255242e-07,1.2428040818690533e-09,1.4499380585064614e-09
2017,8.799608508525125e-07,1.257805665177969e-09,5.031222660711876e-10
2018,9.045459137269063e-07,2.5814667070633845e-10,1.5488800242380307e-09
2019,8.502441914970404e-07,1.7856914835689963e-09,2.806086474294034e-09
