year,sont_VERB à_ADP,sont_VERB a_ADP,sont_VERB las_ADJ
1800,3.650689541245811e-05,1.7921737427428752e-07,2.2952400513531757e-07
1801,3.497481156955473e-05,2.952666449118624e-07,1.500145003774378e-07
1802,3.557046875357628e-05,1.991677720525331e-07,8.280008501060365e-08
1803,3.8844907976454124e-05,2.6914681683365416e-07,9.166594594489652e-08
1804,3.48036628565751e-05,2.2493843143678305e-07,1.458392091535643e-07
1805,3.604768789955415e-05,2.587018670396901e-07,3.980028751016107e-08
1806,3.3101732697105035e-05,2.161251897447869e-07,4.3225035994964855e-08
1807,3.061330789932981e-05,2.3345032218458073e-07,9.964342950752325e-08
1808,3.500631282804534e-05,2.402038470350476e-07,1.155697759713803e-07
1809,3.301121250842698e-05,2.8915590122302604e-07,1.8975856619363185e-07
1810,2.8884183848276734e-05,1.9657064953548797e-07,8.190443878675069e-08
1811,2.7224346922594123e-05,2.4820059252306237e-07,2.2563691359778204e-08
1812,2.8104373996029608e-05,1.920389944842782e-07,7.20146218213813e-08
1813,2.8018350349157117e-05,1.7254449602432942e-07,6.326631307729258e-08
1814,2.690409019123763e-05,2.2341407479586906e-07,1.258670891957081e-07
1815,2.690750261535868e-05,1.6453063977905913e-07,7.821948599939788e-08
1816,2.9848421036149375e-05,2.3639560708943463e-07,9.733936678912869e-08
1817,3.0710885766893625e-05,2.5065662401235755e-07,1.370048607896024e-07
1818,2.8492806450231e-05,2.145811848208723e-07,8.821671571013212e-08
1819,2.7401300030760467e-05,3.5504102813277427e-07,1.490551255756145e-07
1820,2.6777901439345442e-05,1.946102861083432e-07,1.495176604748849e-07
1821,2.9078570150886662e-05,2.54426405277286e-07,1.2819934624985763e-07
1822,2.880960892071016e-05,1.9750463309264887e-07,1.9249182514613494e-07
1823,2.4758106519584544e-05,2.8165656296152974e-07,1.3143973376372742e-07
1824,2.5100811399170198e-05,1.7347492065056258e-07,1.2800092008546926e-07
1825,2.7944954126724042e-05,2.1133062944045378e-07,1.1799293986314296e-07
1826,2.748267252172809e-05,1.6206691766385006e-07,7.48678701256722e-08
1827,2.876342296076473e-05,1.5300673500417972e-07,1.1521591147811705e-07
1828,2.8940445190528408e-05,1.8436325355253302e-07,1.0456423638061096e-07
1829,2.8345491955406033e-05,1.7146351760644052e-07,1.0887933399317262e-07
1830,2.824416515068151e-05,2.0351830176679186e-07,1.1376150865771706e-07
1831,3.052290412597358e-05,2.790825877063696e-07,1.5435294642429653e-07
1832,2.7469895940157585e-05,2.0159654767759605e-07,1.5559464827674674e-07
1833,2.9421258659567684e-05,1.7722952172505302e-07,1.7143770492111798e-07
1834,2.9274955522851087e-05,2.632337752217495e-07,1.4655213931291655e-07
1835,2.922150270023849e-05,2.5563236505377063e-07,1.005890695182643e-07
1836,2.804300129355397e-05,2.4261907416445183e-07,1.5256102869898314e-07
1837,2.8267822926864028e-05,2.4352618810397075e-07,1.384620276212445e-07
1838,2.70267828454962e-05,2.505928269336266e-07,1.1929985532788123e-07
1839,2.786102777463384e-05,2.111425452255844e-07,9.088918062616358e-08
1840,2.746163954725489e-05,2.802662894541008e-07,1.0637380398748064e-07
1841,2.7813173801405355e-05,2.696630416743062e-07,1.2199042487281986e-07
1842,2.677335578482598e-05,2.5223076782765474e-07,1.3282364363931265e-07
1843,2.713812136789784e-05,2.563599474925127e-07,1.222730645622505e-07
1844,2.6120063921553083e-05,2.590600929330833e-07,9.989181393166291e-08
1845,2.545309325796552e-05,2.801274421315725e-07,8.147132746216812e-08
1846,2.751966894720681e-05,2.7164885807451356e-07,1.0303922692855849e-07
1847,2.66241877397988e-05,3.9801989704102425e-07,7.442648808364538e-08
1848,2.768199919955805e-05,3.3709477875731864e-07,7.401604307233356e-08
1849,2.676804069778882e-05,3.93832497280755e-07,1.131220983552339e-07
1850,2.594414763734676e-05,3.0618371127388855e-07,9.776154286100791e-08
1851,2.4925146135501564e-05,3.10218000620921e-07,1.0577079478935048e-07
1852,2.5815614208113402e-05,3.391994087831307e-07,5.6641745516117226e-08
1853,2.6564945073914714e-05,3.284562475336372e-07,9.137055911878633e-08
1854,2.592532655398827e-05,3.585008463424799e-07,1.1222635265539793e-07
1855,2.5869725504890084e-05,3.231924559088384e-07,9.817833301895007e-08
1856,2.583003333711531e-05,3.2771608537984775e-07,1.1596903704003125e-07
1857,2.5520528652123176e-05,3.3487152428790523e-07,1.5620828719420388e-07
1858,2.5801416995818727e-05,2.877481368734891e-07,1.0129909355782729e-07
1859,2.6055124180857092e-05,3.3761108220176084e-07,1.059172092254812e-07
1860,2.695274815778248e-05,3.263532120101331e-07,1.199222197101335e-07
1861,2.7516232876223512e-05,3.0040689180665936e-07,1.0516598791809884e-07
1862,2.744224912021309e-05,4.364374643905933e-07,1.4231656564334116e-07
1863,2.6880050427280366e-05,3.396342069805769e-07,1.0738434497170601e-07
1864,2.6905136110144667e-05,3.202878158248268e-07,9.301772507797068e-08
1865,2.719661824812647e-05,3.0265010431129724e-07,1.1814179146085735e-07
1866,2.633026451803744e-05,3.756253210696059e-07,1.3429091438865726e-07
1867,2.8654396373894997e-05,3.460054536219559e-07,9.802678846426716e-08
1868,2.931914059445262e-05,3.141759786773335e-07,1.012674175626671e-07
1869,2.6716756110545248e-05,3.682173559393931e-07,1.0450730769662187e-07
1870,2.5845651180134155e-05,3.7558019361227934e-07,1.4449803131810768e-07
1871,2.7067007977166213e-05,4.3121978610116685e-07,9.134212319850121e-08
1872,2.616623169160448e-05,3.471172669300415e-07,1.4695034167289123e-07
1873,2.7649353796732612e-05,3.250400273380194e-07,9.278306833948591e-08
1874,2.6825397071661428e-05,3.280060546506647e-07,8.065722312267098e-08
1875,2.7225887606618926e-05,3.587397546800375e-07,1.3731664694205392e-07
1876,2.9764531063847244e-05,4.468004854984997e-07,1.1426968171690532e-07
1877,2.7430894988356158e-05,3.6490414989653885e-07,1.1256365439749061e-07
1878,2.6766449082060717e-05,3.949564111316306e-07,9.481369289687791e-08
1879,2.8644182748394087e-05,4.679743037527828e-07,1.0630225943941696e-07
1880,2.6995387088391e-05,4.1908536219104064e-07,1.078198152981713e-07
1881,2.7898397092940286e-05,4.4902947626823675e-07,9.970685965754456e-08
1882,2.6642172088031657e-05,4.259446475529671e-07,1.078172360280405e-07
1883,2.6818643164006062e-05,4.480411410767715e-07,8.973461262939963e-08
1884,2.7233319997321814e-05,4.5155606720470587e-07,9.110341636642261e-08
1885,2.7948275601374917e-05,6.200701430092437e-07,9.475084539189993e-08
1886,2.6720566893345676e-05,6.014628119999088e-07,8.324968092665586e-08
1887,2.809396210068371e-05,5.373305240752302e-07,1.6909915245832963e-07
1888,2.656273682077881e-05,5.237347799891268e-07,1.3885946259506454e-07
1889,2.8780159482266754e-05,5.131147116088641e-07,1.5286933319202944e-07
1890,2.757495894911699e-05,5.027214364794474e-07,1.0880281564595862e-07
1891,2.8420097805792466e-05,5.194989318724197e-07,1.121862709396737e-07
1892,2.8409525839379057e-05,5.516291150531316e-07,1.454294817904156e-07
1893,2.7315039915265515e-05,4.932891526365779e-07,1.2809506699795747e-07
1894,2.8622851459658705e-05,4.915200744193271e-07,1.1783878761661981e-07
1895,2.802868766593747e-05,5.723702392046448e-07,1.3361324135985342e-07
1896,2.809108809742611e-05,5.348605367494486e-07,1.0496711411178694e-07
1897,2.9560083930846304e-05,1.1612640644642624e-06,1.1769961361096648e-07
1898,2.8894955903524533e-05,8.312123593867682e-07,1.2787882042175625e-07
1899,2.8830190785811283e-05,6.284856741700651e-07,1.4482255039638403e-07
1900,2.8596474294317886e-05,6.317511824782684e-07,1.2718079744900024e-07
1901,2.9249782528495416e-05,6.013483018207921e-07,1.190401377471062e-07
1902,3.0288103516795672e-05,5.745032156667662e-07,1.1244549824596106e-07
1903,3.0369219530257396e-05,6.285856515297894e-07,1.3338544135876873e-07
1904,3.0236566090025008e-05,5.283256632182542e-07,1.0856742704845601e-07
1905,2.9627917683683336e-05,6.151624569739056e-07,1.192135385963411e-07
1906,3.0436081942752935e-05,5.756342760232513e-07,1.131720566149852e-07
1907,2.9843920856365003e-05,6.377126062773186e-07,1.2805679716620944e-07
1908,3.0394621717277914e-05,5.407439349625065e-07,1.6551381065710302e-07
1909,2.9722914405283518e-05,5.737526045379582e-07,1.2487232936564396e-07
1910,3.016345544892829e-05,5.793059405512224e-07,1.2986285469196446e-07
1911,3.0315492040244862e-05,6.166313823996461e-07,1.2396471049669344e-07
1912,3.0520437576342374e-05,5.798085664920904e-07,1.3336118342976988e-07
1913,3.167263639625162e-05,6.045408325050516e-07,1.4105953027865326e-07
1914,3.0232449717004783e-05,6.51593149214591e-07,1.2790781056537526e-07
1915,3.066532372031361e-05,5.442711978886905e-07,1.5668413766434242e-07
1916,2.957605101983063e-05,6.240878325236565e-07,1.9887306734744925e-07
1917,3.110187753918581e-05,6.064432938046593e-07,2.4126134690050094e-07
1918,2.9730188543908298e-05,4.95062806749047e-07,2.0790341181964322e-07
1919,3.0769868317293e-05,5.625995576075127e-07,1.8415697411455767e-07
1920,3.101434776908718e-05,4.7402170721966286e-07,1.6128853985719616e-07
1921,3.066053977818228e-05,4.7481127385395894e-07,1.257076007732394e-07
1922,3.1708153983345255e-05,4.5005407089959704e-07,1.8666176515580446e-07
1923,2.935840529971756e-05,3.290943877409802e-07,1.8896388098710304e-07
1924,3.120288602076471e-05,4.060861638066626e-07,1.895068777457709e-07
1925,3.0585932108806446e-05,3.7283823317579845e-07,1.8256974954056204e-07
1926,3.002435369126033e-05,2.7865344842670225e-07,1.538167140324731e-07
1927,3.057563299080357e-05,3.1886782458911966e-07,2.062606654362753e-07
1928,3.0472108846879564e-05,3.5649248530944533e-07,1.3825510336573643e-07
1929,2.91098822344793e-05,2.818522784053812e-07,1.8047458638648095e-07
1930,3.088794619543478e-05,3.214102548554365e-07,1.1869072125136881e-07
1931,3.189508061041124e-05,2.9767981857276027e-07,1.368642870147596e-07
1932,3.019023461092729e-05,3.934473609135125e-07,1.4028206862803927e-07
1933,3.1536292226519436e-05,3.785318423155104e-07,1.6288340987102856e-07
1934,3.184823799529113e-05,2.7437818950204473e-07,1.0903237779302799e-07
1935,3.1639356166124344e-05,3.482770569718241e-07,1.2207650001982984e-07
1936,3.248696157243103e-05,3.5404165643626584e-07,1.3822175048971985e-07
1937,3.15029792545829e-05,3.575877451922338e-07,1.120609525173677e-07
1938,3.1641604437027127e-05,3.409851272451192e-07,1.3483823124715855e-07
1939,3.228880086680874e-05,4.2517460219215764e-07,1.0552894735837981e-07
1940,3.146906601614319e-05,5.274428502843875e-07,7.353770570261986e-08
1941,3.16342047881335e-05,5.578339994372072e-07,1.1806010036252701e-07
1942,3.212320007150993e-05,3.7927647511537543e-07,9.406056733496371e-08
1943,3.277752693975344e-05,3.919367443927513e-07,1.7129087837020052e-07
1944,3.219612699467689e-05,3.8236914789990806e-07,1.4459337194239197e-07
1945,3.0851973860990256e-05,3.6163166683422787e-07,1.7210182079452352e-07
1946,3.129324977635406e-05,3.8839880467378407e-07,1.6705325833754614e-07
1947,3.157719402224757e-05,3.850441316899378e-07,1.692763618166282e-07
1948,3.234169344068505e-05,3.8051608086675515e-07,1.3916016428083822e-07
1949,3.4022807085420936e-05,4.0053393135508486e-07,1.521636221468725e-07
1950,3.28505047946237e-05,3.5522106855978564e-07,1.2337019938968297e-07
1951,3.2627089240122586e-05,3.9340572755008907e-07,1.0768015812345766e-07
1952,3.421999645070173e-05,3.9437566634603627e-07,1.1915628306269355e-07
1953,3.3478590921731666e-05,3.997090054497221e-07,1.4329189923500962e-07
1954,3.261779420427047e-05,3.9481045632783207e-07,1.485425542568919e-07
1955,3.3485033782199025e-05,4.364307741866469e-07,1.1262729060490528e-07
1956,3.366099190316163e-05,4.0117251742799453e-07,1.151190716086603e-07
1957,3.3886786695802584e-05,3.737220879429515e-07,1.2810804150831245e-07
1958,3.376481618033722e-05,3.2179027797951676e-07,1.4228258748971712e-07
1959,3.300810931250453e-05,4.541938238844523e-07,1.4261375724800018e-07
1960,3.2941090466920286e-05,4.0902126130504257e-07,1.2249874714598263e-07
1961,3.413352897041477e-05,3.9743470381381485e-07,1.1603425775774667e-07
1962,3.333776112413034e-05,4.122271519690912e-07,1.3001010756852338e-07
1963,3.3798060030676425e-05,3.5046008051153876e-07,1.131559344003108e-07
1964,3.2506643037777394e-05,4.7150753346159036e-07,1.3141371368874388e-07
1965,3.2638548873364925e-05,7.009687479353488e-07,1.2914021851884172e-07
1966,3.272485264460556e-05,4.475572445983289e-07,1.4678548154734017e-07
1967,3.160739652230404e-05,3.2836034336014563e-07,1.4150063520901313e-07
1968,3.25443506881129e-05,3.8536348867523884e-07,1.5495385241592885e-07
1969,3.4196258638985455e-05,3.447194067973669e-07,1.3171097634767648e-07
1970,3.271257082815282e-05,4.1986360521661936e-07,1.310636577045443e-07
1971,3.359432957950048e-05,3.6636775391230003e-07,1.5415191967349529e-07
1972,3.3312095183646306e-05,3.863000532788874e-07,1.226105155183177e-07
1973,3.2693849789211527e-05,3.2858694964943425e-07,1.0254559157374388e-07
1974,3.368986290297471e-05,4.821114956143902e-07,9.282193502713199e-08
1975,3.274391565355472e-05,3.701039119619054e-07,1.039489418985795e-07
1976,3.2305422791978344e-05,3.565240760394772e-07,6.456285461808875e-08
1977,3.279596785432659e-05,4.143131313583126e-07,1.134218905463058e-07
1978,3.2398202165495604e-05,4.6990077962050236e-07,1.1524747378643951e-07
1979,3.288106745458208e-05,3.6574832051883277e-07,1.0650591519834052e-07
1980,3.338775422889739e-05,5.207598157142002e-07,9.72160734136196e-08
1981,3.337233283673413e-05,3.687795242512948e-07,7.653915190530824e-08
1982,3.412946898606606e-05,4.214893962739552e-07,9.99407845370115e-08
1983,3.4223328839289024e-05,3.1639732434030066e-07,9.536127265619143e-08
1984,3.352232670295052e-05,3.444611103020634e-07,1.0902135727519635e-07
1985,3.377856046427041e-05,3.4890237898821397e-07,1.0587382348603569e-07
1986,3.3730371796991676e-05,3.266994639261611e-07,9.711066439876959e-08
1987,3.3948643249459565e-05,3.794817367008818e-07,1.1060578231081308e-07
1988,3.453175304457545e-05,3.442022009636503e-07,1.0853762688611823e-07
1989,3.375414598849602e-05,3.4355645794903467e-07,1.1250650544525342e-07
1990,3.445999391260557e-05,3.639698800128599e-07,1.0297950581161786e-07
1991,3.285702769062482e-05,2.983485867247282e-07,1.0902325442430083e-07
1992,3.354784712428227e-05,2.9863897132997863e-07,1.0468893663073686e-07
1993,3.3484509913250804e-05,3.029946453736443e-07,1.1964688440002647e-07
1994,3.321779513498768e-05,2.758786585843609e-07,1.0444354359151475e-07
1995,3.3836637157946825e-05,2.510594772076047e-07,9.489288999020573e-08
1996,3.374634979991242e-05,3.4003648075042747e-07,8.113899951922576e-08
1997,3.39627185894642e-05,3.164630477670016e-07,9.302095094199103e-08
1998,3.3953372621908784e-05,2.698761134567462e-07,9.393214384090243e-08
1999,3.4148084523621947e-05,2.8380949856909865e-07,9.048998350635884e-08
2000,3.519227175274864e-05,2.474097637872319e-07,8.924423866574216e-08
2001,3.361528433742933e-05,2.251942818887187e-07,8.937671935882463e-08
2002,3.420770008233376e-05,2.8828437859118594e-07,8.236696658059373e-08
2003,3.477963764453307e-05,2.4709852741722216e-07,9.583922633282782e-08
2004,3.4666147257667035e-05,2.3829921147466848e-07,7.796480616661938e-08
2005,3.447440030868165e-05,2.913926113734533e-07,7.836523963078434e-08
2006,3.4435030102031305e-05,2.97723439679487e-07,8.029885378846302e-08
2007,3.33315329044126e-05,1.8254771338988007e-07,9.187302651980644e-08
2008,3.447334165684879e-05,2.66089981160178e-07,8.429730513626055e-08
2009,3.3929503842955455e-05,2.455619141361609e-07,7.915199518038207e-08
2010,3.3965017792070284e-05,1.9367552028803914e-07,7.747020447368413e-08
2011,3.521839971654117e-05,1.8049148386989344e-07,8.1450600930566e-08
2012,3.374397419975139e-05,1.2697862900035162e-07,9.974460368766813e-08
2013,2.9585922675323673e-05,1.285786670468525e-07,9.957176416719449e-08
2014,2.8350874345051125e-05,5.326995111687438e-08,9.852775662011481e-08
2015,2.8538408514577895e-05,4.6769742079177945e-08,1.0639561764946848e-07
2016,2.7851237973663956e-05,5.240490463798153e-08,1.0791681859245728e-07
2017,2.786920049402397e-05,5.7607501269263395e-08,6.968243582150535e-08
2018,2.678297460079193e-05,4.69826940685536e-08,8.493025660527564e-08
2019,2.6464456823305227e-05,4.617288040797973e-08,7.755002684461942e-08
