year,ait_VERB ôté_VERB,ait_VERB oté_VERB,ait_VERB noté_VERB
1800,4.4018303668735825e-08,0.0,0.0
1801,8.810375362600098e-08,1.6668277424969347e-08,2.3811825844433088e-09
1802,2.0140561218795483e-08,0.0,0.0
1803,7.606323038089613e-08,0.0,0.0
1804,6.673997887673977e-08,0.0,0.0
1805,7.960057502032214e-08,0.0,0.0
1806,6.627838899930794e-08,0.0,0.0
1807,8.825561081948763e-08,0.0,0.0
1808,4.305540457494317e-08,0.0,0.0
1809,1.3554183553310395e-08,0.0,0.0
1810,7.722418615685456e-08,0.0,0.0
1811,2.0056614147279106e-08,0.0,0.0
1812,5.3344166417446104e-08,0.0,0.0
1813,5.7514832008109806e-08,0.0,0.0
1814,9.440030979135372e-09,0.0,9.440030979135372e-09
1815,1.6183340889597275e-08,0.0,0.0
1816,1.274682119856152e-07,2.3176038865813098e-09,2.3176038865813098e-09
1817,6.227493543065066e-08,0.0,1.556873407970727e-09
1818,6.079800130009971e-08,1.1921177378582115e-09,1.5497530370112145e-08
1819,8.384350280721264e-08,0.0,3.1053151161586356e-09
1820,7.475883023744245e-08,1.1866481131050932e-09,8.306536791735653e-09
1821,7.198886464721e-08,0.0,1.4792232327920374e-08
1822,4.411270992932259e-08,0.0,1.7043547018147365e-08
1823,6.028439258898288e-08,0.0,9.882686891060644e-10
1824,3.621078548121659e-08,8.421112696055388e-10,2.5263338088166165e-09
1825,4.6668848341369085e-08,0.0,1.4969252504215547e-08
1826,2.8185549894033102e-08,8.807984341885344e-10,0.0
1827,7.92685455053288e-08,0.0,0.0
1828,7.154395120778645e-08,0.0,7.337841001486822e-09
1829,2.4004892296147773e-08,0.0,8.57317605795771e-10
1830,7.618890407457002e-08,0.0,1.0436835840010872e-09
1831,8.263339168479433e-08,0.0,1.091384405071949e-08
1832,5.141388470519814e-08,0.0,1.3529969367098715e-09
1833,3.01174338801502e-08,1.1583628500844156e-09,1.853380560135065e-08
1834,6.627517024071494e-08,9.334530925997342e-10,1.3068342852307069e-08
1835,6.050470346963266e-08,1.5126175867408165e-09,6.050470346963266e-09
1836,6.98957975941994e-08,0.0,1.5457725766054864e-08
1837,4.5226290268374214e-08,6.957890930081589e-10,1.530736071231331e-08
1838,3.7241754569095065e-08,1.2624323808552163e-09,1.64116205070286e-08
1839,3.076248944466897e-08,6.9914751765765e-10,3.2859933440931854e-08
1840,3.630722389402763e-08,6.369688665408546e-10,1.6561189752906103e-08
1841,6.099521243640993e-08,6.420548537278137e-10,1.0272877659645019e-08
1842,3.219967226186782e-08,0.0,1.2074877098200432e-08
1843,5.316219997553162e-08,0.0,4.961805188941071e-08
1844,6.476502534269457e-08,0.0,2.085653250105679e-08
1845,5.0780073479472776e-08,5.580227946389016e-10,4.464182357111213e-09
1846,3.805426018743674e-08,5.854501328173001e-10,9.367202125076801e-09
1847,4.260646591092154e-08,0.0,1.6179670936367074e-09
1848,2.252662056889676e-08,8.045221711050488e-10,6.43617736884039e-09
1849,3.6869426622843093e-08,0.0,1.256912263158938e-08
1850,4.6844071732721204e-08,0.0,1.0183494048021657e-08
1851,2.3862924081186065e-08,0.0,1.2253933867611977e-08
1852,4.7526981461487594e-08,2.6042181744401205e-09,8.463708844885787e-09
1853,3.1651239851271384e-08,5.971931837933653e-10,3.58315901394235e-08
1854,2.234135720868835e-08,5.195664454227256e-10,1.558699302961486e-08
1855,3.502578493908004e-08,0.0,1.2205955357558196e-08
1856,2.329735160344626e-08,0.0,1.2425253714809514e-08
1857,4.149282872845106e-08,0.0,7.322263684272912e-09
1858,3.670256987220455e-08,4.893676019968041e-10,1.8106600663259087e-08
1859,1.323965115318515e-08,5.092173349652285e-10,2.2405561850291633e-08
1860,3.753290656050012e-08,9.154367819341758e-10,7.323494255473406e-09
1861,3.7256114637784776e-08,0.0,1.0375120318428799e-08
1862,4.608346060308577e-08,4.517986262886353e-10,4.382446761042047e-08
1863,4.5950510951797696e-08,0.0,1.048870412745373e-08
1864,3.1165733105353866e-08,4.794727948009836e-10,6.233146443435089e-09
1865,5.036323358353911e-08,0.0,2.729969672543575e-08
1866,2.3354942868536455e-08,0.0,1.702964524952222e-08
1867,1.844068364675877e-08,4.85281148598915e-10,1.9896527092555516e-08
1868,1.7289560005906424e-08,0.0,2.9145256874585357e-08
1869,2.24641887314192e-08,4.883519144627257e-10,3.320792885119772e-08
1870,2.465641024684828e-08,5.734048791339319e-10,3.383088653663435e-08
1871,1.3807530230280918e-08,0.0,9.559059321873065e-09
1872,2.53988243770209e-08,6.047339295989218e-10,2.2979889990892843e-08
1873,1.2570609442263958e-08,0.0,2.334541804316359e-08
1874,1.5533982988813477e-08,5.974609140757536e-10,1.6728906260254917e-08
1875,1.8881038954532414e-08,0.0,1.6592428764283795e-08
1876,1.874264654588842e-08,0.0,2.7207066821688386e-08
1877,1.5462040536817767e-08,0.0,3.958282235316801e-08
1878,2.3552445327368332e-08,7.2469061862534545e-09,7.850815109122777e-09
1879,1.4662380642960215e-08,0.0,3.665595116331133e-08
1880,2.4387816210946767e-08,0.0,2.5671385017744797e-08
1881,1.673401861523871e-08,0.0,3.2770785196589713e-08
1882,1.9966154951589488e-08,1.3310770263785798e-09,2.1962771157291172e-08
1883,2.1485751844352308e-08,0.0,2.9700892412165558e-08
1884,4.621187876807653e-09,0.0,3.300848305798354e-08
1885,2.8360796378024133e-08,0.0,1.740321664556177e-08
1886,1.097088819790315e-08,0.0,2.5168509054651622e-08
1887,1.697520346510828e-08,1.3057849246322917e-09,2.8727267675776602e-08
1888,1.4583413587843097e-08,0.0,2.53624587998047e-08
1889,2.5060546970934183e-09,0.0,3.132568338060082e-08
1890,8.520702365899524e-09,6.554386478008212e-10,3.47382496102e-08
1891,9.561330394092238e-09,0.0,1.9122660788184476e-08
1892,7.522214851007902e-09,6.268512375839919e-10,1.8805536683430546e-08
1893,1.0469308087124318e-08,6.158416554491453e-10,2.278614097406262e-08
1894,8.192000855444803e-09,0.0,1.3233232287745977e-08
1895,6.6204757231957956e-09,0.0,2.467631965430428e-08
1896,1.47425724961181e-08,0.0,2.4767521367152767e-08
1897,1.4566784223291052e-08,0.0,3.554295346930303e-08
1898,1.4711722506888236e-08,0.0,2.9423445013776472e-08
1899,7.185851913504848e-09,3.8693048765026106e-09,3.15071986278781e-08
1900,6.748368974740515e-09,5.191053142894475e-10,3.4780054392058446e-08
1901,7.265360757457984e-09,5.588738916095792e-10,2.2913829056392387e-08
1902,7.365425602756659e-09,4.910283846193408e-10,3.5845072687834545e-08
1903,7.560307935250421e-09,5.400220270956879e-10,2.1600881083827517e-08
1904,4.837162670412454e-09,1.0749250378694342e-09,3.278521276683932e-08
1905,1.857873321853276e-08,5.160759042333041e-10,3.354493216534138e-08
1906,6.6874399351490865e-09,1.0288369045596824e-09,4.5268823356536814e-08
1907,5.142843484406967e-09,1.028568674676933e-09,4.371417006154843e-08
1908,1.4734167663732478e-08,0.0,6.188350454294778e-08
1909,9.901770070541716e-09,0.0,5.0609049395689e-08
1910,4.809735720812114e-09,5.344150677544235e-10,3.580580809625644e-08
1911,2.500575924102577e-08,0.0,3.8838731342139e-08
1912,1.1981668990301841e-08,0.0,3.5945006970905524e-08
1913,1.4318072061314524e-08,5.30298971401777e-10,2.8636144122629048e-08
1914,1.4732836284281348e-08,6.696743715117748e-10,3.8171439342704616e-08
1915,2.3561523843085297e-09,1.1780761921542648e-09,2.8273827723523937e-08
1916,1.0987462051303964e-09,0.0,3.076489463182952e-08
1917,1.5352993543160665e-08,0.0,3.838248474608008e-08
1918,5.743188147278033e-09,0.0,3.445912710731136e-08
1919,1.5653341733923298e-08,0.0,3.6831394822911534e-08
1920,6.057785384427916e-09,0.0,3.407504323149624e-08
1921,8.330022005509363e-09,0.0,4.316466117870732e-08
1922,1.696925089333945e-08,0.0,3.172512208493572e-08
1923,7.431163684401554e-09,0.0,3.290944050604594e-08
1924,1.0313299547703991e-08,0.0,5.285566118118368e-08
1925,4.399271169575059e-09,1.0998177923937646e-09,4.2892892793133797e-08
1926,5.57306911730393e-09,1.1146138456652466e-09,2.6750733184144337e-08
1927,5.574612327308159e-09,0.0,3.0102906833917586e-08
1928,3.4278122562625413e-09,0.0,4.227635130860108e-08
1929,1.5596569369336066e-08,0.0,2.8965056131369238e-08
1930,1.3654684494213143e-08,0.0,3.991369368350206e-08
1931,6.843213995466613e-09,0.0,3.5356606531422585e-08
1932,2.1919073223131136e-09,0.0,4.383814555808385e-08
1933,6.882397318719313e-09,0.0,4.3588517684156614e-08
1934,9.585264137967897e-09,0.0,2.995395220750652e-08
1935,1.4361940969820353e-08,0.0,4.4282650435434334e-08
1936,4.849885826274658e-09,0.0,4.122403041151301e-08
1937,5.0364472592434595e-09,1.2591118148108649e-09,4.784624962894668e-08
1938,1.2965214457594243e-09,0.0,5.4453899167583586e-08
1939,1.5294050470515685e-09,0.0,3.8235125288110794e-08
1940,2.5357829169792012e-09,0.0,4.81798743123818e-08
1941,2.066051862925633e-08,0.0,6.198155233505531e-08
1942,1.517105907566929e-08,0.0,2.4273694165799498e-08
1943,1.7419411690866582e-08,0.0,2.6129116648121453e-08
1944,1.6065930807940276e-08,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,0.0,2.832055301382752e-08
1946,1.3921104269343232e-08,0.0,3.7586982415405146e-08
1947,9.536696765621855e-09,0.0,2.1457568166738383e-08
1948,5.435944139264848e-09,0.0,2.391815279167986e-08
1949,1.9634017078828947e-08,9.817008317369869e-10,2.3560819073509265e-08
1950,2.3397795700930146e-08,5.317680518146517e-09,2.4461330738745346e-08
1951,1.2793682557799002e-08,0.0,3.838104589704017e-08
1952,4.2179215675730575e-09,0.0,2.741649041126948e-08
1953,6.464296653518886e-09,0.0,2.693456835345387e-08
1954,1.9545072227344917e-09,0.0,4.29991580119804e-08
1955,1.407841132561316e-08,1.8771215692936494e-09,4.6928040120519654e-08
1956,7.849027205963921e-09,0.0,4.534993536253751e-08
1957,1.9437083054185678e-08,0.0,3.0922631566454584e-08
1958,6.617794756635931e-09,0.0,3.557064687242928e-08
1959,6.200598257066758e-09,1.5501495642666896e-09,2.8677767716089875e-08
1960,4.844583401109048e-09,0.0,2.7683332959327345e-08
1961,1.042223907177231e-08,0.0,3.752005994783758e-08
1962,1.7123282347597524e-08,6.341956404476434e-10,3.9320131151043825e-08
1963,9.69907976156037e-09,6.466053248388448e-10,1.4225316924409981e-08
1964,1.520992043424485e-08,6.083968329129164e-10,3.8937397306426647e-08
1965,1.860494691641179e-08,0.0,2.3529786119524942e-08
1966,1.38476865529924e-08,1.1078149508847446e-09,3.101881773659443e-08
1967,1.2818872185960117e-08,1.9721342336964653e-09,3.845661922241561e-08
1968,1.3474247495537384e-08,0.0,3.2787337289619245e-08
1969,1.1808570121729645e-08,4.5417578031781147e-10,2.5888018839737015e-08
1970,5.518470125309705e-09,0.0,4.1388524607555155e-08
1971,9.24911525146399e-09,1.541519245584766e-09,2.4664307929356255e-08
1972,8.721249500354133e-09,0.0,3.026786643545165e-08
1973,7.718485406371656e-09,0.0,3.252790392593852e-08
1974,6.1881286761433785e-09,0.0,3.3753430273009144e-08
1975,1.4278700888326057e-08,0.0,3.369773438066659e-08
1976,9.141642998145016e-09,0.0,3.485251554025126e-08
1977,7.052138428775834e-09,0.0,4.642657813747064e-08
1978,8.316828115084718e-09,0.0,2.5544542481270582e-08
1979,1.521513048885481e-08,5.851973350345929e-10,2.691907674545746e-08
1980,1.0233271119375331e-08,5.685150683554241e-10,3.865902442612423e-08
1981,1.0120879245789638e-08,1.2651099057237047e-09,3.542307780435294e-08
1982,7.449002747961231e-09,0.0,2.7313010519947056e-08
1983,4.4207211225000265e-09,0.0,2.9050454486423405e-08
