year,eut_VERB ôté_VERB,eut_VERB oté_VERB,eut_VERB noté_VERB
1800,3.144164395507687e-08,0.0,6.288328968651058e-09
1801,1.904946067554647e-08,0.0,7.143547975374531e-09
1802,7.832440473976021e-08,0.0,0.0
1803,8.581492494386112e-08,0.0,0.0
1804,8.157108055684148e-08,2.4718509461507665e-09,9.887403784603066e-09
1805,6.254330742194725e-08,0.0,0.0
1806,4.3225035994964855e-08,0.0,0.0
1807,8.540865792383556e-09,0.0,0.0
1808,5.211970233176544e-08,0.0,0.0
1809,3.6144488291256494e-08,4.518061036407062e-09,0.0
1810,3.510190182964834e-08,0.0,0.0
1811,6.769107585569145e-08,0.0,2.2563691359778204e-08
1812,1.1468995353425271e-07,0.0,0.0
1813,5.176335093892703e-08,0.0,0.0
1814,2.8320094713762956e-08,3.1466771410748606e-09,0.0
1815,7.012781111370714e-08,0.0,0.0
1816,1.622322720606917e-08,0.0,0.0
1817,2.0239355080775567e-08,1.556873407970727e-09,0.0
1818,2.6226590676969863e-08,0.0,1.1921177378582115e-09
1819,3.519356894798875e-08,0.0,4.140420006848444e-09
1820,3.559944161679596e-08,0.0,0.0
1821,7.100271659510327e-08,0.0,0.0
1822,7.21844344298006e-08,1.0025615893027862e-09,0.0
1823,5.435477845594505e-08,0.0,0.0
1824,2.5263338088166165e-08,0.0,0.0
1825,1.2767893053933221e-07,1.7610886082763955e-09,0.0
1826,2.7304752237000685e-08,0.0,0.0
1827,4.055600300034712e-08,9.217273055917019e-10,0.0
1828,6.420610532131832e-08,0.0,0.0
1829,3.8579290873030914e-08,0.0,0.0
1830,3.965997663613052e-08,0.0,0.0
1831,1.7150327380477393e-08,0.0,0.0
1832,2.570694235259907e-08,1.3529969367098715e-09,0.0
1833,7.761030929032131e-08,0.0,0.0
1834,3.547121707470069e-08,0.0,0.0
1835,3.100866052818674e-08,0.0,0.0
1836,6.51912728244497e-08,0.0,0.0
1837,5.287997240088771e-08,1.3915781860163179e-09,6.957890930081589e-10
1838,5.680945847075236e-08,1.8936485712828244e-09,0.0
1839,4.61437359433603e-08,1.3982950353153e-09,0.0
1840,5.350538501147639e-08,6.369688665408546e-10,0.0
1841,4.8154113585496816e-08,6.420548537278137e-10,0.0
1842,6.507016792056675e-08,0.0,0.0
1843,5.729703644874462e-08,5.906911071384968e-10,0.0
1844,3.1833653935109396e-08,0.0,5.488561272137815e-10
1845,3.1807299905040054e-08,2.2320911785556063e-09,0.0
1846,2.751615646445771e-08,2.9272506640865004e-09,0.0
1847,2.9123407685460734e-08,0.0,0.0
1848,9.65426583121598e-09,0.0,0.0
1849,1.1731181359664333e-08,2.513824481908955e-09,0.0
1850,4.073397619208663e-08,0.0,0.0
1851,1.870337307252612e-08,6.449438760824933e-10,0.0
1852,2.799534470909748e-08,0.0,1.3021090872200602e-09
1853,2.8068079416243563e-08,0.0,0.0
1854,3.16935526711859e-08,0.0,0.0
1855,1.4328730202350926e-08,0.0,5.306937111981824e-10
1856,2.329735160344626e-08,4.659470143053568e-09,0.0
1857,3.905207179855097e-08,1.4644527812635033e-09,0.0
1858,3.572383633354548e-08,4.893676019968041e-10,0.0
1859,4.0228169240208445e-08,0.0,0.0
1860,3.982150076353719e-08,4.577183909670879e-10,0.0
1861,1.9807048445841247e-08,4.715963730639317e-10,9.431927461278633e-10
1862,2.4397126097142063e-08,1.3553959066214816e-09,0.0
1863,4.994620717013731e-09,0.0,0.0
1864,1.965838514195184e-08,0.0,0.0
1865,2.7770381549885315e-08,0.0,1.882737743486018e-09
1866,3.065336073859726e-08,1.9462451650298362e-09,0.0
1867,2.1837651686951176e-08,4.85281148598915e-10,0.0
1868,1.1855697756857353e-08,1.975949626142892e-09,0.0
1869,1.904572499711321e-08,9.767038289254515e-10,7.325278605918584e-09
1870,2.121598008386627e-08,0.0,1.1468097582678638e-09
1871,9.559059321873065e-09,0.0,0.0
1872,2.237515595027162e-08,0.0,0.0
1873,9.577607151811662e-09,5.986004469882289e-10,0.0
1874,1.0156835372754358e-08,1.1949218281515073e-09,4.182226565063729e-09
1875,1.2015206607429718e-08,5.721527140956084e-10,0.0
1876,1.3301232115736639e-08,1.209202959984168e-09,0.0
1877,1.5462040536817767e-08,6.184815992682502e-10,1.2369631985365004e-09
1878,2.113680963589104e-08,0.0,1.8117265465633636e-09
1879,1.8938909107646396e-08,0.0,4.887460214320072e-09
1880,3.016387850607316e-08,0.0,1.2835692508872398e-09
1881,1.9523021421719022e-08,1.3945015142624584e-09,6.972507571312292e-10
1882,1.9300616216355593e-08,0.0,1.3310770263785798e-09
1883,2.7173157945981075e-08,0.0,6.319338941018771e-10
1884,1.9805090900604227e-08,6.601696966868076e-10,6.601696966868076e-10
1885,2.1915161241281567e-08,0.0,0.0
1886,1.7424351739236954e-08,1.936039106809062e-09,6.453463874400711e-10
1887,1.3057849024278312e-08,0.0,0.0
1888,1.4583413587843097e-08,0.0,6.340614699951175e-10
1889,7.51816386923565e-09,0.0,1.2530273485467092e-09
1890,9.831579994568074e-09,0.0,0.0
1891,1.0198752065093686e-08,0.0,1.2748440081367107e-09
1892,5.641661360300532e-09,0.0,0.0
1893,1.3548516086814288e-08,1.847525021858587e-09,0.0
1894,1.071261657159539e-08,6.301539290376468e-10,6.301539290376468e-10
1895,8.426059849853118e-09,0.0,0.0
1896,8.845543852942228e-09,0.0,0.0
1897,4.078699600285063e-09,0.0,1.7480140668268973e-09
1898,9.619203211741478e-09,2.26334195829736e-09,2.26334195829736e-09
1899,7.738609753005221e-09,5.527578395003729e-10,5.527578395003729e-10
1900,1.038210584169974e-08,0.0,5.191053142894475e-10
1901,5.58873880507349e-09,0.0,2.794369402536745e-09
1902,9.820567470342212e-09,0.0,3.928227076954727e-09
1903,3.7801539676252105e-09,0.0,5.400220270956879e-10
1904,5.912087708281888e-09,0.0,8.599400302955473e-09
1905,3.6125313851442797e-09,0.0,0.0
1906,7.716276506641861e-09,0.0,0.0
1907,2.5714217422034835e-09,0.0,5.142843484406967e-09
1908,6.875944702500192e-09,0.0,9.822778146428846e-10
1909,5.5009836685826485e-09,0.0,1.1001967115120692e-09
1910,1.1757131268552712e-08,1.068830135508847e-09,7.481810726517324e-09
1911,7.980561100850991e-09,5.320374141248863e-10,3.7242617878519013e-09
1912,1.0418842677495377e-08,0.0,2.0837684910901544e-09
1913,3.71209285532359e-09,0.0,0.0
1914,6.696743604095445e-09,0.0,2.678697486047099e-09
1915,4.712304768617059e-09,0.0,0.0
1916,1.0987461607214755e-08,3.2962386153911893e-09,2.197492410260793e-09
1917,1.0966424435210342e-09,0.0,1.0966424435210342e-09
1918,8.040463406189247e-09,0.0,0.0
1919,1.012863304339362e-08,0.0,1.8415696745321952e-09
1920,6.057785384427916e-09,7.572231730534895e-10,2.2716695191604686e-09
1921,1.5902768879527684e-08,0.0,7.572747429129834e-10
1922,7.377935595798135e-09,0.0,7.377935484775833e-10
1923,2.653987074552333e-08,1.0615948120573648e-09,0.0
1924,9.02413699321869e-09,0.0,1.289162443462999e-09
1925,1.2097995494286806e-08,0.0,5.499089184013428e-09
1926,1.0031524944054127e-08,0.0,1.1146138456652466e-09
1927,6.689535148041159e-09,0.0,0.0
1928,1.0283437212876834e-08,0.0,0.0
1929,1.1140406375176326e-09,0.0,0.0
1930,8.402882833991043e-09,0.0,0.0
1931,5.7026783295555106e-09,0.0,1.1405356659111021e-09
1932,3.287861094491973e-09,0.0,4.383814644626227e-09
1933,3.4411986593596566e-09,0.0,3.4411986593596566e-09
1934,5.990790086229936e-09,0.0,5.990790086229936e-09
1935,4.787313656606784e-09,0.0,5.98414207075848e-09
1936,2.424942913137329e-09,0.0,2.424942913137329e-09
1937,3.777335333410292e-09,0.0,1.2591118148108649e-09
1938,3.8895642262559704e-09,0.0,2.5930428915188486e-09
1939,9.176430282309411e-09,0.0,0.0
1940,1.0143131667916805e-08,0.0,0.0
1941,1.4757512545315876e-08,0.0,0.0
1942,2.730790527039062e-08,0.0,0.0
1943,0.0,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0,0.0
1945,2.178504043826024e-09,0.0,0.0
1946,2.7842208538686464e-09,0.0,0.0
1947,5.960435700558264e-09,0.0,4.7683483828109274e-09
1948,8.697510267552389e-09,0.0,0.0
1949,9.817008539414473e-09,0.0,1.9634016634739737e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09,0.0
1951,1.8124383771578323e-08,0.0,0.0
1952,2.1089607837865287e-09,0.0,2.1089607837865287e-09
1953,8.619061908632375e-09,0.0,4.3095309543161875e-09
1954,9.772536113672459e-10,0.0,9.772536113672459e-10
1955,0.0,0.0,0.0
1956,8.72114114258693e-09,0.0,3.488456634670456e-09
1957,2.6505113659425206e-09,0.0,4.417518795207798e-09
1958,9.099467845885556e-09,0.0,3.3088973783179654e-09
1959,6.975672928177801e-09,0.0,2.325224457422337e-09
1960,5.536666680683311e-09,0.0,4.152500121534786e-09
1961,9.03260666262895e-09,0.0,0.0
1962,9.512934440181198e-09,0.0,6.341956293454132e-09
1963,9.69907976156037e-09,0.0,5.819448034571906e-09
1964,1.2776333768727e-08,0.0,1.2167936658258327e-09
1965,7.1136563306595235e-09,2.188817349590977e-09,8.20806533852192e-09
1966,6.6468897053084675e-09,0.0,3.8773522170743036e-09
1967,1.1339771788243524e-08,4.930335584241163e-10,9.860671168482327e-10
1968,6.737123747768692e-09,4.4914158503495116e-10,0.0
1969,5.904285060864822e-09,0.0,1.3625273131978588e-09
1970,6.438214850135182e-09,9.197450023812337e-10,9.197450023812337e-10
1971,5.652237344833111e-09,5.138397485282553e-10,3.083038491169532e-09
1972,4.6171320100540925e-09,0.0,2.565073486948677e-09
1973,9.37244681864513e-09,5.513203782392395e-10,0.0
1974,2.812785782069227e-09,5.625571675160757e-10,1.6876715580593782e-09
1975,1.7134440533084216e-09,0.0,2.2845920710778955e-09
1976,5.713526984862938e-09,0.0,0.0
1977,4.7014254711541525e-09,0.0,5.876781838942691e-10
1978,7.72276909088987e-09,0.0,1.7821774056514528e-09
1979,5.851973128301324e-09,0.0,2.925986564150662e-09
1980,7.95921106799824e-09,0.0,3.97960553399912e-09
1981,1.0120879245789638e-08,0.0,5.69299452024552e-09
1982,5.586751949948621e-09,6.207502289967692e-10,3.1037510339615437e-09
1983,9.47297440490047e-09,0.0,3.78918940668882e-09
1984,3.479405208395292e-09,0.0,3.479405208395292e-09
1985,3.609334831011779e-09,0.0,3.609334831011779e-09
1986,4.7955883708539204e-09,0.0,2.3977941854269602e-09
