year,aucun_DET honneur_NOUN,aucun_DET sonneur_NOUN
1800,1.351990706055517e-07,0.0
1801,1.2144030847593967e-07,0.0
1802,2.3721105435470236e-07,0.0
1803,1.1311967540450496e-07,0.0
1804,5.438072037122765e-08,0.0
1805,1.9900143399809167e-07,0.0
1806,9.509508203109363e-08,0.0
1807,1.7935816742919997e-07,0.0
1808,1.8355198649899762e-07,0.0
1809,1.219876537561504e-07,0.0
1810,1.427477278603817e-07,0.0
1811,1.42903374467096e-07,0.0
1812,4.800974817698034e-08,0.0
1813,1.3803560250380542e-07,0.0
1814,1.5104049566616595e-07,0.0
1815,9.170560133497929e-08,0.0
1816,1.8772591658944293e-07,0.0
1817,2.1484852652520203e-07,0.0
1818,1.3351719019283337e-07,0.0
1819,1.78038064291286e-07,0.0
1820,1.091716228529549e-07,0.0
1821,2.327311268146559e-07,0.0
1822,1.3233812978796777e-07,0.0
1823,9.38855251320092e-08,0.0
1824,1.2294824536240867e-07,0.0
1825,2.1221117663117184e-07,0.0
1826,1.8672927382112903e-07,0.0
1827,1.7328472939892592e-07,0.0
1828,1.1373653308055509e-07,0.0
1829,1.9032451348266477e-07,0.0
1830,1.5550885312798357e-07,0.0
1831,1.387617345471881e-07,0.0
1832,1.244757186213974e-07,0.0
1833,1.6448753115128056e-07,0.0
1834,1.381510590370283e-07,0.0
1835,1.3537926690787572e-07,0.0
1836,2.2917757291907037e-07,0.0
1837,2.1986934983786455e-07,0.0
1838,2.3291877626618884e-07,0.0
1839,1.5800734065596345e-07,0.0
1840,1.662488742226742e-07,0.0
1841,1.2584275133065148e-07,0.0
1842,1.4825265592932624e-07,0.0
1843,1.5239830775115593e-07,0.0
1844,1.4050717522806622e-07,0.0
1845,1.5680440929033423e-07,0.0
1846,1.381662311228382e-07,0.0
1847,1.0301057074002529e-07,0.0
1848,8.447482713336285e-08,0.0
1849,4.10591316502007e-08,0.0
1850,1.025138391952396e-07,0.0
1851,1.225393360115845e-07,0.0
1852,1.386746220077839e-07,0.0
1853,1.2600775489701732e-07,0.0
1854,1.5067427039383574e-07,0.0
1855,1.2365163826189018e-07,0.0
1856,1.247702560713826e-07,0.0
1857,1.2203772437047178e-07,0.0
1858,1.50725218972525e-07,0.0
1859,9.98065983193186e-08,0.0
1860,1.4326586228463611e-07,0.0
1861,1.4430848427338105e-07,0.0
1862,1.2560001838579637e-07,0.0
1863,1.448440052342903e-07,0.0
1864,1.3137554732978174e-07,0.0
1865,1.4638285961154907e-07,0.0
1866,8.855415600805827e-08,0.0
1867,9.365926345594744e-08,0.0
1868,1.3041267266089562e-07,9.87974813071446e-10
1869,1.0890247370554107e-07,2.441759683335931e-09
1870,1.1640118957600976e-07,0.0
1871,9.134212319850121e-08,0.0
1872,8.708168763860158e-08,0.0
1873,9.038866410904234e-08,0.0
1874,8.603436807419484e-08,1.1949218281515073e-09
1875,1.3560019418434877e-07,0.0
1876,1.0096844693663343e-07,0.0
1877,8.535046003288471e-08,0.0
1878,8.756678560040143e-08,0.0
1879,1.0324759980306908e-07,0.0
1880,1.1423766688167802e-07,1.2835692508872398e-09
1881,9.343160378705306e-08,0.0
1882,6.522277562481804e-08,0.0
1883,7.583206801387021e-08,0.0
1884,8.648222848961495e-08,0.0
1885,1.108649358982916e-07,0.0
1886,6.969741139783991e-08,0.0
1887,7.769420551362316e-08,0.0
1888,1.0969263541937835e-07,0.0
1889,8.708540349955385e-08,0.0
1890,6.423298692936896e-08,6.554386478008212e-10
1891,7.457837192248462e-08,0.0
1892,1.316387647776196e-07,0.0
1893,6.712674194275792e-08,0.0
1894,5.1672621736997826e-08,0.0
1895,7.824198511308111e-08,0.0
1896,5.1893854324802646e-08,0.0
1897,6.642453342919907e-08,0.0
1898,7.921696676405077e-08,0.0
1899,6.467266722154363e-08,0.0
1900,6.748369307807423e-08,0.0
1901,6.315275080659433e-08,0.0
1902,4.762975236438649e-08,0.0
1903,5.130209235204575e-08,0.0
1904,6.073326375144461e-08,0.0
1905,6.192910939617491e-08,0.0
1906,5.452835472041784e-08,0.0
1907,5.9142698516367886e-08,0.0
1908,6.875944791318034e-08,0.0
1909,5.280944259666853e-08,0.0
1910,4.061554625955921e-08,0.0
1911,4.8415404574342347e-08,5.320374141248863e-10
1912,4.323819702278797e-08,0.0
1913,4.666630770699953e-08,0.0
1914,5.491329968521086e-08,0.0
1915,5.183535367603298e-08,0.0
1916,5.383856338525561e-08,0.0
1917,5.3735480065597585e-08,0.0
1918,5.513460443751228e-08,0.0
1919,5.7088660021520354e-08,0.0
1920,5.5277292521083154e-08,0.0
1921,6.058198054326169e-08,0.0
1922,4.205423342895642e-08,0.0
1923,3.8217415010421973e-08,0.0
1924,5.801231095503567e-08,0.0
1925,3.2994532217500705e-08,0.0
1926,8.248142524536206e-08,4.458455382660986e-09
1927,5.797596847045838e-08,2.2298449753321847e-09
1928,5.0274580498665955e-08,0.0
1929,6.46143574201119e-08,0.0
1930,3.2561171536826805e-08,0.0
1931,5.5886246741465584e-08,0.0
1932,5.041386730297859e-08,0.0
1933,2.7529589052832648e-08,0.0
1934,5.2718952758823434e-08,0.0
1935,5.385727952500474e-08,0.0
1936,4.486144344895138e-08,0.0
1937,5.036447325856841e-08,0.0
1938,5.445390038882891e-08,0.0
1939,2.9058695893979802e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,6.387117368333861e-08,0.0
1944,4.177142010064472e-08,0.0
1945,5.2284097495913784e-08,0.0
1946,4.454753543825518e-08,0.0
1947,4.053096236411591e-08,0.0
1948,3.3702851842676296e-08,0.0
1949,3.2396128224476683e-08,0.0
1950,4.785912621763089e-08,0.0
1951,2.8785785421980847e-08,0.0
1952,3.057993092081546e-08,0.0
1953,3.7708394184932104e-08,1.0773827385790469e-09
1954,4.69081733456278e-08,0.0
1955,3.566530892840092e-08,0.0
1956,4.447782231409292e-08,8.72114158667614e-10
1957,3.003912896204497e-08,0.0
1958,4.54973401176062e-08,0.0
1959,5.1930010513956404e-08,0.0
1960,5.467458463748187e-08,0.0
1961,4.794229724325305e-08,0.0
1962,3.0441389853308465e-08,1.2683912808952869e-09
1963,3.362347633650842e-08,0.0
1964,3.1636634645337836e-08,0.0
1965,3.009623894545399e-08,0.0
1966,3.323444763836392e-08,0.0
1967,5.275459219467038e-08,4.930335584241163e-10
1968,4.4914157948383604e-08,0.0
1969,3.724241223745928e-08,0.0
1970,4.644712281454133e-08,0.0
1971,4.624557892185521e-08,0.0
1972,3.2832938479110396e-08,0.0
1973,3.528450376322212e-08,0.0
1974,2.6440187150811312e-08,0.0
1975,3.8838064764235014e-08,0.0
1976,2.856763492431469e-08,5.713526873840635e-10
1977,3.761140376923322e-08,5.876781838942691e-10
1978,3.267325299205481e-08,0.0
1979,5.500855104756397e-08,5.851973350345929e-10
1980,3.2405357730525e-08,0.0
1981,2.2771979080182803e-08,0.0
