year,ancien_ADJ avant_NOUN
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,1.8795409673089125e-09
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,9.772536113672459e-10
1955,9.385607846468247e-10
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,6.920833350854139e-10
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,2.2993624781975086e-09
1971,3.083038491169532e-09
1972,1.5390440033513642e-09
1973,0.0
1974,2.2502286700643026e-09
1975,0.0
1976,0.0
1977,2.938390863960194e-09
1978,0.0
1979,5.851973350345929e-10
1980,1.1370301367108482e-09
1981,2.5302198114474095e-09
1982,6.207502289967692e-10
1983,0.0
1984,0.0
1985,6.015558051686298e-10
1986,1.1988970927134801e-09
1987,1.2221633705067347e-09
1988,0.0
1989,4.390497743145261e-09
1990,1.089730194969718e-09
1991,2.9307325455363298e-09
1992,0.0
1993,3.877445031719162e-09
1994,5.274926606624319e-10
1995,4.880205572987961e-09
1996,0.0
1997,4.79489448146353e-10
1998,2.3840645013706308e-09
1999,0.0
2000,3.092622158362701e-09
2001,8.762423564512289e-10
2002,1.752488598683044e-09
2003,2.083461403401543e-09
2004,1.7619165015858584e-09
2005,2.702249757291497e-09
2006,2.0589450144825605e-09
2007,1.997239706952314e-09
2008,2.1287198670449925e-09
2009,9.53638501499654e-10
2010,1.8895172093635892e-09
2011,0.0
2012,4.085103366691101e-09
2013,1.9523875849358774e-09
2014,4.330890368553497e-10
2015,2.438232948875907e-09
2016,8.285360175719347e-10
2017,5.031222660711876e-10
2018,7.744400121190154e-10
2019,5.1019755087367e-10
