year,belles_ADJ âmes_NOUN,belles_ADJ ames_NOUN,belles_ADJ rames_NOUN
1844,1.8112251609636587e-07,5.708103856250091e-08,0.0
1845,1.847055415282739e-07,2.3436957263811564e-08,0.0
1846,2.054929950645601e-07,1.4636253098387897e-08,2.9272506640865004e-09
1847,1.3051601399638457e-07,9.707802561820245e-09,0.0
1848,1.3998685233218566e-07,2.252662056889676e-08,0.0
1849,8.044238342108656e-08,1.8434713311421547e-08,0.0
1850,1.7040379418631346e-07,1.5614691761811628e-08,0.0
1851,1.4188765362632694e-07,9.674158363282004e-09,0.0
1852,2.141969446256553e-07,5.208436348880241e-09,0.0
1853,2.669453635917307e-07,1.0749477752369785e-08,0.0
1854,1.9327872280427982e-07,3.3252252507054436e-08,0.0
1855,3.4176673580077477e-07,2.3350523292720027e-08,0.0
1856,2.334912352353058e-07,1.7602443946884705e-08,0.0
1857,2.2357311024734372e-07,4.8326938895115745e-08,0.0
1858,2.6279039389009995e-07,1.7127865348243176e-08,0.0
1859,3.040027536371781e-07,2.189634606963864e-08,0.0
1860,3.565626229828922e-07,8.696649622663699e-09,0.0
1861,3.305890459159855e-07,8.017138064531082e-09,4.715963730639317e-10
1862,2.7559715931602113e-07,1.671654992208005e-08,0.0
1863,2.816966286900424e-07,7.491931519609807e-09,0.0
1864,4.531017907538626e-07,9.109982990196386e-09,0.0
1865,3.544253672771447e-07,8.001635798393636e-09,0.0
1866,2.9582926686089195e-07,1.1190909532388105e-08,0.0
1867,3.416379286136362e-07,4.85281148598915e-09,0.0
1868,2.6082534532179125e-07,1.2843672791973404e-08,0.0
1869,3.887281252445973e-07,1.5627261262807224e-08,4.883519144627257e-10
1870,2.4312367941092816e-07,1.8922360567330543e-08,5.734048791339319e-10
1871,1.8693272352265922e-07,7.434824311758348e-09,0.0
1872,2.449172313845338e-07,1.0280476914203973e-08,0.0
1873,2.4901777351260534e-07,4.788803575905831e-09,0.0
1874,2.3360722423149127e-07,2.1508592240593316e-08,0.0
1875,2.219952506266054e-07,3.1468399441791917e-08,0.0
1876,2.454682146435516e-07,1.1487427897804992e-08,0.0
1877,2.5357746835652506e-07,2.040989244278535e-08,0.0
1878,2.2767363816456054e-07,1.5701630218245555e-08,0.0
1879,2.5475887355241866e-07,7.94212251520321e-09,0.0
1880,2.0922178123328194e-07,3.8507077526617195e-09,6.417846254436199e-10
1881,2.1754223666903272e-07,1.6036766581351003e-08,0.0
1882,2.342695495372027e-07,1.4641846846075168e-08,0.0
1883,2.0032304348660546e-07,1.3902545781263598e-08,6.319338941018771e-10
1884,2.1785599813028966e-07,3.300848483434038e-09,5.281357573494461e-09
1885,1.340692250551001e-07,4.511945039809007e-09,0.0
1886,2.574932125298801e-07,1.0325542199041138e-08,0.0
1887,1.63876009651176e-07,1.0446279397058333e-08,0.0
1888,1.813415764218007e-07,1.014498351992188e-08,0.0
1889,1.8795410028360493e-07,1.6915869593958632e-08,0.0
1890,1.8942176893688156e-07,3.2771931834929546e-09,6.554386478008212e-10
1891,2.0461246208469674e-07,7.649063604731055e-09,0.0
1892,2.0372665687773406e-07,1.002961980134387e-08,0.0
1893,1.7489902859324502e-07,3.695050043717174e-09,0.0
1894,2.476504903370369e-07,7.561847148451761e-09,6.301539290376468e-10
1895,1.5708583589457703e-07,7.824199066419624e-09,0.0
1896,1.6157859761278814e-07,1.7691086373616827e-09,0.0
1897,1.8878552054957254e-07,5.826713334045053e-09,0.0
1898,1.5334141778566845e-07,8.487532454637403e-09,0.0
1899,2.1557555385243177e-07,8.291367592505594e-09,1.6582735185011188e-09
1900,1.8168685755881597e-07,1.557315876254961e-08,0.0
1901,1.7436865107356425e-07,2.794369402536745e-09,0.0
1902,1.4338029075133818e-07,9.820567692386817e-10,0.0
1903,1.8252744382607489e-07,1.0800440541913758e-09,0.0
1904,1.714505373229258e-07,3.2247751136083025e-09,0.0
1905,1.89915937198748e-07,4.64468330463319e-09,0.0
1906,1.913636680228592e-07,1.0288369045596824e-09,2.572092316910357e-09
1907,2.0005660417155013e-07,4.6285588695127444e-09,0.0
1908,1.9694670072567533e-07,2.2101250607420297e-08,0.0
1909,2.117878636909154e-07,1.6502950117569526e-09,0.0
1910,1.96664743157271e-07,4.275320542035388e-09,0.0
1911,1.8568105986105365e-07,3.7242617878519013e-09,0.0
1912,2.401543213181867e-07,1.5628263128064646e-09,0.0
1913,2.7363427079762914e-07,6.363587878865928e-09,0.0
1914,2.5380657575624355e-07,2.678697486047099e-09,0.0
1915,1.5314989809667168e-07,2.3561523843085297e-09,0.0
1916,2.0546553969325032e-07,0.0,0.0
1917,1.7217286085724481e-07,0.0,0.0
1918,2.0675477685472288e-07,1.1486376294556067e-09,0.0
1919,2.5966133421206905e-07,5.524709134618888e-09,4.603924352863942e-09
1920,2.370108518334746e-07,6.815008557481406e-09,7.572231730534895e-10
1921,1.6508589339991886e-07,3.7863738810983705e-09,0.0
1922,1.8739956431090832e-07,7.377935595798135e-09,0.0
1923,1.9639503534563119e-07,6.369568872344189e-09,0.0
1924,1.895068777457709e-07,1.1602462102189293e-08,6.445812328337297e-09
1925,2.8045354838468484e-07,1.4297631523163545e-08,0.0
1926,2.418711915197491e-07,1.114613823460786e-08,3.343841648018042e-09
1927,2.1629496416153415e-07,1.2264147031260109e-08,1.1149224876660924e-09
1928,1.9310009236050973e-07,1.0283437212876834e-08,1.1426041224282812e-09
1929,2.517731729767547e-07,8.912325100141061e-09,1.1140406375176326e-09
1930,1.460000902397951e-07,6.302162347537887e-09,0.0
1931,1.5625339244706993e-07,6.843213995466613e-09,0.0
1932,1.4356993460751255e-07,7.6716757391182e-09,0.0
1933,1.45677404361777e-07,4.588264879146209e-09,0.0
1934,1.6175133055185142e-07,4.7926320689839486e-09,0.0
1935,1.9508303239490488e-07,4.787313656606784e-09,0.0
1936,1.0912243197935823e-07,8.487299751891442e-09,0.0
1937,1.611663122957907e-07,2.5182236296217297e-09,0.0
1938,1.659547450572063e-07,6.482607339819424e-09,0.0
1939,1.345876512459654e-07,1.5294050470515685e-08,0.0
1940,1.5468275194052694e-07,2.5357829169792012e-09,5.0715658339584024e-09
1941,1.5938114472646703e-07,4.7224041566096275e-08,0.0
1942,1.4867637787574495e-07,1.8205270180260413e-08,0.0
1943,1.9161352327046188e-07,8.709705845433291e-09,2.9032352077962287e-09
1944,2.2813621569639508e-07,0.0,0.0
1945,1.3506725338174874e-07,0.0,4.357008087652048e-09
1946,2.0046390147854254e-07,2.0881657292193267e-08,0.0
1947,3.778916095598106e-07,7.152522574216391e-09,3.5762612871081956e-09
1948,1.869964734169116e-07,1.6307831529616124e-08,0.0
1949,1.7474275182394194e-07,1.1780409536754632e-08,0.0
1950,1.744199238373767e-07,8.508289184305795e-09,0.0
1951,1.8764066567200643e-07,6.396841278899501e-09,0.0
1952,1.8347958530284814e-07,1.687168627029223e-08,3.1634410646574906e-09
1953,1.3898237227749632e-07,0.0,0.0
1954,1.2899747048322752e-07,5.863521668203475e-09,0.0
1955,1.2764427026468184e-07,9.385607846468247e-10,0.0
1956,1.8837666004856146e-07,6.104799332717903e-09,3.488456634670456e-09
1957,1.7935126095380838e-07,4.417518795207798e-09,0.0
1958,1.629631896093997e-07,1.2408365002158916e-08,0.0
1959,1.782672001127139e-07,1.4726420971555854e-08,7.750747821333448e-10
1960,2.2146666367461876e-07,8.305000243069571e-09,1.3841666701708277e-09
1961,2.487441008725e-07,9.72742331128984e-09,6.948159270159238e-10
1962,1.864535192908079e-07,2.0928455413127267e-08,6.341956404476434e-10
1963,1.5906491057648964e-07,1.8751554975438012e-08,2.5864212993553792e-09
1964,1.9225339542572328e-07,1.1559539991878864e-08,6.083968329129164e-10
1965,2.0027678715450747e-07,2.7360217202954118e-08,0.0
1966,1.9165199205417593e-07,8.862519607077957e-09,1.6617224263271169e-09
1967,2.2137206201477966e-07,1.7749208325312793e-08,0.0
1968,2.2591821391415579e-07,4.177016776907294e-08,0.0
1969,1.6304910843700782e-07,2.043791091921321e-08,0.0
1970,1.683133348251431e-07,1.609553734738256e-08,4.5987250119061684e-10
1971,1.937175824195947e-07,1.284599360218408e-08,5.138397485282553e-10
1972,1.5852154433559917e-07,2.1546616935097518e-08,0.0
1973,1.1963652468693908e-07,6.064523994098181e-09,0.0
1974,1.243251404048351e-07,1.6876715580593782e-09,0.0
1975,1.4392929870155058e-07,1.0851811893530794e-08,0.0
1976,1.4283817506566265e-07,1.199840671262109e-08,0.0
1977,1.2458777121082676e-07,3.526069214387917e-09,0.0
1978,1.5089102589627146e-07,1.6039596317796168e-08,5.940591352171509e-10
1979,1.4512893642404379e-07,1.9311512389208474e-08,0.0
1980,1.500879847071701e-07,7.390696055153967e-09,0.0
1981,1.195528795960854e-07,1.644642821929665e-08,0.0
1982,1.3159905165593955e-07,1.4277254933858785e-08,0.0
1983,1.2188560560844053e-07,3.157658134966823e-09,1.2630632095778083e-09
1984,1.4787471513955097e-07,5.219107812592938e-09,0.0
1985,1.5459984581411845e-07,6.617113967877231e-09,6.015558051686298e-10
1986,1.498621315931814e-07,2.997242676272549e-09,5.994485463567401e-10
1987,1.5582583046125364e-07,1.0388388815840699e-08,0.0
1988,1.6130729818542022e-07,1.798966087207532e-09,0.0
1989,1.7507109362213669e-07,1.0427432250992297e-08,0.0
1990,1.1769085972446192e-07,8.717841559757744e-09,0.0
1991,2.315278777587082e-07,6.4476117778156095e-09,0.0
1992,1.7797120221985097e-07,6.060938417817852e-09,0.0
1993,2.10489886853793e-07,5.539207315052863e-09,1.1078414852150331e-09
1994,1.7354508941025415e-07,7.384897138251745e-09,1.0549853213248639e-09
1995,1.816520978081826e-07,1.1929391696696712e-08,0.0
1996,2.3647749003430363e-07,9.074756945892659e-09,1.067618438099771e-09
1997,1.6350590215097327e-07,7.671831170341648e-09,4.79489448146353e-10
1998,1.7785121997349052e-07,1.144351013948608e-08,0.0
1999,1.7092551729547267e-07,7.769341614505265e-09,9.140402323914998e-10
2000,1.9748600266211724e-07,3.092622158362701e-09,4.4180314962005696e-10
2001,1.81820283273737e-07,8.762423675534592e-09,8.762423564512289e-10
2002,1.7130575713508733e-07,1.4019908789464353e-08,0.0
2003,1.5542622122666216e-07,1.7084383685528337e-08,0.0
2004,1.6253679291367007e-07,7.047666006343434e-09,4.404791253964646e-10
2005,1.7564623533417034e-07,1.3511248786457486e-09,4.5037495954858286e-10
2006,1.8571682858237182e-07,2.4707338397433887e-09,0.0
2007,1.7535765550746873e-07,1.5578470069499417e-08,0.0
2008,2.0435710723631928e-07,2.9802078582719105e-09,4.257439678578834e-10
2009,1.6831720017762564e-07,1.430457752249481e-09,0.0
2010,1.7289082165916625e-07,3.3066551718974324e-09,9.447586046817946e-10
2011,1.583124458193197e-07,3.059177577924288e-09,1.529588788962144e-09
2012,1.6204242569983762e-07,3.744677901096338e-09,3.404252713057332e-10
2013,1.860346401372226e-07,4.741512515948898e-09,0.0
2014,2.1892650181598583e-07,0.0,0.0
2015,2.0591986071849533e-07,6.649726325136385e-10,4.433150790905671e-10
2016,1.8869907592033996e-07,1.4499380585064614e-09,2.0713400439298368e-10
2017,1.582319555382128e-07,2.515611330355938e-10,1.2578056374223934e-09
2018,1.8483301289506926e-07,1.290733298020541e-09,2.5814667070633845e-10
2019,2.265277174728908e-07,2.2958890344426663e-09,7.65296326310505e-10
