year,grand_ADJ âge_NOUN,grand_ADJ age_NOUN,grand_ADJ gage_NOUN
1844,1.6273584151349496e-06,1.4819115712327857e-08,9.879410178825765e-09
1845,1.4184939800543361e-06,3.069125442678455e-08,6.696273757711424e-09
1846,1.4279128208727343e-06,2.1076204337333593e-08,4.0981511517657054e-09
1847,1.4405300134967547e-06,2.2651539310913904e-08,4.853901280910122e-09
1848,1.187474708785885e-06,2.091757567157515e-08,5.63165514222419e-09
1849,1.2719951882900205e-06,1.1731180471485914e-08,5.865590679832167e-09
1850,1.4331570810099947e-06,2.0366987207864895e-08,1.2899092460827433e-08
1851,1.2860181186624686e-06,2.8377530547629704e-08,1.9348316282474798e-09
1852,1.2923433132527862e-06,1.7578472899515418e-08,6.510545436100301e-09
1853,1.4231113709683996e-06,1.6721408924169623e-08,1.3138249599364826e-08
1854,1.523368837297312e-06,3.013485372349578e-08,9.352196350675968e-09
1855,1.4280967661761679e-06,2.812676669350367e-08,1.326734277995456e-08
1856,1.4449535683525028e-06,3.779348101140556e-08,1.346069211649592e-08
1857,1.3512017176253721e-06,2.9777205590164613e-08,2.1966791052818735e-08
1858,1.4162297929942724e-06,3.2787629500319326e-08,1.0276719919488642e-08
1859,1.4843685676169116e-06,2.0877910955618972e-08,2.5460866748261424e-09
1860,1.3040396424912615e-06,2.3801355553132453e-08,1.2358396972445007e-08
1861,1.2072866866219556e-06,1.7920662287451705e-08,1.4147891747029462e-09
1862,1.3901843658459256e-06,1.9879140111811466e-08,3.6143890103090826e-09
1863,1.3325648069439922e-06,3.446288437958245e-08,7.991393324857654e-09
1864,1.3195091241868795e-06,2.0137856715507496e-08,1.821996598039277e-08
1865,1.3362731579036335e-06,2.0710115400390805e-08,1.6003271596787272e-08
1866,1.314201995228359e-06,2.773399465638704e-08,3.600553455385125e-08
1867,1.1991297697022674e-06,2.4749338578544666e-08,1.747012134956094e-08
1868,1.095664060812851e-06,1.877152122631287e-08,6.915823469455518e-09
1869,1.192066974908812e-06,1.660396486968807e-08,6.348574999037737e-09
1870,1.4122962284091045e-06,1.9495765446464475e-08,5.160643912205387e-09
1871,1.0907948535532341e-06,6.37270636261178e-09,1.0621177271019633e-09
1872,1.0721932994783856e-06,1.6327816432237796e-08,5.442605477412599e-09
1873,1.034980186886969e-06,2.334541671089596e-08,7.183205141814142e-09
1874,8.93204060048447e-07,2.3898436118940936e-08,5.377148060148329e-09
1875,1.0550495517236413e-06,1.9453192556806442e-08,6.865832347102696e-09
1876,1.1287909273960395e-06,1.571963870183879e-08,6.04601479992084e-09
1877,1.21222387861053e-06,1.9791411176584006e-08,4.9478527941460015e-09
1878,1.1746027439585305e-06,5.254007140464978e-08,7.2469061862534545e-09
1879,1.1436657132435357e-06,2.1993571075462626e-08,3.0546627449723474e-09
1880,1.188585088129912e-06,2.3104246960059527e-08,6.417846254436199e-10
1881,1.1253627008045441e-06,3.416528659982987e-08,1.3945015142624584e-09
1882,1.4728367432326195e-06,2.3959386918903647e-08,1.9966155395678697e-09
1883,1.1735012321878457e-06,1.958995082818049e-08,6.951272890631799e-09
1884,1.3077961966700968e-06,1.8484751507230612e-08,8.582206056928499e-09
1885,1.144744942394027e-06,1.8692343284332225e-08,7.090199094506033e-09
1886,1.1571061122594983e-06,2.000573740001954e-08,7.744156427236248e-09
1887,1.0119832722921274e-06,2.2198343607726656e-08,5.223139698529167e-09
1888,1.1901333891728427e-06,1.9655904903714827e-08,6.340614699951175e-10
1889,1.031241481541656e-06,1.816889649841613e-08,3.759081934617825e-09
1890,1.011341851153702e-06,1.966315921198003e-08,1.5730527991308918e-08
1891,1.1033774853785872e-06,1.2748439970344805e-08,1.0836173736095134e-08
1892,1.1828682318082429e-06,1.7551834652351772e-08,3.1342561879199593e-09
1893,1.1454654895715066e-06,2.155445821827584e-08,3.695050043717174e-09
1894,1.1267152331129182e-06,2.0164925951249302e-08,1.2603078580752936e-08
1895,1.1110362265753793e-06,2.1065150512811215e-08,5.416753268150387e-09
1896,1.1322296131766052e-06,2.181900704556483e-08,1.7691086373616827e-09
1897,1.1134849273730651e-06,2.0976168357833558e-08,6.409385022720926e-09
1898,1.1050767625420121e-06,1.810673566637888e-08,1.6975064687230201e-09
1899,8.882818747224519e-07,1.713549302451156e-08,3.8693048765026106e-09
1900,1.0449590490679839e-06,2.1283318218934255e-08,4.15284251431558e-09
1901,1.0557128007349093e-06,2.235495522029396e-08,2.794369402536745e-09
1902,8.249276675087458e-07,2.4060390568791945e-08,2.455141867585553e-09
1903,9.801399301068159e-07,3.186129848842256e-08,1.6200660812870638e-09
1904,9.013246540234832e-07,2.20359632763234e-08,5.374625189347171e-10
1905,9.547404715704033e-07,1.90948084011211e-08,3.096455536422127e-09
1906,9.794526931727887e-07,1.8519064282074282e-08,2.0576738091193647e-09
1907,9.925687436407316e-07,2.1599941391059474e-08,7.71426478252124e-09
1908,9.213765679305652e-07,1.817213934884876e-08,3.437972351250096e-09
1909,9.621220442568301e-07,1.8153245739949142e-08,5.5009836685826485e-09
1910,1.004700379780843e-06,1.6566866989364826e-08,9.085056262847502e-09
1911,9.427702707398566e-07,2.021742229185719e-08,3.7242617878519013e-09
1912,8.595545182288333e-07,1.8232974130505397e-08,3.646594803896619e-09
1913,8.447662480648432e-07,7.95448484858241e-09,1.060597942803554e-09
1914,9.656704378357972e-07,1.8081207919795617e-08,6.696743715117748e-10
1915,9.306801871389325e-07,2.1205371680821372e-08,0.0
1916,7.339624517044285e-07,1.4283700222605944e-08,7.69122365795738e-09
1917,7.709396641075728e-07,6.5798546611262054e-09,0.0
1918,7.4087125767619e-07,1.8378202071289707e-08,2.2972752589112133e-09
1919,1.0561402632447425e-06,1.381177239245801e-08,9.207848372660976e-10
1920,8.57176644331048e-07,1.2872793941909322e-08,4.543339038320937e-09
1921,9.170597081720189e-07,1.8931868517313433e-08,5.300923255902035e-09
1922,8.787121146269783e-07,1.401807780965214e-08,0.0
1923,8.248591711890185e-07,1.3800732556745743e-08,0.0
1924,7.618950235155353e-07,1.675911143195208e-08,7.734974438733389e-09
1925,8.18264425106463e-07,1.539744931555731e-08,0.0
1926,7.924904252831766e-07,1.5604594061358057e-08,3.343841648018042e-09
1927,9.242707506018633e-07,6.689535148041159e-09,1.1149224876660924e-09
1928,7.792560268171655e-07,1.4853853147478446e-08,4.570416489713125e-09
1929,7.954250236252847e-07,1.4482528509773829e-08,1.3368487650211591e-08
1930,8.119285439533996e-07,2.1007207529066818e-08,0.0
1931,7.573156608486897e-07,1.3686427990933225e-08,4.5621426636444085e-09
1932,8.142935712385224e-07,1.3151443933878681e-08,2.1919073223131136e-09
1933,7.593578175146831e-07,1.3764794637438627e-08,1.0323596200123575e-08
1934,8.159456115208741e-07,1.0783422155213884e-08,0.0
1935,7.743479955024668e-07,2.0346083040578833e-08,2.393656828303392e-09
1936,7.565822102151287e-07,3.6374143697059935e-09,1.2124714565686645e-09
1937,8.045724371186225e-07,1.1332006444320086e-08,3.777335333410292e-09
1938,6.197372499627818e-07,6.482607117774819e-09,0.0
1939,6.499971618723066e-07,2.4470480752825097e-08,3.058810094103137e-09
1940,7.683422040827281e-07,2.0286263113789005e-08,2.5357829169792012e-09
1941,6.463790782618162e-07,2.066051818516712e-08,5.9030051957620344e-09
1942,7.737240252936317e-07,4.2478964124015306e-08,3.034211770724937e-09
1943,9.63874072112958e-07,2.9032352077962287e-09,8.709705845433291e-09
1944,7.486723916372284e-07,1.927911696952833e-08,6.4263723231761105e-09
1945,8.038679766286805e-07,6.535512131478072e-09,6.535512131478072e-09
1946,5.846864041814115e-07,5.568441707737293e-09,1.3921104269343232e-09
1947,6.353824346660986e-07,7.152522574216391e-09,0.0
1948,6.93626418524218e-07,6.523132700664291e-09,3.2615663503321457e-09
1949,6.714833489240846e-07,9.817008095325264e-09,2.945102384188658e-09
1950,5.966437583992956e-07,8.508289184305795e-09,0.0
1951,6.780651347071398e-07,1.5992102309070333e-08,2.1322803522849654e-09
1952,5.694193987437757e-07,3.374337209649525e-08,0.0
1953,6.550487228196289e-07,1.8315506555843797e-08,0.0
1954,6.137152581686678e-07,1.4658804170508688e-08,1.9545072227344917e-09
1955,6.776409122721816e-07,1.407841221379158e-08,9.385607846468247e-09
1956,5.904212798668595e-07,9.593255967388359e-09,8.72114158667614e-10
1957,6.688123335152341e-07,1.4136060211278334e-08,7.068030161150318e-09
1958,5.765753599007439e-07,2.2335057303646266e-08,4.9633461784992505e-09
1959,6.146343025648093e-07,6.975672928177801e-09,3.100299128533379e-09
1960,7.11461666469404e-07,5.0522083627768666e-08,2.7683333403416555e-09
1961,7.629078595527972e-07,4.585785129407327e-08,4.86371165564492e-09
1962,6.678080239908013e-07,2.2831043278159768e-08,3.170978146727066e-09
1963,6.763491455785697e-07,1.4225317146454586e-08,5.819448034571906e-09
1964,7.124326657503843e-07,1.095114282589904e-08,3.6503808864551957e-09
1965,7.179320959949109e-07,3.775709878084399e-08,1.0944086747954884e-09
1966,7.655001468265255e-07,3.489617017571334e-08,1.1078149508847446e-09
1967,7.715975129940489e-07,2.7116845213726037e-08,1.9721342336964653e-09
1968,8.241748332693533e-07,2.9194203277072006e-08,4.491415683816058e-09
1969,7.707362783548888e-07,2.4979667445634846e-08,2.2708788183223305e-09
1970,7.118826488294872e-07,2.7132478264135784e-08,3.219107425067591e-09
1971,7.209171712929674e-07,1.2845993824228685e-08,4.1107179882260425e-09
1972,6.094614377616381e-07,2.103360163818735e-08,3.5911027485013847e-09
1973,6.941123729120591e-07,1.3783009678025593e-08,0.0
1974,6.452530669776024e-07,1.3501372020385816e-08,1.1251143350321513e-09
1975,7.253580065480492e-07,1.5420996479775795e-08,5.711480177694739e-10
1976,6.20489004177216e-07,1.199840626853188e-08,2.856763492431469e-09
1977,5.40076257493638e-07,9.402851053330608e-09,1.7630346071939584e-09
1978,7.015838150437048e-07,1.3663359887949866e-08,1.1881182704343018e-09
1979,5.974864620839071e-07,1.287434159280565e-08,1.1703946700691858e-09
1980,6.907458214300277e-07,2.217208772137269e-08,1.1370301367108482e-09
1981,7.008708848843526e-07,1.32836540100989e-08,5.060439622894819e-09
1982,7.188287440840213e-07,2.1105507341800944e-08,0.0
1983,7.218406494757801e-07,2.020901168631184e-08,3.157658134966823e-09
1984,6.628266646657721e-07,1.7976926836027474e-08,1.1598016991243298e-09
1985,7.543509923380043e-07,1.5038894685126536e-08,0.0
1986,6.773768745915731e-07,1.0790073834421321e-08,1.1988970927134801e-09
1987,7.455196282535326e-07,1.588812370556525e-08,1.8332451112712533e-09
1988,8.023388886613247e-07,1.9188972411043892e-08,5.996553809062277e-10
1989,8.023634450182726e-07,1.3171492896368875e-08,5.488122178931576e-10
1990,7.31208956494811e-07,6.538381391862913e-09,1.089730194969718e-09
1991,7.315108518923807e-07,1.6998249252608844e-08,2.9307325455363298e-09
1992,7.994929092092207e-07,1.3774860363469088e-08,0.0
1993,8.696555937603989e-07,2.3264671522582603e-08,1.661762283333701e-09
1994,8.033713356780936e-07,1.2659823744876064e-08,1.5824779264761446e-09
1995,7.938468229440332e-07,4.337960657352369e-09,1.626735190995987e-09
1996,7.548062512796605e-07,7.473329288743003e-09,1.6014276571496566e-09
1997,7.034110467429855e-07,4.794894370441227e-09,4.79489448146353e-10
1998,8.029529681152781e-07,1.4304387896402204e-08,4.291316191284977e-09
1999,8.272064064840379e-07,1.0511462700257823e-08,2.7421207526856506e-09
2000,7.877350185481191e-07,1.3254094266557104e-08,3.97622823555821e-09
2001,8.556506827517296e-07,1.1829271895358318e-08,3.066848330846028e-09
2002,8.766824066697154e-07,7.448076488891786e-09,1.752488598683044e-09
2003,9.104726359510096e-07,7.5004612520857e-09,1.2500769308587678e-09
2004,8.708272503099579e-07,7.047666061854585e-09,8.809582507929292e-10
2005,8.989484285848448e-07,1.0808999140188291e-08,4.954124666056714e-09
2006,1.0904172995651606e-06,1.3177247681905868e-08,2.8825228870488218e-09
2007,1.178770844489918e-06,1.3181782249072072e-08,4.393927444112933e-09
2008,1.0426469998492394e-06,1.3198063364416868e-08,8.514879357157668e-10
2009,9.855854159468436e-07,8.582746513496886e-09,0.0
2010,1.0656876838766038e-06,1.3698999989930627e-08,4.2514138876015295e-09
2011,1.0622993613651488e-06,4.588766228108554e-09,1.529588788962144e-09
2012,1.2548075574159157e-06,2.382976926895708e-09,6.808505315092361e-09
2013,1.2118748600187246e-06,1.3945624655065103e-09,8.367375126105969e-10
2014,1.2455640217012842e-06,1.2992670966882613e-09,1.0827225782605865e-09
2015,1.08346205252019e-06,1.0639561814906884e-08,1.329945265027277e-09
2016,1.2666243947023759e-06,3.31414412579889e-09,4.556948152156792e-09
2017,1.0326584742870182e-06,9.559323388419472e-09,3.5218559180094644e-09
2018,1.0522057891648728e-06,4.388493513030056e-09,2.323319980845895e-09
2019,1.0578946785244625e-06,2.04079020349468e-09,3.3162841361900064e-09
