year,pleurant_VERB en_ADP,pleurant_VERB sans_ADP
1911,1.276889793899727e-08,2.2345571615289828e-08
1912,1.7712032729377825e-08,2.0837685354990754e-08
1913,1.2196876397752021e-08,1.5378669893095775e-08
1914,1.875088173619588e-08,1.4063161857258422e-08
1915,1.5314990164938536e-08,7.068456930880984e-09
1916,9.888715624128963e-09,1.3184954017475548e-08
1917,2.0836206537921953e-08,1.0966424435210342e-08
1918,8.040463406189247e-09,1.9526839700745313e-08
1919,2.9465114792515124e-08,3.591060826479975e-08
1920,8.329454459499175e-09,2.3473917920568965e-08
1921,1.5145495524393482e-08,1.9689143648804475e-08
1922,4.426761179843197e-09,2.0658219135327727e-08
1923,2.229349105320466e-08,2.1231895797058087e-08
1924,1.804827398643738e-08,2.836157397823058e-08
1925,1.5397448649423495e-08,2.74954441437103e-08
1926,1.7833821530643945e-08,2.5636118117233764e-08
1927,1.8953683067479687e-08,3.7907364358602536e-08
1928,2.51372912485337e-08,2.5137290915466792e-08
1929,1.0026365515614089e-08,4.233354466975925e-08
1930,1.1553964007759987e-08,4.2014414169955216e-08
1931,6.843213995466613e-09,1.4826963656844327e-08
1932,1.2055489939655217e-08,1.643930525041526e-08
1933,1.3764794637438627e-08,1.9500125958415992e-08
1934,1.1981580172459871e-08,1.4377896206951846e-08
1935,1.0771455727365264e-08,1.6755597798123745e-08
1936,1.33371855781661e-08,2.5461899255674325e-08
1937,6.295559074054324e-09,1.888667666705146e-08
1938,2.3337385357535823e-08,2.5930429359277696e-08
1939,6.117620188206274e-09,1.8352860564618823e-08
1940,0.0,5.0715658339584024e-09
1941,1.4757512545315876e-08,3.541803028639379e-08
1942,2.1239482617119165e-08,4.247896612241675e-08
1943,2.322588210645904e-08,2.9032351633873077e-08
1944,2.2492303131116387e-08,2.5705489292704442e-08
1945,2.178504043826024e-09,2.6142048525912287e-08
1946,9.744772988540262e-09,3.897909284233947e-08
1947,1.1920871401116528e-08,2.1457568166738383e-08
1948,6.523132700664291e-09,1.9569397657903664e-08
1949,2.945102384188658e-09,2.2579119018928395e-08
1950,1.0635361480382244e-08,2.6588402590732585e-08
1951,2.3455083209000804e-08,1.7058243040324328e-08
1952,1.2653764258629963e-08,2.741649041126948e-08
1953,1.0773827163745864e-08,1.8315506444821494e-08
1954,8.795282724349818e-09,2.8340354951694735e-08
1955,4.6928039232341234e-09,1.595553333899602e-08
1956,7.849027205963921e-09,2.0930739808022736e-08
1957,7.0680299946168645e-09,1.6786571688243157e-08
1958,1.2408364835625463e-08,2.3162281426181153e-08
1959,5.425523363911111e-09,2.1702094343822864e-08
1960,1.5225833038812198e-08,1.6609999597960723e-08
1961,1.042223907177231e-08,1.8760030418008e-08
1962,1.52206956482992e-08,2.1562651664197574e-08
1963,1.357871226570495e-08,1.8751554531348802e-08
1964,1.520992043424485e-08,2.311907909557931e-08
1965,1.0944086803466035e-08,1.4227312661319047e-08
1966,9.416427082520329e-09,3.212663290952378e-08
1967,9.86067127950463e-09,1.4791006641701188e-08
1968,1.4821672722487023e-08,2.1558795193499236e-08
1969,1.1354394757745467e-08,2.5888019727915434e-08
1970,1.8854773076171227e-08,1.6555410375929114e-08
1971,9.762955111014548e-09,1.798439130951124e-08
1972,1.4364411327072446e-08,1.2312352026810913e-08
1973,1.1026407342740185e-08,7.71848518432705e-09
1974,7.313243344242437e-09,1.406392913239074e-08
1975,1.2565255946839216e-08,1.8847884142303428e-08
1976,5.142174186456572e-09,1.3141111976366915e-08
1977,7.639816612670103e-09,1.469195476389018e-08
1978,9.504946274496717e-09,9.504946274496717e-09
1979,8.777959692451986e-09,1.5800328379000916e-08
1980,9.096241093686785e-09,1.4212876431329846e-08
1981,1.5813874654213578e-08,2.34045338665112e-08
1982,1.4898005495922462e-08,1.5518756057986138e-08
1983,8.209910973278056e-09,1.51567585149337e-08
1984,1.5657322549600394e-08,1.2757818468323023e-08
1985,1.2632671797518924e-08,1.5038895018193443e-08
1986,2.09806990114636e-08,2.2179595493554416e-08
1987,1.4054878871849752e-08,1.2221633705067347e-08
1988,7.195864348830128e-09,1.8589316308492698e-08
1989,1.2073868682627165e-08,1.1525056908823217e-08
1990,9.80757164370516e-09,5.993516016822298e-09
1991,1.4067516318494455e-08,9.964491121117192e-09
1992,1.2672871751995274e-08,1.157088269643225e-08
1993,1.3294097656046944e-08,1.550978101505507e-08
1994,1.4242301504818755e-08,1.3187316794116555e-08
1995,1.2471637056421514e-08,1.626735235404908e-08
1996,1.0142375606037035e-08,1.6014276571496566e-08
1997,1.678213146227847e-08,2.157702461147437e-08
1998,1.0966697439052098e-08,1.5734826552815662e-08
1999,2.102292606664946e-08,9.597422245821718e-09
2000,1.5463110236701993e-08,1.502130730912654e-08
2001,1.752484768413609e-08,1.1829271950869469e-08
2002,9.63868718173444e-09,1.7086763559603924e-08
2003,1.7084383685528337e-08,1.6667692115390764e-08
2004,9.690541175055856e-09,1.7178685585150788e-08
2005,1.8915748967174295e-08,1.6213498987838193e-08
2006,1.9765871051014017e-08,1.4000825387938676e-08
2007,2.0771292602583813e-08,2.4765772099755168e-08
2008,2.3841661422885352e-08,1.7881246483497648e-08
2009,2.0503227560197956e-08,1.8595951667421673e-08
2010,3.070465393051336e-08,2.8342759250676863e-08
2011,2.6385406526330257e-08,2.982698132925066e-08
2012,3.608507970209729e-08,4.1872308731427665e-08
2013,3.932666342576496e-08,3.76531876788988e-08
2014,3.6162934868855245e-08,3.8761470033676915e-08
2015,3.723846511705098e-08,4.189327418302469e-08
2016,4.681228338299093e-08,3.5627050198883126e-08
2017,5.4840327834426716e-08,3.1696702595951365e-08
2018,4.775713380311686e-08,4.181976054340453e-08
2019,4.5407583582068867e-08,3.698932271589683e-08
