year,demandant_VERB en_ADP,demandant_VERB sans_ADP
1878,9.541760448428249e-08,2.6571990829893366e-08
1879,1.2951770145264163e-07,2.6881030734671185e-08
1880,8.984984845028521e-08,2.759673911612026e-08
1881,1.1713812853031413e-07,3.416528571165145e-08
1882,1.1314154590991166e-07,3.4608003574021495e-08
1883,1.1943551214699255e-07,2.0853818227806187e-08
1884,9.704494630113913e-08,2.1125431182156262e-08
1885,9.539540712921735e-08,3.4161868001092444e-08
1886,1.2906927793210343e-07,3.1621972595985426e-08
1887,1.2078510280844057e-07,3.133883907935342e-08
1888,1.0842450848258522e-07,4.628648753168818e-08
1889,1.321943869925235e-07,2.8819629349641218e-08
1890,9.897123476321212e-08,2.6217545467943637e-08
1891,1.0517462811776568e-07,4.52569608455633e-08
1892,1.2474339428081294e-07,2.5074049503359674e-08
1893,1.3055843339770945e-07,1.0469308087124318e-08
1894,1.2035940244459198e-07,3.591877373310126e-08
1895,7.884384700673763e-08,3.069493459406658e-08
1896,1.0850533271877794e-07,1.6511681133479783e-08
1897,1.1420358703162492e-07,1.981082675683865e-08
1898,1.4824890115505696e-07,1.584339415217073e-08
1899,1.16079149847792e-07,2.2110313580014918e-08
1900,1.3341006876999018e-07,2.0245106924221545e-08
1901,1.1512802444713088e-07,2.01194599314114e-08
1902,1.1735578198113217e-07,1.6694965410124496e-08
1903,1.1448467063246426e-07,1.9980815224585058e-08
1904,1.0104295711244049e-07,1.8811189050893518e-08
1905,1.2334214716247516e-07,3.4577084306874895e-08
1906,1.0082601420435822e-07,1.3374879592742417e-08
1907,1.1005684541487426e-07,1.9542805318462086e-08
1908,1.1738219996004773e-07,1.7189862422384294e-08
1909,1.292731184321383e-07,1.5952852705503062e-08
1910,1.2986285469196446e-07,2.3514262537105424e-08
1911,1.2768897761361586e-07,2.6601870928288918e-08
1912,1.3752871552696888e-07,2.3963337980603683e-08
1913,1.4795341485296376e-07,1.6439267724877027e-08
1914,1.3795292375107238e-07,2.0090231700464756e-08
1915,9.660224975505116e-08,4.947920118070215e-08
1916,9.449217230894646e-08,1.9777431248257926e-08
1917,1.008911070243812e-07,1.7546279096336548e-08
1918,1.2405286042849184e-07,2.412139110674616e-08
1919,1.1233574781499556e-07,3.4069039145379065e-08
1920,9.919623522591792e-08,2.6502810612782923e-08
1921,9.163024117242458e-08,2.4232791773215467e-08
1922,8.484625624305409e-08,2.1396012073182646e-08
1923,1.0615948298209332e-07,1.2739137744688378e-08
1924,1.0055467214442615e-07,1.0313299436681689e-08
1925,1.1218141793278846e-07,2.9695080394631646e-08
1926,7.57937428375044e-08,2.5636119005412183e-08
1927,1.0145794959726118e-07,2.7873062080630007e-08
1928,7.998228568339982e-08,3.999114284169991e-08
1929,1.04719816818033e-07,2.0052731031228177e-08
1930,8.297846676441623e-08,1.575540586884472e-08
1931,9.466445760608622e-08,2.0529641986399838e-08
1932,6.904507898752854e-08,1.0959536389520963e-08
1933,8.373583426646292e-08,2.408838994938378e-08
1934,1.2820291317439114e-07,1.4377896206951846e-08
1935,8.856530087086867e-08,1.3165112555668657e-08
1936,9.699771652549316e-08,1.091224355320719e-08
1937,9.94698368117497e-08,1.888667711114067e-08
1938,8.427389275311725e-08,1.5558256905023882e-08
1939,6.72938256229827e-08,2.141167065872196e-08
1940,8.875240098404902e-08,3.550096039361961e-08
1941,6.493305448884712e-08,2.3612020783048138e-08
1942,6.068423630267716e-08,6.068423541449874e-09
1943,7.258088174921795e-08,1.7419411690866582e-08
1944,7.069009200222354e-08,2.2492303131116387e-08
1945,9.149717072887142e-08,1.5249527862692958e-08
1946,8.909506732379668e-08,3.480275978517966e-08
1947,7.510148947176276e-08,2.8610090296865565e-08
1948,9.0236667915633e-08,1.522064252412747e-08
1949,7.068246077324147e-08,1.668891336237266e-08
1950,8.933703554703243e-08,1.3825969702452312e-08
1951,1.0661401717015906e-07,2.0256663901818683e-08
1952,6.643226413416414e-08,2.5307528517259925e-08
1953,7.54167928107563e-08,1.508335856215126e-08
1954,8.795282724349818e-08,2.3454086450769296e-08
1955,7.133061785680184e-08,2.5341140741375057e-08
1956,6.279221764771137e-08,3.1396108823855684e-08
1957,8.216584745923683e-08,1.8553580005686854e-08
1958,6.121459961150322e-08,2.8952852115793348e-08
1959,7.440718263751478e-08,2.325224279786653e-08
1960,7.958958292419993e-08,2.07624992754063e-08
1961,8.268309414916075e-08,3.265634873628187e-08
1962,6.84931293903901e-08,2.6002021868976044e-08
1963,8.664511597089586e-08,2.198458126656533e-08
1964,9.551830260079441e-08,2.8594651979574337e-08
1965,7.168376470190196e-08,1.5321720781003023e-08
1966,9.028691749790596e-08,2.6033651678858405e-08
1967,7.494109866001963e-08,1.9228309611207806e-08
1968,7.231179210975824e-08,2.0211372131484495e-08
1969,8.765592696136082e-08,1.9983733778872192e-08
1970,1.0669042183053534e-07,1.7475155905666284e-08
1971,7.502060128672383e-08,2.1581270104320538e-08
1972,7.69522046084603e-08,1.2825367434743384e-08
1973,8.380069971281046e-08,3.087394162548662e-08
1974,7.200731744205768e-08,2.0814615808717463e-08
1975,8.224531455880424e-08,1.7134439644905797e-08
1976,1.0627159952036891e-07,2.1140049655254955e-08
1977,9.1677797797729e-08,2.4094805095575822e-08
1978,8.138610496644105e-08,2.0792069510555677e-08
1979,9.714275961414387e-08,1.462993370893173e-08
1980,6.594774504264933e-08,2.1603572264439208e-08
1981,9.045535875884525e-08,2.213942273954217e-08
1982,8.255977945736959e-08,2.1726258125909226e-08
1983,8.651983307572664e-08,1.6419821946556112e-08
1984,6.378909489512807e-08,1.797692661398287e-08
1985,6.61711396787723e-08,1.4437339324047116e-08
1986,8.032610310237942e-08,1.6784559520033326e-08
1987,6.294141030593892e-08,2.3221103262471843e-08
1988,6.476278002764957e-08,1.798966131616453e-08
1989,8.232183290601824e-08,2.6342986458871565e-08
1990,7.628111120538961e-08,3.160217648678909e-08
1991,6.388997064732393e-08,1.992898113201136e-08
1992,8.926109273943439e-08,2.4243753671271406e-08
1993,7.644106148063656e-08,2.6588196533339215e-08
1994,6.540908970009696e-08,2.0572214154412904e-08
1995,7.537206414554021e-08,2.76544991351102e-08
1996,7.68685310958972e-08,1.4946657245218375e-08
1997,7.480035435492027e-08,2.8289877107567918e-08
1998,9.202489081872045e-08,1.716526476513991e-08
1999,7.449428096606425e-08,2.0108885223635298e-08
2000,8.173358168050981e-08,3.3135236776615784e-08
2001,8.10524198868734e-08,1.9277331730904734e-08
2002,8.543381824210883e-08,2.4534839937473407e-08
2003,8.667199580258966e-08,3.666892212095263e-08
2004,8.325055489422084e-08,2.686922684347337e-08
2005,6.98081166206066e-08,3.1075870765562286e-08
2006,8.153421759971025e-08,3.459027553276428e-08
2007,1.0185922860728169e-07,3.5550868915379397e-08
2008,8.429730513626055e-08,3.618823640749724e-08
2009,1.029929563856058e-07,4.529782771101054e-08
2010,9.636537612323082e-08,5.8575032657604e-08
2011,1.0324724541987962e-07,6.462512658345076e-08
2012,8.374461657467691e-08,7.251058203872063e-08
2013,1.0849696252535068e-07,9.31567743500672e-08
2014,1.0069319955618994e-07,9.419686267109206e-08
2015,1.1770015362344566e-07,8.090500358548525e-08
2016,1.1868778670987012e-07,8.533921316833393e-08
2017,1.0716504306174102e-07,8.804639861637042e-08
2018,1.0093534541510962e-07,9.344909557285064e-08
2019,1.0280480466917652e-07,9.285595553576442e-08
