year,luttant_VERB en_ADP,luttant_VERB sans_ADP
1936,1.2124715009775855e-08,1.576212937948185e-08
1937,1.8886677000118368e-08,2.3923124592428735e-08
1938,1.1668692678767911e-08,1.2965214679638848e-08
1939,1.8352860564618823e-08,2.141167065872196e-08
1940,1.2678914806940611e-08,1.7750480640899013e-08
1941,2.3612020783048138e-08,1.4757513433494296e-08
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,2.6129116648121453e-08,2.0322646676618206e-08
1944,2.2492303131116387e-08,2.2492303131116387e-08
1945,1.742803190651898e-08,1.5249527862692958e-08
1946,1.6705325123211878e-08,2.0881657292193267e-08
1947,4.7683483828109274e-09,1.5497132244135514e-08
1948,1.6307831529616124e-08,1.3046265623373188e-08
1949,1.7670614971265763e-08,1.3743811422273211e-08
1950,1.914365022059883e-08,1.2762433776458693e-08
1951,1.3859821956785368e-08,2.4521224162299404e-08
1952,2.741649041126948e-08,1.4762725264461096e-08
1953,1.4005975934594517e-08,2.5857186614075545e-08
1954,2.7363101562372094e-08,2.0522326726890583e-08
1955,1.1262729415761896e-08,1.8771215692936494e-08
1956,1.831439710997529e-08,1.3081712602058815e-08
1957,2.2087594864217408e-08,2.0320586824329467e-08
1958,9.099467845885556e-09,9.926692356998501e-09
1959,1.9376869886400527e-08,1.2401196736178122e-08
1960,1.1765417085030094e-08,1.3841666979264033e-08
1961,2.223410966450956e-08,2.15392943481163e-08
1962,2.1562652108286784e-08,1.6489087428794846e-08
1963,1.1638896069143811e-08,2.0044765847160306e-08
1964,1.8860301764789256e-08,2.068549243006146e-08
1965,2.134096988015699e-08,1.586892572902343e-08
1966,1.772503954722282e-08,2.7141465963609335e-08
1967,1.3311906243984595e-08,2.3172577523489224e-08
1968,2.2906220920049236e-08,1.8414805125210876e-08
1969,1.544197653080559e-08,1.7258680234943924e-08
1970,1.8854771965948203e-08,2.391336978435632e-08
1971,2.1581270104320538e-08,2.1067430466814585e-08
1972,1.9494558856081312e-08,1.6929483925842703e-08
1973,1.268036875501366e-08,1.1577728331602088e-08
1974,2.0814614976050194e-08,1.4626486688484874e-08
1975,1.028066476393974e-08,2.1132477545648953e-08
1976,1.8283285552200823e-08,2.056869691235974e-08
1977,1.7630345627850375e-08,3.173462137517902e-08
1978,2.554454192615907e-08,1.9603950907054468e-08
1979,1.111874914361266e-08,1.4044736262874835e-08
1980,1.591842213599648e-08,9.664756328575663e-09
1981,1.7711538513598413e-08,1.8344093855038324e-08
1982,2.855450986771757e-08,1.9864007883008128e-08
1983,2.0209011353244932e-08,2.5892795463278162e-08
1984,1.9136727757995686e-08,1.91367283131072e-08
1985,1.3835783185811579e-08,1.3234227269620646e-08
1986,1.019062523255343e-08,1.8582904104391673e-08
1987,2.1998940669121225e-08,1.8332451112712533e-08
1988,1.619069495140124e-08,1.499138480021145e-08
1989,1.372030544732894e-08,1.9208428403416633e-08
1990,2.0160008773473237e-08,1.1987032311200352e-08
1991,1.6998249918742658e-08,1.1722930182145319e-08
1992,1.4325855168806356e-08,1.4876849085965205e-08
1993,2.2156829260211452e-08,1.6617622167203194e-08
1994,1.687976503017552e-08,1.160483886764041e-08
1995,1.680959671457316e-08,1.789408771157852e-08
1996,8.540947060708959e-09,1.601427590536275e-08
1997,1.1987236203658824e-08,1.2946214988929228e-08
1998,1.4781200263769279e-08,1.7165265542296027e-08
1999,1.965186458008361e-08,9.597422190310567e-09
2000,1.8555731395863972e-08,1.1045078740501424e-08
2001,1.3581756691527502e-08,1.796296800193886e-08
2002,2.1467985944489953e-08,1.7963007747923143e-08
2003,2.4584844382502524e-08,1.3750845351268026e-08
2004,1.938108110111081e-08,1.541676902805378e-08
2005,1.84653734525142e-08,1.3060873493841996e-08
2006,1.6059770402421236e-08,1.4824403482549542e-08
2007,1.7575709443384824e-08,1.4380125895607776e-08
2008,1.9584222410440333e-08,1.7029759102893394e-08
2009,1.9549589946876722e-08,1.811913175053803e-08
2010,2.3146586536348934e-08,1.6060896612657416e-08
2011,1.6060682339613663e-08,1.8355065689590333e-08
2012,1.8723390060593204e-08,1.4638286832679981e-08
2013,1.757148798686714e-08,2.259191211884115e-08
2014,2.6851520451565136e-08,1.9272462251085365e-08
2015,2.305238366862028e-08,3.4356920308731276e-08
2016,2.0299132263978947e-08,2.2784739872605542e-08
2017,2.0124890198758294e-08,1.2326495602010823e-08
2018,2.013543992651634e-08,2.142617450129336e-08
2019,2.040790236801371e-08,3.469343434758798e-08
