year,provenant_VERB en_ADP,provenant_VERB sans_ADP
1838,5.491580878924651e-08,7.132742751991827e-08
1839,7.410963576148788e-08,9.648235987924636e-08
1840,4.522479102320176e-08,1.0382592563473736e-07
1841,1.2776891367138887e-07,8.025685360735224e-08
1842,1.0934471816881342e-07,1.4154439043068123e-07
1843,1.12231310578359e-07,1.0100817604552503e-07
1844,5.982531897652521e-08,1.0263609340199764e-07
1845,9.542189938205325e-08,9.76539880070959e-08
1846,8.489026570579483e-08,5.73741125720062e-08
1847,9.923531685274156e-08,9.16848037491036e-08
1848,7.401604307233356e-08,1.1906928421012708e-07
1849,8.46320900027564e-08,1.248532868203256e-07
1850,6.585326417507531e-08,7.807345525634446e-08
1851,1.2253933023842478e-07,1.3801799525481329e-07
1852,9.244974408240125e-08,1.4648726676114165e-07
1853,1.51089874611543e-07,1.0749477041827049e-07
1854,1.0858938620517122e-07,1.1274591571464043e-07
1855,1.1409914790760922e-07,1.1356845419641104e-07
1856,8.749449492695405e-08,8.542362195385067e-08
1857,8.445010735158576e-08,9.860648475523703e-08
1858,1.1206518024664547e-07,1.2038442775974545e-07
1859,1.0999094257613251e-07,8.809460183556439e-08
1860,1.4006183368664438e-07,8.559334219171433e-08
1861,1.145979169336897e-07,1.0563758934267753e-07
1862,9.71367060120798e-08,1.2334102450495266e-07
1863,1.438450851765083e-07,9.98924178929883e-08
1864,1.0596348687386126e-07,1.3904711693157878e-07
1865,9.272483147970689e-08,1.4120533364803123e-07
1866,1.4694151673211309e-07,1.279656203223567e-07
1867,1.8246570654412153e-07,1.3781985330751922e-07
1868,1.101591902141763e-07,1.314006539132606e-07
1869,1.3380842300847462e-07,1.3283171540479088e-07
1870,1.2614907518582186e-07,1.0837351993586708e-07
1871,1.1470871097429836e-07,1.678146048789131e-07
1872,1.3666987275229303e-07,2.1105213932059996e-07
1873,1.6461511753718128e-07,1.1552988610219472e-07
1874,1.5832714800323444e-07,1.7027636545208225e-07
1875,1.4132172587721925e-07,1.9567622189242684e-07
1876,1.5417337984047208e-07,1.3845374269294553e-07
1877,1.540019134438353e-07,1.73174854012359e-07
1878,1.805687488420915e-07,2.0110165621645137e-07
1879,1.9122188144038432e-07,1.936656133239012e-07
1880,1.6365508392901518e-07,1.726400711277165e-07
1881,1.464226593861362e-07,2.182394922556341e-07
1882,1.4242523604934831e-07,1.583981656949618e-07
1883,9.41581488334009e-08,1.813650243320808e-07
1884,2.132348058125899e-07,1.3929580688909482e-07
1885,1.2182251124537302e-07,1.9272451368124166e-07
1886,1.5681917830967507e-07,1.3616808303140715e-07
1887,1.5930575614220288e-07,1.9586774158142362e-07
1888,1.7183066347570275e-07,1.5217474924611452e-07
1889,1.447246654739942e-07,1.4535116577008012e-07
1890,1.900772101937065e-07,2.0580773707479239e-07
1891,1.9122659844494905e-07,1.4469479481249437e-07
1892,1.6548873138511055e-07,1.4668319181510014e-07
1893,1.3117427510866975e-07,1.3856437419690337e-07
1894,2.205538720545519e-07,1.928271018414307e-07
1895,1.7213238079349935e-07,1.829658771157483e-07
1896,2.052166063748473e-07,1.845770043473749e-07
1897,1.922815466848249e-07,1.9169887366388139e-07
1898,2.0483245366520464e-07,1.5730226721188956e-07
1899,1.873849111433401e-07,1.801990521244079e-07
1900,2.2165796720319264e-07,1.920689669532294e-07
1901,1.5536694819573427e-07,1.8051626682336064e-07
1902,1.4387132196702623e-07,1.7235096549939044e-07
1903,2.2356912232623927e-07,1.6038654848671285e-07
1904,1.7843754918089871e-07,1.9939859896567214e-07
1905,1.4811378434842482e-07,1.930123829652075e-07
1906,1.9650785421099215e-07,1.893059931035168e-07
1907,1.7434238941405056e-07,2.1085658374886407e-07
1908,2.0529606992170102e-07,1.8614164787322807e-07
1909,1.5347744297677934e-07,1.8208255880836077e-07
1910,1.710128162413227e-07,2.2766081997360743e-07
1911,1.872771721034283e-07,1.4418213822864345e-07
1912,1.9066482326302037e-07,1.588873459468232e-07
1913,2.1158928631415108e-07,1.8454403516443563e-07
1914,1.9018752289712282e-07,1.6540957403776702e-07
1915,1.6257451540546697e-07,1.7671142416020302e-07
1916,1.9557682495729978e-07,1.2525707404620334e-07
1917,1.6888293608019467e-07,1.4256352187658194e-07
1918,2.2628161922000345e-07,1.1716103642811504e-07
1919,1.9796874539679266e-07,1.2246438529928128e-07
1920,1.5977408907019708e-07,1.393290602891284e-07
1921,1.4994040498095274e-07,1.5751314208500844e-07
1922,1.6674134428740217e-07,1.6231457777848846e-07
1923,2.123189686287219e-07,1.4968486539146397e-07
1924,2.2302509705696139e-07,1.5985614254532265e-07
1925,2.0016683777157596e-07,1.7927030171449587e-07
1926,1.7387975470573025e-07,2.0620356622202962e-07
1927,1.7504282390223835e-07,1.5274437714651867e-07
1928,2.3080603739344951e-07,1.5653677110094577e-07
1929,2.2280812062014377e-07,1.3925507857948105e-07
1930,1.9221595093377175e-07,1.291943192427425e-07
1931,2.2240445662902175e-07,1.9617213808942324e-07
1932,2.2138263322535323e-07,1.479537417026222e-07
1933,2.1106018266436877e-07,1.7894232939852373e-07
1934,2.30046333982159e-07,1.701384348962165e-07
1935,2.106418053315906e-07,1.4601306475015008e-07
1936,2.2066980553958615e-07,1.467090413598271e-07
1937,2.2286279821592814e-07,1.1961562051965302e-07
1938,1.6206517727823666e-07,1.4780344770315423e-07
1939,1.7741098190526827e-07,1.391758530644438e-07
1940,2.0539842182643042e-07,1.927194972495272e-07
1941,1.475751361112998e-07,1.682356440824151e-07
1942,1.5474479653221351e-07,1.5474479653221351e-07
1943,1.7129087859224512e-07,1.800005833274554e-07
1944,1.6387249957006134e-07,1.285274464635222e-07
1945,1.6992331097753777e-07,1.8517283706387389e-07
1946,1.4338736864516477e-07,1.4895582012286468e-07
1947,1.692763618166282e-07,1.3470584292463172e-07
1948,1.9243241577981962e-07,1.1198044802540608e-07
1949,2.0026696823105539e-07,1.3351130689898127e-07
1950,1.9462711553508427e-07,1.574033490214788e-07
1951,1.8657452394155172e-07,1.5139190168156347e-07
1952,1.8769750553815356e-07,1.4446381157995347e-07
1953,2.0578010406779867e-07,1.4113713575625297e-07
1954,2.1695030083535016e-07,1.358382490934673e-07
1955,1.6237101396754383e-07,1.8771216048207862e-07
1956,2.2762179918700554e-07,1.5959689392275322e-07
1957,2.1115739984312043e-07,1.6698221827482485e-07
1958,2.4403119508464854e-07,1.9357050007329235e-07
1959,2.1082034717956333e-07,1.6276570136142254e-07
1960,2.1246959081011596e-07,1.77865416617351e-07
1961,2.0497070352121227e-07,1.271513099254662e-07
1962,1.8137995017042385e-07,1.0781325698872024e-07
1963,2.2760507656371942e-07,1.306142820567402e-07
1964,1.502740134551317e-07,1.2411295813308243e-07
1965,1.7346377723104212e-07,1.5540602760211186e-07
1966,1.6063316365944047e-07,1.5620190652043675e-07
1967,1.434727694427096e-07,1.217792942043161e-07
1968,1.5585213558599875e-07,1.5405557007852622e-07
1969,1.6622833720614238e-07,1.6168657168691425e-07
1970,1.4899869360540663e-07,1.2738468058159924e-07
1971,1.726501510646017e-07,1.5004120257344766e-07
1972,1.8827639380880612e-07,1.3030573597916373e-07
1973,2.01231934227053e-07,1.5436970102200576e-07
1974,1.7833062315730785e-07,1.4345208398935938e-07
1975,1.6049258899641927e-07,1.2736600751850347e-07
1976,1.834042109294387e-07,1.7540527608161938e-07
1977,1.4456883229430062e-07,1.0401903693946224e-07
1978,1.657424941736707e-07,1.3306924984135549e-07
1979,1.5156610988498187e-07,1.2815822003631183e-07
1980,1.7055452095071644e-07,1.0801786487490972e-07
1981,1.790130481627017e-07,1.0563667984797576e-07
1982,1.638780613433255e-07,1.1173504077532925e-07
1983,1.5219912330444174e-07,1.1051803028294671e-07
1984,1.6237223210424645e-07,1.107610643202861e-07
1985,1.5760761840066806e-07,1.0948315321002156e-07
1986,1.3067978454905926e-07,1.0850018838937103e-07
1987,1.576590755725249e-07,1.002173988240429e-07
1988,1.385203907133814e-07,1.067386605768661e-07
1989,1.32812559616724e-07,9.76885772274727e-08
1990,1.5147250409519586e-07,1.1496653229414733e-07
1991,1.4419204319437995e-07,1.0667866945368587e-07
1992,1.2011678152124006e-07,1.113008707420704e-07
1993,1.3681842858659365e-07,1.0856846444085022e-07
1994,1.4084054095198084e-07,9.54761745219912e-08
1995,1.1875167160724232e-07,7.808328916780738e-08
1996,1.0729565413925002e-07,8.167280896032025e-08
1997,1.2946215321996135e-07,8.343116064679634e-08
1998,1.2444817409917874e-07,8.153500630214694e-08
1999,1.3253583563965776e-07,7.586533712355958e-08
2000,1.2282128236673628e-07,7.422293180070483e-08
2001,1.1128278137872982e-07,8.762423675534592e-08
2002,9.945372614339476e-08,7.623325615213616e-08
2003,1.1834060886783959e-07,9.083891683303591e-08
2004,1.2289367434803466e-07,8.369103454697324e-08
2005,1.1709749081489917e-07,6.260211904418611e-08
2006,9.429967628982183e-08,5.353257037654657e-08
2007,9.906309089702248e-08,6.710725841685417e-08
2008,9.579238929857681e-08,6.471308466871051e-08
2009,7.533744206256188e-08,5.72183083136224e-08
2010,8.880730772986567e-08,4.818268806161541e-08
2011,8.068580725772989e-08,4.512287077318433e-08
2012,6.161697424511559e-08,4.357443472713385e-08
2013,5.717706369479103e-08,4.685730203846106e-08
2014,4.677361498117705e-08,4.915560580798228e-08
2015,5.2754494286877396e-08,4.43315073539452e-08
2016,5.613331410803113e-08,3.8526923873405394e-08
2017,4.25138324544605e-08,3.1696703928218994e-08
2018,5.4727095133433323e-08,4.3884934797233655e-08
2019,5.204014863480211e-08,4.3621891876455265e-08
