year,voudraient_VERB ouvrir_VERB,voudraient_VERB rouvrir_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,0.0
1817,3.113746815941454e-09,0.0
1818,1.668964877410417e-08,0.0
1819,2.070210003424222e-09,1.035105001712111e-09
1820,9.493184904840746e-09,0.0
1821,0.0,9.861488514673056e-09
1822,0.0,0.0
1823,0.0,0.0
1824,1.6842225392110777e-09,0.0
1825,8.805443041381977e-10,0.0
1826,0.0,0.0
1827,8.295545583791863e-09,0.0
1828,0.0,0.0
1829,3.429270423183084e-09,0.0
1830,9.39315203396518e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,2.3167257001688313e-09
1834,9.334530925997342e-10,0.0
1835,7.563087933704082e-10,7.563087933704082e-10
1836,4.704525213838906e-09,0.0
1837,4.87052354003481e-09,0.0
1838,6.312161904276081e-09,0.0
1839,7.690622361167243e-09,0.0
1840,6.369688665408546e-10,1.2739377330817092e-09
1841,3.852329122366882e-09,0.0
1842,1.0062397137744483e-08,0.0
1843,7.088293507706567e-09,0.0
1844,1.866110821424627e-08,0.0
1845,1.6182660544927785e-08,0.0
1846,4.0981511517657054e-09,0.0
1847,4.853901280910122e-09,5.393223645455691e-10
1848,0.0,1.6090443422100975e-09
1849,0.0,0.0
1850,1.2899092460827433e-08,6.788996032014438e-10
1851,1.0319102017319892e-08,0.0
1852,1.5625309046640723e-08,0.0
1853,2.388772735173461e-09,0.0
1854,1.558699391779328e-09,0.0
1855,5.837630823180007e-09,0.0
1856,0.0,0.0
1857,5.369659827891837e-09,0.0
1858,1.0276719919488642e-08,0.0
1859,3.5645213447565993e-09,0.0
1860,2.4259074749011234e-08,0.0
1861,7.545541969022906e-09,0.0
1862,7.680577063240435e-09,0.0
1863,4.495158911765884e-09,0.0
1864,4.315255264231155e-09,0.0
1865,3.765475486972036e-09,0.0
1866,2.919367858567057e-09,0.0
1867,5.82337378318698e-09,0.0
1868,5.9278488784286765e-09,0.0
1869,5.860222973552709e-09,0.0
1870,8.027668307875047e-09,0.0
1871,1.3807530230280918e-08,0.0
1872,7.256807155187062e-09,0.0
1873,7.781805422268917e-09,0.0
1874,4.779687312606029e-09,0.0
1875,1.1443054281912168e-09,0.0
1876,1.3301232115736639e-08,0.0
1877,1.2369632429454214e-08,0.0
1878,1.2078177347163432e-09,0.0
1879,5.498392852132383e-09,0.0
1880,1.0268554007097919e-08,0.0
1881,4.183504653809678e-09,0.0
1882,0.0,0.0
1883,1.2638677882037541e-09,0.0
1884,9.242375753615306e-09,0.0
1885,6.445635691854079e-10,0.0
1886,6.4534639854230136e-09,0.0
1887,0.0,7.1818169189441505e-09
1888,0.0,0.0
1889,5.012109394186837e-09,0.0
1890,1.9663159989136147e-09,0.0
1891,4.461953917456185e-09,3.1871101313640793e-09
1892,2.5074049503359674e-09,0.0
1893,1.847525021858587e-09,0.0
1894,4.411077725308132e-09,0.0
1895,0.0,0.0
1896,5.89702897624278e-10,0.0
1897,6.992056267307589e-09,0.0
1898,6.7900258748920805e-09,0.0
1899,0.0,0.0
1900,1.5573159428683425e-09,0.0
1901,1.1177477832191585e-09,0.0
1902,2.455141867585553e-09,0.0
1903,1.0260418292773466e-08,0.0
1904,1.0749250378694342e-08,0.0
1905,2.167518786677647e-08,0.0
1906,1.388929860013377e-08,0.0
1907,1.0285686968813934e-08,1.028568674676933e-09
1908,4.911389073214423e-10,9.822778146428846e-10
1909,5.500983557560346e-10,2.2003934230241384e-09
1910,2.67207544979442e-09,0.0
1911,6.384448969498635e-09,0.0
1912,3.646594803896619e-09,1.0418842455450772e-09
1913,9.015082902408267e-09,0.0
1914,2.0090231700464756e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,7.69122365795738e-09,2.197492410260793e-09
1917,4.386569774084137e-09,0.0
1918,8.040463406189247e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,1.514446346106979e-09,0.0
1921,0.0,0.0
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,6.369568872344189e-09,0.0
1924,2.578324886925998e-09,0.0
1925,0.0,1.0998177923937646e-09
1926,1.1146138456652466e-09,2.229227691330493e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,0.0
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,0.0,1.196828414151696e-09
1936,0.0,0.0
1937,2.5182236296217297e-09,0.0
1938,0.0,0.0
1939,1.8352860564618823e-08,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,6.960552134671616e-09,0.0
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,1.0635361480382244e-09,0.0
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,9.772536113672459e-10,0.0
1955,4.6928039232341234e-09,0.0
1956,5.232684952005684e-09,0.0
1957,8.835037701437898e-10,0.0
1958,6.617794756635931e-09,0.0
1959,1.5501495642666896e-09,0.0
1960,2.7683333403416555e-09,0.0
1961,6.25334317660986e-09,0.0
1962,3.805173953708163e-09,0.0
1963,1.939815863494232e-09,0.0
1964,7.909158661334459e-09,6.083968329129164e-10
1965,1.0944086747954884e-09,0.0
1966,3.3234448526542337e-09,3.3234448526542337e-09
1967,1.9721342336964653e-09,0.0
1968,5.3896989093971115e-09,0.0
1969,4.541757636644661e-09,4.5417578031781147e-10
1970,7.3579600190498695e-09,4.5987250119061684e-10
1971,4.1107179882260425e-09,0.0
1972,3.0780880067027283e-09,5.130146862875051e-10
1973,5.513203782392395e-10,0.0
1974,2.2502286700643026e-09,0.0
1975,5.711480177694739e-09,0.0
1976,1.142705374768127e-09,0.0
1977,3.526069214387917e-09,0.0
1978,3.5643548113029055e-09,5.940591352171509e-10
1979,5.851973128301324e-09,0.0
1980,6.822181042309694e-09,0.0
1981,6.958104314946922e-09,0.0
1982,5.586751949948621e-09,0.0
1983,4.4207211225000265e-09,0.0
1984,4.059305780401701e-09,0.0
1985,3.609334831011779e-09,0.0
1986,2.3977941854269602e-09,0.0
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,0.0
1990,5.44865097484859e-10,5.44865097484859e-10
1991,2.344586080837985e-09,0.0
1992,1.65298330578878e-09,5.509944167592096e-10
1993,1.661762283333701e-09,0.0
1994,3.6924485691258724e-09,5.274926606624319e-10
1995,5.422450821690461e-10,0.0
1996,1.067618438099771e-09,0.0
1997,9.58978896292706e-10,0.0
1998,2.86087753487152e-09,9.536258449571733e-10
1999,3.656160929565999e-09,0.0
2000,2.2090156370779823e-09,0.0
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,8.76244299341522e-10,0.0
2003,3.333538334260311e-09,4.1669229178253886e-10
2004,4.404791198453495e-09,0.0
2005,1.8014998381943315e-09,0.0
2006,1.2353669198716943e-09,0.0
2007,3.595031605740928e-09,7.988958938831558e-10
2008,1.7029758714315335e-09,0.0
2009,2.384096253749135e-09,0.0
2010,2.8342759250676863e-09,4.723793023408973e-10
2011,4.206369030868018e-09,0.0
2012,2.7234021704458655e-09,0.0
2013,1.1156500168141292e-09,5.578250084070646e-10
