year,aux_ADP âges_NOUN,aux_ADP ages_NOUN,aux_ADP mages_NOUN
1828,2.7608625430275424e-07,4.586150570418113e-09,1.5409465703442038e-07
1829,2.8977333954571804e-07,1.628903412154159e-08,9.173298565201549e-08
1830,4.23735525778568e-07,1.6698936899928185e-08,1.377662321999651e-07
1831,2.1671776551102084e-07,1.5591206103948707e-09,1.2784789205078084e-07
1832,4.3160601137515187e-07,0.0,8.11798166466815e-08
1833,4.7377039891216555e-07,9.266902467608418e-09,9.03523016404506e-08
1834,3.173740541484449e-07,1.8669061851994684e-09,8.494422942817437e-08
1835,3.9781843952368945e-07,3.025235173481633e-09,1.845393455823796e-07
1836,4.213910291817058e-07,4.032449985036379e-09,1.4315197915948374e-07
1837,2.8736090484926535e-07,4.174734669071256e-09,1.0993467469688767e-07
1838,3.2128903160177913e-07,2.5248647617104325e-09,8.205810075878617e-08
1839,3.2230699575919175e-07,2.0974426639952526e-09,9.158832625644209e-08
1840,4.0829705055811516e-07,2.5478754661634184e-09,1.1847621195215652e-07
1841,4.783308549249909e-07,8.988767952189392e-09,1.1749603956445753e-07
1842,3.944459776583642e-07,1.0062397581833693e-08,1.2141959837563832e-07
1843,4.6723666224934846e-07,4.7255288571079745e-09,1.9610944962389354e-07
1844,3.6444047024630777e-07,1.6465683816413446e-09,1.8276909230507954e-07
1845,2.9519405586597713e-07,2.2320912340667576e-09,1.1830082868868885e-07
1846,3.7585898526870665e-07,4.6836010625384006e-09,1.6860963114595506e-07
1847,3.111890043427934e-07,3.235934187273415e-09,7.981970995274423e-08
1848,3.6525307933743534e-07,4.8271330266302925e-09,1.1102406105578666e-07
1849,3.603148508446452e-07,5.027648741773305e-09,1.3323269598686238e-07
1850,3.951195681750619e-07,1.1541293254424545e-08,2.0095428254762737e-07
1851,3.8696631565748874e-07,4.514607132577453e-09,1.5672135589284153e-07
1852,3.834711153061221e-07,3.2552727180501506e-09,1.2825774575730975e-07
1853,3.565243185121858e-07,8.360704573107114e-09,1.164526697294832e-07
1854,3.901944118922529e-07,9.871762740587542e-09,2.5926365365691595e-07
1855,4.2667774735605235e-07,1.3798036491152743e-08,1.5283978882507654e-07
1856,3.9553726494112595e-07,9.836659264905734e-09,2.14335639014962e-07
1857,4.969376092844868e-07,5.369659994425291e-09,1.2252587922034763e-07
1858,4.810483464900983e-07,4.893676130990343e-09,1.3261862363833643e-07
1859,5.143095309634305e-07,6.110608019582742e-09,1.201752901636155e-07
1860,4.2018548818134605e-07,4.577183854159728e-09,1.0069804642909297e-07
1861,4.206639623305364e-07,6.602349389428497e-09,1.4666647052408166e-07
1862,4.337266760190417e-07,9.487771346350371e-09,1.2063023649422355e-07
1863,4.869755190206604e-07,1.0488703905409125e-08,1.018902651139797e-07
1864,5.485168612651137e-07,1.1027874391444925e-08,1.0931979588235663e-07
1865,5.186942644286319e-07,5.177528739075399e-09,9.131278311258484e-08
1866,6.082016126285339e-07,1.4645495438614375e-07,1.0461067745382024e-07
1867,5.289564555255311e-07,6.79393608038481e-09,1.1209994177363569e-07
1868,5.661095769937674e-07,1.333765986544222e-08,1.1806299227146155e-07
1869,7.173889535749822e-07,1.4162205408396744e-08,1.6457459750540693e-07
1870,6.536815781998939e-07,3.899153133701816e-08,1.0665330663073291e-07
1871,4.004183846717524e-07,4.248470908407853e-09,5.9478592717709944e-08
1872,5.986865883045311e-07,6.65207322558814e-09,1.2094678658591818e-07
1873,5.584942037728524e-07,1.3767810613796172e-08,6.64446471176916e-08
1874,5.938761358237343e-07,1.0754296564385868e-08,1.081404228386873e-07
1875,5.355349337321513e-07,7.437985116709456e-09,8.467860013183781e-08
1876,6.269717189866242e-07,8.464420719889176e-09,8.041199528463494e-08
1877,6.085859070026345e-07,8.040260790487253e-09,9.277224144454976e-08
1878,6.685271021211747e-07,7.2469064082980594e-09,1.1836613822424624e-07
1879,7.94212306587383e-07,2.565916623620268e-08,6.048231959709938e-08
1880,5.69262962102357e-07,8.343200130767059e-09,6.995452395130997e-08
1881,6.038191777690827e-07,8.36700908557475e-09,7.60003313615698e-08
1882,5.324308265386435e-07,1.0648615988984034e-08,1.1314154946262533e-07
1883,4.7458236540620646e-07,7.58320650717792e-09,8.657494277031219e-08
1884,5.109713470119459e-07,1.3203393933736152e-09,7.657968481566968e-08
1885,4.473271086880004e-07,9.66845359329227e-09,8.250413513488652e-08
1886,4.975620457869923e-07,1.419762030163696e-08,4.58195934527339e-08
1887,4.459255436017884e-07,5.876032327378766e-09,5.8760319276984774e-08
1888,4.501836485815147e-07,1.141310623786751e-08,4.4384302455569014e-08
1889,4.3855956111116257e-07,7.518164202302557e-09,5.951880027721401e-08
1890,4.247242522126271e-07,8.520702476921826e-09,5.89894781910516e-08
1891,4.914523685783934e-07,1.3385862085435463e-08,6.182993317338514e-08
1892,4.626162173337889e-07,2.4447198931909497e-08,8.713232091395184e-08
1893,5.179228459439855e-07,2.3401983073600974e-08,6.035248212299393e-08
1894,4.2157298096867635e-07,8.822155006527055e-09,3.843939033743027e-08
1895,4.7426682847628854e-07,1.2037228991346183e-08,6.199173085974508e-08
1896,4.410977627600232e-07,1.2973463636711813e-08,6.19188046946384e-08
1897,3.9621652803134566e-07,1.6897469312660007e-08,5.302309169508135e-08
1898,4.198499201635286e-07,2.0370077291609334e-08,5.488604060133184e-08
1899,4.51050400585018e-07,6.743645286633182e-08,6.633093896368791e-08
1900,5.11837836114637e-07,1.245852754294674e-08,6.229263682655528e-08
1901,4.437458773765002e-07,1.2295225781944197e-08,5.309301975842118e-08
1902,3.776008252742713e-07,1.325776671778911e-08,6.874397517897535e-08
1903,3.898959004544622e-07,1.0800440541913758e-08,4.428180666593562e-08
1904,4.697422362198722e-07,2.042357571951925e-08,6.127072715855775e-08
1905,5.465243972935241e-07,1.3417973510065906e-08,8.824898145576299e-08
1906,5.072166100461573e-07,1.8519064393096585e-08,4.3725568665831105e-08
1907,7.421123005002528e-07,4.062846120644892e-08,4.9885580721831246e-08
1908,4.955591652588964e-07,2.1118973014822018e-08,6.433919708115354e-08
1909,4.81886155867528e-07,1.8153246017504898e-08,4.1807474815414025e-08
1910,4.120340300062253e-07,1.0153886287334046e-08,4.2753207085688416e-08
1911,4.564880971003049e-07,6.916486272601219e-09,5.001151826000694e-08
1912,4.7614109899285495e-07,1.302355329135807e-08,5.83455168623459e-08
1913,4.640116131326977e-07,1.37877732564462e-08,5.46207949980726e-08
1914,4.205554970937442e-07,8.036092680185902e-09,5.089525245693949e-08
1915,5.324904588377422e-07,1.5314990609027745e-08,2.945190480385662e-08
1916,4.2741227002096593e-07,9.888715624128963e-09,2.966614820465452e-08
1917,4.134341953232479e-07,1.6449636319748606e-08,4.386569685266295e-08
1918,3.0324033417628016e-07,1.4932289182922887e-08,2.756730310693456e-08
1919,4.2816493639463715e-07,1.1970203050992723e-08,4.4197670856505056e-08
1920,4.3691777573684476e-07,6.057785384427916e-09,4.921950669256603e-08
1921,4.490639327059398e-07,6.81547268621685e-09,3.937828729760895e-08
1922,4.0062189654577196e-07,1.1804696553596727e-08,5.3121135934475205e-08
1923,4.564857700728453e-07,1.2739137744688378e-08,3.715581886609698e-08
1924,4.524960157681335e-07,1.2891624323607687e-08,4.640984829773487e-08
1925,4.0033368087222243e-07,6.818870357250262e-08,4.9491799991585594e-08
1926,3.834271566915959e-07,1.0477370127048857e-07,3.232380230144827e-08
1927,3.9356764958142776e-07,1.1149224987683226e-08,3.7907364358602536e-08
1928,4.3304696006885024e-07,1.3711249469139375e-08,3.427812433898225e-08
1929,3.631772429457669e-07,6.684243603061191e-09,6.907051997018243e-08
1930,4.4430243661963686e-07,1.57554050916886e-08,5.8820178949758883e-08
1931,4.641980186903538e-07,1.3686427990933225e-08,6.957267473239881e-08
1932,5.140022594218863e-07,7.671675850140502e-09,5.698958993605174e-08
1933,4.6341476434008655e-07,2.1794257509810677e-08,2.982372215853957e-08
1934,4.768668961929734e-07,1.5576054224197833e-08,4.912447870708547e-08
1935,4.380391924740934e-07,1.9149254626427137e-08,5.984142248394164e-08
1936,5.407622865050143e-07,1.6974600391961303e-08,5.577368789033699e-08
1937,5.099402908825823e-07,2.51822364072396e-08,4.7846249406902075e-08
1938,4.861955282819963e-07,2.5930428360076974e-08,6.093650739558143e-08
1939,4.695273618793294e-07,7.647025235257843e-09,5.964679772318959e-08
1940,4.488335765273632e-07,1.0143131667916805e-08,3.296517814277422e-08
1941,5.578339639100705e-07,2.3612020783048138e-08,4.132103548215582e-08
1942,3.7624226578714115e-07,1.517105907566929e-08,1.1226583573886728e-07
1943,5.341952835635766e-07,1.7419411246777372e-08,1.1032293656398906e-07
1944,4.884043001140981e-07,9.639558484764166e-09,7.069009555493722e-08
1945,3.4202513976566706e-07,6.535512131478072e-09,6.753362669087437e-08
1946,4.96983442843657e-07,9.744772988540262e-09,5.4292305762260185e-08
1947,3.409369178086763e-07,4.7683483828109274e-09,6.079644343515156e-08
1948,4.7292713034607914e-07,8.697510267552389e-09,4.1313174214963055e-08
1949,4.888869877817115e-07,7.853606653895895e-09,6.282885101072111e-08
1950,5.147515196313179e-07,7.444753036267571e-09,7.444753191698794e-08
1951,5.30937782627916e-07,2.3455083209000804e-08,3.3050344683260846e-08
1952,4.281190459920481e-07,7.381362632230548e-09,3.1634412422931746e-08
1953,4.061732798987805e-07,4.094054306680306e-08,7.54167928107563e-08
1954,5.570345571470625e-07,2.0522325616667558e-08,6.645324646115114e-08
1955,5.518737697940423e-07,9.385607846468247e-09,6.757637649457138e-08
1956,4.5960415562262824e-07,1.657016923672927e-08,4.27335944408469e-08
1957,4.3203335309272006e-07,4.417518795207798e-09,6.096176097258876e-08
1958,5.137062970561601e-07,1.1581140768601728e-08,5.046068435321516e-08
1959,4.4644308516694764e-07,1.3176271185244559e-08,5.115493628693457e-08
1960,4.367045747244447e-07,5.536666736194462e-09,5.6058749753340464e-08
1961,5.475149542633062e-07,2.014966149488373e-08,4.794229901960989e-08
1962,4.528156836158814e-07,1.775747815457862e-08,5.6443412443929475e-08
1963,4.351653934975275e-07,1.4225316924409981e-08,6.401392482757728e-08
1964,4.033671139325179e-07,1.216793676928063e-08,6.023128618082296e-08
1965,4.3940507765682923e-07,1.7510538796727815e-08,5.417323123424467e-08
1966,5.040558068714063e-07,2.1048483955787844e-08,4.874385695075034e-08
1967,5.132479419245328e-07,1.1832805402178792e-08,3.845661822321489e-08
1968,4.5542957316513366e-07,2.2457079640325617e-08,5.0752997304837066e-08
1969,6.167706878557055e-07,1.7712854932794286e-08,4.360087579868832e-08
1970,4.6263174802163576e-07,1.3336302562283464e-08,3.541018359087822e-08
1971,4.871200882661242e-07,2.3122788572749187e-08,5.1383974630780926e-08
1972,5.243009919553288e-07,3.026786643545165e-08,6.77179372021719e-08
1973,5.132792431083999e-07,1.598829157956061e-08,3.638714496378981e-08
1974,5.473681259360319e-07,3.4315987607058673e-08,6.244384564979555e-08
1975,4.763374370497786e-07,3.198428943917975e-08,3.426888106616843e-08
1976,5.679245838052793e-07,3.599522002684097e-08,4.970768308076856e-08
1977,4.965880382457044e-07,2.2919448339209225e-08,3.467301273873957e-08
1978,5.08514593988707e-07,3.0297016673230814e-08,4.514849394343656e-08
1979,5.500854971529634e-07,2.3993090403351403e-08,4.506019557481977e-08
1980,5.457744709502776e-07,1.9329512601640175e-08,3.2405359395859534e-08
1981,5.35774059784444e-07,2.9097528664312478e-08,3.6688188487232765e-08
1982,6.710309925495039e-07,2.3588508479832626e-08,5.462601859740346e-08
1983,5.49432506602443e-07,6.252162965125763e-08,4.294414723826634e-08
1984,6.152748266430308e-07,6.262929064249079e-08,2.8995042811175153e-08
1985,5.510251348539441e-07,3.8499570864658494e-08,3.549179172779304e-08
1986,5.802661888765215e-07,5.215202425468135e-08,5.514926471050785e-08
1987,5.762500272510351e-07,2.2610022409885744e-08,3.849814600442869e-08
1988,6.026536834013996e-07,5.1570362868957886e-08,2.6384836537829415e-08
1989,4.2917114484453123e-07,2.140367616476624e-08,5.158834748275609e-08
1990,5.584867324159859e-07,4.304434275681501e-08,4.90378582185258e-08
1991,6.107646939312872e-07,3.341035270665316e-08,4.278869553120401e-08
1992,6.997629213856271e-07,2.9202703977215805e-08,3.7467621505360427e-08
1993,6.425480414407048e-07,4.209797754839428e-08,5.151462900698789e-08
1994,5.99231665177058e-07,1.9517228277976528e-08,4.4309382718488166e-08
1995,5.422450612968532e-07,1.626735285364944e-08,4.7717568563143686e-08
1996,5.103216089707985e-07,2.6156651511399787e-08,5.3914730013815415e-08
1997,5.178486262025217e-07,1.8220599029561413e-08,4.4113027897196844e-08
1998,5.411826524692742e-07,9.53625878263864e-09,4.148272481074855e-08
1999,5.150616875226888e-07,1.508166405650435e-08,7.997852158325713e-08
2000,4.3915232694757833e-07,5.301637906462986e-09,6.759588089266799e-08
2001,6.159983527709301e-07,1.489612019844877e-08,3.986902807895376e-08
2002,7.031860480566365e-07,1.3581786695304743e-08,5.5203390303404376e-08
2003,5.091979673466085e-07,1.1250691600572793e-08,4.916968876500505e-08
2004,5.043486090983151e-07,7.047666034099009e-09,4.5809828819187715e-08
2005,7.359127067729787e-07,8.557124342445377e-09,3.2426997975676386e-08
2006,5.316195732518736e-07,1.4412615101377924e-08,5.147362464041905e-08
2007,5.045027666739088e-07,1.2382886493966794e-08,5.6322161157140727e-08
2008,3.3420901957015303e-07,6.386159490112675e-09,5.2792254123801285e-08
2009,3.62382642116188e-07,7.629107789952627e-09,9.822476698673199e-08
2010,3.240522117309297e-07,3.779034529749481e-09,5.99921708976936e-08
2011,2.5391174496292024e-07,9.559929570190917e-09,8.642176652084999e-08
2012,2.5838277029066603e-07,3.404252713057332e-10,5.8893572296714325e-08
2013,1.849189956715236e-07,5.578250084070646e-10,6.805465219139606e-08
2014,2.1091436286369003e-07,8.661780737106994e-10,8.726744288312105e-08
2015,1.946153220799829e-07,1.10828768384863e-09,6.250742434765755e-08
2016,2.3613276312062226e-07,7.249690014976551e-09,8.616774330172383e-08
2017,1.8087245923226192e-07,7.546833991067814e-10,6.515433317866304e-08
2018,1.809608205505242e-07,2.0651733656507076e-09,6.660184270756986e-08
2019,1.81375222840785e-07,5.1019755087367e-10,8.26520059060698e-08
