year,véritables_ADJ yeux_NOUN
1916,9.888715624128963e-09
1917,2.9609346086090227e-08
1918,0.0
1919,2.762354567309444e-09
1920,1.514446346106979e-09
1921,0.0
1922,0.0
1923,5.307974060286824e-09
1924,2.578324886925998e-09
1925,5.499089184013428e-09
1926,1.1146138456652466e-09
1927,1.1149224876660924e-09
1928,1.1426041224282812e-09
1929,2.2280812750352652e-09
1930,0.0
1931,0.0
1932,1.0959536611565568e-09
1933,0.0
1934,0.0
1935,2.393656828303392e-09
1936,1.2124714565686645e-09
1937,0.0
1938,0.0
1939,0.0
1940,2.5357829169792012e-09
1941,8.854508237732261e-09
1942,1.517105907566929e-08
1943,0.0
1944,9.639558484764166e-09
1945,8.714016175304096e-09
1946,2.7842208538686464e-09
1947,4.7683483828109274e-09
1948,6.523132700664291e-09
1949,1.9634016634739737e-09
1950,4.2541445921528975e-09
1951,2.1322803522849654e-09
1952,3.1634410646574906e-09
1953,1.0773827385790469e-09
1954,2.9317608341017376e-09
1955,3.754243138587299e-09
1956,1.744228317335228e-09
1957,3.534015080575159e-09
1958,8.272243445794913e-10
1959,7.750747821333448e-10
1960,4.152500121534786e-09
1961,1.3896318540318475e-09
1962,0.0
1963,1.939815863494232e-09
1964,3.6503808864551957e-09
1965,1.6416130677043839e-09
1966,5.539074754423723e-10
1967,2.465167847631733e-09
1968,2.6948494546985557e-09
1969,1.3625273131978588e-09
1970,4.5987250119061684e-10
1971,1.0276794970565106e-09
1972,1.0260293725750103e-09
1973,5.513203782392395e-10
1974,3.937900228123681e-09
1975,5.711480177694739e-10
1976,1.142705374768127e-09
1977,0.0
1978,0.0
1979,5.851973350345929e-10
1980,1.7055452605774235e-09
1981,5.060439622894819e-09
1982,4.966001831974154e-09
1983,1.89459470334441e-09
1984,1.1598016991243298e-09
1985,0.0
1986,2.3977941854269602e-09
1987,1.8332451112712533e-09
1988,5.996553809062277e-10
1989,5.488121956886971e-09
1990,3.814055737905164e-09
1991,0.0
1992,2.7549720282848966e-09
1993,2.2156829704300662e-09
1994,5.274926606624319e-10
1995,2.1689803286761844e-09
1996,2.135236876199542e-09
1997,4.79489448146353e-10
1998,1.43043876743576e-09
1999,3.656160929565999e-09
2000,0.0
2001,1.7524847129024579e-09
2002,3.066854992184176e-09
2003,2.9168460979889232e-09
2004,3.0833537945085254e-09
2005,1.3511248786457486e-09
2006,1.6471559671771274e-09
2007,1.1983438685803094e-09
2008,1.2772318758180745e-09
2009,2.384096253749135e-09
2010,9.447586046817946e-10
2011,3.059177577924288e-09
2012,5.1063788752969685e-09
2013,4.183687618564136e-09
2014,2.815078836704288e-09
2015,5.098123256885856e-09
2016,8.078226088059637e-09
2017,6.037467414898856e-09
2018,6.195520096952123e-09
2019,5.3570743396846865e-09
