year,dernier_ADJ art_NOUN,dernier_ADJ phare_NOUN
1800,7.231578535993322e-08,0.0
1801,4.524246932646747e-08,0.0
1802,4.699464284385613e-08,0.0
1803,4.290746247193056e-08,0.0
1804,6.673997243744623e-08,0.0
1805,6.538618890772341e-08,0.0
1806,1.123850950079941e-07,0.0
1807,6.832692633906845e-08,0.0
1808,7.024829162816104e-08,0.0
1809,9.262025457701384e-08,0.0
1810,8.658468830802235e-08,0.0
1811,1.178326058948187e-07,0.0
1812,2.9339290108509886e-08,0.0
1813,1.0927818472339368e-07,0.0
1814,2.8320094713762956e-08,0.0
1815,3.5063905334808965e-08,0.0
1816,3.0128852301913867e-08,0.0
1817,2.023935474770866e-08,0.0
1818,5.841376804482934e-08,0.0
1819,3.8298885840504227e-08,0.0
1820,4.390598107306687e-08,0.0
1821,3.254291136567389e-08,0.0
1822,6.717162648328667e-08,0.0
1823,4.15072847204101e-08,9.882686669016039e-09
1824,5.894779064874456e-08,8.421112696055388e-10
1825,5.987701134912982e-08,0.0
1826,4.4039921931471326e-08,1.7615968683770689e-09
1827,4.792982133405843e-08,1.8434546111834038e-09
1828,4.494427674472945e-08,0.0
1829,4.8009784592295546e-08,8.57317605795771e-10
1830,5.114049561605327e-08,9.39315203396518e-09
1831,9.666548095310645e-08,0.0
1832,4.329590197471589e-08,0.0
1833,2.895907214028881e-08,0.0
1834,3.827157613045529e-08,1.8669061851994684e-09
1835,2.7227116561334697e-08,1.4369867074037757e-08
1836,4.166865003041309e-08,0.0
1837,3.7572609690172953e-08,1.0436836284100082e-08
1838,5.112851297894849e-08,5.049729523420865e-09
1839,4.055055669027752e-08,4.894032734625853e-09
1840,4.522478957991183e-08,6.369688665408546e-10
1841,4.044945534076305e-08,6.420548537278137e-10
1842,2.0795621225033756e-08,2.683306021822318e-09
1843,5.2571508035725856e-08,2.953455480181333e-09
1844,1.920996517412732e-08,1.6465684371524958e-09
1845,4.0177642546268544e-08,5.022205318283568e-09
1846,5.0348710534109387e-08,1.1709002656346001e-09
1847,4.260646768727838e-08,5.393223645455691e-10
1848,1.850401076808339e-08,5.63165514222419e-09
1849,3.1841775438579134e-08,8.379414939696517e-10
1850,2.3761487000228954e-08,6.788996032014438e-09
1851,2.7732586449502605e-08,1.2898877521649865e-09
1852,3.255272873481374e-08,1.9531636308300904e-09
1853,2.7470885788360988e-08,8.957897534855874e-09
1854,5.4034910601519215e-08,1.558699391779328e-09
1855,2.3350523292720027e-08,4.776243400783642e-09
1856,3.831120043429337e-08,2.5885946719483854e-09
1857,5.2232147496056314e-08,0.0
1858,2.2510910357986802e-08,4.893676019968041e-10
1859,3.9718952349332426e-08,2.036869339860914e-09
1860,2.6089947979812678e-08,4.577183909670879e-10
1861,2.5466203645851948e-08,9.431927239234028e-09
1862,2.394532752636458e-08,7.680577063240435e-09
1863,4.79483587279006e-08,6.493007020935693e-09
1864,1.5343129544653777e-08,9.589455896019672e-10
1865,3.435996337453062e-08,1.882737743486018e-09
1866,3.600553633020809e-08,4.379051787850585e-09
1867,1.747012134956094e-08,4.85281148598915e-10
1868,1.0373735426227881e-08,1.975949626142892e-09
1869,5.469541375369147e-08,6.348574999037737e-09
1870,3.7271317587794783e-08,0.0
1871,1.6993883855676017e-08,4.248470908407853e-09
1872,2.9027229397904364e-08,6.047339295989218e-10
1873,2.1549615758509333e-08,0.0
1874,2.3300975704465543e-08,3.5847653734322193e-09
1875,8.010137975134057e-08,4.577221712764867e-09
1876,6.348315650939185e-08,0.0
1877,6.92699426707577e-08,4.9478527941460015e-09
1878,9.602150802257015e-08,6.6429977074733415e-09
1879,7.392283463136806e-08,1.3440515367335593e-08
1880,5.904418487467922e-08,1.9253538763308597e-09
1881,3.9046041566681566e-08,6.2752567586699115e-09
1882,2.3959386696859042e-08,0.0
1883,1.7062215640351042e-08,0.0
1884,3.828984329601326e-08,1.3203393933736152e-09
1885,7.283568265181728e-08,3.2228177904158883e-09
1886,1.0325542587619196e-08,3.2267319927115068e-09
1887,3.068594506272504e-08,6.528924623161458e-10
1888,1.7119659911912777e-08,0.0
1889,1.1903759755682586e-08,5.012109394186837e-09
1890,1.2453334363726754e-08,3.9326319978272295e-09
1891,2.42220359325529e-08,2.5496880162734215e-09
1892,6.080457004564721e-08,2.5074049503359674e-09
1893,2.771287377356657e-08,3.695050043717174e-09
1894,2.7726773099701063e-08,6.301539290376468e-10
1895,3.731540831886093e-08,0.0
1896,2.4177819302195758e-08,2.948514543632541e-09
1897,2.6802881913923216e-08,4.661370844871726e-09
1898,4.187182522930044e-08,4.52668391659472e-09
1899,2.8743407654019393e-08,0.0
1900,2.5436160733249835e-08,3.114631885736685e-09
1901,1.1009815992224503e-07,3.912117296778206e-09
1902,1.3257766440233354e-08,4.419255628107521e-09
1903,4.050165181013199e-08,1.0260418292773466e-08
1904,1.488771212976303e-07,2.1498500757388683e-09
1905,1.186974607492175e-08,2.580379465655369e-09
1906,1.7490226600358483e-08,5.144184522798412e-10
1907,1.6457098794830927e-08,0.0
1908,3.0450612031884816e-08,9.822778146428846e-10
1909,1.3752458449811655e-08,5.500983557560346e-10
1910,2.2445433622841904e-08,5.34415089958884e-09
1911,1.7025198029152477e-08,4.25629931299909e-09
1912,3.0735585632157836e-08,4.167536982180309e-09
1913,1.272717498057574e-08,1.060597942803554e-09
1914,2.4108277596468497e-08,0.0
1915,9.424609537234119e-09,0.0
1916,7.691223435912775e-09,1.0987462051303964e-09
1917,6.57985488317081e-09,7.676496771580332e-09
1918,3.2161854512935406e-08,2.2972752589112133e-09
1919,8.287063646417181e-09,1.8415696745321952e-09
1920,3.483226462819289e-08,3.786115865267448e-09
1921,1.741731914250977e-08,0.0
1922,1.5493664462518097e-08,1.1804696775641332e-08
1923,2.441668023323018e-08,3.1847844361720945e-09
1924,1.675911143195208e-08,2.578324886925998e-09
1925,1.8696902470694e-08,4.399271169575059e-09
1926,2.7865346696742677e-08,4.458455382660986e-09
1927,1.0034302277972529e-08,4.4596899506643695e-09
1928,1.3711249802206282e-08,4.570416489713125e-09
1929,1.7824650422326727e-08,3.342121912552898e-09
1930,2.8359729675742074e-08,0.0
1931,6.843213995466613e-09,1.596749932275543e-08
1932,5.041386907933543e-08,0.0
1933,5.735331232159524e-08,0.0
1934,8.38710612072191e-09,0.0
1935,2.6330225111337313e-08,1.196828414151696e-09
1936,2.42494295754625e-08,2.424942913137329e-09
1937,1.76275650742852e-08,0.0
1938,2.074434313215079e-08,1.2965214457594243e-09
1939,1.5294050470515685e-08,0.0
1940,1.5214697723919812e-08,1.0143131667916805e-08
1941,5.9030051957620344e-09,0.0
1942,2.730790527039062e-08,9.102635090130207e-09
1943,1.7419411246777372e-08,1.1612940831184915e-08
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,1.742803235060819e-08,0.0
1946,2.9234319853799207e-08,5.568441707737293e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,1.9569398546082084e-08,3.2615663503321457e-09
1949,1.8652315247891238e-08,0.0
1950,1.701657836861159e-08,1.0635361480382244e-09
1951,1.9190523947720806e-08,1.0661401761424827e-09
1952,1.1599284310825908e-08,1.0544803918932644e-09
1953,1.8315507332999914e-08,0.0
1954,2.247683239531284e-08,9.772536113672459e-10
1955,2.1586897602787758e-08,0.0
1956,2.7907653965542067e-08,0.0
1957,2.47381048978923e-08,8.835037701437898e-10
1958,1.0753916535044539e-08,0.0
1959,2.5577467255288866e-08,7.750747821333448e-10
1960,2.422291700554524e-08,4.844583401109048e-09
1961,1.5980766376877398e-08,6.948159270159238e-10
1962,1.52206956482992e-08,6.341956404476434e-10
1963,3.103705559226455e-08,4.526237162849611e-09
1964,2.372747653911489e-08,6.083968329129164e-10
1965,2.4076991622656863e-08,2.188817349590977e-09
1966,1.4401594583546284e-08,3.3234448526542337e-09
1967,1.4297973582877432e-08,0.0
1968,1.9313087351591207e-08,5.3896989093971115e-09
1969,1.5896152560923582e-08,4.541757636644661e-09
1970,1.4715919871566285e-08,4.5987250119061684e-10
1971,1.0790634497048757e-08,5.652237344833111e-09
1972,2.1033601971254257e-08,1.5390440033513642e-09
1973,2.095017520575837e-08,5.513203782392395e-10
1974,1.6314157802455043e-08,1.1251143350321513e-09
1975,1.313640396460869e-08,1.1422960355389478e-09
1976,1.2569759011427095e-08,1.7140580066410394e-09
1977,1.2928919712607012e-08,5.876781838942691e-10
1978,1.6633655786080226e-08,5.940591352171509e-10
1979,2.574868285254439e-08,1.1703946700691858e-09
1980,1.8760996756128634e-08,1.1370301367108482e-09
1981,1.834409407708293e-08,4.427884725544118e-09
1982,2.6692259846861077e-08,1.2415004579935385e-09
1983,1.4525227021167098e-08,1.89459470334441e-09
1984,6.958810194745979e-09,1.1598016991243298e-09
1985,1.2031115659283387e-08,2.4062232206745193e-09
1986,1.0790073945443623e-08,1.7983456945813714e-09
1987,1.2221633316489289e-08,1.8332451112712533e-09
1988,1.1993107784658008e-08,5.996553809062277e-10
1989,1.8659614742233543e-08,5.488122178931576e-10
1990,7.083246489347772e-09,1.089730194969718e-09
1991,1.1722930737256831e-08,2.9307325455363298e-09
1992,1.0468893585358074e-08,3.856960972825618e-09
1993,1.938722604677423e-08,2.7696036575264316e-09
1994,1.9517228611043436e-08,2.1099706426497278e-09
1995,1.0844901865425527e-08,2.1689803286761844e-09
1996,1.494665791135219e-08,2.135236876199542e-09
1997,6.233362825902589e-09,9.58978896292706e-10
1998,1.0489884183506604e-08,1.9072516899143466e-09
1999,1.096848270543127e-08,3.656160929565999e-09
2000,7.95245647111642e-09,1.7672125984802278e-09
2001,1.401987734239718e-08,4.3812117822561447e-10
2002,1.2267419968736704e-08,3.504977197366088e-09
2003,1.6250998602362898e-08,1.6667691671301554e-09
2004,1.1892936635504725e-08,3.523833003171717e-09
2005,5.4044992925383895e-09,4.503749373441224e-09
2006,1.070651389767363e-08,1.6471559671771274e-09
2007,5.192823337996089e-09,5.991719120856942e-09
2008,6.811903652259588e-09,3.8316958494988285e-09
2009,1.0490023738540799e-08,3.814554005998616e-09
2010,5.668551850135373e-09,4.723792912386671e-09
2011,5.7359579308524644e-09,3.4415748029203996e-09
2012,5.446804340891731e-09,3.063827413996023e-09
2013,5.29933741333366e-09,3.6258624991347688e-09
2014,6.929424548052232e-09,6.063246349441442e-09
2015,9.974589515460153e-09,5.319781060109108e-09
2016,6.8354220061905835e-09,7.45682449121432e-09
2017,4.779661388898404e-09,5.0312225496895735e-09
2018,8.776987081571264e-09,5.6792268665617485e-09
2019,8.928456807222318e-09,2.806086474294034e-09
