year,beaux_ADJ ans_NOUN,beaux_ADJ camps_NOUN
1800,3.4900224932243873e-07,3.144164484325529e-09
1801,2.1668761007731518e-07,0.0
1802,9.175144555229053e-08,6.713520406265161e-09
1803,1.8723255834629526e-07,0.0
1804,1.359518080334965e-07,0.0
1805,2.302730877090653e-07,0.0
1806,5.4751712497136396e-08,0.0
1807,1.3095993267597805e-07,0.0
1808,1.3369836437959748e-07,0.0
1809,7.454800510231507e-08,0.0
1810,1.942305232205399e-07,0.0
1811,1.0028307428910921e-07,0.0
1812,1.6269970615212515e-07,0.0
1813,2.1568062891219597e-07,0.0
1814,8.181360300341112e-08,0.0
1815,3.506390555685357e-08,8.091670444798638e-09
1816,3.7081662185300956e-08,6.952811659743929e-09
1817,1.4634609613040084e-07,1.556873407970727e-09
1818,9.775365583664097e-08,2.026600220972341e-08
1819,1.4698491668241331e-07,1.2421260464634543e-08
1820,8.42520151422832e-08,0.0
1821,1.0453177878844144e-07,0.0
1822,1.4938167680611514e-07,0.0
1823,1.2452186126665765e-07,2.9648061783404955e-09
1824,1.717907025522436e-07,0.0
1825,1.3912600138610287e-07,1.0566531649658373e-08
1826,1.1802698907104059e-07,0.0
1827,5.7147094167930845e-08,0.0
1828,9.264024214417077e-08,4.586150570418113e-09
1829,4.9724420136953995e-08,0.0
1830,5.635891398014792e-08,0.0
1831,9.978371906527173e-08,6.236482441579483e-09
1832,1.461236678323985e-07,0.0
1833,1.3437009727113036e-07,0.0
1834,5.2273371409228275e-08,0.0
1835,6.731148260996633e-08,0.0
1836,5.779845224651581e-08,0.0
1837,5.6358917532861597e-08,1.3915781860163179e-09
1838,8.521418237705802e-08,3.1560809521380406e-09
1839,3.775396706373613e-08,1.3982950353153e-09
1840,3.05745047057826e-08,0.0
1841,7.255219713897532e-08,0.0
1842,5.836190553054621e-08,0.0
1843,3.721353891705803e-08,0.0
1844,3.841993034825464e-08,0.0
1845,5.1896119401817487e-08,1.1160455892778032e-09
1846,5.678866443759034e-08,0.0
1847,2.6426796750911308e-08,0.0
1848,4.827133182061516e-08,0.0
1849,3.854530916669319e-08,0.0
1850,6.381656447729256e-08,0.0
1851,2.579775504329973e-08,0.0
1852,3.2552726736412296e-08,0.0
1853,3.822036376277538e-08,0.0
1854,3.4291385730966795e-08,0.0
1855,2.4942604426314574e-08,0.0
1856,4.34883880018333e-08,1.0354378465748937e-09
1857,4.5886185517929334e-08,1.610898081594314e-08
1858,4.3553715300959084e-08,0.0
1859,2.2914779407301467e-08,0.0
1860,1.9224172476128842e-08,4.577183909670879e-10
1861,6.602348889828136e-08,4.715963619617014e-09
1862,6.912519268098549e-08,0.0
1863,3.795911851511846e-08,0.0
1864,4.6029388300894425e-08,2.8768367688059016e-09
1865,2.9182434246877165e-08,4.706844358715045e-10
1866,4.135770836910524e-08,0.0
1867,3.299911810472622e-08,0.0
1868,3.754304245262574e-08,0.0
1869,4.6393431318847433e-08,4.883519144627257e-10
1870,3.096386436141074e-08,0.0
1871,2.973929724703339e-08,0.0
1872,2.116568786902917e-08,0.0
1873,3.95076291681562e-08,0.0
1874,1.4936523129449597e-08,0.0
1875,3.3757011408397375e-08,0.0
1876,5.38095328295185e-08,2.418405919968336e-09
1877,6.741449709579683e-08,6.184816214727107e-09
1878,4.7104890654736664e-08,6.039088673581716e-10
1879,4.948553566919145e-08,3.0546627449723474e-09
1880,4.941741593711413e-08,0.0
1881,3.834879080955034e-08,2.7890030285249168e-09
1882,5.856738738430067e-08,0.0
1883,4.107570461542309e-08,1.8958017378167824e-09
1884,3.4328824227713994e-08,0.0
1885,3.93183761104865e-08,7.090199094506033e-09
1886,8.002295004416737e-08,0.0
1887,1.2404957061562527e-08,0.0
1888,2.0924028731883482e-08,0.0
1889,2.6313573542324775e-08,0.0
1890,2.8839300725280737e-08,6.554386478008212e-10
1891,1.7210394887001712e-08,6.374220040683554e-10
1892,1.5044429702015805e-08,0.0
1893,1.4164357686752282e-08,1.2316833108982905e-09
1894,1.9534772022211655e-08,1.8904617871129403e-09
1895,2.768562623600701e-08,1.8055843487019274e-09
1896,2.6536630670648265e-08,5.89702897624278e-10
1897,1.5732126712464378e-08,0.0
1898,2.9423445013776472e-08,0.0
1899,9.949641111006713e-09,0.0
1900,3.9971109089265155e-08,0.0
1901,8.38310842965484e-09,5.588738916095792e-10
1902,1.178468167495339e-08,9.820567692386817e-10
1903,1.7820726228023887e-08,0.0
1904,1.4511488011237361e-08,0.0
1905,3.4061010012464976e-08,0.0
1906,3.600929110447737e-09,4.115347618238729e-09
1907,2.7771354993433306e-08,1.5428529565042481e-09
1908,1.080505640516094e-08,0.0
1909,3.355599886845084e-08,2.2003934230241384e-09
1910,2.672075360976578e-08,2.137660271017694e-09
1911,1.702519725199636e-08,1.0640748282497725e-09
1912,2.5005221004903433e-08,1.0418842455450772e-09
1913,1.3787773589513108e-08,2.6514948014977335e-09
1914,2.4777952134513725e-08,6.696743715117748e-10
1915,1.1780762143587253e-08,0.0
1916,6.592477230782379e-09,1.0987462051303964e-09
1917,1.2063066989753679e-08,1.315970976634162e-08
1918,2.067547733020092e-08,0.0
1919,3.591060959706738e-08,0.0
1920,1.3630017114962811e-08,0.0
1921,1.2873671018098776e-08,0.0
1922,3.6151885041135756e-08,0.0
1923,4.458698299458774e-08,2.1231896241147297e-09
1924,3.351822286390416e-08,0.0
1925,1.6497267552040284e-08,1.0998177923937646e-09
1926,2.452150482668003e-08,0.0
1927,5.4631200896437804e-08,4.4596899506643695e-09
1928,1.9424270192303084e-08,3.4278122562625413e-09
1929,2.33948540540041e-08,0.0
1930,5.2518016602221e-09,2.100720708497761e-09
1931,3.5356606531422585e-08,0.0
1932,9.863582839386709e-09,0.0
1933,1.0323596200123575e-08,0.0
1934,1.0783422155213884e-08,2.3963160344919743e-09
1935,2.2739740757060645e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,1.7627565185307503e-08,0.0
1938,5.704694316932546e-08,0.0
1939,2.5999884911698246e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,2.6563522936839945e-08,0.0
1942,6.068423541449874e-09,0.0
1943,3.193558839598154e-08,0.0
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,5.4292307538617024e-08,0.0
1947,3.5762614203349585e-08,5.960435700558264e-09
1948,1.848220954059343e-08,0.0
1949,2.2579119018928395e-08,9.817008317369869e-10
1950,4.679559140186029e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,9.69644453618912e-09,0.0
1954,2.34540866728139e-08,1.9545072227344917e-09
1955,1.407841132561316e-08,0.0
1956,3.314033847345854e-08,8.72114158667614e-10
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,3.3088973339090444e-08,0.0
1959,1.3951345856355601e-08,0.0
1960,2.6991250123842292e-08,0.0
1961,2.431855783413539e-08,6.948159270159238e-10
1962,3.7417542841922113e-08,0.0
1963,1.4225316924409981e-08,0.0
1964,2.311907998375773e-08,0.0
1965,4.268193976031398e-08,0.0
1966,2.326411419062424e-08,5.539074754423723e-10
1967,3.747054933000982e-08,1.4791006197611978e-09
1968,2.7397636159776084e-08,4.4914158503495116e-10
