year,derniers_ADJ ans_NOUN,derniers_ADJ gants_NOUN
1800,4.087413785214267e-08,0.0
1801,6.667310969987739e-08,0.0
1802,3.1329761895904085e-08,0.0
1803,4.290746247193056e-08,0.0
1804,4.449331569844617e-08,0.0
1805,3.4114531644036106e-08,0.0
1806,2.881669125542885e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,5.6651849433819734e-08,0.0
1809,2.4849335034105025e-08,0.0
1810,3.978215445954447e-08,0.0
1811,4.763445815569867e-08,0.0
1812,5.601137331723294e-08,0.0
1813,5.176335093892703e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,3.776112933451259e-08,0.0
1816,1.0429217667251578e-07,0.0
1817,2.1796227045456362e-08,0.0
1818,3.337929754820834e-08,0.0
1819,1.8631890696951814e-08,0.0
1820,8.662531314485022e-08,0.0
1821,4.536284592404627e-08,0.0
1822,3.0076847679083585e-08,0.0
1823,4.644862983127496e-08,0.0
1824,7.157945702829238e-08,0.0
1825,4.490776106536032e-08,0.0
1826,3.699353356978463e-08,0.0
1827,4.977327350275118e-08,0.0
1828,2.2930752408001354e-08,0.0
1829,5.1439055681612444e-08,0.0
1830,2.7135772739939057e-08,0.0
1831,2.9623292263636358e-08,0.0
1832,2.0294953273491956e-08,0.0
1833,2.20088942626262e-08,0.0
1834,2.0535967593104942e-08,0.0
1835,1.3613558280667348e-08,0.0
1836,3.8980349614803345e-08,0.0
1837,1.948209416013924e-08,0.0
1838,1.5780404538645598e-08,0.0
1839,1.11863602825224e-08,0.0
1840,3.121147429396842e-08,0.0
1841,1.7977535904378783e-08,0.0
1842,2.817471411731276e-08,0.0
1843,3.307870244384503e-08,0.0
1844,1.811225303072206e-08,0.0
1845,1.6182660544927785e-08,0.0
1846,2.9272506196775794e-08,0.0
1847,2.8044762956369595e-08,0.0
1848,2.735375304041554e-08,0.0
1849,1.9272654583346593e-08,0.0
1850,2.0366988096043315e-08,0.0
1851,2.192809134271556e-08,0.0
1852,1.6927417689771573e-08,0.0
1853,1.1346670270029335e-08,0.0
1854,5.5593609715742787e-08,0.0
1855,2.5473298137512757e-08,0.0
1856,2.329735160344626e-08,0.0
1857,1.757343248698362e-08,0.0
1858,2.1532175153993194e-08,0.0
1859,2.5460867192350634e-08,0.0
1860,3.4786598490654796e-08,0.0
1861,2.4051415081771665e-08,0.0
1862,2.3493528900075944e-08,0.0
1863,2.1976331865403154e-08,1.9978483312144135e-09
1864,2.7809422320501653e-08,0.0
1865,1.4591217123438582e-08,0.0
1866,1.9949013108089275e-08,0.0
1867,2.6690463172940326e-08,0.0
1868,2.2723421366777075e-08,0.0
1869,1.5627261262807224e-08,0.0
1870,6.422134646300037e-08,0.0
1871,7.116188527334089e-08,0.0
1872,2.53988243770209e-08,0.0
1873,3.95076291681562e-08,0.0
1874,2.4495896866483235e-08,0.0
1875,2.7463329388410784e-08,0.0
1876,2.478866001354163e-08,2.418405919968336e-09
1877,2.535774612510977e-08,6.184815992682502e-10
1878,2.6571990829893366e-08,0.0
1879,1.588424503040642e-08,0.0
1880,2.2462462112571302e-08,6.417846254436199e-10
1881,1.045876096839038e-08,0.0
1882,1.7304001787010748e-08,0.0
1883,1.3270612164717477e-08,3.791603475633565e-09
1884,2.0465261485469455e-08,0.0
1885,1.6114089618213256e-08,0.0
1886,1.2906927970846027e-08,0.0
1887,2.0892558794116667e-08,0.0
1888,1.4583413587843097e-08,0.0
1889,1.4409814674820609e-08,0.0
1890,1.3108772733971819e-08,0.0
1891,2.995883363610119e-08,1.2748440081367107e-09
1892,1.5044429702015805e-08,6.268512375839919e-10
1893,1.7243566574620672e-08,0.0
1894,2.3315696040526745e-08,0.0
1895,2.2268872967856623e-08,4.213029924926559e-09
1896,2.0049897742069334e-08,1.179405795248556e-09
1897,1.5732126712464378e-08,5.2440420894583895e-09
1898,2.8857609635224435e-08,3.960848538042683e-09
1899,1.1055156790007459e-08,0.0
1900,1.9206897405865675e-08,0.0
1901,1.2295225282343836e-08,0.0
1902,9.329538919189417e-09,0.0
1903,1.5660639007819555e-08,0.0
1904,1.1824175416563776e-08,0.0
1905,3.1996705729397945e-08,0.0
1906,2.211999294843281e-08,0.0
1907,2.2114226894132116e-08,0.0
1908,1.7680999775393502e-08,1.964555629285769e-09
1909,1.5952851484257735e-08,0.0
1910,1.1757131268552712e-08,5.344150677544235e-10
1911,9.044636151145369e-09,0.0
1912,4.532196484774431e-08,0.0
1913,2.1742257771961704e-08,0.0
1914,9.37544086809794e-09,0.0
1915,1.4136913861761968e-08,2.3561523843085297e-09
1916,1.648119329900055e-08,1.648119329900055e-08
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,2.986458014220261e-08,3.44591288836682e-09
1919,4.327688785110695e-08,0.0
1920,2.3473917920568965e-08,0.0
1921,1.1359120755116692e-08,0.0
1922,1.8444838545406128e-08,7.377935484775833e-10
1923,3.1847843473542525e-08,0.0
