year,ses_DET âges_NOUN,ses_DET ages_NOUN,ses_DET gages_NOUN
1842,5.2324466537356784e-08,0.0,6.399684870928013e-07
1843,7.029224491361674e-08,1.7720733769266417e-09,6.078211676197043e-07
1844,8.946354768113451e-08,1.2074834521147437e-08,7.67300889492617e-07
1845,6.138250796539069e-08,0.0,7.377061601587798e-07
1846,4.4494210982293225e-08,5.854501328173001e-10,6.205771558853712e-07
1847,9.16848037491036e-08,1.0786447290911383e-09,7.550513316800789e-07
1848,3.218088551193432e-08,0.0,6.050006664537477e-07
1849,3.6869426622843093e-08,0.0,7.373884871597625e-07
1850,7.332116069846961e-08,0.0,7.725877697595251e-07
1851,5.095056465620473e-08,0.0,6.997641150974232e-07
1852,6.575650957074686e-08,1.3021090872200602e-09,6.321739558501349e-07
1853,8.062107781370287e-08,5.971931837933653e-10,8.193490241836798e-07
1854,3.3771819119010615e-08,1.0391328908454511e-09,6.427036813860809e-07
1855,6.739810487488285e-08,2.1227748447927297e-09,6.729196222465816e-07
1856,5.487820686767009e-08,4.659470365098173e-09,6.792472060368482e-07
1857,5.3208449202202246e-08,0.0,6.697430698920925e-07
1858,7.829881809584549e-08,1.9574704079872163e-09,7.575410272409044e-07
1859,7.332729978770658e-08,0.0,6.192082899758589e-07
1860,5.034902272882391e-08,9.154367819341758e-10,6.76507803554216e-07
1861,8.017138242166766e-08,4.715963841661619e-09,6.875874865031051e-07
1862,8.177555343991116e-08,0.0,6.072173457383201e-07
1863,7.491931341974123e-08,4.994620828036034e-10,9.135161533890823e-07
1864,9.829192038068868e-08,1.9178911792039344e-09,7.355112892071247e-07
1865,4.8009813014004976e-08,2.8241067262513297e-09,1.3659262778631387e-06
1866,4.670988573707291e-08,1.4596838737723772e-09,8.106110982453174e-07
1867,6.599823620945244e-08,1.455843445796745e-09,8.822411352582549e-07
1868,5.9278487896108345e-08,4.93987406535723e-10,1.0941820907106603e-06
1869,4.5905078849273195e-08,9.767038289254515e-10,7.061568805255547e-07
1870,6.479475445075877e-08,3.4404292748035914e-09,7.419859144874863e-07
1871,2.549082545044712e-08,0.0,7.572899489716178e-07
1872,7.25680706636922e-08,1.2094678591978436e-09,1.2638939264064675e-06
1873,4.3697831131339626e-08,0.0,9.212460767571429e-07
1874,2.5093358502203955e-08,3.5847653734322193e-09,1.0527260982939879e-06
1875,5.378235456987568e-08,1.1443054281912168e-09,9.074342202097796e-07
1876,4.6554312405078235e-08,1.209202959984168e-09,1.0538203767396226e-06
1877,3.710889728836264e-08,1.2369631985365004e-09,1.0619329602334915e-06
1878,3.744235144154118e-08,1.0870359501424787e-08,1.3593988299476223e-06
1879,3.604501941367744e-08,1.221865053580018e-09,1.1949839677782848e-06
1880,3.9790645445236805e-08,1.9253538763308597e-09,9.941243312994175e-07
1881,5.020205406935929e-08,2.091752326904839e-09,1.8567787449796924e-06
1882,2.5290463057103807e-08,0.0,9.270951295548002e-07
1883,3.6020232130340446e-08,6.319338941018771e-10,1.301783791873845e-06
1884,5.479408571318345e-08,1.3203393933736152e-09,9.612070801523487e-07
1885,4.060750313783501e-08,6.445635691854079e-10,1.0976918112248768e-06
1886,2.3877817056927597e-08,3.2267319372003556e-09,1.5236628279069464e-06
1887,2.3504128421336645e-08,2.6115699047757346e-09,2.0866442227429616e-06
1888,2.3460273723685532e-08,1.0779044767872392e-08,2.7017358341652198e-06
1889,4.1976417008982025e-08,3.132568371366773e-09,1.4867169149113124e-06
1890,3.1461055982617836e-08,6.554386478008212e-10,9.359664066010964e-07
1891,4.461954006274027e-08,5.736797925592896e-09,1.3557965559130025e-06
1892,2.570090096298827e-08,0.0,1.6454844811164548e-06
1893,3.87980243488073e-08,1.847525021858587e-09,9.102139433281309e-07
1894,2.0164925729204697e-08,2.520615716150587e-09,1.0479460037515764e-06
1895,1.5046536461227333e-08,0.0,1.2903909656358792e-06
1896,3.3023361822870356e-08,0.0,1.6753459508578317e-06
1897,6.409385022720926e-09,6.4093846896540185e-09,2.082467318587078e-06
1898,1.4711722506888236e-08,5.6583548957434e-10,9.523011073042653e-07
1899,2.2110313580014918e-08,2.7637891975018647e-09,9.855672402636628e-07
1900,1.661137005726232e-08,1.5573159428683425e-09,8.970139937503063e-07
1901,2.3472702892490815e-08,1.1177477832191585e-09,1.462572930321926e-06
1902,1.5221880644844532e-08,0.0,8.710843317771833e-07
1903,1.5660639007819555e-08,4.3201759947208984e-09,9.401783387374962e-07
1904,1.8811189050893518e-08,3.7622376325430196e-09,7.094505143356855e-07
1905,2.5287718585786934e-08,1.5482277682110634e-09,1.2556127053642285e-06
1906,2.4692084821253957e-08,1.0288369045596824e-09,8.220406897407884e-07
1907,2.674278576364486e-08,1.028568674676933e-09,6.598267869861729e-07
1908,1.5225305460830896e-08,9.822778146428846e-10,6.1441475018853e-07
1909,2.0903737407707013e-08,5.500983557560346e-10,1.1728096893648399e-06
1910,1.7635697346918278e-08,5.344150677544235e-10,6.66950009886591e-07
1911,2.4473720827700163e-08,0.0,1.7089041381979087e-06
1912,3.3861237369592345e-08,1.5628263683176158e-09,7.902691780969917e-07
1913,1.484837142129436e-08,1.060597942803554e-09,7.27570172998071e-07
1914,1.875088173619588e-08,1.3393487430235496e-09,6.060553143782954e-07
1915,1.295883844676382e-08,2.3561523843085297e-09,6.785718866808566e-07
1916,1.7579939282086343e-08,3.2962386153911893e-09,4.999295306618023e-07
1917,3.61891991929042e-08,1.0966424435210342e-09,5.987667499596228e-07
1918,1.9526840588923733e-08,6.89182577673364e-09,5.042518971265508e-07
1919,2.2098836538475553e-08,9.207848372660976e-10,5.27609723910416e-07
1920,3.028892692213958e-08,2.2716695191604686e-09,4.7099281630380574e-07
1921,2.4232791773215467e-08,2.27182422873895e-09,4.6723851987451326e-07
1922,2.4347187377316004e-08,7.377935484775833e-10,3.629944238525695e-07
1923,2.229349149729387e-08,1.0615948120573648e-09,6.422648812787202e-07
1924,1.933743654092268e-08,1.289162443462999e-09,5.955930486578609e-07
1925,3.079489729884699e-08,0.0,5.411103751740143e-07
1926,3.009457216762712e-08,1.1146138456652466e-09,5.517338408367323e-07
1927,8.919379901328739e-09,3.344767462998277e-09,5.318180020807972e-07
1928,1.3711249025050165e-08,1.1426041224282812e-09,6.729938188954065e-07
1929,2.4508894469477127e-08,2.2280812750352652e-09,6.439154827120319e-07
1930,2.10072066408884e-08,0.0,7.625616422757275e-07
1931,4.334035708097872e-08,0.0,5.691272733088226e-07
1932,5.4797684612140074e-08,0.0,4.405733786683186e-07
1933,2.6382522833046096e-08,0.0,7.432989166389348e-07
1934,1.9170528275935794e-08,0.0,5.140098018330264e-07
1935,1.6755597798123745e-08,7.180970484910176e-09,5.266044951213189e-07
1936,1.2124714565686645e-08,4.849885826274658e-09,4.5588925789985524e-07
1937,2.2664012888640173e-08,0.0,3.601059725966138e-07
1938,2.3337385357535823e-08,1.2965214457594243e-09,4.965677096180343e-07
1939,7.647025235257843e-09,0.0,3.899982914390421e-07
1940,3.550096039361961e-08,0.0,8.520230370123727e-07
1941,3.5418032950929046e-08,0.0,6.611365996889162e-07
1942,5.76500234217292e-08,0.0,5.27952835227552e-07
1943,3.4838823381733164e-08,0.0,5.10969387690352e-07
1944,2.8918675454292497e-08,3.2131861615880553e-09,3.8558235004870767e-07
1945,3.267756198965799e-08,0.0,4.095587593511141e-07
1946,3.3410650246423756e-08,0.0,2.728536321328079e-07
1947,2.9802176726434482e-08,2.3841741914054637e-09,3.64778653505482e-07
1948,4.240036233227329e-08,4.348755133776194e-09,2.674484438358604e-07
1949,1.47255123650325e-08,9.817008317369869e-10,2.6407751008150626e-07
1950,1.914365022059883e-08,0.0,3.0948902374206e-07
1951,1.7058242818279723e-08,0.0,3.9553800945668627e-07
1952,1.370824520563474e-08,0.0,3.3110683617110226e-07
1953,2.2625037843226892e-08,2.1547654771580937e-09,3.210600585390466e-07
1954,2.5408594339637602e-08,0.0,2.3551811967337244e-07
1955,2.7218263198847126e-08,0.0,2.102376228663161e-07
1956,1.744228228517386e-08,1.744228317335228e-09,2.2762179963109475e-07
1957,2.47381048978923e-08,1.7670075402875796e-09,2.3677900884422343e-07
1958,3.557064687242928e-08,1.6544486891589827e-09,2.3906784019089855e-07
1959,3.100299039715537e-08,1.5501495642666896e-09,3.7126080698612896e-07
1960,2.6991250123842292e-08,2.076250060767393e-09,3.169741807362847e-07
1961,3.47407969059077e-08,0.0,3.2934274329932123e-07
1962,3.6783347923119436e-08,0.0,3.329527169526614e-07
1963,2.0044765847160306e-08,6.466053248388448e-10,3.0196467903920166e-07
1964,2.9203047091641565e-08,6.083968329129164e-10,3.9545795083029134e-07
1965,2.9001830270658502e-08,1.0944086747954884e-09,3.9398711049187796e-07
1966,2.326411419062424e-08,2.215629901769489e-09,4.109993412271251e-07
1967,3.303324902503846e-08,2.9582012395223956e-09,4.373207609376095e-07
1968,3.09907690621003e-08,1.3474247273492779e-09,3.1754309315346063e-07
1969,2.997560244466513e-08,1.8167030935156703e-09,4.773387329848333e-07
1970,2.0234390163409444e-08,1.3796175035718505e-09,3.766355747281125e-07
1971,3.648262136835001e-08,1.541519245584766e-09,3.740753249381612e-07
1972,3.1806909106535386e-08,5.130146862875051e-10,3.8065690866062596e-07
1973,2.205281468548037e-08,5.513203782392395e-10,4.790973973101131e-07
1974,1.6314157136321228e-08,3.3753429495853027e-09,3.6678727433070435e-07
1975,2.227477224892027e-08,1.7134440533084216e-09,2.9756811059655774e-07
1976,3.428116102099921e-08,1.7140580621521906e-09,3.2909916036771847e-07
1977,2.2331770210826107e-08,1.1753563677885381e-09,4.5721363228778955e-07
1978,1.841583241457556e-08,1.1881182704343018e-09,3.641582440039315e-07
1979,2.4578287849408298e-08,5.851973350345929e-10,4.0846773030622785e-07
1980,1.3075846183596695e-08,5.685150683554241e-10,2.455985139704353e-07
1981,2.1506869174459098e-08,1.2651099057237047e-09,2.6630563709773014e-07
1982,3.662426451001011e-08,6.207502289967692e-10,2.8182061306836204e-07
1983,2.7787390166622572e-08,6.315316047889041e-10,1.888279523853953e-07
1984,2.4355836458767044e-08,0.0,2.2964073398412665e-07
1985,3.188245756291508e-08,0.0,2.676923300803935e-07
1986,1.978180286243969e-08,0.0,2.4217721161789996e-07
1987,1.649920555735207e-08,1.2221633705067347e-09,2.267113030640644e-07
1988,2.338656024392094e-08,0.0,2.5125559854899393e-07
1989,2.57941739079115e-08,1.0976244357863152e-09,2.6946678843842164e-07
1990,2.6153525567451652e-08,5.44865097484859e-10,2.9368227760784293e-07
1991,2.2273567878983158e-08,3.5168791212569772e-09,2.4969842105093676e-07
1992,2.7549720726938176e-08,5.509944167592096e-10,2.4243753671271406e-07
1993,2.7142116110212555e-08,0.0,2.570192343398503e-07
1994,2.2154692302933654e-08,0.0,2.3526172254761946e-07
1995,3.7957157417167764e-08,5.422450821690461e-10,2.1960925966624245e-07
1996,2.4021414191111035e-08,1.6014276571496566e-09,3.298940889351343e-07
1997,2.4933450859521145e-08,4.79489448146353e-10,3.2653230519485987e-07
1998,2.0979769033147022e-08,4.768129224785866e-10,3.313849803454616e-07
1999,3.7475651026852574e-08,2.7421206971744994e-09,2.9843412807650793e-07
2000,1.8113929911578452e-08,1.3254094488601709e-09,2.231105922234633e-07
2001,2.4096664219541708e-08,0.0,3.242096759947799e-07
2002,2.3220474432150695e-08,0.0,2.392146938312578e-07
2003,2.083461403401543e-08,0.0,3.2668674343483417e-07
2004,1.761916479381398e-08,1.761916529341434e-09,2.109895040902643e-07
2005,2.2068373795036678e-08,0.0,2.468054765003558e-07
2006,2.9648807853277503e-08,4.1178899179428186e-10,2.4789698027660734e-07
2007,2.5964116190380082e-08,0.0,2.5844281603681907e-07
2008,2.8524846484856425e-08,0.0,1.9030755460391902e-07
2009,2.62250594573743e-08,0.0,1.8738996665490504e-07
2010,1.842279218067233e-08,4.723793023408973e-10,1.33210965813646e-07
2011,3.4033352136475514e-08,3.82397197240536e-10,1.8087387565479673e-07
2012,2.246806829475645e-08,0.0,1.6919136647253197e-07
2013,2.2591912340885756e-08,2.789125042035323e-10,2.3317085240392998e-07
2014,2.03551842048455e-08,0.0,2.1827687834985454e-07
2015,2.7485535625260127e-08,0.0,2.2852892067604103e-07
2016,2.9620162322885335e-08,0.0,2.611959679654774e-07
2017,1.9873329648589788e-08,1.257805665177969e-09,1.4364140921152568e-07
2018,2.7621693377000156e-08,0.0,2.0754993013127887e-07
2019,2.397928433595098e-08,0.0,2.0407902301400327e-07
