year,tes_DET arts_NOUN,tes_DET gares_NOUN
1800,4.0874138740321087e-08,0.0
1801,7.143547975374531e-09,0.0
1802,2.0140561218795483e-08,0.0
1803,1.1702035340732664e-08,0.0
1804,3.707776552452913e-08,0.0
1805,4.5486043376286034e-08,0.0
1806,6.916005901302924e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,2.945896149242344e-08,0.0
1809,2.259030518203531e-08,0.0
1810,1.4040760554223652e-08,0.0
1811,6.769107141479935e-08,0.0
1812,2.1337665412346496e-08,0.0
1813,8.627224934443234e-09,0.0
1814,3.776012391654149e-08,0.0
1815,1.888056444521169e-08,0.0
1816,2.0858434979231788e-08,0.0
1817,1.71256075987003e-08,0.0
1818,2.8610826152686286e-08,0.0
1819,1.7596785029105888e-08,0.0
1820,2.254631326081835e-08,0.0
1821,4.5362846701202386e-08,0.0
1822,3.8097340393505874e-08,0.0
1823,4.5460358144566726e-08,0.0
1824,1.2631669044083083e-08,0.0
1825,2.0252519883356968e-08,0.0
1826,2.8185549671988497e-08,0.0
1827,3.963427458453239e-08,0.0
1828,3.210305438150485e-08,9.172301251858528e-10
1829,1.3717082136821546e-08,0.0
1830,1.1480519424011959e-08,0.0
1831,1.247296466111436e-08,0.0
1832,1.2176972319366541e-08,0.0
1833,9.266902467608418e-09,0.0
1834,3.733812548034621e-08,0.0
1835,9.832014313815307e-09,0.0
1836,1.545772521094335e-08,0.0
1837,1.043683617307778e-08,1.3915781860163179e-09
1838,1.7674053331973028e-08,0.0
1839,1.8876982754711946e-08,1.3982950353153e-09
1840,2.420481626241866e-08,0.0
1841,2.118780972892864e-08,0.0
1842,1.542901006956754e-08,0.0
1843,1.6539350389255247e-08,0.0
1844,9.879410234336916e-09,0.0
1845,1.060243309813913e-08,1.674068439427856e-09
1846,1.6978053185567887e-08,5.854501328173001e-10
1847,1.7258315665458213e-08,5.393223645455691e-10
1848,1.3676876908785829e-08,0.0
1849,9.217356433666168e-09,0.0
1850,1.4935791270431764e-08,0.0
1851,2.0638204034639784e-08,6.449438760824933e-10
1852,1.6927417911816178e-08,0.0
1853,1.3138250265498641e-08,1.7915795513800958e-09
1854,8.313063126763609e-09,5.195664454227256e-10
1855,1.6982198758341838e-08,5.306937111981824e-10
1856,1.6049286344355096e-08,0.0
1857,1.8061582895967376e-08,4.881509085841174e-10
1858,1.908533653338651e-08,4.893676019968041e-10
1859,1.6804171831807935e-08,5.092173349652285e-10
1860,1.1900678165144285e-08,1.373155145145688e-09
1861,1.0375120096384194e-08,3.772770984511453e-09
1862,1.6716550060857926e-08,1.8071945051545413e-09
1863,1.598278720482682e-08,3.496234635136375e-09
1864,2.157627665422268e-08,2.8768367688059016e-09
1865,1.3649848362717876e-08,0.0
1866,1.3623716654809215e-08,0.0
1867,1.2132028714972876e-08,9.7056229719783e-10
1868,2.222943340512984e-08,0.0
1869,9.278686374791789e-09,1.4650557433881772e-09
1870,2.2936195609446486e-08,0.0
1871,4.248470908407853e-09,2.1242354542039266e-09
1872,1.874675159552197e-08,0.0
1873,1.197200905078688e-08,5.986004469882289e-10
1874,4.779687479139483e-09,5.974609251779839e-09
1875,9.15444320348513e-09,0.0
1876,2.237025387152869e-08,1.813804439976252e-09
1877,8.040260901509555e-09,1.8554447978047506e-09
1878,5.4351798062235446e-09,1.2078177347163432e-09
1879,3.6655952717623563e-09,6.10932526790009e-10
1880,1.6686400705623328e-08,0.0
1881,8.367008974552448e-09,0.0
1882,4.658769592325029e-09,6.655385131892899e-10
1883,1.2006744043446815e-08,6.319338941018771e-10
1884,7.922036360241691e-09,1.3203393933736152e-09
1885,8.379326343899152e-09,1.933690763067375e-09
1886,6.453463929911862e-09,6.453463874400711e-10
1887,5.223139698529167e-09,6.528924623161458e-10
1888,1.1413106015822905e-08,0.0
1889,3.759081934617825e-09,1.2530273485467092e-09
1890,6.554386478008212e-09,1.3108772956016423e-09
1891,3.187110020341777e-09,6.374220040683554e-10
1892,5.014809900671935e-09,6.268512375839919e-10
1893,2.463366621796581e-09,1.2316833108982905e-09
1894,6.93169299736951e-09,1.2603078580752936e-09
1895,3.0093072478365457e-09,6.018614495673091e-10
1896,4.7176231254830725e-09,1.179405795248556e-09
1897,2.913356778044829e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,2.26334195829736e-09
1899,2.7637891975018647e-09,1.1055156790007459e-09
1900,9.34389543516545e-09,3.114631885736685e-09
1901,7.265360812969135e-09,1.676621730339889e-09
1902,3.437198692335386e-09,2.9461704187383475e-09
1903,5.940242298052567e-09,4.320176216765503e-09
1904,3.7622376325430196e-09,2.1498500757388683e-09
1905,8.257214578755168e-09,2.0643036169332163e-09
1906,4.629766070518571e-09,2.0576738091193647e-09
1907,7.714265004565846e-09,2.057137349353866e-09
1908,9.331639017062798e-09,1.4734167219643268e-09
1909,3.300590190047359e-09,4.400786846048277e-09
1910,5.3441505665219324e-09,1.6032452032632705e-09
1911,6.3844490805209375e-09,1.0640748282497725e-09
1912,2.6047105583515417e-09,1.0418842455450772e-09
1913,6.8938866282231e-09,4.242391771214216e-09
1914,5.3573948055607445e-09,2.678697486047099e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,1.6481192854911342e-08,4.394984820521586e-09
1917,3.2899273305631027e-09,1.0966424435210342e-09
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,6.4454939163738345e-09,6.4454939163738345e-09
1920,1.438724073210551e-08,1.514446346106979e-09
1921,3.7863738810983705e-09,7.572747429129834e-10
1922,2.951174138399182e-09,2.951174193910333e-09
1923,1.4862327368803108e-08,0.0
1924,7.734974438733389e-09,2.578324886925998e-09
1925,9.898360131543882e-09,2.1996355847875293e-09
1926,4.458455493683289e-09,3.343841648018042e-09
1927,1.1149224765638621e-08,4.4596899506643695e-09
1928,1.1426041335305115e-08,3.4278122562625413e-09
1929,8.912325100141061e-09,0.0
1930,1.57554050916886e-08,1.0503603542488804e-09
1931,7.983749661377715e-09,0.0
1932,4.383814644626227e-09,4.383814644626227e-09
1933,1.2617728861741284e-08,6.882397318719313e-09
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,0.0,1.196828414151696e-09
1936,8.487300195980652e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,1.070583532936098e-08
1940,1.2678914584896006e-08,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,7.610321706152945e-09,0.0
1949,1.178041031391075e-08,0.0
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,5.272401959466322e-09,3.1634410646574906e-09
1953,4.30953106533849e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,0.0
1956,6.976913047296307e-09,1.2209598665435806e-08
1957,5.30102267637389e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,3.8753740216890264e-09,7.750747821333448e-10
1960,2.076250060767393e-09,0.0
1961,2.779263652552544e-09,0.0
1962,5.0735651235811474e-09,0.0
1963,4.526237051827309e-09,0.0
1964,5.475571440705096e-09,6.083968329129164e-10
1965,4.377634699181954e-09,0.0
1966,4.431259914561281e-09,0.0
1967,1.5284039922569548e-08,0.0
1968,8.084548419606818e-09,0.0
1969,3.6334061870313406e-09,0.0
1970,3.678980065036086e-09,0.0
1971,3.083038491169532e-09,1.0276794970565106e-09
1972,3.0780880622138795e-09,1.0260293725750103e-09
1973,6.064524160631635e-09,0.0
1974,2.8127858375803783e-09,5.625571675160757e-10
1975,4.569184142155791e-09,0.0
1976,5.1421741309454205e-09,0.0
1977,6.464459911814657e-09,5.876781838942691e-10
1978,7.72276864680066e-09,5.940591352171509e-10
1979,4.0963813452421505e-09,5.851973350345929e-10
1980,4.548120602354544e-09,5.685150683554241e-10
1981,1.012087935681194e-08,6.325549528618524e-10
1982,2.483000915987077e-09,6.207502289967692e-10
1983,5.0522529493335355e-09,6.315316047889041e-10
1984,5.799008662155103e-09,0.0
1985,3.609334831011779e-09,0.0
1986,1.138952232526691e-08,0.0
1987,3.666490056009053e-09,0.0
1988,2.398621523624911e-09,0.0
1989,4.939309961038418e-09,0.0
1990,5.44865097484859e-09,0.0
1991,6.447611611282156e-09,1.1722930404189924e-09
1992,9.366905195928865e-09,5.509944167592096e-10
1993,8.308811250135051e-09,0.0
1994,9.49486766987917e-09,0.0
1995,3.79571546416102e-09,5.422450821690461e-10
1996,4.270473752399084e-09,5.338092190498855e-10
1997,7.1923417221952946e-09,9.58978896292706e-10
1998,1.144350969539687e-08,4.768129224785866e-10
1999,1.3253583619476927e-08,4.570201161957499e-10
2000,1.1045078296412214e-08,2.2090156370779823e-09
2001,1.0514907861081113e-08,8.762423564512289e-10
2002,1.4019908567419748e-08,8.76244299341522e-10
2003,7.500461418619153e-09,8.333845835650777e-10
2004,1.0131019634318505e-08,3.523833003171717e-09
2005,1.2160123907811737e-08,0.0
2006,9.882935525507008e-09,0.0
2007,1.3980678170710803e-08,3.994479469415779e-10
2008,1.3623807137985722e-08,0.0
2009,6.675469510497578e-09,9.53638501499654e-10
2010,4.723793189942427e-09,0.0
2011,4.206369030868018e-09,0.0
2012,4.7659537427691134e-09,0.0
2013,3.62586255464592e-09,0.0
2014,4.763979266630969e-09,0.0
2015,3.768178130636457e-09,0.0
2016,3.72841224560716e-09,2.0713400439298368e-10
2017,2.264050197320344e-09,5.031222660711876e-10
2018,5.421079973810805e-09,0.0
2019,3.3162841917011576e-09,2.55098775436835e-10
