year,ton_DET arrêt_NOUN,ton_DET jarret_NOUN
1800,4.4018303668735825e-08,0.0
1801,1.1667795019043581e-07,0.0
1802,7.608656460433849e-08,0.0
1803,1.1116933507082649e-07,0.0
1804,6.426812149129546e-08,0.0
1805,9.381496113292087e-08,0.0
1806,1.06621760309622e-07,0.0
1807,7.971474502710407e-08,0.0
1808,8.157866204783204e-08,0.0
1809,5.6475762733043666e-08,0.0
1810,8.190443967492911e-08,0.0
1811,3.008492122091866e-08,0.0
1812,1.600324850414836e-08,0.0
1813,7.476927965655022e-08,0.0
1814,7.552024783308298e-08,0.0
1815,5.933891955578474e-08,0.0
1816,5.5622493277951435e-08,0.0
1817,1.198792531909021e-07,0.0
1818,6.199012125840397e-08,0.0
1819,5.3825458756762146e-08,0.0
1820,1.1391821885808895e-07,0.0
1821,8.579494603644378e-08,0.0
1822,1.31335568198665e-07,0.0
1823,7.609668850605544e-08,0.0
1824,5.4737231636181605e-08,0.0
1825,8.277116148036612e-08,0.0
1826,6.694067966606099e-08,0.0
1827,3.7790819362726324e-08,0.0
1828,1.7427372434042354e-08,0.0
1829,5.058173935257315e-08,0.0
1830,6.679574671153432e-08,0.0
1831,8.575163157331644e-08,0.0
1832,7.03558398207349e-08,0.0
1833,5.09679658478035e-08,0.0
1834,7.841005733588702e-08,9.334530925997342e-10
1835,4.61348363955949e-08,0.0
1836,5.712637685117983e-08,0.0
1837,4.5922080804672305e-08,1.3915781860163179e-09
1838,4.6709998313687606e-08,1.2624323808552163e-09
1839,3.8453113138103845e-08,0.0
1840,3.9492068282243054e-08,0.0
1841,4.173356682457552e-08,0.0
1842,5.0311987020990045e-08,4.695785538189057e-09
1843,4.371114231682682e-08,0.0
1844,3.402907916560949e-08,1.6465684371524958e-09
1845,3.627148004170522e-08,0.0
1846,4.6836011513562426e-08,0.0
1847,2.9662730050006303e-08,0.0
1848,5.3098462737821706e-08,0.0
1849,3.4355600142532694e-08,0.0
1850,2.2403686017469226e-08,0.0
1851,2.3217978650791338e-08,0.0
1852,4.817803445078539e-08,1.3021090872200602e-09
1853,3.941475057445132e-08,5.971931837933653e-10
1854,4.052618152172727e-08,5.195664454227256e-10
1855,4.617035287424187e-08,0.0
1856,3.3134010535285086e-08,2.0708756931497874e-09
1857,4.442173301422159e-08,4.881509085841174e-10
1858,4.502182093801821e-08,0.0
1859,2.5970084749360467e-08,0.0
1860,5.355305221499407e-08,0.0
1861,4.527325314640507e-08,0.0
1862,3.298129991335941e-08,4.517986262886353e-10
1863,4.345320281373688e-08,1.4983863039219614e-09
1864,4.507044337742627e-08,9.589455896019672e-10
1865,2.58876440284439e-08,4.706844358715045e-10
1866,2.432806489593986e-08,1.9462451650298362e-09
1867,3.202855403117155e-08,3.396968040192405e-09
1868,2.865126935702733e-08,0.0
1869,3.906815326804036e-08,9.767038289254515e-10
1870,2.4656408914580652e-08,0.0
1871,1.274541272522356e-08,0.0
1872,2.1770421798628092e-08,0.0
1873,2.573981916498269e-08,0.0
1874,2.6885741633009275e-08,0.0
1875,1.3731664694205392e-08,0.0
1876,2.478866090172005e-08,6.04601479992084e-10
1877,3.958282235316801e-08,0.0
1878,3.442280660514996e-08,1.8117265465633636e-09
1879,2.077170613290491e-08,0.0
1880,3.0805662909472176e-08,6.417846254436199e-10
1881,2.0917522824959178e-08,0.0
1882,2.1297232422057277e-08,6.655385131892899e-10
1883,2.338155447034751e-08,0.0
1884,9.902545450302114e-09,2.6406787867472303e-09
1885,1.2246707647989297e-08,0.0
1886,1.871504551331782e-08,0.0
1887,1.0446279397058333e-08,0.0
1888,1.5851536971922542e-08,5.07249175996094e-09
1889,1.5662842023367318e-08,6.265136742733546e-10
1890,1.8352282804556808e-08,2.6217545912032847e-09
1891,1.5935549768641977e-08,0.0
1892,2.005923960268774e-08,6.268512375839919e-10
1893,1.970693308539495e-08,6.158416554491453e-10
1894,1.071261657159539e-08,6.9316934414587195e-09
1895,3.611168608586013e-08,6.018614495673091e-10
1896,8.255840455717589e-09,0.0
1897,1.1070755867592652e-08,5.826713556089658e-10
1898,1.4711722728932841e-08,0.0
1899,1.326618814800895e-08,0.0
1900,1.349673794948103e-08,1.038210628578895e-09
1901,1.117747761014698e-08,5.588738916095792e-10
1902,5.401312397346203e-09,0.0
1903,1.0260418736862675e-08,5.400220270956879e-10
1904,1.5586412160928376e-08,5.374625189347171e-10
1905,1.1353670004154992e-08,0.0
1906,1.0802787109298606e-08,0.0
1907,1.5942815068115124e-08,1.028568674676933e-09
1908,1.5716445034286153e-08,9.822778146428846e-10
1909,1.1552065082298668e-08,0.0
1910,1.4429207162436342e-08,5.344150677544235e-10
1911,6.916486494645824e-09,1.0640748282497725e-09
1912,1.146072631241779e-08,0.0
1913,1.1666577037772186e-08,5.30298971401777e-10
1914,8.705766774141921e-09,0.0
1915,1.0602685396321476e-08,8.246533234057551e-09
1916,9.888715624128963e-09,0.0
1917,1.3159709433274713e-08,0.0
1918,1.8378202071289707e-08,2.2972752589112133e-09
1919,1.3811772170413406e-08,9.207848372660976e-10
1920,6.815008557481406e-09,7.572231730534895e-10
1921,1.060184651180407e-08,7.572747429129834e-10
1922,8.853522359686394e-09,7.377935484775833e-10
1923,1.0615948120573648e-08,0.0
1924,5.156649773851996e-09,0.0
1925,1.7597084678300234e-08,0.0
1926,2.452150482668003e-08,0.0
1927,1.4493992006592293e-08,1.1149224876660924e-09
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,2.562293510699476e-08,0.0
1930,5.251801771244402e-09,0.0
1931,1.0264820993199919e-08,0.0
1932,1.3151443600811774e-08,0.0
1933,6.882397318719313e-09,0.0
1934,1.1981580172459871e-08,0.0
1935,7.180970484910176e-09,0.0
1936,7.274828739411987e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,1.070583532936098e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.742803235060819e-08,0.0
1946,6.960552134671616e-09,0.0
1947,1.549713246618012e-08,5.960435700558264e-09
1948,6.523132700664291e-09,2.174377566888097e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,1.701657836861159e-08,3.190608444114673e-09
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,1.581720565635436e-08,0.0
1953,1.0773827385790469e-09,0.0
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,1.407841132561316e-08,9.385607846468247e-10
1956,1.0465370126055973e-08,2.616342476002842e-09
1957,1.325255621908994e-08,1.7670075402875796e-09
1958,9.099467956907858e-09,0.0
1959,1.8601795659378695e-08,0.0
1960,1.7302083321624195e-08,1.3841666701708277e-09
1961,1.250668635321972e-08,0.0
1962,1.9660065575521912e-08,0.0
1963,5.819447923549603e-09,1.2932106496776896e-09
1964,1.2776333768727e-08,0.0
1965,1.6963333848707407e-08,2.73602163147757e-09
1966,1.38476865529924e-08,1.6617224263271169e-09
1967,1.6763140875397653e-08,2.9582012395223956e-09
1968,1.886394726535734e-08,4.4914158503495116e-10
1969,1.2262746373892242e-08,9.083515606356229e-10
1970,8.277705021431103e-09,4.5987250119061684e-10
1971,8.221436087474387e-09,0.0
1972,8.721249666887587e-09,1.0260293725750103e-09
1973,3.859242703185828e-09,1.6539611902288698e-09
1974,7.875800511758513e-09,1.1251143350321513e-09
1975,6.8537762132336866e-09,0.0
1976,8.570290255249802e-09,0.0
1977,2.3507127355770763e-09,5.876781838942691e-10
1978,2.9702956760857546e-09,0.0
1979,8.192762579461998e-09,4.681578680276743e-09
1980,7.95921106799824e-09,0.0
1981,5.0604397339171214e-09,1.8976649140967083e-09
1982,9.311253101884631e-09,6.207502289967692e-10
1983,5.052252727288931e-09,3.78918940668882e-09
1984,8.69851302098823e-09,5.799008495621649e-10
1985,9.023337299574052e-09,0.0
1986,1.1389522269755759e-08,0.0
1987,1.1610551631235921e-08,6.110816852533674e-10
1988,4.197587610832443e-09,0.0
1989,9.329808037250586e-09,0.0
1990,1.035243724079038e-08,0.0
1991,7.033758464558559e-09,5.861465202094962e-10
1992,8.815910279569295e-09,0.0
1993,5.539207315052863e-09,0.0
1994,6.329912094482637e-09,0.0
1995,1.4640617607142303e-08,5.422450821690461e-10
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,1.1028257529410723e-08,0.0
1998,1.0489884183506604e-08,4.768129224785866e-10
1999,7.3123217758652714e-09,4.570201161957499e-10
2000,9.277866475088103e-09,4.4180314962005696e-10
2001,1.1829271784336015e-08,0.0
2002,3.504977197366088e-09,3.066854992184176e-09
2003,8.333845447072719e-09,8.333845835650777e-10
2004,9.690540814233373e-09,4.404791253964646e-10
2005,1.4862373776125537e-08,4.5037495954858286e-10
2006,9.471146866779634e-09,4.1178899179428186e-10
2007,9.586750421286538e-09,0.0
2008,1.1069342858993636e-08,0.0
2009,1.8119131084404216e-08,0.0
2010,2.0784689080954877e-08,0.0
2011,2.2943832583832702e-08,3.82397197240536e-10
2012,3.6765931077376024e-08,6.808505426114664e-10
2013,5.2714464127134875e-08,1.1156500168141292e-09
2014,4.742324899442707e-08,4.330890368553497e-10
2015,4.721305446597768e-08,2.438232948875907e-09
2016,4.867649150419595e-08,1.0356699942093428e-09
2017,4.528100322476192e-08,0.0
2018,6.247149753058068e-08,1.290733298020541e-09
2019,6.224410414867876e-08,1.53059265262101e-09
