year,voulons_VERB être_VERB,voulons_VERB etre_VERB,voulons_VERB naître_VERB
1860,4.622955884769908e-07,1.8308735638683515e-09,1.373155145145688e-09
1861,4.1641959569460596e-07,4.715963730639317e-10,1.8863854922557266e-09
1862,3.8809503166703507e-07,4.517986429419807e-09,0.0
1863,4.1505299464006384e-07,9.989241656072068e-10,0.0
1864,4.679654352912621e-07,1.4384183844029508e-09,9.589455896019672e-10
1865,3.826664567441185e-07,0.0,0.0
1866,4.2525456933617534e-07,1.9462451650298362e-09,0.0
1867,4.0472448858963617e-07,5.338092634588065e-09,0.0
1868,3.7049056800242397e-07,1.4819622196071691e-09,0.0
1869,3.9263494500119123e-07,4.395167341186834e-09,0.0
1870,5.401473686106328e-07,2.8670243956696595e-09,0.0
1871,5.576118269345898e-07,2.1242354542039266e-09,0.0
1872,5.394226718635764e-07,1.2094678591978436e-09,0.0
1873,3.8789309542153205e-07,6.584604861359367e-09,0.0
1874,3.064974407607224e-07,1.1949218281515073e-09,1.7923826867161097e-09
1875,3.4271948834430077e-07,5.149374260327022e-09,0.0
1876,3.397860268705699e-07,6.04601479992084e-09,0.0
1877,3.2841373354131065e-07,1.8554447978047506e-09,0.0
1878,2.3129709347813332e-07,1.8117265465633636e-09,0.0
1879,3.3906755447787873e-07,1.832797580370027e-09,0.0
1880,2.7532561830412305e-07,3.8507077526617195e-09,0.0
1881,2.984233162806049e-07,2.091752326904839e-09,6.972507571312292e-10
1882,3.008234159551648e-07,0.0,0.0
1883,2.812105890370731e-07,1.2638677882037541e-09,0.0
1884,3.1226025498654053e-07,0.0,0.0
1885,2.8683078312496946e-07,1.933690763067375e-09,0.0
1886,3.0008607154741185e-07,0.0,0.0
1887,3.0947103368816897e-07,0.0,0.0
1888,2.980088993354002e-07,0.0,0.0
1889,3.2077500122795755e-07,0.0,6.265136742733546e-10
1890,3.067452780669555e-07,0.0,0.0
1891,2.9448895588757296e-07,6.374220040683554e-10,0.0
1892,3.0464968858723296e-07,1.8805537127519756e-09,0.0
1893,2.826713227932487e-07,1.2316833108982905e-09,0.0
1894,2.318966494385677e-07,0.0,0.0
1895,2.696339151952998e-07,6.018614495673091e-10,0.0
1896,2.924926434388908e-07,5.89702897624278e-10,0.0
1897,2.9774506060675776e-07,0.0,0.0
1898,3.112095328106079e-07,0.0,5.6583548957434e-10
1899,3.4215710797980137e-07,1.1055156790007459e-09,0.0
1900,3.0575301934732124e-07,5.191053142894475e-10,0.0
1901,2.738482010045118e-07,0.0,0.0
1902,2.877426368286251e-07,4.910283846193408e-10,0.0
1903,4.0501652165403357e-07,5.400220270956879e-10,0.0
1904,2.8646752525673946e-07,0.0,0.0
1905,3.256438958487706e-07,1.0321518084666081e-09,5.160759042333041e-10
1906,2.968194507957378e-07,0.0,0.0
1907,3.070277614369843e-07,5.142843373384665e-10,0.0
1908,3.428149568662775e-07,4.911389073214423e-10,0.0
1909,3.0200399692148494e-07,0.0,0.0
1910,3.5912691487283155e-07,0.0,0.0
1911,3.229467040455347e-07,0.0,0.0
1912,3.1412810130859725e-07,5.209421227725386e-10,2.6047106693738442e-09
1913,3.5105790630041156e-07,0.0,0.0
1914,3.1608630024493323e-07,6.696743715117748e-10,0.0
1915,5.042165867052972e-07,0.0,0.0
1916,4.449922244020854e-07,0.0,0.0
1917,5.220018124418857e-07,0.0,0.0
1918,5.651297101394448e-07,1.1486376294556067e-09,0.0
1919,4.41976709453229e-07,9.207848372660976e-10,0.0
1920,4.096577299605997e-07,1.514446346106979e-09,0.0
1921,2.7943437430622e-07,0.0,0.0
1922,3.475007588349399e-07,7.377935484775833e-10,0.0
1923,3.651886117950198e-07,1.0615948120573648e-09,0.0
1924,3.300255855265277e-07,0.0,0.0
1925,3.255460683249112e-07,1.0998177923937646e-09,0.0
1926,3.1097727060114266e-07,0.0,0.0
1927,2.6535155939200195e-07,0.0,0.0
1928,2.867936359507439e-07,0.0,0.0
1929,2.7182591111341026e-07,1.1140406375176326e-09,0.0
1930,2.814965682773618e-07,0.0,0.0
1931,2.760096435849846e-07,0.0,0.0
1932,2.575491180323297e-07,3.287861094491973e-09,0.0
1933,2.3400150439556455e-07,2.2941324395731044e-09,2.2941324395731044e-09
1934,2.2165923496686446e-07,1.1981580172459871e-09,0.0
1935,2.2261008325585863e-07,0.0,0.0
1936,2.364319300340867e-07,2.424942913137329e-09,0.0
1937,2.291583456326407e-07,0.0,0.0
1938,3.3320600323349936e-07,1.2965214457594243e-09,0.0
1939,2.24822542804759e-07,0.0,0.0
1940,2.510425076707179e-07,0.0,0.0
1941,3.364712881648302e-07,5.9030051957620344e-09,0.0
1942,3.064553766307654e-07,0.0,0.0
1943,2.1193616817072325e-07,0.0,0.0
1944,3.438109104081377e-07,3.2131861615880553e-09,0.0
1945,3.6381018730935466e-07,2.178504043826024e-09,0.0
1946,4.4686746036859404e-07,1.3921104269343232e-09,0.0
1947,4.005412677088316e-07,0.0,0.0
1948,3.7508013406295504e-07,5.435944139264848e-09,0.0
1949,3.357416744620423e-07,9.817008317369869e-10,0.0
1950,3.148066980429576e-07,0.0,0.0
1951,2.569397850038513e-07,1.0661401761424827e-09,0.0
1952,2.425304899134062e-07,1.0544803918932644e-09,0.0
1953,2.6395878194307443e-07,2.1547654771580937e-09,0.0
1954,2.775400389509741e-07,0.0,0.0
1955,2.796911076075048e-07,0.0,0.0
1956,2.598900152861461e-07,8.72114158667614e-10,0.0
1957,2.703521602143155e-07,1.7670075402875796e-09,0.0
1958,2.911829710683378e-07,5.790570245522986e-09,0.0
1959,2.7747677222578204e-07,0.0,0.0
1960,3.4050501085403084e-07,6.920833350854139e-10,0.0
1961,3.230894094485848e-07,2.08444772553662e-09,0.0
1962,2.8982739763705467e-07,2.5367825617905737e-09,0.0
1963,3.045511220989283e-07,0.0,0.0
1964,3.261006895627361e-07,6.083968329129164e-10,0.0
1965,3.3051142622753105e-07,5.472043373977442e-10,3.830430195250756e-09
1966,3.207124166237918e-07,0.0,0.0
1967,3.5744932347370195e-07,0.0,0.0
1968,3.220345092813659e-07,1.3474247273492779e-09,0.0
1969,3.8832030213598046e-07,9.083515606356229e-10,0.0
1970,3.5364195127840503e-07,4.5987250119061684e-10,0.0
1971,3.221775273232197e-07,5.138397485282553e-10,0.0
1972,2.960094604986807e-07,1.0260293725750103e-09,0.0
1973,3.27484315221227e-07,5.513203782392395e-10,1.102640756478479e-09
1974,3.1896991004032316e-07,0.0,1.1251143350321513e-09
1975,2.770067908386409e-07,1.1422960355389478e-09,0.0
1976,3.3024184631358366e-07,2.856763492431469e-09,0.0
1977,3.0676801543449983e-07,1.1753563677885381e-09,0.0
1978,2.9940579793219513e-07,1.7821774056514528e-09,0.0
1979,3.201029414867662e-07,2.3407893401383717e-09,0.0
1980,3.189369408573839e-07,1.1370301367108482e-09,0.0
1981,3.1374725040222984e-07,2.5302198114474095e-09,0.0
1982,3.116166169547796e-07,2.483000915987077e-09,6.207502289967692e-10
1983,3.088189544087072e-07,0.0,0.0
1984,2.853112164302729e-07,1.1598016991243298e-09,0.0
1985,2.8694211096080835e-07,0.0,0.0
1986,3.225033253784204e-07,0.0,5.994485463567401e-10
1987,2.6704270794652984e-07,2.4443267410134695e-09,0.0
1988,3.034256224054843e-07,5.996553809062277e-10,0.0
1989,3.8471736729661643e-07,5.488122178931576e-10,0.0
1990,3.307331155610882e-07,5.44865097484859e-10,0.0
1991,3.598939599669393e-07,5.861465202094962e-10,0.0
1992,2.93129033934747e-07,0.0,0.0
1993,3.002250537065265e-07,5.539207426075166e-10,0.0
1994,4.066968415372685e-07,1.0549853213248639e-09,0.0
1995,3.313117531433818e-07,5.422450821690461e-10,0.0
1996,3.4323932140978286e-07,5.338092190498855e-10,0.0
1997,3.5290423738842946e-07,0.0,0.0
1998,3.1755740792505094e-07,0.0,0.0
1999,3.3133957799691416e-07,4.570201161957499e-10,0.0
2000,3.123548140138155e-07,0.0,0.0
2001,3.294671273579297e-07,0.0,0.0
2002,3.469927492005809e-07,4.38122149670761e-10,0.0
2003,3.091856797254877e-07,8.333845835650777e-10,0.0
2004,3.39168934715417e-07,1.3214374039449694e-09,0.0
2005,3.1481209816774935e-07,5.854874363109275e-09,4.5037495954858286e-10
2006,3.269604462730058e-07,4.1178899179428186e-10,0.0
2007,3.2475116995556164e-07,3.994479469415779e-10,0.0
2008,2.9759502240267466e-07,8.514879357157668e-10,0.0
2009,3.4140259685955243e-07,0.0,4.76819250749827e-10
2010,3.1554938573208346e-07,0.0,4.723793023408973e-10
2011,3.598357523060258e-07,3.82397197240536e-10,0.0
2012,3.278295253039687e-07,0.0,0.0
2013,3.179602572345175e-07,0.0,0.0
2014,3.559991910151439e-07,0.0,2.1654451842767486e-10
2015,3.23620014341941e-07,0.0,2.2165753954528356e-10
2016,3.894119231517834e-07,2.0713400439298368e-10,2.0713400439298368e-10
2017,3.7407139075185114e-07,0.0,5.031222660711876e-10
2018,4.032251013086352e-07,0.0,5.162933414126769e-10
2019,3.6504636113932065e-07,2.55098775436835e-10,2.55098775436835e-10
