year,des_DET îles_NOUN,des_DET iles_NOUN,des_DET villes_NOUN
1839,3.2293624769863527e-06,6.35525085890265e-07,6.581075595590846e-06
1840,2.58800446317764e-06,4.4396729736995155e-07,7.047423551398424e-06
1841,2.5855549381503806e-06,4.6741593262566994e-07,5.655219197819861e-06
1842,2.2029942954304715e-06,4.04508388118785e-07,6.300402560555085e-06
1843,2.3285042587417593e-06,5.079943405927878e-07,6.1804010584864955e-06
1844,2.1240732266392115e-06,4.544528633410039e-07,6.34861901005479e-06
1845,2.0674743694826248e-06,4.871539065476327e-07,6.07519434936421e-06
1846,2.0279992938299074e-06,4.1391324367978655e-07,6.517816530049458e-06
1847,2.1540535648512105e-06,4.185141433410422e-07,6.108904642587731e-06
1848,2.411152955517082e-06,4.030656070574956e-07,5.919673910170786e-06
1849,2.295121817041945e-06,5.354446133143398e-07,5.206130552437571e-06
1850,1.5682581384623973e-06,4.1684435014843757e-07,6.0150502605438305e-06
1851,2.211512644123559e-06,3.766472331800941e-07,6.105038821146991e-06
1852,1.8489949233924108e-06,4.186280719853386e-07,5.438258654066885e-06
1853,2.103314322710048e-06,3.744401331218228e-07,5.826216778359594e-06
1854,1.977989530388413e-06,3.0134853934438155e-07,5.179558080214974e-06
1855,2.1609847493664347e-06,3.614024244313896e-07,5.750596884013248e-06
1856,1.815122598003427e-06,3.085604831087885e-07,5.30610127214004e-06
1857,1.916480503183493e-06,3.168099457773188e-07,5.367707558434631e-06
1858,1.6261685544805005e-06,3.205357820279531e-07,5.792154937012128e-06
1859,1.9070189516412483e-06,3.1775161080105363e-07,5.327431580326447e-06
1860,1.92974074053609e-06,3.3321898651461623e-07,5.592403439891314e-06
1861,1.8496009488444543e-06,2.749406818880473e-07,5.493154560554103e-06
1862,1.6147283012912794e-06,2.760489586917103e-07,5.7089272331722896e-06
1863,1.941908625013866e-06,3.2265250871077455e-07,5.34074820279784e-06
1864,1.9097401100509614e-06,3.0350628155151327e-07,5.326463082155897e-06
1865,1.7970732173466786e-06,3.0688625868302566e-07,5.597379114874457e-06
1866,1.7842202169049415e-06,3.561628514892057e-07,4.863180265601841e-06
1867,1.9047284602891068e-06,2.562284500129408e-07,5.09302579132509e-06
1868,1.5456866435670236e-06,2.5390953117820914e-07,4.770436291323676e-06
1869,1.7981117608201203e-06,2.3685068195611336e-07,4.671086202279184e-06
1870,1.856685031498273e-06,2.8899606308030457e-07,4.65490076351216e-06
1871,1.6356613166124134e-06,2.8252331540912223e-07,4.510814164859767e-06
1872,1.7839651214046626e-06,2.64268726568595e-07,4.4466085995509275e-06
1873,1.967001033165161e-06,3.3461764692432894e-07,4.162068904633998e-06
1874,1.794175101821338e-06,3.202390500001151e-07,4.9278575886546605e-06
1875,1.9544736424847997e-06,2.408762899697159e-07,4.663044720132348e-06
1876,2.053831259729577e-06,2.6118783247319755e-07,4.788443618508609e-06
1877,2.1009819697326293e-06,2.6903949634782265e-07,4.420906364543953e-06
1878,2.1952087294607736e-06,3.5147495380805083e-07,4.7020344879911136e-06
1879,2.100996994158777e-06,2.55369798862759e-07,5.047524396672998e-06
1880,1.9612938366719845e-06,2.5928099334215915e-07,4.495059584996852e-06
1881,2.076412741303102e-06,2.398542626735889e-07,4.381523737606585e-06
1882,2.0525207631294506e-06,2.4891141303662323e-07,4.277415925457717e-06
1883,1.8705243363115187e-06,2.8437025501037994e-07,4.608694055718843e-06
1884,2.1878023268584457e-06,2.6208736603194893e-07,4.59940244468271e-06
1885,1.8731017092932234e-06,2.5524716767977296e-07,4.467470290592246e-06
1886,1.581744040635158e-06,4.1302168496404335e-07,4.380611400733869e-06
1887,1.8640080163834227e-06,2.7356194121086475e-07,4.027693549346623e-06
1888,1.6352445477707533e-06,2.6250144835593403e-07,3.910257113659554e-06
1889,1.8526009029073975e-06,2.8381070227290195e-07,4.282847342551577e-06
1890,1.6988970088505084e-06,3.080561583601593e-07,4.03356943934341e-06
1891,1.5922801797074726e-06,3.065999781837192e-07,3.8850870254236725e-06
1892,1.770227939346114e-06,3.3661910570081943e-07,3.765495343088787e-06
1893,1.8315130354551457e-06,3.1469507943970854e-07,3.8896557867929005e-06
1894,1.5457675957009087e-06,2.999532626724033e-07,4.160906257766328e-06
1895,1.5341448502681487e-06,4.02645318642314e-07,3.812190442431529e-06
1896,1.616375641333434e-06,3.0723520905162616e-07,3.94865048747306e-06
1897,1.411230041270528e-06,2.517140242908056e-07,3.6795696303215664e-06
1898,1.446841363161866e-06,3.202628796605822e-07,3.4493330502982644e-06
1899,1.3979245743200863e-06,3.0788611304899405e-07,3.7211657968327927e-06
1900,1.553163144762948e-06,3.457241364301922e-07,3.762994417400023e-06
1901,1.3642111262868184e-06,2.827901864344007e-07,3.502462575966092e-06
1902,1.3547472832442509e-06,2.9265292644797825e-07,3.127359867960422e-06
1903,1.5239421884416515e-06,2.862116745827592e-07,3.6726898287042786e-06
1904,1.3613925169408958e-06,2.977542230553354e-07,3.6391588196238445e-06
1905,1.3242507250765811e-06,3.2203136557384937e-07,3.8003828564114883e-06
1906,1.3400601197588458e-06,3.0042038612343447e-07,3.5165646110613125e-06
1907,1.161768263813201e-06,3.065134617785681e-07,3.4477622534723196e-06
1908,1.2411080341223624e-06,2.7307323913206005e-07,3.6270608063659893e-06
1909,1.2030650715644242e-06,2.3764248185953463e-07,3.658704109454902e-06
1910,1.3173331296911783e-06,2.2071342020701934e-07,3.854201565900439e-06
1911,1.4508660655110361e-06,2.851720566354743e-07,3.967402975035839e-06
1912,1.1231512466736149e-06,2.2660981902067334e-07,3.5059405121273812e-06
1913,1.2711266741405325e-06,2.9007354140908603e-07,3.3180807577082305e-06
1914,1.3996193928278444e-06,3.1273792622243946e-07,3.860672663336118e-06
1915,1.5691975043807815e-06,1.9673872431180683e-07,4.880769537862761e-06
1916,1.265755624757503e-06,2.329341886042613e-07,4.774052115408267e-06
1917,1.3938325480467029e-06,2.7745054276273606e-07,4.5335200127283315e-06
1918,1.2922173802110137e-06,3.779017720972888e-07,4.399282232725454e-06
1919,1.3102768559036804e-06,2.633444605160129e-07,4.0578988205197675e-06
1920,1.230487708170358e-06,2.4685474775409944e-07,3.813375869299307e-06
1921,1.219969558263756e-06,2.764052838277742e-07,3.2100876836693715e-06
1922,1.3088457464505154e-06,2.8036153909560824e-07,3.121604549960466e-06
1923,1.2548050492000584e-06,3.089240911968716e-07,3.446998348977104e-06
1924,1.2208368360688837e-06,2.900615425627251e-07,3.246110935606339e-06
1925,1.6013347021726076e-06,3.6733915020903396e-07,3.3643427244101076e-06
1926,1.3185881364563556e-06,3.421864506192307e-07,3.5935151032617796e-06
1927,1.495111014548911e-06,3.389364319206223e-07,3.5800161413135356e-06
1928,1.496811343315585e-06,3.7934457652877285e-07,3.2815590031987085e-06
1929,1.5050689121665073e-06,3.8322997597539654e-07,3.5638160085227355e-06
1930,1.5524326535398814e-06,3.3821604183970067e-07,3.5449662476594312e-06
1931,1.3925940223202815e-06,3.786578508524485e-07,3.1843754868532415e-06
1932,1.7491420898352317e-06,3.945433156848921e-07,3.2889570107386135e-06
1933,1.373038234220303e-06,3.544434568070187e-07,3.2989624827450825e-06
1934,1.695393535783296e-06,3.1032292646671067e-07,3.758621630822745e-06
1935,1.862264980445616e-06,4.3085821399557744e-07,3.3618910606492136e-06
1936,1.5119518721462555e-06,3.394920011778879e-07,3.297922432921041e-06
1937,1.38502300828236e-06,3.437375163395373e-07,3.575877471462263e-06
1938,1.4054292911680477e-06,3.5265383513394255e-07,3.498014876868183e-06
1939,1.2097594215276786e-06,4.236451891515003e-07,3.2346917038239553e-06
1940,1.4225742646090112e-06,4.6911983586639394e-07,3.618562331553221e-06
1941,1.770901540965042e-06,4.604344150394013e-07,3.5359002055201927e-06
1942,1.6536454232607412e-06,5.582949653692992e-07,3.5318225570790673e-06
1943,1.7564573120409932e-06,4.761305880673916e-07,3.907754603460489e-06
1944,1.619445846756662e-06,3.373845327558911e-07,3.810838691720164e-06
1945,1.6099144630743467e-06,3.899522149630741e-07,3.9953765025302346e-06
1946,1.2765652073198908e-06,2.54756209905338e-07,3.7837560427078643e-06
1947,1.1730136471044261e-06,2.7894838017239465e-07,3.81706291818773e-06
1948,1.3948632187066323e-06,3.098488061681337e-07,3.7834169290817954e-06
1949,1.2713026027455498e-06,3.848267143835571e-07,3.841395297854433e-06
1950,1.4921412692103786e-06,5.200691852724759e-07,3.5192410621220915e-06
1951,1.493662374230098e-06,4.147285166400394e-07,3.4415004961374507e-06
1952,1.545868311580989e-06,3.2688892559473715e-07,3.571524985090946e-06
1953,1.4684727176472734e-06,3.555362915186322e-07,3.468095030711993e-06
1954,1.3388374391354319e-06,3.2933446703076186e-07,3.6050885086069684e-06
1955,1.5730278235537298e-06,3.707314979450871e-07,3.272761460948459e-06
1956,1.372707703950482e-06,4.6047627311196493e-07,3.4326413498320107e-06
1957,1.2952164780699604e-06,2.871387184133489e-07,3.370566858507118e-06
1958,1.3831191036928203e-06,3.1434524905282757e-07,3.7084467976455926e-06
1959,1.3463049235440394e-06,3.325070978554834e-07,3.5436419381085216e-06
1960,1.1121779017742028e-06,2.6022332927366776e-07,3.6901883646578426e-06
1961,1.3660081314981198e-06,2.7375748085090024e-07,3.836773544207972e-06
1962,1.1884826385255565e-06,2.4416532529158985e-07,3.593986761529777e-06
1963,1.1419049812388948e-06,2.508828623737358e-07,4.099477678209951e-06
1964,1.308661566667979e-06,2.579602567109873e-07,3.993516941136477e-06
1965,1.0758037092273298e-06,2.22712167929906e-07,4.0520480268924075e-06
1966,1.4335125637643387e-06,2.9855612926343866e-07,4.360913635537145e-06
1967,1.1556706844828568e-06,2.4207947352250514e-07,4.131128065409939e-06
1968,1.2719689586049299e-06,3.0721284627333034e-07,4.724520152876721e-06
1969,1.2825924038395442e-06,2.4434656620275774e-07,4.642130605247985e-06
1970,1.2136035856258331e-06,3.2742922262407603e-07,4.331079352937195e-06
1971,1.081118849555196e-06,2.0861894356460908e-07,4.291075924811594e-06
1972,1.2645811793277062e-06,2.6317653811780417e-07,4.319583496226187e-06
1973,1.2514972773658428e-06,2.475428494408405e-07,4.115055162401404e-06
1974,1.2860056557428834e-06,2.4640003593034976e-07,4.434075734138787e-06
1975,1.1354422397857888e-06,2.890008938827293e-07,4.233348889215449e-06
1976,1.1649880846675842e-06,2.2796971899108343e-07,4.085171653400721e-06
1977,1.1706548903589464e-06,2.8796230316929794e-07,4.414638553384975e-06
1978,1.2433657907706674e-06,2.156434619760006e-07,4.397225808361327e-06
1979,1.0492588060628805e-06,2.0013748391889408e-07,3.854109607459577e-06
1980,1.268357106454232e-06,2.109190956334217e-07,3.958001869364125e-06
1981,1.1879381478507867e-06,2.2329190269010368e-07,3.90602683353336e-06
1982,1.387376752148839e-06,2.278153385937287e-07,4.1819941856147125e-06
1983,1.2359073888745797e-06,1.9766939629572988e-07,4.096113883633734e-06
1984,1.395241456592089e-06,2.6037547817825413e-07,3.9798594713147395e-06
1985,1.3186102734152882e-06,2.1174764142095626e-07,4.002150831183826e-06
1986,1.359549347768052e-06,1.834312574056085e-07,3.751948469243871e-06
1987,1.3895997241775149e-06,2.352664495441914e-07,3.88647953286636e-06
1988,1.399595639384188e-06,2.422607744412275e-07,4.242561672640477e-06
1989,1.199154738174002e-06,1.7616871561543235e-07,4.420133421945138e-06
1990,1.464052573396657e-06,1.427546527654755e-07,4.382894829291217e-06
1991,1.3334832971167998e-06,1.5591497648514974e-07,4.140539118679953e-06
1992,1.4953988305421717e-06,1.3719761166042233e-07,4.558927670927915e-06
1993,1.3593215584251084e-06,1.4069587184195598e-07,4.839051513272352e-06
1994,1.410515373834187e-06,1.2290579309848226e-07,4.60079083097753e-06
1995,1.446709894992182e-06,1.198361637144707e-07,4.577633177405005e-06
1996,1.4594344008855842e-06,1.0889708468297954e-07,4.788802726807262e-06
1997,1.3862039835998985e-06,9.493891051093328e-08,4.805922841910615e-06
1998,1.287394937321551e-06,1.0728290666950357e-07,4.677534775510139e-06
1999,1.330842536617638e-06,8.409170007550593e-08,4.56197494713706e-06
2000,1.4729716824035677e-06,9.233685660525737e-08,4.858067541135824e-06
2001,1.391472864042953e-06,8.280490079726199e-08,4.493808845040803e-06
2002,1.422582606380729e-06,1.06025561996681e-07,4.671258437838333e-06
2003,1.3554999753750963e-06,7.708807425732545e-08,4.991973625578794e-06
2004,1.3980806912172739e-06,9.998875899475124e-08,4.632078642430315e-06
2005,1.327254963712221e-06,8.467049295024509e-08,4.496093268357981e-06
2006,1.4042005105352473e-06,7.123949535836616e-08,4.652392149750995e-06
2007,1.3225721460230488e-06,6.311277447879071e-08,4.282880951222978e-06
2008,1.494361370646402e-06,6.93962661779679e-08,4.415816277969498e-06
2009,1.4094777327500196e-06,9.011883905785112e-08,4.083480021677133e-06
2010,1.371317090104185e-06,3.30665506087513e-08,3.8574494141130344e-06
2011,1.3609515718826515e-06,4.512286755353756e-08,3.667571519372359e-06
2012,1.445445725778427e-06,2.9276573776382264e-08,3.4900399583648323e-06
2013,1.3340385365268048e-06,3.1238200304262165e-08,3.3129226437722537e-06
2014,1.346906856269925e-06,3.70291119711208e-08,3.517116041962254e-06
2015,1.4698111812094794e-06,4.012001621200856e-08,3.3951285871580694e-06
2016,1.4213535379781206e-06,4.080539783846149e-08,3.365720374404191e-06
2017,1.1996949922377098e-06,2.4904552170523786e-08,3.7573171738358724e-06
2018,1.3361671094003214e-06,1.8586560124322915e-08,3.1994697877735234e-06
2019,1.2946262941682107e-06,2.7550668413311996e-08,3.427507039077682e-06
