year,leurs_DET îles_NOUN,leurs_DET iles_NOUN,leurs_DET villes_NOUN
1831,1.2940701488162176e-07,4.677361831184612e-09,9.541818410951919e-07
1832,1.27181706943702e-07,8.117981842303834e-09,1.158165416015322e-06
1833,4.170106251422112e-07,8.57188530156705e-08,1.3054749103957874e-06
1834,3.145736968690471e-07,1.8669062740173104e-08,1.3721760261375948e-06
1835,2.2840524849243593e-07,1.8907719834260206e-08,1.670686167187796e-06
1836,3.6964125804672676e-07,1.7473950730817478e-08,1.8132584003183183e-06
1837,2.2404408361875738e-07,2.852735292435682e-08,1.7645211300987285e-06
1838,1.3697391310074636e-07,3.09295935529974e-08,2.2218809441199028e-06
1839,1.461218241960438e-07,1.887698375391267e-08,1.6402000575510556e-06
1840,2.1147366169316228e-07,2.1019971874203236e-08,1.8064436666520578e-06
1841,1.9004824025614653e-07,1.9903700465562224e-08,1.2224724148524047e-06
1842,1.6435248717527884e-07,1.609983613093391e-08,1.59992121950836e-06
1843,2.0319774307608895e-07,2.126488007903049e-08,1.4406955983758962e-06
1844,1.2349262523692062e-07,1.8112251365387522e-08,1.3501860394171672e-06
1845,7.700714377278928e-08,8.37034219713928e-09,1.131112234986631e-06
1846,1.3933713205460663e-07,1.8148954339380907e-08,1.2563760183326167e-06
1847,1.1325769655456952e-07,1.5101026207275936e-08,1.1800372838877138e-06
1848,1.0297883790144624e-07,1.850400987990497e-08,1.2156329916024333e-06
1849,7.0387088157986e-08,1.5920887719289567e-08,8.421312145401316e-07
1850,8.486245395289416e-08,1.5614690873633208e-08,1.312991791735385e-06
1851,1.173797865572368e-07,1.9348317170653218e-08,1.1189776110143157e-06
1852,1.0221556356881933e-07,1.4974254503030693e-08,1.077495230816794e-06
1853,1.5646460838070197e-07,1.911018188138769e-08,1.1645266830839773e-06
1854,8.001323226203283e-08,1.091089552041069e-08,9.89774047610581e-07
1855,7.48278168316574e-08,1.2736649068756378e-08,1.0720012824094738e-06
1856,7.455152228885709e-08,1.0354378687793542e-08,9.929848836520705e-07
1857,8.200934997759646e-08,5.369659827891837e-09,1.060263791430316e-06
1858,6.802209451262087e-08,1.125545512348225e-08,1.1671417112779636e-06
1859,1.0744486100833228e-07,1.5785737605966688e-08,8.987685813366397e-07
1860,8.193159151126395e-08,1.052752293673187e-08,9.493079211608801e-07
1861,1.2261505411004237e-07,9.431927516789784e-09,1.0625065982594606e-06
1862,9.442591442088144e-08,1.2650361869148696e-08,9.343195550570726e-07
1863,8.341017121438199e-08,4.994620939058336e-09,8.815506014059338e-07
1864,9.97303416516715e-08,1.1986820425136102e-08,9.445613979863765e-07
1865,8.42525156308227e-08,9.413688717430091e-09,1.0100887735120523e-06
1866,6.519920958680814e-08,1.2164032114903023e-08,1.0159399721487716e-06
1867,6.648351735805136e-08,6.308654931785895e-09,8.671973894536222e-07
1868,6.323038481692578e-08,7.903798504571569e-09,8.264409121494509e-07
1869,7.764795384446188e-08,4.395167230164532e-09,7.911300938800991e-07
1870,7.798306400630395e-08,8.601073187008978e-09,9.07126526783486e-07
1871,5.523012092112367e-08,1.0621177271019633e-09,6.362085080979796e-07
1872,1.2094678414342752e-07,2.1165687758006868e-08,8.030866780472934e-07
1873,9.218447194481172e-08,8.979006427267677e-09,6.961723073573012e-07
1874,9.499628317310993e-08,4.182226565063729e-09,7.569829607589895e-07
1875,9.726596328363257e-08,8.58229043387837e-09,8.050188533559322e-07
1876,1.2212949296319664e-07,1.813804439976252e-09,8.168165912536551e-07
1877,9.215375551541172e-08,8.04026067946495e-09,7.124907757116716e-07
1878,8.937850992651875e-08,6.6429974854287366e-09,7.971597275613362e-07
1879,7.942122692838893e-08,4.887460103297769e-09,9.066238604304999e-07
1880,7.765593856845499e-08,1.9253538763308597e-09,6.700231711675997e-07
1881,1.568814221308834e-07,6.275256814181063e-09,6.644799537269819e-07
1882,9.517200538766701e-08,3.9932310791357395e-09,7.267680288691736e-07
1883,7.456819828277617e-08,2.5277356319186595e-09,6.331977866480543e-07
1884,1.267525835402239e-07,1.1222884843675729e-08,6.931781548757954e-07
1885,9.152802432632612e-08,7.090199150017185e-09,7.270676789516983e-07
1886,6.647067607445933e-08,6.453463874400711e-09,6.27922039697637e-07
1887,7.638842053347972e-08,6.528924623161458e-09,5.112148251384951e-07
1888,6.784457906583441e-08,7.608737417896805e-09,5.85238728589843e-07
1889,9.836264780460624e-08,6.265136742733546e-09,6.985627614142231e-07
1890,6.619930115192574e-08,8.520702587944129e-09,5.538456644416101e-07
1891,6.820415521247014e-08,5.0993759215245404e-09,4.213359456883836e-07
1892,7.208789298829288e-08,8.149066310636499e-09,4.626162146692536e-07
1893,6.774258315411785e-08,1.1700991287000306e-08,5.043743280808144e-07
1894,8.065970380499721e-08,6.9316932194141145e-09,5.116850108066728e-07
1895,5.777869915846168e-08,1.5648397688750038e-08,5.115822130363767e-07
1896,6.781583294923621e-08,5.307326134129653e-09,5.154003055451994e-07
1897,6.642453209693144e-08,1.6314797735006437e-08,4.201060379571686e-07
1898,4.9227688925235213e-08,1.0750874412934763e-08,3.915581543445512e-07
1899,4.9748205555033564e-08,1.2160672469008205e-08,4.941655173951176e-07
1900,7.578937299967947e-08,7.267474289029963e-09,4.511025148978831e-07
1901,6.650599004842661e-08,3.912117352289357e-09,3.923294582541814e-07
1902,7.021706238674597e-08,7.856454153909453e-09,3.648340776152281e-07
1903,7.290297321382866e-08,9.180374016537485e-09,4.546985543640858e-07
1904,8.00819179858081e-08,1.9348650681649815e-08,4.509310613798334e-07
1905,1.0734378719234883e-07,5.1607592088664944e-09,4.3763236767802027e-07
1906,6.893207427083325e-08,1.3374879870298173e-08,3.832417370119856e-07
1907,6.788553319481139e-08,1.337139243773322e-08,3.898275191538403e-07
1908,8.840500242968119e-08,6.3848060172233545e-09,3.8308835037526023e-07
1909,5.721022944271681e-08,3.85068837926994e-09,4.114735805416103e-07
1910,8.924731698112254e-08,9.619471330601925e-09,3.778314656699422e-07
1911,5.373577927070272e-08,7.980561100850991e-09,3.3890783690537774e-07
1912,4.844761869460257e-08,6.772247651554153e-09,4.2144217271555817e-07
1913,4.507541251363989e-08,4.772690687104841e-09,3.8711825656179144e-07
1914,5.089525245693949e-08,6.696743715117748e-09,4.105103856844039e-07
1915,8.835571208010151e-08,1.1780761921542648e-09,6.255584796832636e-07
1916,6.043104150421641e-08,3.2962386153911893e-09,6.021129355104904e-07
1917,4.8252267959014716e-08,3.2899273305631027e-09,5.516111727388306e-07
1918,4.2499593178035866e-08,1.1486376294556067e-09,5.685756310214174e-07
1919,1.1601888871837218e-07,1.0128633542993981e-08,5.497085722172557e-07
1920,7.49650914677602e-08,1.0601124422748853e-08,4.066288461501699e-07
1921,5.831015403856554e-08,2.8019165654313838e-08,3.7030733679443983e-07
1922,5.976127681606158e-08,6.640141769764796e-09,3.5930545116968915e-07
1923,8.492758496458919e-08,4.246379248229459e-09,3.131704762182608e-07
1924,4.769901096324247e-08,1.0313299547703991e-08,3.145556312089681e-07
1925,4.5092530598367375e-08,2.1996355847875293e-09,3.8383641354222675e-07
1926,5.461608021395392e-08,2.229227691330493e-09,4.1463635636063145e-07
1927,7.024011949852138e-08,8.919379901328739e-09,4.571182294910159e-07
1928,5.141718517620575e-08,1.0283436990832229e-08,3.1764395336253415e-07
1929,7.129860279952993e-08,6.684243603061191e-09,4.2110735698486224e-07
1930,5.3568378177715203e-08,1.0503603542488804e-09,3.392663874279833e-07
1931,9.922660559880114e-08,4.5621426636444085e-09,3.375985642151136e-07
1932,8.110057336807586e-08,5.4797684168050864e-09,4.4057336445746387e-07
1933,6.079451253526713e-08,2.2941324395731044e-09,3.2691388085481776e-07
1934,8.866369682891673e-08,1.7972370258689807e-08,4.0737372763999247e-07
1935,8.018750463634206e-08,9.574627313213568e-09,3.4947389782047367e-07
1936,4.849885737456816e-08,6.0623572828433225e-09,3.1766751895645484e-07
1937,6.547381470323188e-08,3.777335333410292e-09,4.029157825158336e-07
1938,5.963998717106733e-08,6.482607117774819e-09,3.2542688099823636e-07
1939,6.270560426457905e-08,3.058810094103137e-09,4.328216292037723e-07
1940,8.114505334333444e-08,7.607348750937604e-09,3.752958734892786e-07
1941,4.132103725851266e-08,0.0,3.7188933577070316e-07
1942,8.799214157306778e-08,6.068423541449874e-09,4.005159630615651e-07
1943,6.67744117777147e-08,2.9032352077962287e-09,4.5290470129799587e-07
1944,1.4780655988033686e-07,1.2852744646352221e-08,5.237493461152098e-07
1945,8.714016530575464e-08,4.357008087652048e-09,5.250194732298041e-07
1946,5.8468636154884734e-08,5.568441707737293e-09,4.914149860368866e-07
1947,5.1259744449083655e-08,3.5762612871081956e-09,4.6968231082189504e-07
1948,5.870819563824625e-08,4.348755133776194e-09,3.283310059387645e-07
1949,6.97007607186606e-08,1.9634016634739737e-09,3.3279657829510256e-07
1950,5.1049734439700956e-08,1.0635361480382244e-09,3.3714095071246675e-07
1951,6.183613110444242e-08,7.462981344019681e-09,3.6142151160767355e-07
1952,6.010538089462614e-08,9.490323416017077e-09,3.6274124681767717e-07
1953,6.572034694229956e-08,3.232148326759443e-09,3.6092320598868355e-07
1954,4.4953667233116335e-08,2.9317608341017376e-09,3.2347095846319007e-07
1955,4.974372203037092e-08,5.631364707880948e-09,3.1347931184200206e-07
1956,6.802490304380626e-08,2.0058625871399727e-08,2.8605344581933423e-07
1957,6.272876618140799e-08,5.301022731885041e-09,2.8360470061272736e-07
1958,4.4670112941957996e-08,9.926692023931594e-09,2.9531907808078017e-07
1959,5.193000929271108e-08,7.750748043378053e-09,3.015041016851683e-07
1960,4.7753748622092473e-08,6.228750071279876e-09,2.484579089689909e-07
1961,5.4195642806842415e-08,4.168895617606694e-09,4.148051075958392e-07
1962,6.405375857498896e-08,3.805173953708163e-09,3.5705214784798045e-07
1963,6.983337241805998e-08,5.1728423766661535e-09,3.7567768984558825e-07
1964,3.954579413933956e-08,2.4335873316516654e-09,3.6077931664380003e-07
1965,5.636204747361262e-08,1.6416130121932326e-09,3.896094931121752e-07
1966,6.591498902253079e-08,2.215629901769489e-09,4.2429313396041834e-07
1967,4.9796391010659136e-08,2.4651677366094304e-09,4.3978592856319665e-07
1968,7.186265094105693e-08,5.838840411165336e-09,4.5138728577143183e-07
1969,5.586361992437894e-08,4.541757803178115e-09,4.1193744193535053e-07
1970,5.472482911272891e-08,4.1388525939822784e-09,3.8169418559164114e-07
1971,4.419021981671989e-08,2.5691987426412766e-09,4.285423438332714e-07
1972,6.771793703563844e-08,2.0520587451500205e-09,3.565452146858661e-07
1973,6.119655893144227e-08,5.513203782392395e-09,3.7269258568173314e-07
1974,6.975708544132431e-08,5.063014563155832e-09,3.6678726633709857e-07
1975,4.5120694736056066e-08,1.1422960355389478e-09,3.432599502417588e-07
1976,6.684826192593363e-08,2.856763492431469e-09,3.445256764322835e-07
1977,5.465407015847745e-08,5.289103821581875e-09,3.2322300880238686e-07
1978,9.089104935355863e-08,4.1584139465200565e-09,3.5821766974919456e-07
1979,6.671249508372057e-08,4.681578680276743e-09,3.5462957725940214e-07
1980,6.992735657185278e-08,4.548120546843393e-09,2.819834802325616e-07
1981,5.566483451957538e-08,5.692994742290125e-09,3.308262348511448e-07
1982,9.559553615368088e-08,5.586752060970923e-09,3.0851286636490727e-07
1983,7.957298464589257e-08,3.789189739755727e-09,2.709270545686593e-07
1984,5.103127370675864e-08,2.319603453759811e-09,2.8125192086392303e-07
1985,8.421781283463048e-08,3.609334831011779e-09,2.8393433426643355e-07
1986,7.31327230996115e-08,2.9972427317837003e-09,2.9013308511238733e-07
1987,7.149655872895622e-08,3.6664902225425067e-09,2.9698569914415884e-07
1988,6.65617461148571e-08,4.797243047249822e-09,2.9023320191612356e-07
1989,6.585746348264365e-08,7.134558943633351e-09,3.2325040244529646e-07
1990,8.71784138212206e-08,8.717841559757744e-09,3.2092553148288516e-07
1991,5.685621273787689e-08,5.2753188484189195e-09,3.4641258173095935e-07
1992,8.37511535678459e-08,2.754972139307199e-09,3.586973740254962e-07
1993,8.641163384837114e-08,1.6617622278225497e-09,3.633719964923898e-07
1994,6.435410421223864e-08,2.1099705871385765e-09,3.623874673674976e-07
1995,6.778063310619586e-08,1.0844901643380922e-09,3.470368490354758e-07
1996,7.473329244334082e-08,1.6014276571496566e-09,3.3523217712883024e-07
1997,9.877482953779548e-08,2.397447240731765e-09,4.1859429700252804e-07
1998,7.819731706604216e-08,2.86087753487152e-09,3.5522561403489306e-07
1999,1.046576068586269e-07,1.3710603763428253e-09,3.477923216088641e-07
2000,9.056964289655411e-08,4.4180314962005696e-10,4.236892241493706e-07
2001,9.77010203850881e-08,2.628727069353687e-09,3.561925216999384e-07
2002,1.0120621585230083e-07,1.314366449012283e-09,3.9474804491845816e-07
2003,9.625592023443375e-08,0.0,4.3544344485724196e-07
2004,8.325055489422084e-08,0.0,3.6824055538176026e-07
2005,7.926599110419374e-08,1.8014998381943315e-09,3.8326908757824185e-07
2006,6.012119618814538e-08,8.235779835885637e-10,3.034884930031012e-07
2007,8.54818594797635e-08,7.988958938831558e-10,3.25550082447279e-07
2008,7.833689091851781e-08,1.7029758436759579e-09,3.090901263824719e-07
2009,7.056924999915282e-08,2.860915504498962e-09,3.476012473413448e-07
2010,5.668551494864005e-08,4.723793023408973e-10,3.183836421172259e-07
2011,7.456745265699283e-08,0.0,3.0362336600475714e-07
2012,8.510631765989984e-08,1.3617010852229328e-09,3.7174438816123256e-07
2013,8.39526650420197e-08,1.3945625210176615e-09,3.3720520686841837e-07
2014,7.644021399189072e-08,8.661780875884872e-10,3.2156862150856114e-07
2015,6.849218237015009e-08,8.866301581811342e-10,3.227333715827285e-07
2016,7.871092322364603e-08,1.2428039986023265e-09,3.711841474185462e-07
2017,5.987154882980406e-08,1.0062445598979508e-09,9.249902754859818e-07
2018,8.286507774402097e-08,2.5814667070633845e-10,2.839613464367119e-07
2019,6.785627537642114e-08,2.55098775436835e-10,3.0407775408747284e-07
