year,quelques_DET îles_NOUN,quelques_DET iles_NOUN,quelques_DET villes_NOUN
1865,2.038063549036906e-07,1.8827377157304426e-08,1.2553154178363002e-06
1866,1.990035638499421e-07,2.6760870741604492e-08,1.1677471007942586e-06
1867,1.9653886518256058e-07,1.1161466417775046e-08,1.231643537380478e-06
1868,2.474876978908469e-07,1.8771521115290568e-08,1.18952171490605e-06
1869,2.14874845916313e-07,1.416220518635214e-08,1.0016097533593893e-06
1870,1.7431507659537715e-07,1.204150290590178e-08,1.24830238235063e-06
1871,1.6250401202455578e-07,1.5931766128574054e-08,1.2543610097281999e-06
1872,1.941195870713841e-07,1.6932549695702903e-08,1.1127104571073687e-06
1873,2.0951015677894702e-07,2.8134221785602875e-08,1.1882219368430924e-06
1874,2.1030623598150555e-07,1.3144140331711185e-08,1.0999255373178585e-06
1875,2.1055219256993496e-07,1.2015206996007777e-08,1.1305737643851899e-06
1876,2.0616910134663158e-07,2.2974855795609983e-08,1.097956271678413e-06
1877,2.4430022849131205e-07,2.5976226503132693e-08,1.0186391961042318e-06
1878,2.2646582742424926e-07,2.1136810302024855e-08,1.2428444051693077e-06
1879,2.2299037194528637e-07,3.8488748299592146e-08,1.1033440898700064e-06
1880,2.304006780917689e-07,2.1820677487127682e-08,1.0756310686588222e-06
1881,1.847714512503984e-07,2.789002989667111e-08,9.378022909345418e-07
1882,2.4292156286520594e-07,1.9966155617723302e-08,1.006294247929418e-06
1883,1.453447899812943e-07,1.5166413291911596e-08,1.0919817547971888e-06
1884,2.627475295113868e-07,2.5086449362277108e-08,1.1546367701953386e-06
1885,1.8176692373472747e-07,1.4180398244523218e-08,1.0789993751814109e-06
1886,1.6649936718238223e-07,2.7104548327994138e-08,1.0770831337936215e-06
1887,2.2002475930094079e-07,1.8280988667296327e-08,8.931568729053652e-07
1888,1.7690314457752265e-07,1.5851536305788727e-08,9.599690358186308e-07
1889,2.3243656777083288e-07,1.691586909435827e-08,1.152785159774794e-06
1890,1.7500212479149013e-07,2.3595791043273806e-08,9.097488344878002e-07
1891,1.6445487993621555e-07,2.740914517573856e-08,9.529458964152582e-07
1892,1.6235446764767403e-07,2.19397926493059e-08,9.095611517295765e-07
1893,1.884475446800593e-07,2.7712874106633478e-08,8.929703838589376e-07
1894,1.4808616999317792e-07,1.2603078136663726e-08,8.576395060799769e-07
1895,1.0953878515351789e-07,9.027921521465032e-09,7.469100609114321e-07
1896,1.4565661321519485e-07,1.2973463803245266e-08,7.418462395492043e-07
1897,1.1012488787542907e-07,1.631479740193953e-08,7.027016799554531e-07
1898,1.069429046429704e-07,1.2448381103702388e-08,6.62027503040008e-07
1899,1.1331536065029013e-07,1.6029977345510815e-08,7.572782436682246e-07
1900,1.6040354555713066e-07,1.609226463195057e-08,7.724286987809137e-07
1901,1.1568689872731852e-07,1.5089595462036698e-08,7.70128199434339e-07
1902,1.0949933315629323e-07,9.329539363278627e-09,6.270432351129784e-07
1903,9.018367830293528e-08,1.674068261792172e-08,7.365900458466967e-07
1904,1.1555443979460733e-07,1.7198800605910947e-08,7.519100506669929e-07
1905,1.4088871669315495e-07,2.270733934217617e-08,7.431493074250284e-07
1906,1.3940739940210278e-07,2.1605575717398295e-08,6.157588749999832e-07
1907,9.617117013860366e-08,8.742833679242779e-09,7.421122845130412e-07
1908,9.03695556164763e-08,2.9468334439286537e-09,7.759994886669119e-07
1909,1.1772104713259068e-07,7.70137675853988e-09,6.881730634233918e-07
1910,9.886679031012591e-08,9.085056262847502e-09,6.974116892877191e-07
1911,1.4631028566469695e-07,1.2236860857939291e-08,8.150813357588049e-07
1912,1.0783502091271657e-07,7.814131675054625e-09,7.715152605669573e-07
1913,1.1878696870581962e-07,1.1666577537372547e-08,7.222672060436253e-07
1914,1.5670380815180351e-07,1.2054139020278853e-08,6.716833915731968e-07
1915,2.002729564409833e-07,1.5314990053916233e-08,6.255584743541931e-07
1916,1.2086208855954794e-07,5.493731025651982e-09,6.515565278419899e-07
1917,1.3159709633114858e-07,1.425635154372884e-08,5.351615293136547e-07
1918,1.1256648591029261e-07,1.72295644418341e-08,5.995888265886151e-07
1919,1.2246438529928128e-07,7.366278753639932e-09,6.169258277566314e-07
1920,1.3175683255539639e-07,9.086678076641874e-09,6.322813543846451e-07
1921,9.46593394779427e-08,9.844571879913389e-09,5.452378175618833e-07
1922,1.1878476202653587e-07,8.853522970309058e-09,4.589075999206216e-07
1923,9.978991410974913e-08,3.1847844361720945e-09,5.159350848771282e-07
1924,6.574728628194748e-08,1.5469949210533684e-08,5.066408474974082e-07
1925,9.458432681519469e-08,7.698724546756353e-09,5.664061859533831e-07
1926,1.0700293184839893e-07,4.458455493683289e-09,5.840576804416742e-07
1927,9.69982549836601e-08,8.919379901328739e-09,4.950255956259753e-07
1928,1.2225863510462176e-07,1.599645738092903e-08,5.335960970853648e-07
1929,8.35530460374656e-08,6.684243825105796e-09,5.336254638166338e-07
1930,1.1974108327095223e-07,7.352522701786768e-09,5.230794783983583e-07
1931,1.0949142303928738e-07,6.843213995466613e-09,5.189437430885846e-07
1932,1.5672137454458834e-07,6.575722188983946e-09,5.293456268873342e-07
1933,1.605892749889648e-07,4.588264879146209e-09,4.943855387296026e-07
1934,1.3778816843057484e-07,5.990790086229936e-09,5.427656049050711e-07
1935,1.1250186737754575e-07,1.0771455727365264e-08,4.464169922613337e-07
1936,1.188222018555507e-07,1.333718602225531e-08,5.274251080322756e-07
1937,1.133200659975131e-07,7.554670999887492e-09,4.6209402881913775e-07
1938,1.4132083359097436e-07,1.8151300351654243e-08,4.887885722837382e-07
1939,1.1164657109929976e-07,6.117620188206274e-09,4.848213848163141e-07
1940,1.4453962449145763e-07,5.0715658339584024e-09,5.756227494657651e-07
1941,1.3576912083479442e-07,0.0,4.574828942338627e-07
1942,1.274368912618229e-07,1.2136847082899749e-08,5.036791517198935e-07
1943,1.219358836124229e-07,5.806470415592457e-09,6.358085080648834e-07
1944,1.7672523355827252e-07,6.4263723231761105e-09,4.72338378187942e-07
1945,1.7645882888217557e-07,8.714016175304096e-09,4.4441481961143836e-07
1946,1.4060314867947454e-07,1.6705325123211878e-08,5.164729657280986e-07
1947,1.3232167361820757e-07,1.0728784083369192e-08,4.89947797888135e-07
1948,1.3372422014157337e-07,9.784698828951832e-09,4.4574740698521964e-07
1949,1.3645641505632966e-07,1.2762110923603132e-08,4.437287817182778e-07
1950,8.61464244383825e-08,4.2541445921528975e-09,4.445581183176728e-07
1951,1.2900295509599147e-07,8.529121409139861e-09,4.5204343024352056e-07
1952,1.402458943422502e-07,7.381362521208246e-09,4.355003930811563e-07
1953,1.3790499675536694e-07,1.1851209791302608e-08,4.0294113645700236e-07
1954,1.3290648670505334e-07,4.886268278880834e-09,4.925358254581624e-07
1955,1.4078412036155896e-07,1.2201290200408721e-08,4.3079939260337596e-07
1956,1.0116524373771085e-07,2.703553869665143e-08,3.6890429555569426e-07
1957,1.1308848402169502e-07,1.4136059989233729e-08,4.011107055390539e-07
1958,1.0340304124056843e-07,8.272243445794913e-09,4.93025723358187e-07
1959,1.2168673713119915e-07,1.0851046838844525e-08,3.735860492071197e-07
1960,7.75133308650311e-08,4.844583401109048e-09,4.228629206792789e-07
1961,9.866386319057341e-08,1.04222386276831e-08,3.995191431016565e-07
1962,1.166919982864556e-07,1.331810839388936e-08,4.3505819924405387e-07
1963,1.1897538321203882e-07,1.2285501060915749e-08,4.3063913857110947e-07
1964,1.2837172902457894e-07,4.8671746077921796e-09,4.994938009872385e-07
1965,9.576076198669625e-08,1.1491291085352628e-08,5.253161869944734e-07
1966,1.235213660244483e-07,1.4401594583546284e-08,4.879924837553062e-07
1967,9.466244543787639e-08,7.395503098805989e-09,5.438160020077021e-07
1968,1.0509912751199835e-07,1.2126822879210408e-08,5.852315076992909e-07
1969,9.67394446771408e-08,5.450109141769133e-09,6.576465239049867e-07
1970,9.887258944907273e-08,9.197450273612517e-09,5.352915923850787e-07
1971,7.964516335334793e-08,9.249115584530898e-09,5.446701401012888e-07
1972,9.490771901710104e-08,3.5911026929902334e-09,5.725243603649233e-07
1973,8.04927766662189e-08,4.961883459664307e-09,4.7303289107958335e-07
1974,1.1701189084334374e-07,1.2376257685353664e-08,5.304914196813115e-07
1975,7.938957535813529e-08,3.998036124386317e-09,5.220292713659092e-07
1976,8.456020017533206e-08,5.713526762818333e-09,4.1537341743946854e-07
1977,7.874887630876515e-08,1.2928920267718524e-08,5.535928284672309e-07
1978,7.188115880296664e-08,1.1881182926387623e-08,5.132671141439005e-07
1979,6.144572095578837e-08,9.363157360553487e-09,4.781062106218315e-07
1980,8.755131919446768e-08,9.096240982664483e-09,4.872174201864254e-07
1981,7.843681104624523e-08,6.3255494731073725e-09,4.3140248884299126e-07
1982,1.2787454561902223e-07,8.069752754913395e-09,4.2645539721775094e-07
1983,7.578379168649008e-08,5.052252727288931e-09,4.76806365057314e-07
1984,7.07479002604039e-08,9.278413815039244e-09,4.0303108583827907e-07
1985,8.602247802969032e-08,9.02333718855175e-09,4.854555477606937e-07
1986,9.351397478596368e-08,5.395036861699509e-09,3.89641549247699e-07
1987,8.371818882579873e-08,8.555143538035992e-09,4.925318517479127e-07
1988,9.47455509603401e-08,4.7972429917386705e-09,4.779253526265848e-07
1989,9.220044971947061e-08,2.7440609784434855e-09,4.7362493660330074e-07
1990,1.1932545884718593e-07,2.7243255429354463e-09,4.7239803180332274e-07
1991,1.0257564131421759e-07,1.7584395606284886e-09,4.0092420761084213e-07
1992,1.1736181337873575e-07,4.95894991736634e-09,4.3418360462510464e-07
1993,8.087242986398735e-08,3.323524566667402e-09,4.4922973430061575e-07
1994,9.653115973229376e-08,3.164956019485743e-09,5.00063048747279e-07
1995,1.0302656683336409e-07,4.880205572987961e-09,4.283736050325615e-07
1996,1.0996470112267787e-07,1.0142375161947825e-08,4.478659363371662e-07
1997,8.34311633113316e-08,3.835915585170824e-09,4.698996534102662e-07
1998,1.0156115137771593e-07,2.8608774238492174e-09,4.6346214865877755e-07
1999,1.0328654598268372e-07,3.1991407856146736e-09,4.76671976556986e-07
2000,1.0249832849140716e-07,3.0926219363180962e-09,4.5770805634504086e-07
2001,9.857726590567495e-08,8.762423564512289e-10,3.96937785751561e-07
2002,7.71094963436525e-08,1.752488598683044e-09,4.1227293756662675e-07
2003,1.0125622829093572e-07,1.2500768753476166e-09,4.3377666969490747e-07
2004,7.664336898471902e-08,1.7619165015858584e-09,4.5677686344447466e-07
2005,8.737274059811284e-08,1.8014998381943315e-09,4.2740582273381733e-07
2006,9.924114885428992e-08,4.1178899179428186e-10,4.031414135852174e-07
2007,8.42835161662947e-08,1.9972397624634652e-09,4.0184464822345944e-07
2008,9.53666501324335e-08,2.1287198115338413e-09,3.8189234352614676e-07
2009,1.010856802707849e-07,9.53638501499654e-10,3.5332307568580745e-07
2010,9.872727235737955e-08,4.723793023408973e-10,3.297207644692435e-07
2011,1.0401203520693514e-07,0.0,2.8373871430176223e-07
2012,1.0519140669629223e-07,1.3617010852229328e-09,2.941274352963319e-07
2013,8.478940261014145e-08,1.9523875849358774e-09,2.571573292087237e-07
2014,8.986597599403012e-08,0.0,2.8020861542188413e-07
2015,1.1105043018488914e-07,6.649726186358507e-10,3.3315127367927744e-07
2016,1.0625974233846591e-07,8.285360175719347e-10,3.3493568096787385e-07
2017,7.672614654730125e-08,2.0124890642847504e-09,2.3068156451699906e-07
2018,7.692770642719893e-08,7.744400121190154e-10,2.4730450576271323e-07
2019,8.749888324999233e-08,5.1019755087367e-10,2.4693560796151814e-07
