year,en_ADP ans_NOUN,en_ADP nan_NOUN
1800,1.006132621661493e-07,0.0
1801,9.28661236798689e-08,0.0
1802,9.175144555229053e-08,0.0
1803,9.946729906396001e-08,0.0
1804,9.887404028852131e-08,0.0
1805,6.25433098644379e-08,0.0
1806,1.6137346481315262e-07,0.0
1807,1.5088862248546775e-07,0.0
1808,1.427626639127766e-07,0.0
1809,7.906607124574805e-08,0.0
1810,1.4508786394529238e-07,0.0
1811,8.273353602206157e-08,0.0
1812,9.068508077803017e-08,2.6672082320544632e-09
1813,7.476928232108548e-08,0.0
1814,3.1466771410748606e-08,0.0
1815,4.855002422310406e-08,0.0
1816,5.7940095388175905e-08,0.0
1817,6.383180817248757e-08,0.0
1818,6.318223921830679e-08,0.0
1819,1.066158181739496e-07,0.0
1820,4.509263007435038e-08,1.1866481131050932e-09
1821,1.0354562518521959e-07,0.0
1822,1.3334069137727056e-07,0.0
1823,4.348382143248841e-08,9.882686891060644e-10
1824,5.557934468214398e-08,0.0
1825,4.138558074018306e-08,0.0
1826,3.435113959948666e-08,0.0
1827,6.544263980723386e-08,0.0
1828,4.035812389835414e-08,0.0
1829,5.658296359234427e-08,0.0
1830,2.7135772739939057e-08,0.0
1831,4.989185842241284e-08,0.0
1832,3.9236911608675484e-08,0.0
1833,3.938433690287013e-08,0.0
1834,4.760610661236342e-08,0.0
1835,9.756383434478266e-08,7.563087933704082e-10
1836,3.09154504218867e-08,0.0
1837,3.478945287405111e-08,6.957890930081589e-10
1838,3.282324301245865e-08,0.0
1839,6.711815891957684e-08,0.0
1840,6.369688487772862e-08,0.0
1841,9.052973348744331e-08,6.420548537278137e-10
1842,7.24492630332918e-08,1.341653010911159e-09
1843,3.544146692791017e-08,0.0
1844,3.402907938765409e-08,0.0
1845,2.566904799827796e-08,0.0
1846,3.2785206105501175e-08,0.0
1847,2.1572895470001185e-08,5.393223645455691e-10
1848,1.930853293918844e-08,0.0
1849,4.7762666932626985e-08,1.6758829879393033e-09
1850,3.2587180065490884e-08,6.788996032014438e-10
1851,3.4826968864365426e-08,0.0
1852,2.79953455972759e-08,0.0
1853,6.270528518648177e-08,0.0
1854,3.273268556203135e-08,0.0
1855,2.4411910715116392e-08,0.0
1856,1.501384794266869e-08,8.28350277259915e-09
1857,4.58861838525948e-08,0.0
1858,5.285170184832211e-08,9.787352039936081e-10
1859,2.9025388315062628e-08,1.018434669930457e-09
1860,1.968189100587381e-08,4.577183909670879e-10
1861,1.9807047502151676e-08,4.715963730639317e-10
1862,3.252950275811628e-08,4.517986262886353e-10
1863,2.6970952249349978e-08,0.0
1864,1.821996631345968e-08,9.589455896019672e-10
1865,2.07101151783462e-08,0.0
1866,3.113992252945508e-08,0.0
1867,3.299911810472622e-08,0.0
1868,4.8410764397210926e-08,4.93987406535723e-10
1869,5.4207061062072626e-08,0.0
1870,2.2362789842134134e-08,5.734048791339319e-10
1871,6.054070955663349e-08,0.0
1872,3.5679300403046454e-08,0.0
1873,5.566984112581608e-08,0.0
1874,3.166542839050379e-08,1.1949218281515073e-09
1875,3.204055232242098e-08,2.8607636259891933e-09
1876,3.143927651549916e-08,0.0
1877,2.4120781705327943e-08,0.0
1878,3.502671280797287e-08,0.0
1879,2.627009876299269e-08,6.10932526790009e-10
1880,5.519347645588368e-08,0.0
1881,3.2770786140279284e-08,0.0
1882,4.192892699705908e-08,0.0
1883,3.854796920554904e-08,1.8958017378167824e-09
1884,2.970763635090634e-08,6.601696966868076e-10
1885,3.351730637479733e-08,3.222817901438191e-09
1886,2.9040586768669385e-08,6.453463874400711e-10
1887,3.7867761704113434e-08,0.0
1888,2.5996519825710607e-08,0.0
1889,2.5060547192978788e-08,0.0
1890,3.211649518553017e-08,0.0
1891,3.4420787553557375e-08,0.0
1892,3.447681917734258e-08,0.0
1893,1.9706933140906102e-08,6.15841644346915e-09
1894,2.5836310646454308e-08,6.9316934414587195e-09
1895,2.708376523052891e-08,6.018614495673091e-10
1896,2.594692793955744e-08,4.009979548413867e-08
1897,2.38895258020122e-08,0.0
1898,2.150174849280262e-08,1.13167097914868e-09
1899,2.819064981451902e-08,0.0
1900,2.0764212682600203e-08,0.0
1901,2.5149324622830704e-08,0.0
1902,3.191684577741327e-08,0.0
1903,2.4300991663395166e-08,0.0
1904,4.192207558872951e-08,2.6873125946735854e-09
1905,3.818961596957493e-08,1.8578733051999308e-08
1906,4.012464094316215e-08,2.572092261399206e-09
1907,2.108565710923216e-08,0.0
1908,2.6521501217402488e-08,0.0
1909,3.685658955809856e-08,2.2003934230241384e-09
1910,2.93928290595602e-08,0.0
1911,2.873001958558774e-08,1.0640748282497725e-09
1912,2.2400511667797218e-08,6.251305251225858e-09
1913,3.2348237311019545e-08,0.0
1914,3.147469573860917e-08,1.3393487430235496e-09
1915,2.591767644943843e-08,0.0
1916,2.7468654462126096e-08,1.0987462051303964e-09
1917,2.960934575302332e-08,1.0966424435210342e-09
1918,2.5270027848023346e-08,0.0
1919,5.893022841929607e-08,0.0
1920,3.7861158652674476e-08,0.0
1921,3.937828690903089e-08,0.0
1922,2.9511741217458365e-08,0.0
1923,4.671017128643484e-08,0.0
1924,1.675911143195208e-08,1.289162443462999e-09
1925,3.2994533993857544e-08,0.0
1926,2.2292277579438746e-08,0.0
1927,4.236705530846763e-08,0.0
1928,2.627989537096198e-08,0.0
1929,1.893869105984436e-08,1.1140406375176326e-09
1930,1.8906487042613662e-08,0.0
1931,2.9653928201867075e-08,0.0
1932,3.0686703178517405e-08,2.1919073223131136e-09
1933,2.40883908375622e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,3.351119381989065e-08,0.0
1936,2.667437160042141e-08,0.0
1937,1.6368453148452033e-08,0.0
1938,4.926781471681352e-08,0.0
1939,2.2941075705773528e-08,0.0
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,6.493305493293633e-08,0.0
1942,1.517105907566929e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.6142048081823077e-08,0.0
1946,2.645009899993056e-08,0.0
1947,2.7418003201162833e-08,1.1920870957027319e-09
1948,1.1959077061973744e-08,0.0
