year,peut_VERB ôter_VERB,peut_VERB oter_VERB,peut_VERB voter_VERB
1838,1.8557756220616284e-07,1.8936485712828244e-09,4.481634974240478e-08
1839,2.4190504177568073e-07,6.9914749545318955e-09,3.2859933440931854e-08
1840,1.993712572812001e-07,1.9109065441114126e-09,4.58617570586739e-08
1841,1.46388501320871e-07,3.852329122366882e-09,6.292137300079048e-08
1842,1.7978150879116583e-07,6.037438549100216e-09,3.890793820460203e-08
1843,1.6480281317399204e-07,1.1813822142769936e-09,8.742228629898818e-08
1844,2.0527218680399528e-07,2.195424508855126e-09,6.53138769735051e-08
1845,1.9921414207146881e-07,2.2320911785556063e-09,8.314539456932835e-08
1846,1.8324588779705664e-07,4.0981511517657054e-09,9.308656956363848e-08
1847,2.178862388291236e-07,2.1572894581822766e-09,8.790954808546303e-08
1848,1.6090443466509896e-07,8.045221711050488e-10,1.1585119352730544e-07
1849,1.2652915870603465e-07,0.0,2.103233214256761e-07
1850,1.6904600386169477e-07,4.752297222410107e-09,1.4460562169915647e-07
1851,1.1480000949859459e-07,5.159551008659946e-09,1.1222023488244304e-07
1852,1.58206248102033e-07,1.9531636308300904e-09,2.688855147425784e-07
1853,1.6303373229220597e-07,5.971931837933653e-10,1.3257688635803788e-07
1854,1.283329140733258e-07,2.597832282624779e-09,9.715892446138241e-08
1855,1.5549325382835377e-07,2.653468555990912e-09,8.862585332281014e-08
1856,1.346069211649592e-07,4.65947025407587e-09,8.438818355216426e-08
1857,1.332652033170234e-07,9.763018171682347e-10,5.174399575480493e-08
1858,1.5806573117060907e-07,5.3830435664536935e-09,1.0178845855079999e-07
1859,1.2323059195296082e-07,5.092173349652285e-10,7.943790336639722e-08
1860,1.2358395906630903e-07,3.204028764525191e-09,7.735440732403731e-08
1861,1.5043924861402047e-07,1.414789119191795e-09,6.036433575218325e-08
1862,1.902072170878455e-07,1.8071945051545413e-09,9.03597268120393e-08
1863,1.5583216850245662e-07,9.989241656072068e-10,1.3235745655038045e-07
1864,1.5199287872746936e-07,9.589455562952764e-09,1.3425238876152434e-07
1865,8.660593664444605e-08,1.4120533076145136e-09,9.178346260796388e-08
1866,1.0607035960674693e-07,9.731225825149181e-10,9.293320601955202e-08
1867,1.4364321998527885e-07,2.426405742994575e-09,1.1889387963037734e-07
1868,8.348386870693503e-08,9.87974813071446e-10,8.842374654705054e-08
1869,8.106641757876787e-08,4.883519144627257e-10,1.1915786757299429e-07
1870,1.0722671106577764e-07,1.7202146374017957e-09,1.7488848413904634e-07
1871,8.390730243945654e-08,2.1242354542039266e-09,3.3775344832065457e-07
1872,9.917636134559871e-08,1.2094678591978436e-09,1.5178821399786102e-07
1873,7.781805777540285e-08,0.0,2.0232694453170552e-07
1874,8.48394492436455e-08,0.0,1.810306571314868e-07
1875,1.178634576604054e-07,0.0,1.6306351824368903e-07
1876,1.2152489148320456e-07,1.209202959984168e-09,1.4994117236710736e-07
1877,9.895705943563371e-08,3.7108897066318036e-09,1.533834392830613e-07
1878,6.2202616391005e-08,2.4156354139215352e-09,1.6365930832762388e-07
1879,8.61414832797891e-08,6.109325378922392e-09,1.4418007765470975e-07
1880,6.161132404258751e-08,3.2089231272180996e-09,2.0216215546042804e-07
1881,6.066081681410651e-08,2.0917522713936876e-09,2.5240476020371716e-07
1882,9.184431348785438e-08,1.9966155395678697e-09,1.2778339453234366e-07
1883,6.888079440159345e-08,0.0,2.1675332106951828e-07
1884,7.393900602892245e-08,2.6406787867472303e-09,1.577805619490391e-07
1885,6.896830484492966e-08,3.222817901438191e-09,1.5276157228072407e-07
1886,5.485444276587259e-08,5.808117431449489e-09,1.5359243832335778e-07
1887,8.226444947467826e-08,2.6115698492645834e-09,2.08925584388453e-07
1888,6.594239465584906e-08,1.9021844099853524e-09,1.5027256949906587e-07
1889,6.327788071303075e-08,6.265136742733546e-10,1.321943869925235e-07
1890,7.406456603575862e-08,1.3108772956016423e-09,2.3005895855021663e-07
1891,7.967774706685304e-08,6.374220040683554e-10,1.5744323889066436e-07
1892,6.519253048509199e-08,1.8805537127519756e-09,1.1722118387069713e-07
1893,5.9120800699474785e-08,0.0,1.7859407819287298e-07
1894,4.7891699495039575e-08,1.8904617871129403e-09,1.4430524686304125e-07
1895,5.8982422501685505e-08,2.4074457982692365e-09,1.6310445971612353e-07
1896,3.833068973335685e-08,0.0,1.5568156186418491e-07
1897,5.710179351581246e-08,2.9133566670225264e-09,1.5615592019457836e-07
1898,5.8846890027552945e-08,5.6583548957434e-10,1.9408157925226988e-07
1899,4.366786754417262e-08,5.527578395003729e-10,1.7632974902426213e-07
1900,3.7894686499839736e-08,0.0,1.7130474816440255e-07
1901,4.0238919751800495e-08,5.588738916095792e-10,1.928114983229534e-07
1902,3.879124221839447e-08,1.4730851538580225e-09,1.3601486159586784e-07
1903,5.886240117547459e-08,3.2401321625741275e-09,1.7658720707913744e-07
1904,3.0097901060344157e-08,5.374625189347171e-10,1.424275666295216e-07
1905,4.541468001661997e-08,1.0321518084666081e-09,1.5224239291455888e-07
1906,2.983626856689625e-08,5.144184522798412e-10,2.0422412205789442e-07
1907,5.348557152728972e-08,5.142843373384665e-10,1.938851994509605e-07
1908,3.3397444809679655e-08,4.911389073214423e-10,1.8614164787322807e-07
1909,6.931239227014885e-08,1.1001967115120692e-09,1.4907665502050804e-07
1910,5.2907090264397993e-08,1.068830135508847e-09,1.7315048239652242e-07
1911,3.990280461607654e-08,5.320374141248863e-10,1.851490196713712e-07
1912,5.365703970028335e-08,1.5628263683176158e-09,1.5315698931317456e-07
1913,5.196929819817342e-08,1.5908969142053309e-09,1.357565366788549e-07
1914,5.2234600644851525e-08,8.705766885164223e-09,2.0157199287496042e-07
1915,3.2986132936230206e-08,0.0,1.5668413766434242e-07
1916,8.570220444426013e-08,0.0,1.2525707404620334e-07
1917,2.631941953268324e-08,0.0,1.2063067345025047e-07
1918,5.168869421368072e-08,0.0,1.458769816053973e-07
1919,2.9465114792515124e-08,9.207848372660976e-10,1.9520638261383283e-07
1920,5.073395215049459e-08,1.514446346106979e-09,1.4841573658941343e-07
1921,3.7863738810983705e-08,0.0,1.4766857248105225e-07
1922,5.1645550058765366e-08,0.0,8.484625624305409e-08
1923,6.581888101209188e-08,0.0,1.3057616854439402e-07
1924,4.383152329978657e-08,0.0,2.0368766229239554e-07
1925,4.9491799103407175e-08,1.0998177923937646e-09,1.4737558728938893e-07
1926,4.458455293843144e-08,0.0,1.0031524766418443e-07
1927,6.243566019747959e-08,3.3447675740205796e-09,1.1929670051813446e-07
1928,2.9707706517001498e-08,0.0,1.1426040913420366e-07
1929,3.342121956961819e-08,2.2280812750352652e-09,1.347989240230163e-07
1930,4.411513643276521e-08,0.0,1.2289216044791829e-07
1931,4.219981875053236e-08,1.1405356659111021e-09,1.1747517447702194e-07
1932,3.06867029564728e-08,2.1919073223131136e-09,1.16171086972372e-07
1933,2.2941325283909464e-08,2.2941324395731044e-09,1.4338327503082837e-07
1934,3.9539216345474415e-08,0.0,9.345632179247332e-08
1935,3.949533677882755e-08,4.787313656606784e-09,8.018750463634206e-08
1936,4.7286388138445545e-08,0.0,8.851041854995856e-08
1937,3.1477796369472344e-08,1.2591118148108649e-09,8.310137644684801e-08
1938,2.2040865133021725e-08,0.0,6.871563584809337e-08
1939,4.282334131744392e-08,3.058810094103137e-09,3.364691281149135e-08
1940,3.550096039361961e-08,2.5357829169792012e-09,2.5357829613881222e-08
1941,2.9515025090631752e-08,0.0,8.854507882460894e-08
1942,1.8205270180260413e-08,0.0,7.58552971547033e-08
1943,4.3548528338988035e-08,0.0,6.67744117777147e-08
1944,2.8918675454292497e-08,0.0,6.7476911169706e-08
1945,5.2284097051824574e-08,0.0,1.4160276862185128e-07
1946,1.9489545977080525e-08,1.3921104269343232e-09,1.1972149138728128e-07
1947,4.7683485604466114e-08,1.1920870957027319e-09,1.6450802320377989e-07
1948,2.717971980814582e-08,0.0,1.4785767632474744e-07
1949,4.712163814701853e-08,0.0,1.6787083723102114e-07
1950,4.785912821603233e-08,0.0,1.1805251176610909e-07
1951,5.863770979885885e-08,0.0,1.183415605510163e-07
1952,3.374337254058446e-08,1.0544803918932644e-09,9.068531170441929e-08
1953,3.124409886368085e-08,0.0,1.1635733443426943e-07
1954,5.570345606997762e-08,0.0,1.1629317953065765e-07
1955,4.880516257799172e-08,0.0,1.5298540745334321e-07
1956,3.226822542501395e-08,0.0,9.069987072507502e-08
1957,4.8592706747285774e-08,8.835037701437898e-10,1.228070232173195e-07
1958,4.4670112941957996e-08,1.6544486891589827e-09,1.0340304612554974e-07
1959,3.5653439312000046e-08,0.0,1.6354077558844438e-07
1960,3.737250153790228e-08,6.920833350854139e-10,1.3980083224396367e-07
1961,3.335116360858592e-08,1.3896318540318475e-09,8.824162023302051e-08
1962,5.390662849436012e-08,1.2683912808952869e-09,1.1859458481922047e-07
1963,4.7202188824257973e-08,0.0,1.0281024742653244e-07
1964,6.996563683969725e-08,6.083968329129164e-10,9.856028526655791e-08
1965,6.292849974443016e-08,5.472043373977442e-10,1.1217689177556167e-07
1966,4.652822838124848e-08,1.1078149508847446e-09,8.031658182972023e-08
1967,6.261526408479767e-08,1.9721342336964653e-09,1.4347276078297e-07
1968,6.871866276014771e-08,1.796566312384229e-09,9.70145848100401e-08
1969,4.859681013158479e-08,4.5417578031781147e-10,1.0673130645955098e-07
1970,5.564457339346518e-08,4.5987250119061684e-10,1.5911588491235307e-07
1971,4.573173839617084e-08,3.083038491169532e-09,7.553444447694346e-08
1972,3.9502129567381417e-08,2.0520587451500205e-09,7.797823542432525e-08
1973,3.859242525550144e-08,5.513203782392395e-10,9.758370822510187e-08
1974,2.5877628928583363e-08,0.0,1.1532421950732896e-07
1975,4.6262989883416594e-08,1.1422960355389478e-09,1.1537189692489846e-07
1976,3.7709277478370495e-08,5.713526873840635e-10,1.0741430855887302e-07
1977,2.4094806150287695e-08,0.0,1.0343136125356978e-07
1978,3.148513272321907e-08,0.0,6.772274474542428e-08
1979,4.388979846225993e-08,0.0,8.836479992169188e-08
1980,3.9227540327146926e-08,1.7055452605774235e-09,9.153092861424739e-08
1981,3.1627749308427155e-08,6.325549528618524e-10,7.021360204362281e-08
1982,3.600351305976801e-08,1.8622506869903077e-09,1.0738978772906194e-07
1983,3.410270821291306e-08,1.2630632095778083e-09,1.0483424972562716e-07
1984,3.131464509920079e-08,2.3196033982486597e-09,1.1366056895667498e-07
1985,3.128090142467954e-08,1.2031116103372597e-09,1.0647537607155755e-07
1986,3.057187569766029e-08,1.7983456945813714e-09,1.06102390873275e-07
1987,3.727598141267663e-08,1.2221633705067347e-09,7.516304378896166e-08
1988,3.537966719591168e-08,1.1993107618124554e-09,9.174727466643162e-08
1989,3.5123981945162086e-08,2.1952488715726304e-09,9.659095212555258e-08
1990,4.0320017546946474e-08,1.6345953479657283e-09,9.971031289524035e-08
1991,3.868566977871524e-08,0.0,1.0902325442430083e-07
1992,3.4712648755430564e-08,5.509944167592096e-10,1.0964788543788018e-07
1993,3.76666093870881e-08,5.539207426075166e-10,1.0690670393387336e-07
1994,3.9034457444131476e-08,5.274926606624319e-10,1.186858469282015e-07
1995,3.741491028108612e-08,0.0,1.1875167160724232e-07
1996,3.95018808774239e-08,0.0,7.740233343156433e-08
1997,4.363354122460805e-08,0.0,1.098030821822249e-07
1998,3.433052953027982e-08,9.536258449571733e-10,1.1968003832407703e-07
1999,4.8901153348879234e-08,4.570201161957499e-10,7.586533712355958e-08
2000,4.1971297548570874e-08,0.0,1.0249833337638847e-07
2001,4.249775287235025e-08,0.0,9.156732971860038e-08
2002,3.1106672793157486e-08,4.38122149670761e-10,1.0120621851683609e-07
2003,4.791961316641391e-08,1.6667691671301554e-09,9.042222615107676e-08
2004,3.832168360418109e-08,4.404791253964646e-10,1.0086971968803482e-07
2005,4.008337128880157e-08,9.007499190971657e-10,8.872386558778089e-08
2006,4.200247616381603e-08,0.0,6.629802840052434e-08
2007,4.433872291542684e-08,1.1983438685803094e-09,7.230007526004556e-08
2008,3.2356542334355254e-08,4.257439678578834e-10,8.08913540595313e-08
2009,4.052963475942306e-08,2.384096253749135e-09,8.296655096273753e-08
2010,3.164941375644048e-08,1.4171379625338432e-09,9.400348233157274e-08
2011,2.791499476018089e-08,0.0,6.95962896202218e-08
2012,3.540422710557323e-08,0.0,6.944675590148108e-08
2013,3.346950094851309e-08,0.0,6.944921437934681e-08
2014,5.738429820212332e-08,0.0,8.380273186503473e-08
2015,3.879006982288047e-08,4.433150790905671e-10,8.733307055308615e-08
2016,4.204820314157587e-08,0.0,8.554634689517115e-08
2017,3.9746659297179576e-08,0.0,9.48385476817748e-08
2018,3.304277385041132e-08,0.0,6.066446900376832e-08
2019,6.300939503489644e-08,5.1019755087367e-10,7.499904342012087e-08
