year,grand_ADJ air_NOUN,grand_ADJ pair_NOUN
1800,1.748155455061351e-06,0.0
1801,1.6525407318113139e-06,0.0
1802,1.5262069155141944e-06,0.0
1803,1.7104474636653322e-06,0.0
1804,1.7945637864613673e-06,0.0
1805,1.7028837646648753e-06,0.0
1806,1.5013496295068762e-06,0.0
1807,1.2213437230457203e-06,0.0
1808,1.0129350584975327e-06,0.0
1809,1.6106887414935045e-06,0.0
1810,1.1934646408917615e-06,0.0
1811,1.3889205092709744e-06,0.0
1812,1.2909288216178538e-06,0.0
1813,1.9555043309082976e-06,0.0
1814,1.3845379953636439e-06,0.0
1815,1.372886799799744e-06,2.697223555614414e-09
1816,1.4114207260718103e-06,0.0
1817,1.1022664239135338e-06,0.0
1818,1.2314576451899484e-06,0.0
1819,1.064087996383023e-06,0.0
1820,1.31599279029615e-06,0.0
1821,9.250076118405559e-07,0.0
1822,1.2371609727779287e-06,0.0
1823,1.1305793350402382e-06,0.0
1824,1.2210613249408198e-06,0.0
1825,1.195779191220936e-06,0.0
1826,9.812094958761008e-07,0.0
1827,7.88998590905976e-07,0.0
1828,1.0346356020818348e-06,0.0
1829,1.3254129953566007e-06,0.0
1830,1.2920802419102984e-06,0.0
1831,1.3299298871061183e-06,0.0
1832,2.473278300385573e-06,1.3529969367098715e-09
1833,2.002809424084262e-06,2.3167257001688313e-09
1834,3.9755768739269115e-06,0.0
1835,1.7364850464218762e-06,0.0
1836,1.2218323490742478e-06,0.0
1837,1.4778560171180288e-06,0.0
1838,1.3223979067333858e-06,0.0
1839,1.334672560915351e-06,0.0
1840,1.6898784451768734e-06,0.0
1841,1.3534515801438829e-06,0.0
1842,1.5039930758575792e-06,6.708265054555795e-10
1843,1.4548721765095252e-06,0.0
1844,1.3381112466959166e-06,5.488561272137815e-10
1845,1.4932689964552992e-06,3.9061593959388574e-09
1846,2.7849862362927524e-06,0.0
1847,1.1881271575475694e-06,1.6179670936367074e-09
1848,1.3475746527547017e-06,0.0
1849,1.418634951733111e-06,8.379414939696517e-10
1850,1.9341848656040384e-06,0.0
1851,1.4001731187818223e-06,0.0
1852,1.8795944924931973e-06,0.0
1853,1.9110182165604783e-06,2.9859659189668264e-09
1854,1.602342877049523e-06,5.195664454227256e-10
1855,2.5844783522188663e-06,6.368324534378189e-09
1856,1.7788821651265607e-06,0.0
1857,2.039982746282476e-06,0.0
1858,1.9873218661814462e-06,0.0
1859,2.1840330646227812e-06,1.018434669930457e-09
1860,2.2112376427685376e-06,0.0
1861,1.970801349671092e-06,0.0
1862,2.6764550966618117e-06,0.0
1863,2.1327030026441207e-06,4.994620828036034e-10
1864,2.1624223336402792e-06,5.753673537611803e-09
1865,2.1402022412075894e-06,0.0
1866,2.2177464416017756e-06,0.0
1867,2.2774245280743344e-06,0.0
1868,2.2318351966532646e-06,0.0
1869,2.2708363758283667e-06,0.0
1870,2.1886864942644024e-06,2.8670243956696595e-09
1871,1.7726745227264473e-06,0.0
1872,2.4600576580269262e-06,0.0
1873,2.3638731363462284e-06,0.0
1874,2.7841679184348322e-06,0.0
1875,2.2611475287703797e-06,0.0
1876,2.2551635083800647e-06,0.0
1877,2.3087918634701055e-06,0.0
1878,2.2549957066075876e-06,0.0
1879,2.267170657432871e-06,0.0
1880,2.3316035822062986e-06,0.0
1881,2.3399734345730394e-06,0.0
1882,2.5583301521692192e-06,0.0
1883,2.6623374651535414e-06,6.319338941018771e-10
1884,2.8123229185439413e-06,1.3203393933736152e-09
1885,2.8128754365752684e-06,5.156508553483263e-09
1886,2.479420800227672e-06,0.0
1887,2.568478976172628e-06,0.0
1888,2.699199740163749e-06,0.0
1889,2.5160788936773315e-06,6.265136742733546e-10
1890,2.784958724078024e-06,0.0
1891,2.6147049538849387e-06,0.0
1892,2.5262104372814065e-06,2.5074049503359674e-09
1893,2.502780489521683e-06,4.310891643655168e-09
1894,2.728566414589295e-06,0.0
1895,2.5266142529289937e-06,4.213029924926559e-09
1896,2.5817191726673627e-06,0.0
1897,2.6243517368129687e-06,0.0
1898,2.5406013719475595e-06,0.0
1899,2.6162028916587587e-06,0.0
1900,2.611099716887111e-06,0.0
1901,2.468545972078573e-06,0.0
1902,2.0824513740080874e-06,0.0
1903,2.4862613372533815e-06,1.6200660812870638e-09
1904,2.7383714495954337e-06,0.0
1905,2.9627917683683336e-06,0.0
1906,2.9707666726608295e-06,0.0
1907,2.4850219233485404e-06,5.142843373384665e-10
1908,2.5730766992637655e-06,1.964555629285769e-09
1909,2.787348421406932e-06,0.0
1910,2.8286590350035112e-06,0.0
1911,2.5771892069315072e-06,1.0640748282497725e-09
1912,2.3744541977066547e-06,0.0
1913,2.8418721740308683e-06,0.0
1914,2.618426833578269e-06,6.696743715117748e-10
1915,2.2242079467105214e-06,0.0
1916,2.494153932275367e-06,3.2962386153911893e-09
1917,2.706513441808056e-06,0.0
1918,2.5086246751016006e-06,0.0
1919,2.5966132852772716e-06,0.0
1920,2.498079311408219e-06,2.2716695191604686e-09
1921,2.41267730416439e-06,0.0
1922,2.5535034637869103e-06,0.0
1923,2.2739361611456843e-06,0.0
1924,2.4880835098883836e-06,1.289162443462999e-09
1925,2.2557262582267867e-06,0.0
1926,2.331772066099802e-06,0.0
1927,2.8073748126189457e-06,0.0
1928,2.362905433983542e-06,0.0
1929,2.366222361160908e-06,0.0
1930,2.028245944529772e-06,1.0503603542488804e-09
1931,1.9719861938938266e-06,0.0
1932,1.8105154140357627e-06,0.0
1933,1.8593943877931451e-06,0.0
1934,1.9350252387084765e-06,1.1981580172459871e-09
1935,1.8538871700002346e-06,0.0
1936,1.8963053207698977e-06,0.0
1937,1.8206757204097812e-06,0.0
1938,1.886438667497714e-06,0.0
1939,1.6379927956222673e-06,0.0
1940,1.2780345741703059e-06,0.0
1941,1.7649985011303215e-06,0.0
1942,1.5929612118270597e-06,0.0
1943,1.7971026409213664e-06,0.0
1944,1.976109388124314e-06,0.0
1945,1.9192621039110236e-06,0.0
1946,1.6357297454305808e-06,1.3921104269343232e-09
1947,1.7499838804724277e-06,0.0
1948,1.6492654140165541e-06,2.174377566888097e-09
1949,1.392051785842341e-06,0.0
1950,1.4921412230251008e-06,0.0
1951,1.4648766182290274e-06,0.0
1952,1.327590780419996e-06,0.0
1953,1.4458476016443456e-06,0.0
1954,1.3984499673824757e-06,0.0
1955,1.3092923154545133e-06,0.0
1956,1.286368387809489e-06,0.0
1957,1.251041339855874e-06,0.0
1958,1.1399151844670996e-06,0.0
1959,1.2664721680266666e-06,0.0
1960,1.314958353759721e-06,0.0
1961,1.3826836493535666e-06,2.08444772553662e-09
1962,1.2404866538417991e-06,0.0
1963,1.2026858939861995e-06,1.2932106496776896e-09
1964,1.222269247591612e-06,1.8251904432275978e-09
1965,1.1978303291471093e-06,0.0
1966,1.5149369119171752e-06,0.0
1967,1.1645452104858123e-06,0.0
1968,1.3397893781075254e-06,4.4914158503495116e-10
1969,1.1022846138075693e-06,0.0
1970,1.0255156439598068e-06,4.5987250119061684e-10
1971,1.165902403954533e-06,0.0
1972,1.3533327773984638e-06,5.130146862875051e-10
1973,9.581948461345746e-07,5.513203782392395e-10
1974,8.48898764616024e-07,0.0
1975,7.978937901498284e-07,0.0
1976,8.815972023512586e-07,0.0
1977,7.980669920470973e-07,0.0
1978,9.582173561284435e-07,0.0
1979,1.0047838259197306e-06,0.0
1980,9.636330560169881e-07,0.0
1981,9.640137932365178e-07,0.0
1982,8.907765618459962e-07,0.0
1983,9.826632094700471e-07,0.0
1984,9.24361927445716e-07,5.799008495621649e-10
1985,8.331547860507271e-07,0.0
1986,9.46529269185703e-07,0.0
1987,8.500146009282616e-07,0.0
1988,8.311223496093589e-07,0.0
1989,8.374874482797168e-07,5.488122178931576e-10
1990,8.336435826095112e-07,1.089730194969718e-09
1991,8.628076670902374e-07,0.0
1992,8.90957949195581e-07,5.509944167592096e-10
1993,8.956898227552301e-07,0.0
1994,8.397682904615067e-07,0.0
1995,9.706186574476305e-07,0.0
1996,9.314970839113812e-07,5.338092190498855e-10
1997,8.645194498058117e-07,0.0
1998,8.84487974417425e-07,0.0
1999,9.222666221830877e-07,9.140402323914998e-10
2000,1.0068694109577336e-06,0.0
2001,8.963959317043191e-07,0.0
2002,9.980423101296765e-07,0.0
2003,1.03339687029802e-06,1.2500769308587678e-09
2004,8.518866252416046e-07,0.0
2005,9.773136753210565e-07,4.5037495954858286e-10
2006,9.99000121737481e-07,0.0
2007,1.031374608828628e-06,0.0
2008,1.3602519857158768e-06,0.0
2009,1.1777435702242656e-06,4.76819250749827e-10
2010,1.3538390248868382e-06,9.447586046817946e-10
2011,1.7295825500696083e-06,7.64794394481072e-10
2012,1.950636715264409e-06,1.0212758416727752e-09
2013,1.9389997305552242e-06,0.0
2014,2.27696568799729e-06,1.5158115873603606e-09
2015,2.3278473690879764e-06,8.866301581811342e-10
2016,2.615895255075884e-06,6.214020409345267e-10
2017,1.7408029862053809e-06,1.0062445321423752e-09
2018,2.192697820646572e-06,0.0
2019,2.161707016057335e-06,7.65296326310505e-10
