year,avait_VERB ôté_VERB,avait_VERB oté_VERB,avait_VERB doté_VERB
1870,3.245471589252702e-07,4.587239033071455e-09,1.7832891785474203e-07
1871,2.8783389893760614e-07,8.496941816815706e-09,1.2851624831000663e-07
1872,3.2957998996607785e-07,1.8142017887967654e-09,1.5844028666833765e-07
1873,2.933142297933955e-07,2.9930022904522957e-09,1.711997299480572e-07
1874,3.2262889249068394e-07,2.9873046258899194e-09,1.3203886339852033e-07
1875,3.15828287966724e-07,4.577221879298321e-09,1.430381786349244e-07
1876,2.557464142682875e-07,7.255217537860403e-09,1.227341073217758e-07
1877,2.8017217346132384e-07,6.184815992682502e-09,1.4472469445081515e-07
1878,2.518299879739061e-07,3.019544336790858e-09,1.8117266620265582e-07
1879,2.840836259565549e-07,3.665595160740054e-09,1.3012862609684817e-07
1880,2.554302795942931e-07,3.8507077526617195e-09,1.5980437240159517e-07
1881,2.5310203000117326e-07,2.789003084036068e-09,1.65945678531898e-07
1882,3.161307802201918e-07,3.9932310791357395e-09,1.550704666897218e-07
1883,2.0474658413149882e-07,5.6874050469168935e-09,1.4408092852136178e-07
1884,2.2115685283097264e-07,4.621187876807653e-09,1.3665513165506127e-07
1885,1.7274304298098286e-07,3.86738152613475e-09,1.2504533231094683e-07
1886,2.0457480331970146e-07,3.2267319927115068e-09,1.832783738109356e-07
1887,1.7889253456360166e-07,3.9173548849191775e-09,1.2078510280844057e-07
1888,2.0036343073570606e-07,2.53624587998047e-09,1.6866034968643362e-07
1889,1.7479732150604832e-07,3.132568426877924e-09,1.3595347070349817e-07
1890,1.763129944265529e-07,3.9326319978272295e-09,1.3436492452001403e-07
1891,1.8485238229004608e-07,2.549687905251119e-09,1.6572971617279109e-07
1892,1.5295169930595875e-07,2.5074049503359674e-09,1.918164826975044e-07
1893,1.6196635499454715e-07,1.847525021858587e-09,1.0346139589501036e-07
1894,1.9660802763610263e-07,2.520615716150587e-09,1.4052432106836932e-07
1895,1.5768769401347527e-07,1.2037228991346183e-09,1.474560491487864e-07
1896,1.1499206209464319e-07,2.94851448812139e-09,1.550918682369229e-07
1897,1.299357137440893e-07,1.1653427112179315e-09,1.2119564019030804e-07
1898,1.2618131961517065e-07,2.26334195829736e-09,8.827033326497258e-08
1899,1.8462111484041088e-07,1.6582735185011188e-09,1.4426979078052682e-07
1900,1.4794501623782708e-07,1.038210628578895e-09,1.2925721648571198e-07
1901,1.4195396147442807e-07,3.353243294146324e-09,1.3301198009685322e-07
1902,1.0508007619591808e-07,2.946170252204894e-09,1.247212111366025e-07
1903,1.2096492696400674e-07,1.6200660812870638e-09,1.468859949227408e-07
1904,1.0211788037395308e-07,3.7622376325430196e-09,1.4189009789333795e-07
1905,1.0940809147541586e-07,4.128607344888735e-09,1.31083282894906e-07
1906,1.2397484283610538e-07,3.6009292214700395e-09,1.419794983803513e-07
1907,1.4451390484282456e-07,2.5714216866923323e-09,1.3114249952650425e-07
1908,1.4046572971437854e-07,1.4734167219643268e-09,1.1394422472221777e-07
1909,1.958350139830145e-07,5.5009836685826485e-09,1.1827114576590247e-07
1910,1.5444595646840753e-07,5.878565967343263e-09,1.5765245109378156e-07
1911,1.4897047151407605e-07,2.128149656499545e-09,1.1545211719976578e-07
1912,1.437800278836221e-07,4.167536982180309e-09,1.1721197523684168e-07
1913,1.1719607329041537e-07,1.060597942803554e-09,1.4795341485296376e-07
1914,1.372832514334732e-07,3.3483718020477227e-09,1.3259553099942423e-07
1915,1.0838301278681683e-07,2.3561523843085297e-09,1.4019106231444312e-07
1916,6.372727767711694e-08,1.0987462051303964e-09,1.032821401736328e-07
1917,1.2721052655706444e-07,1.0966424435210342e-09,1.2392060000365746e-07
1918,1.0912057746281789e-07,1.1486376294556067e-09,1.619578995359916e-07
1919,1.436424383882695e-07,1.8415696745321952e-09,1.1601888871837218e-07
1920,1.2418459505170176e-07,7.572231730534895e-10,1.2191293308205786e-07
1921,1.5145495524393482e-07,7.572747429129834e-10,1.2873670129920356e-07
1922,1.2468710508528602e-07,1.4755870969551665e-09,1.0181550891275037e-07
1923,1.390689163827119e-07,1.0615948120573648e-09,1.0085150847771729e-07
1924,1.1602462279824977e-07,0.0,9.024137170854374e-08
1925,1.6167321348348196e-07,1.0998177923937646e-09,9.018506119673475e-08
1926,1.8168205428992223e-07,3.3438415369957397e-09,1.393267297089551e-07
1927,1.9734127931769763e-07,1.1149224876660924e-09,1.3156085287846508e-07
1928,1.3139947441231925e-07,1.1426041224282812e-09,1.0511958237202634e-07
1929,1.8047458638648095e-07,4.4561625500705304e-09,1.1140406286358484e-07
1930,1.3654684494213143e-07,1.0503603542488804e-09,1.2709359964446776e-07
1931,1.2659945980431075e-07,0.0,1.0264820815564235e-07
1932,1.4028206862803927e-07,1.0959536611565568e-09,1.490496970291133e-07
1933,1.066771559976587e-07,2.2941324395731044e-09,1.45677404361777e-07
1934,9.824896096688462e-08,1.1981580172459871e-09,9.585264137967897e-08
1935,1.2686381012372294e-07,4.787313656606784e-09,1.1369869667987587e-07
1936,1.1397231958198972e-07,2.424942913137329e-09,1.1033490210365926e-07
1937,1.2968851592631836e-07,1.2591118148108649e-09,1.2213384081860568e-07
1938,1.1539040656316502e-07,0.0,1.257625825701325e-07
1939,9.941133072288721e-08,3.058810094103137e-09,1.345876512459654e-07
1940,1.1664601373695405e-07,2.5357829169792012e-09,1.3186071612381056e-07
1941,1.1806010036252701e-07,2.9515025978810172e-09,1.0625409174735978e-07
1942,9.406056733496371e-08,0.0,1.7295006671247393e-07
1943,1.4225852851268428e-07,2.9032352077962287e-09,1.0161323160673419e-07
1944,1.6708568750800623e-07,3.2131861615880553e-09,1.5744612369417155e-07
1945,1.7863733603462606e-07,0.0,1.285317381416462e-07
1946,1.6566113458793552e-07,2.7842208538686464e-09,1.3921103914071864e-07
1947,1.7642888394675538e-07,3.5762612871081956e-09,1.3828210398969532e-07
1948,1.4894486355387926e-07,0.0,1.1850357850562432e-07
1949,1.5020022203771077e-07,9.817008317369869e-10,1.197675061348491e-07
1950,1.106077576196185e-07,0.0,1.201795782890258e-07
1951,1.6738400177018775e-07,2.1322803522849654e-09,1.140769967378219e-07
1952,1.9507886861447332e-07,1.0544803918932644e-09,1.012301140690397e-07
1953,1.249763954547234e-07,1.0773827385790469e-09,1.0989303689257213e-07
1954,1.495198063139469e-07,9.772536113672459e-10,1.1140691213995524e-07
1955,1.3233706397386413e-07,9.385607846468247e-10,1.220129064449793e-07
1956,1.42154604532152e-07,8.72114158667614e-10,1.159911846571049e-07
1957,1.325255709616613e-07,8.835037701437898e-10,1.2104001712032186e-07
1958,1.6958098569830327e-07,1.6544486891589827e-09,1.0092136903949722e-07
1959,1.5734018177226972e-07,0.0,1.1006061839680115e-07
1960,1.6125541435485502e-07,1.3841666701708277e-09,1.2249874714598263e-07
1961,1.8204177365532814e-07,0.0,1.41742447112847e-07
1962,1.7123282702868892e-07,0.0,1.135210183633717e-07
1963,2.0497388675266848e-07,1.2932106496776896e-09,1.0539666561726335e-07
1964,1.8069385987473652e-07,6.083968329129164e-10,1.1133661814710649e-07
1965,1.477451689879672e-07,2.188817349590977e-09,1.368010913438411e-07
1966,1.6340270292403147e-07,2.215629901769489e-09,9.69338103118389e-08
1967,1.6565927296596783e-07,5.423369309198733e-09,9.022514291245898e-08
1968,1.6348754172668123e-07,3.5931326802796093e-09,1.0914140347040302e-07
1969,1.3216515526437433e-07,3.179230406713529e-09,9.446856097383716e-08
1970,1.200267263357091e-07,3.219107425067591e-09,9.473373552282283e-08
1971,1.4181976837335242e-07,1.0276794970565106e-09,1.2743225852318574e-07
1972,1.1645433062312804e-07,1.0260293725750103e-09,1.0055087784621719e-07
1973,1.141233170187661e-07,3.3079223804577396e-09,7.277429148189185e-08
1974,1.1138632061147291e-07,1.6876715580593782e-09,1.080109797158002e-07
1975,1.2793715598036215e-07,1.1422960355389478e-09,7.767613396936213e-08
1976,1.1369918695436354e-07,1.7140580621521906e-09,8.855966626697409e-08
1977,1.0519439541667452e-07,5.876781838942691e-10,9.637922460115078e-08
1978,1.2178212216440443e-07,1.1881182704343018e-09,1.0574252939932194e-07
1979,1.5215130133583443e-07,0.0,1.0709111109008518e-07
1980,1.1654558562668171e-07,1.7055452050662723e-09,7.902359300260287e-08
1981,1.4485507904282713e-07,1.897664858585557e-09,8.286470176699368e-08
1982,1.5332530267642142e-07,0.0,9.745778584147047e-08
1983,1.0988649989940313e-07,6.315316047889041e-10,8.083604541297973e-08
1984,1.4265560821513645e-07,5.799008495621649e-10,7.828661807707249e-08
1985,1.3956095301637106e-07,1.8046674155058895e-09,1.0948315321002156e-07
1986,1.5345882786732545e-07,5.994485463567401e-10,9.171562709298087e-08
1987,1.466596017962729e-07,6.110816852533674e-10,8.6773596308376e-08
1988,1.4391729052931623e-07,5.996553809062277e-10,9.354624097568376e-08
1989,1.3994711878240196e-07,5.488122178931576e-10,9.165164271962567e-08
1990,1.1605626326627316e-07,2.179460389939436e-09,9.044760673759811e-08
1991,1.3305526636031573e-07,5.861465202094962e-10,8.850812349692205e-08
1992,1.4050357322048512e-07,1.1019888335184191e-09,8.871010237498922e-08
1993,1.3404881826772908e-07,5.539207426075166e-10,1.1964688440002647e-07
1994,1.6510520595147682e-07,3.164955852952289e-09,1.0866348532090342e-07
1995,1.2796984094620711e-07,1.0844901643380922e-09,8.675921492340422e-08
1996,1.0996470223290089e-07,1.6014276571496566e-09,1.0729565502742844e-07
1997,1.3281857036417932e-07,0.0,8.247218374890508e-08
1998,1.292163034349869e-07,0.0,8.43958858354199e-08
1999,1.1836821300903466e-07,0.0,8.546275864773634e-08
2000,1.2017045492029865e-07,8.836062992401139e-10,1.033819359008703e-07
2001,1.415131407611625e-07,1.3143635069212678e-09,9.025296066056399e-08
2002,1.5816209497643285e-07,1.3143663935011318e-09,9.025315961253e-08
2003,1.4292545813532342e-07,8.333845835650777e-10,8.250507477214342e-08
2004,1.5989392920801038e-07,4.404791253964646e-10,9.206013373841415e-08
2005,1.7834848620168486e-07,9.007499190971657e-10,1.0268549033298768e-07
2006,1.7995178325236338e-07,4.1178899179428186e-10,8.771105797222845e-08
2007,2.812113564232277e-07,7.988958938831558e-10,9.387026977947244e-08
2008,2.852484612958506e-07,8.514879357157668e-10,8.003986806670582e-08
2009,3.480780605968903e-07,0.0,9.154929614396679e-08
2010,4.6718312773919024e-07,0.0,1.0628534141687851e-07
2011,5.885092946300574e-07,0.0,8.986334165683729e-08
2012,7.16935630862281e-07,3.404252713057332e-10,1.0757438673181241e-07
2013,7.862543611736328e-07,2.789125042035323e-10,1.0152415086395195e-07
2014,7.940687396512658e-07,0.0,1.4313592089365557e-07
2015,8.221277880693378e-07,0.0,1.0706059327958428e-07
2016,7.771668038003554e-07,4.1426800878596737e-10,1.226233337092708e-07
2017,7.561927759525133e-07,0.0,9.609635043261733e-08
2018,7.870892204664415e-07,5.162933414126769e-10,1.055819893736043e-07
2019,7.155520620472089e-07,7.65296326310505e-10,1.102026701005343e-07
