year,seraient_VERB à_ADP,seraient_VERB a_ADP,seraient_VERB bas_ADJ
1800,3.584347609830729e-07,0.0,0.0
1801,5.857709197698568e-07,0.0,0.0
1802,5.124653625898645e-07,4.475680270843441e-09,0.0
1803,5.655983841279522e-07,3.900678446910888e-09,0.0
1804,6.624560455747996e-07,2.4718509461507665e-09,0.0
1805,4.3211741740378784e-07,2.842877711017877e-09,0.0
1806,4.725937401417468e-07,2.881669125542885e-09,0.0
1807,6.576466375918244e-07,5.693910232196231e-09,0.0
1808,6.526292963826563e-07,0.0,0.0
1809,5.873479267393122e-07,1.3554183553310395e-08,0.0
1810,6.271539518820646e-07,4.680253518074551e-09,0.0
1811,7.345735184571822e-07,2.0056613703189896e-08,0.0
1812,7.228134109027451e-07,8.00162469616339e-09,0.0
1813,8.05207662324392e-07,5.751483289628823e-09,0.0
1814,8.338694215126452e-07,0.0,0.0
1815,4.5043634600006044e-07,1.3486117778072071e-08,0.0
1816,6.605171165574575e-07,2.3176038865813098e-09,0.0
1817,7.472992251678079e-07,7.784366928831332e-09,0.0
1818,7.784528861520812e-07,5.9605886892910576e-09,0.0
1819,7.473458367712738e-07,2.0702100145264524e-08,0.0
1820,8.615065212325135e-07,5.933240565525466e-09,1.1866481131050932e-09
1821,8.579494874538796e-07,4.930744257336528e-09,0.0
1822,9.474206876802782e-07,1.0025615893027862e-09,0.0
1823,7.115534685908642e-07,7.90614973489312e-09,0.0
1824,7.899003549027839e-07,8.421112696055388e-09,0.0
1825,7.6783464919572e-07,2.641632912414593e-09,0.0
1826,1.0322958132746862e-06,2.642395191543301e-09,0.0
1827,1.2295841997911339e-06,4.608636472447358e-09,0.0
1828,8.906304742595239e-07,2.7516904310687096e-09,0.0
1829,1.0116348221345106e-06,5.143905745796928e-09,0.0
1830,1.0989988368237391e-06,8.349468672008697e-09,3.1310507520032616e-09
1831,1.0898253322011442e-06,4.677361609140007e-09,0.0
1832,1.166283368547738e-06,1.4882966192786284e-08,0.0
1833,1.1595211617532186e-06,1.2741991461950875e-08,0.0
1834,1.3348379752642359e-06,1.0267983796552471e-08,0.0
1835,1.2153882380516734e-06,8.31939672707449e-09,0.0
1836,1.1418554777264944e-06,4.032449929525228e-09,6.720750067579218e-10
1837,1.0513373354115174e-06,1.6003149028165353e-08,3.478945576063097e-09
1838,1.1393452723496011e-06,4.418513555037862e-09,6.312161904276081e-10
1839,1.2437834584488883e-06,1.3283802613450746e-08,0.0
1840,1.142085125138692e-06,5.095750821304534e-09,1.2739377330817092e-09
1841,1.0696634262785665e-06,7.0626033910059505e-09,0.0
1842,1.1108886610600166e-06,1.0733223643200063e-08,0.0
1843,1.1246759186178679e-06,8.860366773610906e-09,0.0
1844,1.3337204336494324e-06,8.781698035420504e-09,0.0
1845,1.2287662229937268e-06,1.562463758375543e-08,0.0
1846,1.1117698477391968e-06,1.0538102612756006e-08,0.0
1847,1.1536105830600718e-06,2.1033572217277197e-08,1.6179670936367074e-09
1848,1.1440305343057844e-06,1.4481399079890878e-08,8.045221711050488e-10
1849,1.4094175639911555e-06,1.256912263158938e-08,0.0
1850,1.3197808357290342e-06,1.0183494048021657e-08,0.0
1851,1.1041439620385063e-06,1.6123596680017727e-08,1.9348316282474798e-09
1852,1.0859589565370698e-06,1.0416872697760482e-08,0.0
1853,1.0868916433537379e-06,1.3138249821409431e-08,0.0
1854,1.1378505178072373e-06,1.6626126086993764e-08,0.0
1855,9.557793418935034e-07,1.1675261646360013e-08,5.306937111981824e-10
1856,1.0162822263737326e-06,1.5013848553291353e-08,1.5531567143511893e-09
1857,9.553112931826035e-07,1.1227470564367792e-08,9.763018171682347e-10
1858,9.73352143773809e-07,1.0766087521485446e-08,4.893676019968041e-10
1859,1.043386305354943e-06,1.2730432930041502e-08,0.0
1860,9.895871926346445e-07,8.238931037407582e-09,4.577183909670879e-10
1861,1.0667509968698141e-06,3.772771095533756e-09,9.431927461278633e-10
1862,1.0282936955263722e-06,9.035972969861916e-09,0.0
1863,1.1487627489259467e-06,8.990317823531768e-09,0.0
1864,1.0289486453984864e-06,7.671564605793435e-09,9.589455896019672e-10
1865,1.0971654091918026e-06,7.530950973944073e-09,9.41368871743009e-10
1866,1.063136437551293e-06,1.9462451206209153e-08,0.0
1867,1.1680717761919368e-06,1.261730986357179e-08,0.0
1868,1.2700415936706122e-06,1.0373735648272486e-08,8.397785578040384e-09
1869,1.0338410447729984e-06,6.348574776993132e-09,9.767038289254515e-10
1870,1.065959622792434e-06,8.601073187008978e-09,2.2936195165357276e-09
1871,1.3000320677747368e-06,1.274541272522356e-08,0.0
1872,1.0994062904501334e-06,1.3908880158730597e-08,6.047339295989218e-10
1873,1.0206138085777638e-06,1.0176207876355647e-08,1.1972008939764578e-09
1874,1.0353998050049995e-06,7.766991827473646e-09,0.0
1875,9.25170922982943e-07,1.0870901512305409e-08,0.0
1876,1.0616802228469169e-06,8.464420719889176e-09,0.0
1877,1.0217315775662428e-06,1.2369632429454214e-08,6.184815992682502e-10
1878,1.1063610827477532e-06,6.039088784604019e-09,0.0
1879,1.2059807659170474e-06,9.774920428640144e-09,0.0
1880,1.0287807299391716e-06,1.0268554229142524e-08,0.0
1881,1.2564458984343219e-06,1.8128519130300447e-08,6.972507571312292e-10
1882,1.0981385685226996e-06,1.2645231528551903e-08,1.9966155395678697e-09
1883,1.246805595656042e-06,1.3270611554094813e-08,0.0
1884,1.1130460961794597e-06,9.242375753615306e-09,0.0
1885,1.1363655403329176e-06,1.4824961813708626e-08,0.0
1886,1.0686935638659634e-06,1.0970888419947755e-08,0.0
1887,1.140603103522153e-06,8.4876022321545e-09,0.0
1888,1.157162159870495e-06,1.3315290647852862e-08,0.0
1889,1.1390018244128441e-06,1.0024218788373673e-08,0.0
1890,1.128665303440357e-06,2.0318598914492725e-08,0.0
1891,1.1250498346271343e-06,1.7847816891070067e-08,0.0
1892,1.1458840845079976e-06,1.3790727004803216e-08,0.0
1893,1.1540872719706385e-06,9.23762488724833e-09,2.463366621796581e-09
1894,1.236992147823912e-06,8.82215478448245e-09,0.0
1895,1.2602978358700057e-06,1.2639090218868887e-08,0.0
1896,1.3356770978134591e-06,9.435246750566506e-09,0.0
1897,1.2218617939652177e-06,1.573212637939747e-08,1.1653427112179315e-09
1898,1.2431405593815725e-06,2.2067583760332354e-08,1.6975064687230201e-09
1899,1.2940060969413025e-06,2.1004797901014172e-08,2.7637891975018647e-09
1900,1.255196593774599e-06,1.7649581240952728e-08,0.0
1901,1.2965874702786095e-06,1.7883964587017687e-08,0.0
1902,1.1907438874914078e-06,1.7677021180162455e-08,0.0
1903,1.3241340184322326e-06,1.566063922986416e-08,0.0
1904,1.3033466075285105e-06,1.289910045443321e-08,0.0
1905,1.5074576822371455e-06,1.4966201167254667e-08,0.0
1906,1.3580647646449506e-06,1.4403717052413612e-08,0.0
1907,1.3505106153388624e-06,1.9028520426012108e-08,0.0
1908,1.3398268947639735e-06,1.6698722626884432e-08,0.0
1909,1.3944993497716496e-06,2.7504917177179067e-08,0.0
1910,1.23396443996171e-06,1.5498037186922886e-08,1.068830135508847e-09
1911,1.2832742868340574e-06,1.4897047151407605e-08,3.7242617878519013e-09
1912,1.3893526329411543e-06,1.6149205861459848e-08,0.0
1913,1.328398980149359e-06,1.8030165416238475e-08,0.0
1914,1.3018469644521247e-06,1.4063161857258422e-08,0.0
1915,1.4490336752714938e-06,2.0027295266622502e-08,1.1780761921542648e-09
1916,1.375630290567642e-06,1.3184954683609362e-08,1.0987462051303964e-09
1917,1.3422903748505632e-06,2.3029490536785602e-08,0.0
1918,1.5207962178465095e-06,1.9526839700745313e-08,0.0
1919,1.608611114534142e-06,1.8415696301232742e-08,0.0
1920,1.6250008911811165e-06,1.741613209205184e-08,0.0
1921,1.5107631270439015e-06,1.9689142760626055e-08,0.0
1922,1.5478908608201891e-06,1.4755870914040514e-08,0.0
1923,1.3514102192857536e-06,1.3800732112656533e-08,0.0
1924,1.4760910289624007e-06,2.4494086647841584e-08,0.0
1925,1.2383948160277214e-06,1.3197813508725176e-08,0.0
1926,1.3475681726049515e-06,4.458455382660986e-09,0.0
1927,1.4059172599445446e-06,1.3379070296082318e-08,0.0
1928,1.360841565656301e-06,2.285208267061023e-08,1.1426041224282812e-09
1929,1.3814103567710845e-06,1.1140405931087116e-08,2.2280812750352652e-09
1930,1.3234540574558196e-06,7.352522701786768e-09,0.0
1931,1.5226150935632177e-06,6.843213995466613e-09,3.4216069977333063e-09
