year,serait_VERB à_ADP,serait_VERB a_ADP,serait_VERB bas_ADV
1978,3.899998318956932e-06,4.396037700526989e-08,1.7821774056514528e-09
1979,4.23331766796764e-06,5.4423352713328654e-08,2.3407893401383717e-09
1980,4.048396021971712e-06,5.400893166029874e-08,1.7055452605774235e-09
1981,3.921840743714711e-06,3.9850961419674036e-08,1.2651099057237047e-09
1982,3.895207555615343e-06,6.145427144943483e-08,2.483000915987077e-09
1983,4.052538315590937e-06,3.0313517807023516e-08,1.2630632095778083e-09
1984,3.999576165369945e-06,3.2474447575481236e-08,1.739702604197646e-09
1985,3.8854491322126705e-06,5.474157727114459e-08,3.0077789148208467e-09
1986,4.1703633542056195e-06,4.316029428297341e-08,4.7955883708539204e-09
1987,3.8345374377968255e-06,2.627651163322753e-08,3.0554083707556856e-09
1988,3.984110207966296e-06,3.837794371186476e-08,1.798966087207532e-09
1989,4.0902973523770925e-06,4.500260042394899e-08,5.488122178931576e-10
1990,3.937740075343754e-06,3.596109499071076e-08,1.6345953479657283e-09
1991,3.71323812942137e-06,1.8756689479371147e-08,1.1722930404189924e-09
1992,3.875694801536156e-06,2.2590771142638744e-08,5.509944167592096e-10
1993,3.946685410483042e-06,3.046564001074614e-08,2.2156829704300662e-09
1994,3.958832621719921e-06,2.05722139323683e-08,0.0
1995,3.950797690777108e-06,2.277429311803303e-08,1.626735190995987e-09
1996,3.9982310227060225e-06,2.6156651067310577e-08,3.736664311304594e-09
1997,4.07470133723109e-06,3.020783623242096e-08,4.79489448146353e-10
1998,3.987586296716472e-06,2.0979769144169325e-08,1.43043876743576e-09
1999,4.1597972995077725e-06,2.6507167127931552e-08,1.8280804647829996e-09
2000,3.966066742577823e-06,2.606638671576178e-08,8.836062992401139e-10
2001,4.003551111964043e-06,1.708672603406569e-08,8.762423564512289e-10
2002,3.973767888965085e-06,2.3658595083020373e-08,8.76244299341522e-10
2003,4.236510449118214e-06,1.5417615184531996e-08,8.333845835650777e-10
2004,4.055050794704584e-06,1.7619165515458945e-08,1.7619165015858584e-09
2005,3.960146841563983e-06,3.332774656250592e-08,2.702249757291497e-09
2006,3.929290414816933e-06,1.8942294455204234e-08,3.706100981659688e-09
2007,4.114313924219459e-06,1.4779574231127413e-08,3.595031605740928e-09
2008,3.935151653422508e-06,1.788124590063056e-08,2.1287198670449925e-09
2009,4.0734666981734335e-06,2.002640919762655e-08,4.76819250749827e-10
2010,4.049235485581448e-06,1.2281862193930237e-08,9.447586046817946e-10
2011,3.7138415791559964e-06,8.412738061736036e-09,3.82397197240536e-10
2012,4.022124358016299e-06,8.851057275993668e-09,1.0212758416727752e-09
2013,4.131809873797465e-06,9.483025364964703e-09,3.0680376017500066e-09
2014,4.284766419004882e-06,4.547434942492323e-09,1.0827225782605865e-09
2015,4.1882190089381766e-06,4.654808385962106e-09,6.206410940734486e-09
2016,4.420654022396775e-06,6.628288057308751e-09,2.4856081637381067e-09
2017,3.86548845199286e-06,5.534344982294215e-09,3.018733707449428e-09
2018,4.015729700768134e-06,5.937373259712331e-09,1.0325866828253538e-09
2019,3.885154455929296e-06,3.3162841917011576e-09,7.1427654901867754e-09
