year,en_ADP îles_NOUN,en_ADP iles_NOUN,en_ADP deal_NOUN
1800,8.803660733747165e-08,3.144164484325529e-08,0.0
1801,6.191074675143682e-08,7.143547975374531e-09,0.0
1802,7.384872446891677e-08,8.951360541686881e-09,0.0
1803,8.191424427650418e-08,9.751695895232615e-09,0.0
1804,2.175228814849106e-07,1.9774807569206132e-08,0.0
1805,3.1271653710973624e-08,2.2743021688143017e-08,0.0
1806,4.8988376022407465e-08,8.645007376628655e-09,0.0
1807,3.4163463169534225e-08,8.540865792383556e-09,0.0
1808,4.985362878073829e-08,2.4926814390369145e-08,0.0
1809,4.51806094758922e-08,2.25903047379461e-08,0.0
1810,4.914266327205041e-08,1.8721014072298203e-08,0.0
1811,5.0141537144554604e-08,7.521230305229665e-09,0.0
1812,2.6672083208723052e-08,8.00162469616339e-09,0.0
1813,8.052076339026826e-08,8.627224934443234e-09,0.0
1814,3.1466772298927026e-08,3.1466771410748606e-09,0.0
1815,3.776112933451259e-08,0.0,0.0
1816,1.0660977523002657e-07,2.3176038865813098e-09,0.0
1817,1.1053801074467628e-07,2.3353101674672416e-08,0.0
1818,1.3947777688372298e-07,2.0266001987678806e-08,0.0
1819,3.622867339458935e-08,8.280840235741493e-09,0.0
1820,7.238553223487543e-08,3.5599443393152796e-09,0.0
1821,3.254291058851777e-08,3.94459531705138e-09,0.0
1822,7.118187284049782e-08,1.4035862250239006e-08,0.0
1823,6.81905376609393e-08,6.917880712720148e-09,0.0
1824,3.621078548121659e-08,1.6000114122505238e-08,0.0
1825,4.57883047033647e-08,2.641632912414593e-09,0.0
1826,5.813269510213104e-08,8.807984452907647e-09,0.0
1827,6.728609491801762e-08,5.530363889061363e-09,0.0
1828,6.420610532131832e-08,2.7516904310687096e-09,0.0
1829,3.3435387791769244e-08,2.5719527840806222e-08,0.0
1830,4.174734158368665e-08,9.39315203396518e-09,0.0
1831,3.897801548191637e-08,4.677361609140007e-09,0.0
1832,3.3824925083081325e-08,8.117981509236927e-09,0.0
1833,9.730248251571538e-08,1.3900354645102198e-08,0.0
1834,7.560969805808782e-08,6.534171870242744e-09,0.0
1835,5.974839467626225e-08,1.1344631900556124e-08,0.0
1836,7.123995260371885e-08,1.0753199664037538e-08,0.0
1837,4.87052354003481e-08,6.262101726051128e-09,0.0
1838,6.56464820281144e-08,1.3255539776935166e-08,0.0
1839,4.894032556990169e-08,1.1885507911202353e-08,0.0
1840,4.58617570586739e-08,1.4013315285943406e-08,0.0
1841,4.751206006403663e-08,7.704658244733764e-09,0.0
1842,3.7566284305512454e-08,4.695785538189057e-09,0.0
1843,3.1306630177141415e-08,4.13483786099178e-09,0.0
1844,3.0735943568060975e-08,4.9397050894128824e-09,0.0
1845,4.910600637231255e-08,5.580227946389016e-09,0.0
1846,4.0981507964943376e-08,1.1709002656346001e-08,0.0
1847,5.9325458323655766e-08,6.47186837454683e-09,0.0
1848,9.171552761699786e-08,1.126331028444838e-08,0.0
1849,6.452149392544015e-08,1.0893238977516262e-08,0.0
1850,2.1045888587423178e-08,8.146795238417326e-09,0.0
1851,4.9660677348128957e-08,7.739326290945314e-09,0.0
1852,3.906327350478023e-08,1.1718982229069752e-08,0.0
1853,3.762317035693741e-08,4.180352286553557e-09,0.0
1854,2.961528799971802e-08,9.352196128631363e-09,0.0
1855,5.094659627502551e-08,3.714855978387277e-09,0.0
1856,7.869327589560271e-08,1.7084724746041502e-08,0.0
1857,3.7099468386259105e-08,7.810414537345878e-09,0.0
1858,2.397901255335455e-08,4.893675908945738e-09,0.0
1859,4.430190969628711e-08,2.5460866748261424e-09,0.0
1860,3.4786598490654796e-08,3.661747072225552e-09,0.0
1861,2.452301117727984e-08,3.3011746669586728e-09,0.0
1862,4.472806480748659e-08,5.421583626485926e-09,0.0
1863,2.6970951694238465e-08,2.996772441310469e-09,0.0
1864,3.931677028390368e-08,6.712619238236073e-09,0.0
1865,3.435996376310868e-08,5.648213063924601e-09,0.0
1866,3.259960479340407e-08,5.352174370365503e-09,0.0
1867,3.542552207136396e-08,3.396968040192405e-09,0.0
1868,3.210918109175509e-08,4.939873954334928e-09,0.0
1869,2.8812763730456936e-08,1.953407657850903e-09,0.0
1870,4.529898589566983e-08,2.2936195165357276e-09,0.0
1871,3.186353225714811e-08,3.18635318130589e-09,0.0
1872,2.6003558417642125e-08,5.442605366390296e-09,0.0
1873,3.4718826924518e-08,1.1972008717719973e-08,0.0
1874,4.182226476245887e-08,6.5720701658555924e-09,0.0
1875,2.2313955128083762e-08,2.860763514966891e-09,0.0
1876,5.683254045152353e-08,3.02300739996042e-09,0.0
1877,5.3807898581226254e-08,4.9478527941460015e-09,0.0
1878,3.8650167510922984e-08,8.454724254036705e-09,0.0
1879,4.093248051617593e-08,6.10932526790009e-10,0.0
1880,4.2357786611546544e-08,6.417846032391594e-09,0.0
1881,4.6018548971460405e-08,6.972507571312292e-10,0.0
1882,5.856738738430067e-08,8.652000671460769e-09,0.0
1883,5.308244865886991e-08,3.791603475633565e-09,0.0
1884,3.762967182296961e-08,5.941527270181268e-09,0.0
1885,5.4787903991382336e-08,3.222817901438191e-09,0.0
1886,2.774989482645651e-08,1.1616235306988187e-08,0.0
1887,4.7661149693567495e-08,3.264462256069578e-09,0.0
1888,3.550744054336974e-08,6.340614699951175e-09,0.0
1889,5.137412273370501e-08,5.638623234993645e-09,0.0
1890,4.5880703680722945e-08,3.2771931834929546e-09,0.0
1891,3.7607897240832244e-08,5.736798147637501e-09,0.0
1892,4.5133290882404253e-08,1.2537024751679837e-09,0.0
1893,4.495644034818724e-08,8.621783287310336e-09,0.0
1894,4.663139208105349e-08,6.301539512421073e-09,0.0
1895,4.1528441130367355e-08,4.213030146971164e-09,0.0
1896,4.2458609073037223e-08,7.076434771491336e-09,0.0
1897,4.253501018069983e-08,4.661370844871726e-09,0.0
1898,3.5647634177848886e-08,4.526683805572418e-09,0.0
1899,3.703477347016815e-08,5.527578395003729e-09,0.0
1900,2.803168719367477e-08,2.07642125715779e-09,0.0
1901,2.2913829056392387e-08,7.265360812969135e-09,0.0
1902,3.2407871941586563e-08,3.928227187977029e-09,0.0
1903,2.8621167658116065e-08,4.860198243861191e-09,0.0
1904,4.5146851590516235e-08,5.912087708281888e-09,0.0
1905,5.005936287716395e-08,5.676834835544042e-09,0.0
1906,4.5268823356536814e-08,3.0865107691901983e-09,0.0
1907,2.0571373937627868e-08,3.08570607954195e-09,0.0
1908,4.0273391732625896e-08,3.929111258571538e-09,0.0
1909,4.1807474815414025e-08,7.151278569317299e-09,0.0
1910,1.3894791983659616e-08,3.740905585303267e-09,0.0
1911,4.735132819178034e-08,3.1922244847493175e-09,0.0
1912,3.1777467768279166e-08,6.251305251225858e-09,0.0
1913,4.825720623102825e-08,6.893886572711949e-09,0.0
1914,2.8795998474606677e-08,6.696743715117748e-10,0.0
1915,2.1205371680821372e-08,2.3561523843085297e-09,0.0
1916,3.625862632361532e-08,0.0,0.0
1917,4.496234140560773e-08,2.1932848870420685e-09,0.0
1918,3.790504266021344e-08,1.1486376294556067e-09,0.0
1919,1.5653341733923298e-08,4.603924241841639e-09,0.0
1920,2.3473917920568965e-08,1.514446346106979e-09,0.0
1921,2.120369302360814e-08,4.543648624011354e-09,0.0
1922,1.4018077365562931e-08,5.902348387820666e-09,0.0
1923,2.0170300985000722e-08,4.246379248229459e-09,0.0
1924,4.769901096324247e-08,3.867487330388997e-09,0.0
1925,3.189471442510694e-08,2.1996355847875293e-09,0.0
1926,2.452150482668003e-08,8.916910765321973e-09,0.0
1927,3.3447673075670536e-08,5.574612549352764e-09,0.0
1928,2.6279895593006586e-08,3.4278123672848437e-09,0.0
1929,3.342121956961819e-08,2.2280812750352652e-09,0.0
1930,1.995684684175103e-08,4.201441416995522e-09,0.0
1931,2.5091784650044247e-08,2.2810713318222042e-09,0.0
