year,étiez_VERB à_ADP,étiez_VERB a_ADP,etiez_VERB à_ADP,etiez_VERB a_ADP
1941,1.741386483899987e-07,0.0,0.0,0.0
1942,2.39702728777047e-07,0.0,0.0,0.0
1943,2.1483940315647487e-07,0.0,0.0,0.0
1944,2.3456259157228487e-07,0.0,0.0,0.0
1945,2.614204959172639e-07,4.357008087652048e-09,0.0,0.0
1946,2.464035446791968e-07,0.0,0.0,0.0
1947,3.075584800171782e-07,1.1920870957027319e-09,0.0,0.0
1948,2.5005343218253984e-07,1.0871887834440486e-09,0.0,0.0
1949,1.9732186729015666e-07,0.0,0.0,0.0
1950,2.0951662804691296e-07,0.0,0.0,0.0
1951,2.697334764434345e-07,0.0,1.0661401761424827e-09,0.0
1952,1.7609822577924206e-07,0.0,0.0,1.0544803918932644e-09
1953,1.9500627956858807e-07,0.0,1.0773827385790469e-09,0.0
1954,2.443134121676849e-07,0.0,2.9317608341017376e-09,0.0
1955,2.0366769604152068e-07,1.8771215692936494e-09,0.0,0.0
1956,2.1541220007748052e-07,8.72114158667614e-10,0.0,0.0
1957,1.9613783308614074e-07,0.0,0.0,8.835037701437898e-10
1958,2.1342387412914832e-07,0.0,0.0,8.272243445794913e-10
1959,2.0229451536124543e-07,1.5501495642666896e-09,0.0,0.0
1960,1.9655166738630214e-07,0.0,0.0,0.0
1961,2.1678256700852216e-07,0.0,0.0,0.0
1962,1.9025868880362395e-07,0.0,1.2683912808952869e-09,0.0
1963,1.888087552970319e-07,0.0,6.466053248388448e-10,0.0
1964,2.6647782647160057e-07,0.0,0.0,0.0
1965,2.0410722356700717e-07,2.188817349590977e-09,2.73602163147757e-09,0.0
1966,1.8777463139940664e-07,5.539074754423723e-10,0.0,0.0
1967,1.8488758257717564e-07,4.930335584241163e-10,0.0,0.0
1968,1.8953774372221233e-07,4.4914158503495116e-10,4.4914158503495116e-10,0.0
1969,1.95749763065578e-07,1.3625273131978588e-09,4.5417578031781147e-10,0.0
1970,1.6279486203529814e-07,9.197450023812337e-10,1.3796175313274261e-09,0.0
1971,1.634010402540298e-07,5.138397485282553e-10,5.138397485282553e-10,0.0
1972,1.893024261789833e-07,2.565073486948677e-09,0.0,0.0
1973,1.6705007510608993e-07,5.513203782392395e-10,0.0,0.0
1974,1.496402006750941e-07,0.0,0.0,0.0
1975,1.6277718373203243e-07,0.0,1.1422960355389478e-09,5.711480177694739e-10
1976,1.3655329667017213e-07,1.142705374768127e-09,0.0,5.713526873840635e-10
1977,1.3399062481767032e-07,5.876781838942691e-10,0.0,0.0
1978,1.7346526703931886e-07,1.1881182704343018e-09,0.0,0.0
1979,1.3810657151225314e-07,0.0,5.851973128301324e-09,1.7555920051037788e-09
1980,1.4895094579969737e-07,0.0,1.1370301367108482e-09,0.0
1981,1.6952472492448578e-07,1.2651099057237047e-09,1.2651099057237047e-09,0.0
1982,1.57049811377874e-07,6.207502289967692e-10,1.2415004579935385e-09,0.0
1983,1.8251263611546165e-07,6.315316047889041e-10,0.0,0.0
1984,1.5831292898838e-07,0.0,0.0,0.0
1985,1.7384962802680093e-07,6.015558051686298e-10,1.2031116103372597e-09,1.8046674155058895e-09
1986,1.5345882786732545e-07,0.0,2.3977941854269602e-09,0.0
1987,1.711028687623184e-07,0.0,0.0,0.0
1988,1.3432280354663817e-07,5.996553809062277e-10,0.0,5.996553809062277e-10
1989,1.43239986982735e-07,1.0976244357863152e-09,5.488122178931576e-10,0.0
1990,1.7326709667031537e-07,1.6345953479657283e-09,3.2691906959314565e-09,0.0
1991,1.7174093613903096e-07,1.1722930404189924e-09,0.0,0.0
1992,1.7466523161147052e-07,5.509944167592096e-10,5.509944167592096e-10,0.0
1993,1.5011252685326326e-07,0.0,0.0,2.2156829704300662e-09
1994,1.9147984176015598e-07,0.0,0.0,0.0
1995,1.5020188470771245e-07,0.0,0.0,0.0
1996,1.713527524316305e-07,0.0,2.6690460952494277e-09,5.338092190498855e-10
1997,1.1315950843027167e-07,9.58978896292706e-10,9.58978896292706e-10,0.0
1998,1.3493806250153284e-07,2.3840645013706308e-09,0.0,4.768129224785866e-10
1999,1.4121921765308798e-07,4.570201161957499e-10,0.0,4.570201161957499e-10
2000,1.3033192658440385e-07,4.4180314962005696e-10,8.836062992401139e-10,0.0
2001,1.5597113645071659e-07,4.3812117822561447e-10,0.0,0.0
2002,1.4589467411951773e-07,0.0,2.1906108038649563e-09,0.0
2003,1.6000984714992228e-07,0.0,4.1669229178253886e-10,1.2500769308587678e-09
2004,1.5857249024975317e-07,0.0,0.0,0.0
2005,1.4862374086987984e-07,9.007499190971657e-10,9.007499190971657e-10,0.0
2006,1.7912820737819857e-07,4.1178899179428186e-10,0.0,8.235779835885637e-10
2007,2.097101656772793e-07,0.0,7.988958938831558e-10,7.988958938831558e-10
2008,2.2010962652529997e-07,0.0,0.0,0.0
2009,2.7893926812794234e-07,0.0,3.814554005998616e-09,0.0
2010,3.292483654604439e-07,0.0,0.0,0.0
2011,3.8928035905883007e-07,0.0,3.82397197240536e-10,0.0
2012,4.830634452446247e-07,0.0,3.404252713057332e-10,3.404252713057332e-10
2013,5.449950322145014e-07,0.0,0.0,0.0
2014,5.517554200196173e-07,0.0,4.330890368553497e-10,0.0
2015,5.701031682292523e-07,0.0,0.0,0.0
2016,5.681685593117436e-07,0.0,0.0,0.0
2017,5.051347784501559e-07,0.0,0.0,7.54683426862357e-10
2018,5.555316420213785e-07,2.5814667070633845e-10,0.0,0.0
2019,5.410644803305331e-07,2.55098775436835e-10,0.0,0.0
