year,mêmes_ADJ arts_NOUN,mêmes_ADJ bars_NOUN
1857,2.8312753475034924e-08,0.0
1858,2.3489644007668176e-08,0.0
1859,4.68479939286226e-08,0.0
1860,4.211009141386057e-08,0.0
1861,1.131831339762357e-08,0.0
1862,2.981871105589562e-08,0.0
1863,2.7969877081091e-08,0.0
1864,1.1986819536957682e-08,0.0
1865,2.3063536858103362e-08,0.0
1866,2.4814625465552353e-08,0.0
1867,1.747012134956094e-08,0.0
1868,2.8157282727647726e-08,0.0
1869,4.346331894389266e-08,4.883519144627257e-10
1870,2.8096838633473453e-08,0.0
1871,3.18635318130589e-09,0.0
1872,2.4794090336399677e-08,0.0
1873,1.1972009161809183e-08,0.0
1874,8.364453130127458e-09,0.0
1875,1.3159512146643237e-08,0.0
1876,2.6602466007830117e-08,0.0
1877,3.958282268623492e-08,0.0
1878,2.2344627481629686e-08,0.0
1879,1.710611030603104e-08,0.0
1880,2.8238524407697696e-08,0.0
1881,2.370652651961791e-08,0.0
1882,2.1962771157291172e-08,0.0
1883,3.033282780506852e-08,0.0
1884,2.0465260597291035e-08,0.0
1885,1.0313017106966527e-08,0.0
1886,7.744156760303156e-09,0.0
1887,3.133883863526421e-08,0.0
1888,2.1558089535744784e-08,0.0
1889,1.4409814674820609e-08,0.0
1890,1.9007720730712663e-08,0.0
1891,1.4023283867459213e-08,0.0
1892,1.7551833764173352e-08,0.0
1893,9.853466487186324e-09,0.0
1894,1.764431090123253e-08,0.0
1895,5.416753268150387e-09,1.8055843487019274e-09
1896,4.717623180994224e-09,0.0
1897,1.6897470089816125e-08,0.0
1898,8.487532454637403e-09,0.0
1899,9.949641111006713e-09,0.0
1900,8.824790675987515e-09,0.0
1901,1.2854099118442264e-08,0.0
1902,7.365425602756659e-09,0.0
1903,1.0260418292773466e-08,2.1600881083827517e-09
1904,1.0749250378694342e-08,0.0
1905,6.192911072844254e-09,0.0
1906,6.173021205313489e-09,5.144184522798412e-10
1907,1.0799970695529737e-08,2.5714217422034835e-09
1908,9.331638795018193e-09,0.0
1909,2.475442606453271e-08,0.0
1910,1.870452770447173e-08,0.0
1911,6.916486494645824e-09,0.0
1912,7.293189607793238e-09,0.0
1913,1.4318072560914885e-08,0.0
1914,9.37544131218715e-09,0.0
1915,1.8849219074468238e-08,0.0
1916,8.789969641043172e-09,0.0
1917,9.869781991689308e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,3.786115865267448e-09,0.0
1921,5.300923255902035e-09,7.572747429129834e-10
1922,9.591316185719734e-09,0.0
1923,4.246379248229459e-09,0.0
1924,2.7072411756812187e-08,3.867487219366694e-09
1925,6.598906754362588e-09,0.0
1926,4.458455382660986e-09,0.0
1927,5.574612327308159e-09,0.0
1928,1.0283437212876834e-08,0.0
1929,8.912325100141061e-09,0.0
1930,1.470504518152893e-08,0.0
1931,7.983749661377715e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,1.1470662197865522e-08,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,3.6374143697059935e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,2.4273694831933312e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,6.960552134671616e-09,0.0
1947,1.549713246618012e-08,1.1920870957027319e-09
1948,2.5005341797168512e-08,1.0871887834440486e-09
1949,1.0798709482173763e-08,0.0
1950,1.701657836861159e-08,3.190608444114673e-09
1951,1.2793682557799002e-08,7.462981344019681e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,4.886268278880834e-09
1955,3.754243138587299e-09,0.0
1956,6.104798888628693e-09,0.0
1957,1.0602045297236629e-08,2.6505113659425206e-09
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,6.975672928177801e-09,1.5501495642666896e-09
1960,6.2287499602575735e-09,6.920833350854139e-10
1961,4.16889545107324e-09,1.3896318540318475e-09
1962,2.5367825617905737e-09,3.805173953708163e-09
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,4.867174663303331e-09,0.0
1965,2.188817405102128e-09,0.0
1966,1.0524241922382771e-08,5.539074754423723e-10
1967,1.7749207881223583e-08,3.451234853457663e-09
1968,1.8414804320299183e-08,2.245707841908029e-09
1969,9.991866889436096e-09,9.083515606356229e-10
1970,1.1496812751810026e-08,1.3796175313274261e-09
1971,9.762954999992246e-09,5.138397485282553e-10
1972,1.179933784012377e-08,0.0
1973,1.4885650490015223e-08,3.3079223804577396e-09
1974,3.3753431161187564e-09,2.812785782069227e-09
1975,5.711480177694739e-09,3.4268881066168433e-09
1976,5.7135269293517865e-09,1.7140580066410394e-09
1977,1.7630346071939584e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,2.970295565063452e-09
1979,3.511183899185255e-09,2.925986564150662e-09
1980,7.959210845953635e-09,1.1370301367108482e-09
1981,3.1627747087981106e-09,1.8976649140967083e-09
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,6.94684787472255e-09,0.0
1984,1.333771981748555e-08,3.479405208395292e-09
1985,5.4140022465176685e-09,1.2031116103372597e-09
1986,4.7955883708539204e-09,1.1988970927134801e-09
1987,8.55514348252484e-09,2.4443267410134695e-09
1988,4.197587610832443e-09,4.197587610832443e-09
1989,6.585746614717891e-09,4.939309850016116e-09
1990,4.90378582185258e-09,3.2691906959314565e-09
1991,7.033758464558559e-09,4.10302547493302e-09
1992,1.1019888335184191e-09,7.162927584403178e-09
1993,6.0931280021492285e-09,6.093128224193833e-09
1994,8.967375231261343e-09,7.384897138251745e-09
1995,9.218166119318028e-09,3.253470381991974e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,8.630810288678958e-09,1.102825741838842e-08
1998,3.337690568372409e-09,2.86087753487152e-09
1999,8.683382013430219e-09,6.8553016596695215e-09
2000,1.1486882001143783e-08,4.418031274155965e-09
2001,5.257454110951798e-09,4.8193329327261836e-09
2002,7.00995456126563e-09,6.571832411594869e-09
2003,4.583615265119079e-09,8.750538071922165e-09
2004,9.250061522303454e-09,8.80958239690699e-09
2005,5.404499514582994e-09,8.106749049829887e-09
2006,4.117890028965121e-09,1.070651389767363e-08
2007,4.393927444112933e-09,7.589511241690161e-09
2008,7.237647453584017e-09,7.2376473703172906e-09
2009,6.198650259747751e-09,7.629108011997232e-09
2010,4.2514138876015295e-09,8.502827775203059e-09
2011,9.177532483972684e-09,8.795135286732148e-09
2012,6.127654827992046e-09,1.5659562535574878e-08
2013,2.2313000336282585e-09,6.9728125495771565e-09
2014,6.712880029624557e-09,1.6890473020225727e-08
2015,7.536356344539641e-09,9.309617077235544e-09
2016,5.59261792432153e-09,9.32103016992869e-09
2017,3.5218559180094644e-09,1.2578056818313144e-08
2018,4.3884935685412074e-09,1.3423626654684995e-08
2019,4.08158040698936e-09,1.0714148679369373e-08
