year,fus_VERB au_ADP,fus_VERB beau_ADJ
1800,2.2952400513531757e-07,0.0
1801,1.6906396638205479e-07,0.0
1802,1.767893706983159e-07,0.0
1803,1.2092102963379148e-07,0.0
1804,2.768473166270269e-07,0.0
1805,3.553597025529598e-07,0.0
1806,2.247701900159882e-07,0.0
1807,1.1672516109229036e-07,0.0
1808,9.517511045942229e-08,0.0
1809,1.1295152546608733e-07,0.0
1810,1.778496283577624e-07,0.0
1811,2.0558029234507558e-07,0.0
1812,1.4936365744233626e-07,2.6672082320544632e-09
1813,2.7319546802573313e-07,0.0
1814,1.6677388714469998e-07,0.0
1815,1.1058616422587875e-07,0.0
1816,1.228330006597389e-07,0.0
1817,5.1376822796100896e-08,0.0
1818,2.22926018977887e-07,0.0
1819,1.1179133707628353e-07,0.0
1820,1.3053129066520341e-07,0.0
1821,1.548253720784487e-07,0.0
1822,4.280938128431444e-07,0.0
1823,4.150728614149557e-07,0.0
1824,2.223173680704349e-07,0.0
1825,3.425317345318035e-07,0.0
1826,1.7704049071198824e-07,0.0
1827,1.8895410391905898e-07,0.0
1828,1.458395928466416e-07,0.0
1829,1.6803424784939125e-07,0.0
1830,2.0456198512874835e-07,0.0
1831,1.6994414409055025e-07,0.0
1832,2.232444984429094e-07,0.0
1833,1.5406226339109708e-07,0.0
1834,1.941582468134584e-07,0.0
1835,1.557996114343041e-07,5.294161553592858e-09
1836,2.4933981990216125e-07,0.0
1837,2.414388120541844e-07,0.0
1838,2.5690499683150847e-07,0.0
1839,1.6290137239138858e-07,0.0
1840,7.38883869644269e-08,0.0
1841,1.155698754473633e-07,0.0
1842,1.3886108263250208e-07,0.0
1843,1.1577545677710077e-07,0.0
1844,7.79375710635577e-08,0.0
1845,8.537748641401777e-08,0.0
1846,7.318126904465316e-08,0.0
1847,7.604445073638999e-08,0.0
1848,9.091100849900613e-08,0.0
1849,1.0390474614041523e-07,0.0
1850,1.5614691051268892e-07,0.0
1851,9.480675089434953e-08,0.0
1852,9.440290682505292e-08,0.0
1853,1.313825066517893e-07,0.0
1854,1.3248944696897524e-07,0.0
1855,1.2630511037059478e-07,0.0
1856,9.9919752472033e-08,0.0
1857,1.713409716330716e-07,0.0
1858,1.3359735362428182e-07,0.0
1859,1.2221215683894116e-07,0.0
1860,6.82915811012208e-07,0.0
1861,3.659587832771649e-07,2.357981809808507e-09
1862,1.3192520498250815e-07,1.8071945051545413e-09
1863,7.641769883548477e-08,4.994620828036034e-10
1864,1.006892844657159e-07,0.0
1865,1.473242292604482e-07,4.706844358715045e-10
1866,1.4012965721121873e-07,4.865612912574591e-10
1867,1.0821769791391489e-07,0.0
1868,1.1460507920446616e-07,4.93987406535723e-10
1869,1.2013457251214277e-07,0.0
1870,1.032128764677509e-07,5.734048791339319e-10
1871,1.7737366420078615e-07,0.0
1872,1.4634561296134052e-07,2.4189357183956872e-09
1873,9.278306833948591e-08,0.0
1874,9.798358746593294e-08,0.0
1875,1.3159512946003815e-07,5.721527140956084e-10
1876,9.310862481015647e-08,0.0
1877,9.277223966819292e-08,1.2369631985365004e-09
1878,9.300196524009152e-08,0.0
1879,1.8816722047176881e-07,0.0
1880,3.0998197075859935e-07,0.0
1881,1.0737661426674094e-07,0.0
1882,1.0315847021047375e-07,0.0
1883,1.4028933037479874e-07,0.0
1884,1.1552969425565607e-07,0.0
1885,6.316722789279083e-08,0.0
1886,6.905206362262106e-08,6.453463874400711e-10
1887,1.0968593500138013e-07,0.0
1888,9.891358843105991e-08,0.0
1889,7.643466659601472e-08,1.2530273485467092e-09
1890,1.0683650231158026e-07,6.554386478008212e-10
1891,1.0772431835448515e-07,0.0
1892,9.152027757863834e-08,0.0
1893,7.636436549773862e-08,0.0
1894,1.638400277670371e-07,0.0
1895,1.4805792147853936e-07,0.0
1896,1.3681106736385118e-07,0.0
1897,8.157398667663074e-08,0.0
1898,8.261198303216588e-08,0.0
1899,1.370839441960925e-07,0.0
1900,8.720969191244876e-08,0.0
1901,6.762373772062347e-08,1.676621730339889e-09
1902,5.450415230257022e-08,4.910283846193408e-10
1903,5.238213773850475e-08,5.400220270956879e-10
1904,8.814384955257992e-08,0.0
1905,6.03808842924991e-08,5.160759042333041e-10
1906,1.0134043293419381e-07,0.0
1907,7.14855232786249e-08,0.0
1908,5.991894624912675e-08,0.0
1909,8.416505181685352e-08,0.0
1910,9.085056262847502e-08,0.0
1911,1.0002303696410308e-07,0.0
1912,8.543450746856251e-08,0.0
1913,9.704471182203633e-08,3.71209285532359e-09
1914,8.705767129413289e-08,0.0
1915,6.243804051564439e-08,0.0
1916,4.724608615447323e-08,0.0
1917,6.031533672512523e-08,0.0
1918,1.252014953934122e-07,0.0
1919,5.800944435918609e-08,0.0
1920,8.85951081386338e-08,0.0
1921,8.708659748890568e-08,0.0
1922,7.894391274021473e-08,7.377935484775833e-10
1923,7.431163595583712e-08,0.0
1924,1.2247043912338995e-07,0.0
1925,7.91868828287079e-08,0.0
1926,8.025219955243301e-08,0.0
1927,9.811317625008087e-08,1.1149224876660924e-09
1928,6.741364444451392e-08,0.0
1929,9.469345485513259e-08,1.1140406375176326e-09
1930,8.192810696527886e-08,0.0
1931,1.2659945980431075e-07,0.0
1932,1.2713061892100086e-07,0.0
1933,1.192948815287309e-07,0.0
1934,5.751158482780738e-08,0.0
1935,6.223507398317452e-08,1.196828414151696e-09
1936,5.2136272188363364e-08,0.0
1937,5.666003133342201e-08,0.0
1938,8.038433207957496e-08,0.0
1939,3.976452944698394e-08,0.0
1940,6.593035806190528e-08,0.0
1941,7.969057236323351e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,6.67744117777147e-08,0.0
1944,4.819779064746399e-08,0.0
1945,6.971212940243277e-08,0.0
1946,9.883984120051537e-08,0.0
1947,8.106191984325051e-08,0.0
1948,6.631851334759631e-08,0.0
1949,8.246286853363927e-08,0.0
1950,5.9558026066497405e-08,0.0
1951,9.168805803483338e-08,0.0
1952,5.483298082253896e-08,0.0
1953,6.8952495269059e-08,0.0
1954,8.20893006903134e-08,1.9545072227344917e-09
1955,7.320774386698758e-08,0.0
1956,6.889701609225085e-08,0.0
1957,6.361226922990681e-08,0.0
1958,9.264912392836777e-08,0.0
1959,5.1930008737599564e-08,0.0
1960,7.474500307580456e-08,0.0
1961,6.114380113331208e-08,0.0
1962,6.341956293454132e-08,0.0
1963,5.819448034571906e-08,0.0
1964,6.509846173230471e-08,1.2167936658258327e-09
1965,8.208065338521919e-08,5.472043373977442e-10
1966,6.2591546168278e-08,5.539074754423723e-10
1967,8.13505351970889e-08,0.0
1968,1.0644655645819512e-07,0.0
1969,7.039724891910737e-08,0.0
1970,6.622163795100278e-08,0.0
1971,6.88545256366524e-08,0.0
1972,8.823852937211996e-08,0.0
1973,5.8991279416886755e-08,5.513203782392395e-10
1974,4.725480096112733e-08,0.0
1975,3.940921189382607e-08,0.0
1976,4.513686135965145e-08,5.713526873840635e-10
1977,5.1128001388178745e-08,5.876781838942691e-10
1978,6.53465050959312e-08,0.0
1979,6.846808986438191e-08,0.0
1980,4.8892296433677984e-08,0.0
1981,4.617651327976091e-08,0.0
1982,5.152226734139731e-08,6.207502289967692e-10
1983,4.736487113632393e-08,0.0
1984,4.6392067076794774e-08,0.0
1985,5.895246957265954e-08,6.015558051686298e-10
1986,3.2370220282018636e-08,0.0
1987,4.460896363411848e-08,0.0
1988,5.336933028843305e-08,0.0
1989,6.915033878840404e-08,0.0
1990,5.884542986223096e-08,5.44865097484859e-10
1991,5.0408601737217396e-08,0.0
1992,3.4712648755430564e-08,5.509944167592096e-10
1993,7.644106148063656e-08,0.0
1994,5.644171352514604e-08,0.0
1995,5.314001683132119e-08,0.0
1996,6.459091395072392e-08,0.0
1997,4.794894437054609e-08,9.58978896292706e-10
1998,4.7681293580126294e-08,0.0
1999,5.0272213059088244e-08,0.0
2000,5.036556061099873e-08,0.0
2001,5.0383935246145484e-08,0.0
2002,5.607963515785741e-08,0.0
2003,5.083645859826902e-08,0.0
2004,5.065509967039361e-08,0.0
2005,4.593824698417848e-08,0.0
2006,5.188541152278958e-08,0.0
2007,3.515141955290346e-08,0.0
2008,4.342588511008216e-08,0.0
2009,5.72183083136224e-08,0.0
2010,4.345889692558558e-08,0.0
2011,5.162362270993981e-08,0.0
