year,êtes_VERB aux_ADP,êtes_VERB faux_ADJ,etes_VERB aux_ADP
1845,1.0435026354116417e-07,1.674068439427856e-09,5.580227946389016e-10
1846,1.469479826710085e-07,2.3418005312692003e-09,0.0
1847,1.2997668363823323e-07,0.0,5.393223645455691e-10
1848,1.3918233321419393e-07,3.218088684420195e-09,0.0
1849,1.080944542763973e-07,4.1897072478036534e-09,0.0
1850,8.62202469420481e-08,6.788996032014438e-10,0.0
1851,1.025460747428042e-07,0.0,0.0
1852,1.3216407523941598e-07,1.9531636308300904e-09,1.9531636308300904e-09
1853,1.0570319375347026e-07,0.0,0.0
1854,1.2989161746190803e-07,0.0,1.0391328908454511e-09
1855,1.3055066006018023e-07,5.306937111981824e-10,5.306937111981824e-10
1856,1.4289042837845045e-07,6.73034605824796e-09,1.0354378465748937e-09
1857,1.4742157361524733e-07,1.4644527812635033e-09,0.0
1858,1.1744822359105456e-07,0.0,2.936205500958522e-09
1859,1.31887290422128e-07,0.0,0.0
1860,9.886717577956006e-08,5.034902272882391e-09,0.0
1861,1.1223993823250566e-07,9.431927461278633e-10,0.0
1862,9.758850438856825e-08,4.517986262886353e-10,0.0
1863,1.3485475847119233e-07,2.9967726078439227e-09,4.994620828036034e-10
1864,1.4144447391117865e-07,0.0,1.4384183844029508e-09
1865,1.1531768961958733e-07,0.0,4.706844358715045e-10
1866,1.615383524722347e-07,9.731225825149181e-10,0.0
1867,1.2277612881916866e-07,3.396968040192405e-09,0.0
1868,1.1707501812452392e-07,4.93987406535723e-10,9.87974813071446e-10
1869,1.4406381865228468e-07,0.0,1.4650557433881772e-09
1870,1.387639798622331e-07,0.0,5.734048791339319e-10
1871,7.222400455475508e-08,5.3105884134652115e-09,1.0621177271019633e-09
1872,1.3183199598643114e-07,9.675742873582749e-09,6.047339295989218e-10
1873,8.38040605799506e-08,1.7958012854535355e-09,5.986004469882289e-10
1874,1.1112773279364774e-07,5.974609140757536e-10,0.0
1875,1.2244068159361632e-07,5.149374260327022e-09,0.0
1876,8.827181829929032e-08,0.0,0.0
1877,8.65874270061795e-08,0.0,0.0
1878,7.307297522629597e-08,3.0195443923020093e-09,6.039088673581716e-10
1879,9.46945419855183e-08,1.221865053580018e-09,0.0
1880,8.728270728397547e-08,0.0,0.0
1881,1.0737661426674094e-07,0.0,0.0
1882,8.851662158804174e-08,0.0,0.0
1883,9.605395234757452e-08,6.319338941018771e-10,0.0
1884,7.790002598540013e-08,1.3203393933736152e-09,0.0
1885,9.410628365458251e-08,1.933690763067375e-09,0.0
1886,7.808691293575976e-08,0.0,1.2906927748801422e-09
1887,7.377684596576728e-08,1.9586774424595887e-09,0.0
1888,7.355112785489837e-08,0.0,0.0
1889,1.3470044279983995e-07,1.8795409673089125e-09,0.0
1890,1.2977685059922806e-07,1.9663159989136147e-09,0.0
1891,9.68881437302116e-08,0.0,0.0
1892,9.716194426800939e-08,0.0,6.268512375839919e-10
1893,8.86811974964985e-08,0.0,0.0
1894,9.011201029807125e-08,0.0,6.301539290376468e-10
1895,1.3421509947875165e-07,0.0,0.0
1896,8.668632744956994e-08,0.0,0.0
1897,9.381008680975356e-08,0.0,0.0
1898,8.713866606058218e-08,0.0,5.6583548957434e-10
1899,1.0502398595235718e-07,0.0,0.0
1900,1.1368406660494657e-07,0.0,0.0
1901,8.774320292559423e-08,0.0,0.0
1902,6.530677865157486e-08,0.0,4.910283846193408e-10
1903,7.506306332061286e-08,0.0,0.0
1904,9.351848007099761e-08,0.0,0.0
1905,7.58631557573608e-08,5.160759042333041e-10,0.0
1906,7.716276684277545e-08,2.0576738091193647e-09,0.0
1907,1.1005684541487426e-07,1.5428529565042481e-09,0.0
1908,8.938727802387803e-08,0.0,0.0
1909,1.0781927528569213e-07,0.0,0.0
1910,1.3627584394271253e-07,5.344150677544235e-10,0.0
1911,9.151043656174807e-08,0.0,0.0
1912,9.63742934345646e-08,1.0418842455450772e-09,0.0
1913,9.545381374209683e-08,5.30298971401777e-10,1.590896969716482e-09
1914,1.3996194070386991e-07,6.696743715117748e-10,6.696743715117748e-10
1915,1.201637758185825e-07,0.0,0.0
1916,2.1425550755793665e-07,0.0,0.0
1917,1.8423592962335533e-07,0.0,0.0
1918,1.252014953934122e-07,0.0,0.0
1919,1.4548400883995782e-07,0.0,0.0
1920,9.616734075734712e-08,0.0,0.0
1921,1.1813485656375633e-07,7.572747429129834e-10,0.0
1922,6.345024416987144e-08,0.0,0.0
1923,1.040362889170865e-07,0.0,0.0
1924,1.0055467214442615e-07,0.0,0.0
1925,1.0008341888578798e-07,0.0,0.0
1926,1.092321539886143e-07,1.1146138456652466e-09,0.0
1927,1.0591763555112266e-07,0.0,0.0
1928,7.655447831211859e-08,1.1426041224282812e-09,0.0
1929,9.469345485513259e-08,0.0,0.0
1930,7.142450186847782e-08,0.0,0.0
1931,7.071321306284517e-08,0.0,0.0
1932,6.794912366103745e-08,2.1919073223131136e-09,1.0959536611565568e-09
1933,7.685343916818965e-08,0.0,0.0
1934,6.949316855298093e-08,0.0,0.0
1935,6.462873614054843e-08,0.0,0.0
1936,5.577368611398015e-08,0.0,0.0
1937,6.043736533456467e-08,0.0,0.0
1938,7.779128452511941e-08,5.186085783037697e-09,0.0
1939,1.1317597170545923e-07,0.0,0.0
1940,6.593035806190528e-08,0.0,0.0
1941,1.0330258959356797e-07,0.0,0.0
1942,8.192371581117186e-08,0.0,0.0
1943,1.0161323160673419e-07,2.9032352077962287e-09,0.0
1944,1.735120491730413e-07,0.0,0.0
1945,1.3506725338174874e-07,0.0,0.0
1946,1.2946627236942732e-07,1.3921104269343232e-09,0.0
1947,1.1444036118746226e-07,3.5762612871081956e-09,1.1920870957027319e-09
1948,1.6307831174344756e-07,0.0,0.0
1949,7.755436826073492e-08,0.0,0.0
1950,8.401935502888591e-08,1.0635361480382244e-09,0.0
1951,1.0448173526356186e-07,0.0,0.0
1952,1.0228459501604448e-07,1.0544803918932644e-09,0.0
1953,9.157753311228589e-08,0.0,0.0
1954,9.088458341466321e-08,0.0,0.0
1955,1.0324168897568597e-07,0.0,0.0
1956,1.0029312846882021e-07,0.0,0.0
1957,1.4931214309399365e-07,0.0,0.0
1958,9.678525003664618e-08,0.0,0.0
1959,9.533420097795897e-08,0.0,7.750747821333448e-10
1960,7.474500307580456e-08,6.920833350854139e-10,0.0
1961,8.685199048841241e-08,1.3896318540318475e-09,0.0
1962,1.2303395635626657e-07,1.2683912808952869e-09,0.0
1963,9.763740393964326e-08,0.0,0.0
1964,9.612669771286164e-08,6.083968329129164e-10,0.0
1965,1.1929054721804278e-07,0.0,5.472043373977442e-10
1966,8.640956394856403e-08,1.1078149508847446e-09,5.539074754423723e-10
1967,9.663457944952825e-08,1.9721342336964653e-09,4.930335584241163e-10
1968,8.578604138165247e-08,1.3474247273492779e-09,4.4914158503495116e-10
1969,5.268439196015606e-08,0.0,0.0
1970,7.587896533323146e-08,1.8394900047624674e-09,0.0
1971,7.964516157699109e-08,5.138397485282553e-10,0.0
1972,6.925698414761428e-08,1.5390440033513642e-09,0.0
1973,6.615844228008427e-08,0.0,0.0
1974,6.244384564979555e-08,0.0,0.0
1975,1.0166434805114477e-07,1.7134440533084216e-09,0.0
1976,4.685092136469393e-08,5.713526873840635e-10,0.0
1977,5.994317575641617e-08,5.876781838942691e-10,0.0
1978,5.4653440884067095e-08,0.0,0.0
1979,5.969013017192992e-08,0.0,0.0
1980,5.628299248883195e-08,0.0,5.685150683554241e-10
1981,6.831593424294624e-08,6.325549528618524e-10,0.0
1982,7.635227916580334e-08,6.207502289967692e-10,0.0
1983,6.252162876307921e-08,6.315316047889041e-10,0.0
1984,5.683028447833749e-08,1.739702604197646e-09,0.0
1985,7.098358167922925e-08,0.0,0.0
1986,6.114375139532058e-08,5.994485463567401e-10,0.0
1987,7.516304378896166e-08,1.2221633705067347e-09,0.0
1988,5.756691479064102e-08,5.996553809062277e-10,0.0
1989,6.146697018039049e-08,5.488122178931576e-10,1.0976244357863152e-09
1990,6.592867407562153e-08,0.0,5.44865097484859e-10
1991,5.3925479193139836e-08,0.0,0.0
1992,8.154717079378315e-08,0.0,0.0
1993,6.75783340398084e-08,1.661762283333701e-09,0.0
1994,8.334384204999878e-08,0.0,0.0
1995,8.079451419007455e-08,5.422450821690461e-10,0.0
1996,7.793614287265882e-08,0.0,0.0
1997,6.952596720566362e-08,9.58978896292706e-10,0.0
1998,7.772050736321034e-08,0.0,0.0
1999,6.855301393215996e-08,0.0,0.0
2000,6.406146013659964e-08,8.836062992401139e-10,0.0
2001,6.922314810253738e-08,0.0,0.0
2002,6.48420765969604e-08,0.0,0.0
2003,7.083769304472298e-08,0.0,0.0
2004,6.739330871141647e-08,0.0,0.0
2005,8.602161472026637e-08,0.0,9.007499190971657e-10
2006,8.524032324430664e-08,8.235779835885637e-10,8.235779835885637e-10
2007,9.70658504684252e-08,3.994479469415779e-10,0.0
2008,8.429730513626055e-08,0.0,4.257439678578834e-10
2009,1.1777435560134109e-07,0.0,4.76819250749827e-10
2010,1.388795141110677e-07,4.723793023408973e-10,0.0
2011,1.5410607545618404e-07,0.0,0.0
2012,1.8553177483227046e-07,3.404252713057332e-10,0.0
2013,1.642794700273953e-07,2.2313000336282585e-09,0.0
2014,2.0290221414143161e-07,4.330890368553497e-10,0.0
2015,1.6402657365688356e-07,8.866301581811342e-10,0.0
2016,1.6839994998463226e-07,2.0713399884186856e-09,0.0
2017,1.6904908761716797e-07,2.0124890642847504e-09,0.0
2018,1.719256772503286e-07,7.744400121190154e-10,0.0
2019,1.650489025450952e-07,7.65296326310505e-10,0.0
