year,les_DET âges_NOUN,les_DET ages_NOUN,les_DET sages_ADJ
1800,4.665940068093732e-06,2.0437069014889175e-07,1.1004575597439725e-06
1801,5.462432925540384e-06,5.238601819002042e-08,1.2691703403788779e-06
1802,4.965767089970541e-06,4.699464284385613e-08,1.3583689337792748e-06
1803,5.644281493744074e-06,1.1311967385019273e-07,1.2326144442909026e-06
1804,5.386163351772666e-06,4.9437018700970725e-08,1.443560982750114e-06
1805,5.694284274326833e-06,2.2743021688143017e-08,1.5749543074150552e-06
1806,4.829677632045559e-06,9.221341379372916e-08,1.3082777954309677e-06
1807,4.327371735612928e-06,1.19572113099764e-07,1.266894983587008e-06
1808,4.896985794644593e-06,6.345007141916881e-08,1.5092052620957475e-06
1809,4.368964847678569e-06,3.388545821714217e-08,1.0527082139333288e-06
1810,4.918946551413228e-06,1.0296557739764012e-07,1.1185805846025687e-06
1811,3.5450065478670467e-06,8.524061101411462e-08,1.0279014972525147e-06
1812,5.438437618465741e-06,9.601949235715779e-08,1.23225019876827e-06
1813,4.678831608373457e-06,5.1763349162570194e-08,1.1387936496021211e-06
1814,5.003216866583671e-06,8.18136065561248e-08,1.447471461801797e-06
1815,5.5427945504504805e-06,7.2825036667723e-08,1.7774703024997507e-06
1816,5.678129348041239e-06,1.0429217667251578e-07,1.5435242417538575e-06
1817,5.544025981407685e-06,6.850243117195731e-08,1.4214254377975521e-06
1818,4.624224864357984e-06,4.530047448270125e-08,1.717841655590746e-06
1819,4.743886410807363e-06,2.5877624487691264e-08,1.7689944797893986e-06
1820,5.265157511757934e-06,6.763894067063347e-08,1.5948550924349547e-06
1821,5.670355704978647e-06,1.0749022016920406e-07,1.711954340066768e-06
1822,4.948644132696245e-06,5.6143449000956025e-08,1.7945851880085684e-06
1823,4.215954415798251e-06,2.865979298327659e-08,1.2600426089193206e-06
1824,4.558348194905193e-06,3.789500802042767e-08,1.6800120050675105e-06
1825,4.83418807561975e-06,4.314667090277169e-08,1.4643451464735335e-06
1826,3.974162375186552e-06,5.901349353631957e-08,1.4621253825453095e-06
1827,4.422447450025402e-06,6.636436677975865e-08,1.421303473136959e-06
1828,4.836554538201199e-06,5.228211635843749e-08,1.360252227300407e-06
1829,4.706673472298917e-06,4.886710325280319e-08,1.3528472209145548e-06
1830,4.9929822836247695e-06,8.558205366604454e-08,1.3453081777470288e-06
1831,4.819241720355194e-06,6.392394413801128e-08,1.1022982704389506e-06
1832,5.652821140955666e-06,3.247192603694771e-08,1.1906372776593344e-06
1833,5.724629140502202e-06,7.761030995645513e-08,1.2406066218773049e-06
1834,5.47376898651919e-06,6.627516802026889e-08,1.0688038187822713e-06
1835,4.816174183019939e-06,4.9160071569076536e-08,1.2569852145816185e-06
1836,4.917572923091029e-06,6.586335044023173e-08,1.2171278669370622e-06
1837,4.771025746919122e-06,4.661787011972507e-08,1.2392004293815262e-06
1838,4.973983681821892e-06,5.365337751861432e-08,1.2920994976184375e-06
1839,5.013586640956191e-06,5.5931801412612003e-08,1.2277029952656449e-06
1840,4.884277146288696e-06,8.153201597194126e-08,1.2930468216154622e-06
1841,5.444625280404125e-06,7.383630817869857e-08,1.332905867457157e-06
1842,5.23244681005508e-06,9.123240563013724e-08,1.1813255227366426e-06
1843,5.550724374359106e-06,7.324569645250634e-08,1.2386792391794188e-06
1844,5.129060426156684e-06,1.136132175005855e-07,1.4906932079838953e-06
1845,4.589179532388243e-06,7.812319202660234e-08,1.328094199948282e-06
1846,5.089903304167365e-06,8.37193687708293e-08,1.2393979602620675e-06
1847,4.52545380369429e-06,6.040410482910374e-08,1.2388234651439234e-06
1848,4.985623881736956e-06,6.43617756312942e-08,1.0684054956300315e-06
1849,4.952234100130681e-06,6.954914533174872e-08,1.1739559866441596e-06
1850,4.848700971393782e-06,7.467895635215882e-08,1.0475420992861473e-06
1851,4.9067332277275e-06,9.480675022821572e-08,1.1118832219381147e-06
1852,5.317813577931929e-06,9.049658289406182e-08,1.1614813075766506e-06
1853,5.411167634861158e-06,1.039116110934657e-07,1.2564944924520205e-06
1854,5.172284105015024e-06,1.0183502335836536e-07,1.269300767603454e-06
1855,5.324449809052112e-06,9.817833657166375e-08,1.242353988573086e-06
1856,5.657114549251219e-06,9.422484165133582e-08,1.1612435386609832e-06
1857,5.266172131257463e-06,7.956859537916472e-08,1.3131259564147513e-06
1858,4.616204655860656e-06,6.99795659198088e-08,1.1191836861712545e-06
1859,5.104903927133364e-06,7.12904275612658e-08,1.262859029793617e-06
1860,5.277035356243687e-06,9.38322714250095e-08,1.1090516522926919e-06
1861,4.886681601590226e-06,9.29044859931949e-08,1.0794840648031823e-06
1862,4.754276766050225e-06,6.867339152893948e-08,1.2605181751723649e-06
1863,4.5750728574489585e-06,9.539725898122242e-08,1.0853311209757521e-06
1864,5.300571899624629e-06,9.589455862712981e-08,1.0212770504836044e-06
1865,5.033499434148325e-06,9.978510345787228e-08,1.0665708813917263e-06
1866,4.8247416941649135e-06,1.5715929935211648e-07,9.813941161951334e-07
1867,4.717417837696303e-06,1.1258522825130513e-07,1.0583981762124495e-06
1868,5.1552525022202644e-06,1.1411109390735419e-07,9.267203893159603e-07
1869,5.3171757983250245e-06,7.667124912735801e-08,9.942844911847715e-07
1870,4.9811682529821155e-06,1.0206607115037514e-07,1.0040319153858945e-06
1871,4.0902152029786976e-06,6.478918024299674e-08,9.038621939794211e-07
1872,5.1196773611650315e-06,8.950062146961812e-08,9.391517679091521e-07
1873,4.820529291293951e-06,9.218446744840847e-08,7.781805990703106e-07
1874,4.520986536249438e-06,7.468261342680194e-08,7.653474440871832e-07
1875,4.5314495622506e-06,8.982797339296411e-08,9.451963052242718e-07
1876,4.643339281074077e-06,1.0036384590073055e-07,8.748583297801815e-07
1877,4.91569185356866e-06,1.2431479901042763e-07,8.732960168345016e-07
1878,4.667007850400751e-06,1.3467167780945033e-07,9.149219195592195e-07
1879,5.098843082862459e-06,1.1363344876169634e-07,1.0043730753750424e-06
1880,4.3609263684629695e-06,1.7520720185792982e-07,7.849026175676954e-07
1881,4.537010752869719e-06,2.1335873312544607e-07,7.920768680946821e-07
1882,4.42915887788331e-06,1.60394778792039e-07,7.886631152587142e-07
1883,4.335698477575534e-06,1.3144224991767928e-07,7.602164586728577e-07
1884,4.1960386525374815e-06,1.3005342847094425e-07,7.763595561982584e-07
1885,4.584136313212639e-06,1.482496198024208e-07,7.257785696879182e-07
1886,4.501936459178069e-06,1.6843540850963734e-07,8.415316763432656e-07
1887,4.300602682860699e-06,1.540826208845658e-07,7.149172347453714e-07
1888,4.125838074742205e-06,1.3695727485441012e-07,8.128667872142614e-07
1889,4.177593254439671e-06,1.3282089683652742e-07,6.916711043913892e-07
1890,4.188252809456117e-06,1.435410640349133e-07,6.980421645153001e-07
1891,4.317896497241236e-06,1.3067150628209845e-07,6.284980784698746e-07
1892,4.082682032446883e-06,1.3790727249052281e-07,6.324929024970061e-07
1893,4.174174826232502e-06,1.7489902692791048e-07,6.527921598831199e-07
1894,4.218880398809688e-06,1.304418684178188e-07,6.528394607130394e-07
1895,4.057147968694608e-06,1.1736298133335765e-07,6.433898747104649e-07
1896,4.37028819533225e-06,1.8929462769490257e-07,5.625765453487475e-07
1897,3.6853964289207397e-06,1.561559218599129e-07,5.995688532323129e-07
1898,3.631532223380418e-06,1.6635563382383367e-07,6.150631790546868e-07
1899,3.7128744025949345e-06,1.625108030367528e-07,5.466775299112214e-07
1900,4.036043826260993e-06,1.8376327515223778e-07,5.512898688664336e-07
1901,4.067484070446881e-06,1.782807702577216e-07,5.471375352783525e-07
1902,3.375329093557866e-06,1.689137661964324e-07,4.517461107411691e-07
1903,4.067445722455432e-06,1.522862072000919e-07,4.989803663590919e-07
1904,4.05784207657689e-06,1.752127785081825e-07,4.7511687739643094e-07
1905,4.292719296472569e-06,1.9714099586121137e-07,5.021418445494419e-07
1906,3.9877719473224715e-06,1.594697213169738e-07,5.092742760837154e-07
1907,4.114788865194896e-06,1.6611384312525956e-07,5.20455746055859e-07
1908,3.839723959231378e-06,1.6502267352613842e-07,5.161869829350962e-07
1909,4.0861304952954924e-06,1.4192537295398822e-07,4.97288919376615e-07
1910,3.791140457565234e-06,1.3734467207981993e-07,4.964715998312386e-07
1911,3.934416540118946e-06,1.1651619358232779e-07,5.086277781174431e-07
1912,4.018026743324299e-06,1.5836640621103015e-07,5.423007394256274e-07
1913,3.8033042244478565e-06,1.2462026038884133e-07,4.910568485172462e-07
1914,3.8586638311244315e-06,1.3527422471071304e-07,4.064923544433441e-07
1915,3.941842862786871e-06,1.0013647766538014e-07,4.029020530538219e-07
1916,3.6346523941688247e-06,9.339342921244054e-08,3.439075548783421e-07
1917,3.8546982779053e-06,1.2501724033775474e-07,4.518166818456848e-07
1918,3.4596965008404368e-06,1.4243106871703048e-07,4.5486049771170656e-07
1919,3.833227204097511e-06,9.760319447105203e-08,4.43818294115772e-07
1920,3.948161456435173e-06,1.5220185467512692e-07,4.3616055123152364e-07
1921,3.840897406348631e-06,1.491831250755027e-07,4.5285030125796766e-07
1922,3.86013590514267e-06,1.5272326292503635e-07,4.5669419534988265e-07
1923,3.943824857799427e-06,1.857790947745741e-07,4.6604011316730976e-07
1924,3.998982030850584e-06,1.4180786755968455e-07,3.906162078237685e-07
1925,3.88235672232895e-06,2.056659280658124e-07,4.311285692892852e-07
1926,3.950191512558376e-06,2.162350840606564e-07,4.32470177003097e-07
1927,3.928987055701327e-06,1.5831899446983044e-07,3.8241839916963727e-07
1928,3.470088820733963e-06,1.816740549109852e-07,3.3935343068947077e-07
1929,3.6952727029415655e-06,2.0721155902236887e-07,4.1330907407655104e-07
1930,3.4010669338613297e-06,1.5020153454337049e-07,4.3694990381482057e-07
1931,3.3702828261539253e-06,1.8476677965395538e-07,4.140144440611948e-07
1932,3.435814804220172e-06,1.8850402860870474e-07,3.4632134315870644e-07
1933,3.7956420868567875e-06,1.7435406296506528e-07,3.5100225304063315e-07
1934,3.7250731921290026e-06,2.0967764768897723e-07,3.9898662151927056e-07
1935,3.939959057674969e-06,2.345783629564835e-07,4.1051213628406913e-07
1936,3.539204286084896e-06,1.9278296159441766e-07,3.261548151556326e-07
1937,3.505367224931888e-06,1.435387475545724e-07,3.5255130725886374e-07
1938,3.530427953535309e-06,1.8410604452068213e-07,2.904208145082521e-07
1939,3.6124546340943198e-06,1.9423444008737079e-07,3.3799851451021823e-07
1940,3.210301215972322e-06,1.6736167474107333e-07,2.6879298609117086e-07
1941,3.4591611282053236e-06,2.0070217576773075e-07,3.866468425428593e-07
1942,3.88682523322359e-06,1.1530004861981524e-07,4.3692650919524567e-07
1943,4.430336844052363e-06,1.916135243806849e-07,3.367752885452546e-07
