year,nos_DET îles_NOUN,nos_DET iles_NOUN,nos_DET cils_NOUN
1800,3.427139305678395e-07,2.5153315874604232e-08,0.0
1801,5.381472902854512e-07,2.3811825844433088e-08,0.0
1802,6.467357707151677e-07,9.398928568771225e-08,0.0
1803,8.503479058674657e-07,5.070881914370773e-08,0.0
1804,5.215605565211945e-07,4.44933170307138e-08,0.0
1805,4.235887711701025e-07,2.55858996212055e-08,0.0
1806,2.7664023605211696e-07,8.645007376628655e-09,0.0
1807,5.096049626729382e-07,1.9928686256776018e-08,0.0
1808,2.4020383992962024e-07,1.5862518409903714e-08,0.0
1809,5.376492628883511e-07,2.4849335034105025e-08,0.0
1810,2.176317881463774e-07,2.574139346123161e-08,0.0
1811,1.0028307251275237e-07,1.7549536934780008e-08,0.0
1812,2.3471432086807908e-07,1.8670457180292033e-08,0.0
1813,2.875741671459764e-07,5.176335027279322e-08,0.0
1814,3.618678721117874e-07,2.5173417572688095e-08,0.0
1815,2.9939181445115537e-07,4.045835311217161e-08,0.0
1816,4.1716871201913364e-07,1.622322720606917e-08,0.0
1817,3.035903042292176e-07,5.449057050022077e-08,0.0
1818,3.6240378609164736e-07,2.98029441125891e-08,0.0
1819,2.266879892687257e-07,5.175525008560555e-09,0.0
1820,2.491960993111775e-07,1.0679833017945839e-08,1.1866481131050932e-09
1821,3.1162304425791376e-07,1.972297702934611e-08,0.0
1822,3.0678384632665257e-07,9.023054303725075e-09,1.0025615893027862e-08
1823,2.8956273467883875e-07,2.0753642027138142e-08,0.0
1824,1.8358025499765063e-07,1.0947446504872005e-08,0.0
1825,2.8705744625767693e-07,1.0566531649658373e-08,0.0
1826,3.10921841162326e-07,2.7304752237000685e-08,0.0
1827,1.778933693685758e-07,1.6591091167583727e-08,0.0
1828,2.614105909515274e-07,2.2013523448549677e-08,0.0
1829,2.9663189593520656e-07,1.8860986994440054e-08,0.0
1830,2.9640614229720086e-07,2.400472176589119e-08,0.0
1831,2.46341065768263e-07,1.091384405071949e-08,0.0
1832,3.666621650744162e-07,6.764984572527055e-09,0.0
1833,2.1082204249012193e-07,1.6217079235048004e-08,0.0
1834,1.6988846263110702e-07,1.0267984240641681e-08,0.0
1835,3.5546513998951923e-07,3.781543966852041e-08,0.0
1836,2.997454657815979e-07,2.5538850312312178e-08,0.0
1837,1.8995041584091155e-07,3.3397877241547747e-08,0.0
1838,3.3201970639495926e-07,2.4617430982587507e-08,0.0
1839,2.2232890917184278e-07,4.1249704096912865e-08,0.0
1840,2.1338456557273844e-07,4.395085273500854e-08,0.0
1841,1.9197439904417024e-07,3.017657768111803e-08,1.926164561183441e-09
1842,2.2539771116214524e-07,3.4882977395511716e-08,0.0
1843,2.764434321456122e-07,2.7171790650815097e-08,0.0
1844,2.6399979757840697e-07,2.2503100327586623e-08,0.0
1845,8.81675991104558e-08,1.3392546849289033e-08,0.0
1846,1.5572974154665076e-07,1.5807153808111707e-08,1.1709002656346001e-09
1847,3.581100624927558e-07,2.534815113364175e-08,5.393223645455691e-10
1848,2.1883002432332432e-07,1.2067832733109185e-08,1.6090443422100975e-09
1849,6.116972883773997e-08,5.865590679832167e-09,0.0
1850,1.4664231873240396e-07,1.2220192857625989e-08,0.0
1851,8.964720010773419e-08,1.0964046337491595e-08,0.0
1852,8.463709222361615e-08,2.40890174474373e-08,6.510545436100301e-10
1853,1.2182741127020336e-07,1.791579506971175e-08,0.0
1854,9.040456205866576e-08,1.1430461910322265e-08,5.195664454227256e-10
1855,8.17268315245201e-08,2.2819829581521844e-08,3.1841622671890946e-09
1856,1.0975640990507074e-07,1.3460691894451315e-08,2.5885946719483854e-09
1857,6.345961717224569e-08,1.2203772437047178e-08,0.0
1858,1.0423529772651818e-07,1.565976370798694e-08,1.468102750479261e-09
1859,1.3901633089119514e-07,1.4258085379026397e-08,0.0
1860,1.1671819066805256e-07,1.327383358784573e-08,9.154367819341758e-10
1861,1.1648430664479292e-07,1.9335450851531988e-08,9.431927461278633e-10
1862,1.852374398314538e-07,2.0782737364388737e-08,5.873382225018986e-09
1863,1.2786229541816851e-07,1.4983863039219614e-08,9.989241656072068e-10
1864,1.5630812688627316e-07,1.1986819759002287e-08,4.794728170054441e-09
1865,1.2708480001677458e-07,9.884373597390805e-09,9.41368871743009e-10
1866,1.1920751613603287e-07,1.8489329178805747e-08,5.838735717134114e-09
1867,9.7056229719783e-08,1.6014277903764196e-08,0.0
1868,8.99057081005239e-08,9.87974813071446e-09,9.87974813071446e-10
1869,8.204311841009115e-08,6.836926691455858e-09,1.953407657850903e-09
1870,6.594156332084822e-08,5.734048791339319e-09,2.2936195165357276e-09
1871,6.478918379571041e-08,4.248470908407853e-09,5.3105884134652115e-09
1872,6.652073381019363e-08,2.4189357183956872e-09,6.047339295989218e-10
1873,1.2211448563448357e-07,1.2570609608797412e-08,1.1972008939764578e-09
1874,1.1351757223110326e-07,1.5533983654947292e-08,5.974609140757536e-10
1875,8.067353246543618e-08,3.432916173551348e-09,6.293679799540541e-09
1876,6.529695895096665e-08,9.673623679873344e-09,0.0
1877,1.8987385708157944e-07,1.7317484335421796e-08,6.184815992682502e-10
1878,1.1957395296136042e-07,9.058633121394877e-09,4.22736201599605e-09
1879,8.919615068769815e-08,9.774920428640144e-09,0.0
1880,1.3798368869721855e-07,1.2835692730917003e-08,1.2835692508872398e-09
1881,1.4921166702208666e-07,1.9523020977629812e-08,6.972507571312292e-10
1882,1.2245908620478474e-07,3.9932310791357395e-09,6.655385131892899e-10
1883,8.531107464904153e-08,8.847074461915128e-09,1.8958017378167824e-09
1884,1.359949637347313e-07,1.0562715146988921e-08,0.0
1885,7.799219231552357e-08,1.2891271161663553e-08,3.86738152613475e-09
1886,1.7230748139418495e-07,3.355801142523873e-08,6.453463874400711e-10
1887,1.240495715038037e-07,8.487601899087593e-09,0.0
1888,1.4710225570979674e-07,1.521747572397203e-08,0.0
1889,1.1527851562220803e-07,1.3783301056058406e-08,6.265136742733546e-10
1890,1.3043228896947312e-07,1.9007720730712663e-08,1.3108772956016423e-09
1891,1.4596963193724832e-07,2.230977025341474e-08,1.9122659011827636e-09
1892,1.2098229040802266e-07,2.3820346806147086e-08,1.8805537127519756e-09
1893,1.5211288983962845e-07,1.9706933418461858e-08,1.847525021858587e-09
1894,1.1594832471928385e-07,1.827446372004715e-08,6.301539290376468e-10
1895,1.1676112121605797e-07,1.745398225949657e-08,1.2037228991346183e-09
1896,1.102744402459166e-07,1.1794058341063618e-08,3.5382172747233653e-09
1897,1.0429817154378185e-07,2.388952524690069e-08,2.330685422435863e-09
1898,8.883616908761383e-08,9.053367611144836e-09,5.6583548957434e-10
1899,1.509028848545313e-07,2.04520400615138e-08,9.39688327150634e-09
1900,1.2250885628173336e-07,1.0901211600078398e-08,2.595526460424935e-09
1901,9.05375689974619e-08,1.1736351668290013e-08,7.265360757457984e-09
1902,1.1097241481294873e-07,1.86590785600238e-08,3.928227076954727e-09
1903,9.34238100214202e-08,2.052083702963614e-08,1.0260418292773466e-08
1904,7.739460272659926e-08,1.289910045443321e-08,3.2247751136083025e-09
1905,1.5069416292590176e-07,1.3417973898643965e-08,1.0321517862621477e-08
1906,1.116288048663705e-07,1.7490227210981146e-08,1.0288369045596824e-09
1907,1.1057113447066058e-07,1.0799971361663552e-08,7.199980778249682e-09
1908,8.103791993008258e-08,8.840500553830566e-09,2.4556945366072114e-09
1909,9.791750699150725e-08,1.4302557360679202e-08,2.750491778780173e-09
1910,1.234498796520711e-07,1.4429207051414039e-08,1.068830135508847e-09
1911,1.1013174727736441e-07,1.3832972434180135e-08,9.044636151145369e-09
1912,9.376958187701234e-08,1.0939784356178706e-08,2.0837684910901544e-09
