year,divers_DET âges_NOUN,divers_DET ages_NOUN
1856,1.1286272183497204e-07,5.177189232874468e-10
1857,1.908669986505629e-07,2.4407544874094356e-09
1858,1.2821431027987273e-07,9.787352039936081e-10
1859,1.44108511790364e-07,1.5276520048956854e-09
1860,1.40519546221185e-07,9.154367819341758e-10
1861,1.188422871223338e-07,0.0
1862,8.403454643257646e-08,4.517986262886353e-10
1863,1.22867675145244e-07,1.4983863039219614e-09
1864,1.2370398394523363e-07,9.589455896019672e-10
1865,1.2096589330212737e-07,4.706844358715045e-10
1866,1.5667274055886082e-07,4.865612912574591e-10
1867,2.0042111259499507e-07,1.455843445796745e-09
1868,2.3464401976980298e-07,2.4699371437009177e-09
1869,1.6115613732381462e-07,1.4650557433881772e-09
1870,1.5481931825434003e-07,1.1468097582678638e-09
1871,1.1895718898813357e-07,1.0621177271019633e-09
1872,1.4695034167289123e-07,1.2094678591978436e-09
1873,1.8317173555715272e-07,0.0
1874,1.6071697928055073e-07,0.0
1875,1.418938779806922e-07,1.716458086775674e-09
1876,1.3663994025137072e-07,0.0
1877,1.601867296585624e-07,0.0
1878,1.3769121665063722e-07,0.0
1879,1.6800645141756831e-07,4.27652757650776e-09
1880,1.2065551402429264e-07,0.0
1881,1.0598211730439289e-07,6.972507571312292e-10
1882,1.4375632417795714e-07,6.655385131892899e-10
1883,1.308103207975364e-07,0.0
1884,1.3071360172034474e-07,0.0
1885,1.3600291026705236e-07,6.445635691854079e-10
1886,1.2326115950145322e-07,6.453463874400711e-10
1887,1.7562807386184431e-07,2.6115698492645834e-09
1888,1.1476512895569613e-07,0.0
1889,1.259292474742324e-07,1.2530273485467092e-09
1890,1.1142456912693888e-07,0.0
1891,9.37010327106691e-08,0.0
1892,1.1722118387069713e-07,1.2537024751679837e-09
1893,1.1824160139894957e-07,1.847525021858587e-09
1894,1.1027693602727595e-07,6.301539290376468e-10
1895,1.1134437016835363e-07,6.018614495673091e-10
1896,1.1558176993275993e-07,1.179405795248556e-09
1897,9.089673369544471e-08,0.0
1898,1.1939128796711884e-07,0.0
1899,1.3100360263251787e-07,5.527578395003729e-10
1900,1.1264584998116334e-07,5.191053142894475e-10
1901,1.0674491335294078e-07,1.1177477832191585e-09
1902,1.0115184778669573e-07,4.910283846193408e-10
1903,9.396383404691733e-08,2.1600881083827517e-09
1904,1.332907118012372e-07,2.6873125946735854e-09
1905,2.5081288868022966e-07,1.0321518084666081e-09
1906,9.61962527412652e-08,1.0288369045596824e-09
1907,1.218853924456198e-07,5.142843373384665e-10
1908,9.380752885590482e-08,0.0
1909,9.461691519163651e-08,5.500983557560346e-10
1910,2.704140342757455e-07,5.344150677544235e-10
1911,1.3460547165777825e-07,1.0640748282497725e-09
1912,9.741617645886436e-08,0.0
1913,9.12114259676855e-08,5.30298971401777e-10
1914,8.973636766995696e-08,1.3393487430235496e-09
1915,1.3312261160081107e-07,0.0
1916,5.383856560570166e-08,0.0
1917,1.1514745779095392e-07,0.0
1918,7.121553124989077e-08,1.1486376294556067e-09
1919,1.0865261401704629e-07,0.0
1920,1.370573983194845e-07,0.0
1921,1.2419306472111202e-07,7.572747429129834e-10
1922,8.632184744783444e-08,1.4755870969551665e-09
1923,9.235874642854469e-08,2.1231896241147297e-09
1924,9.539802192648494e-08,0.0
1925,9.788378463326808e-08,0.0
1926,1.0142986184291658e-07,3.343841648018042e-09
1927,7.469980545238286e-08,0.0
1928,8.569531217972326e-08,2.2852082448565625e-09
1929,9.023729319324048e-08,2.2280812750352652e-09
1930,1.0923747595370514e-07,0.0
1931,1.1405356303839653e-07,2.2810713318222042e-09
1932,1.3370635087994742e-07,0.0
1933,9.061822936473618e-08,0.0
1934,8.626737724171107e-08,0.0
1935,1.1968283786245593e-07,1.196828414151696e-09
1936,8.972288867425959e-08,0.0
1937,1.0702450481403503e-07,0.0
1938,1.0761127811065307e-07,0.0
1939,1.0094073132904668e-07,1.5294050470515685e-09
1940,1.141102288215734e-07,2.5357829169792012e-09
1941,1.0920559390115159e-07,0.0
1942,1.061974117533282e-07,0.0
1943,7.258088174921795e-08,0.0
1944,8.032965581605822e-08,0.0
1945,1.1981772729541262e-07,0.0
1946,8.909506732379668e-08,2.7842208538686464e-09
1947,6.198852986472048e-08,0.0
1948,9.241104947932399e-08,0.0
1949,8.049946842447753e-08,0.0
1950,7.551106762093696e-08,1.0635361480382244e-09
1951,1.0874629907675626e-07,0.0
1952,1.3181005442675087e-07,3.1634410646574906e-09
1953,7.97263197682696e-08,0.0
1954,7.036226179479854e-08,0.0
1955,9.291751723594643e-08,9.385607846468247e-10
1956,1.0988638621256541e-07,8.72114158667614e-10
1957,9.453490434907508e-08,0.0
1958,8.437688592266568e-08,0.0
1959,8.680837737529146e-08,0.0
1960,1.1142541467279443e-07,1.3841666701708277e-09
1961,7.573493832069289e-08,2.08444772553662e-09
1962,6.468795277214667e-08,2.5367825617905737e-09
1963,8.405869067473759e-08,6.466053248388448e-10
1964,8.82175399397056e-08,6.083968329129164e-10
1965,5.8003660541317004e-08,0.0
1966,7.865486395530752e-08,2.215629901769489e-09
1967,7.39550358730412e-08,0.0
1968,7.231179210975824e-08,1.7965663401398047e-09
1969,9.31060384345983e-08,0.0
1970,8.093756065363777e-08,4.5987250119061684e-10
1971,6.834068955186012e-08,0.0
1972,6.05357328709033e-08,2.0520587451500205e-09
1973,7.277429148189185e-08,1.102640756478479e-09
1974,5.5693160305736455e-08,2.2502286700643026e-09
1975,5.483020970586949e-08,1.1422960355389478e-09
1976,8.684560981464529e-08,1.142705374768127e-09
1977,5.876781727920388e-08,0.0
1978,4.455443658457625e-08,0.0
1979,4.8571379807071935e-08,5.851973350345929e-10
1980,4.946081233470068e-08,0.0
1981,2.9730083284107423e-08,0.0
1982,6.083352133146036e-08,0.0
1983,5.9363969739933964e-08,0.0
1984,6.78483971228161e-08,5.799008495621649e-10
1985,1.3113915997564618e-07,0.0
1986,4.1961399688261736e-08,0.0
1987,5.8052759044358027e-08,4.277571630240118e-09
1988,4.497415417858974e-08,1.1993107618124554e-09
1989,4.225854155492925e-08,3.2928733073589456e-09
1990,5.121732016277747e-08,0.0
1991,6.330382262831336e-08,1.1722930404189924e-09
1992,7.162927317949652e-08,0.0
1993,2.7142116110212555e-08,5.539207426075166e-10
1994,3.9034457444131476e-08,0.0
1995,5.693573257303797e-08,1.0844901643380922e-09
1996,3.736664666575962e-08,0.0
1997,2.972834600711849e-08,0.0
1998,5.435667205233585e-08,0.0
1999,2.6050146928469076e-08,0.0
2000,1.8113929911578452e-08,8.836062992401139e-10
2001,2.6725391677473453e-08,0.0
2002,3.198291764761052e-08,4.38122149670761e-10
2003,3.708561280291178e-08,0.0
2004,2.7750184372621334e-08,0.0
2005,5.3594618520946824e-08,0.0
2006,1.976587071794711e-08,4.1178899179428186e-10
2007,2.836080348345149e-08,3.994479469415779e-10
2008,2.2138685551453818e-08,0.0
2009,1.7642312499788204e-08,0.0
2010,2.0312310056169736e-08,0.0
2011,1.9502257586623273e-08,0.0
2012,1.2595735121578855e-08,0.0
2013,1.2829975304384789e-08,0.0
2014,1.797319448826329e-08,0.0
2015,1.6402658786773827e-08,0.0
2016,2.1541936234825698e-08,0.0
2017,1.2074934829797712e-08,0.0
2018,1.626323964387666e-08,0.0
2019,2.015280387013263e-08,0.0
