year,étiez_VERB à_ADP,étiez_VERB a_ADP,étiez_VERB pas_ADV,etiez_VERB à_ADP,etiez_VERB a_ADP,etiez_VERB pas_ADV
1800,1.6664071722516383e-07,0.0,8.803660733747165e-08,0.0,0.0,0.0
1801,4.1670693917694734e-07,0.0,1.4763331535050384e-07,0.0,0.0,0.0
1802,2.7973001692771504e-07,0.0,8.727576528144709e-08,0.0,0.0,0.0
1803,2.476930944794731e-07,1.950339223455444e-09,1.170203560718619e-07,0.0,0.0,1.950339223455444e-09
1804,5.487509042723104e-07,2.4718509461507665e-09,1.878606781247072e-07,0.0,0.0,0.0
1805,2.6723051860244595e-07,0.0,1.3930100806192058e-07,0.0,0.0,0.0
1806,5.878604838471801e-07,2.881669125542885e-09,1.7290014397985942e-07,2.881669125542885e-09,0.0,2.881669125542885e-09
1807,2.2490945639219717e-07,0.0,9.679647661187119e-08,0.0,2.8469551160981155e-09,0.0
1808,2.2887347483901976e-07,0.0,4.305540457494317e-08,0.0,0.0,0.0
1809,2.3042110797177884e-07,0.0,1.6942729530455836e-07,0.0,0.0,4.518061036407062e-09
1810,4.4696420786749513e-07,0.0,1.942305232205399e-07,2.3401267590372754e-09,0.0,0.0
1811,1.8301660986708157e-07,0.0,8.774768645025688e-08,0.0,0.0,2.5070767684098882e-09
1812,1.9203899626063503e-07,0.0,1.6536691305191198e-07,0.0,0.0,0.0
1813,3.163315795973176e-07,0.0,1.3803560250380542e-07,0.0,0.0,2.8757416448144113e-09
1814,2.3285410577500443e-07,1.2586708564299443e-08,1.9824065589091333e-07,3.1466771410748606e-09,0.0,0.0
1815,2.4275013288388436e-07,8.091670444798638e-09,1.8880564311984926e-07,0.0,0.0,5.394447111228828e-09
1816,2.5261883251914696e-07,2.3176038865813098e-09,1.1124498655590287e-07,0.0,0.0,2.3176038865813098e-09
1817,3.720927566064347e-07,7.784366928831332e-09,1.7904044113947748e-07,0.0,0.0,1.556873407970727e-09
1818,3.540589545991679e-07,2.384235475716423e-09,1.6689648418832803e-07,2.384235475716423e-09,0.0,0.0
1819,1.9770504877669737e-07,0.0,1.3456364911235141e-07,0.0,0.0,0.0
1820,3.3344812777613697e-07,1.1866481131050932e-09,1.2341141086835705e-07,0.0,0.0,1.1866481131050932e-09
1821,6.252183766264352e-07,1.97229765852569e-09,2.3667571724672598e-07,1.97229765852569e-09,0.0,9.86148829262845e-10
1822,3.4488118672015844e-07,0.0,1.5439448475262907e-07,1.0025615893027862e-09,1.0025615893027862e-09,2.0051231786055723e-09
1823,4.3286169670864183e-07,3.9530747564242574e-09,1.4231069656034379e-07,9.882686891060644e-10,0.0,9.882686891060644e-10
1824,2.68633499445059e-07,8.421112696055388e-10,1.5831692223855498e-07,0.0,0.0,0.0
1825,3.1611540407538996e-07,8.805443041381977e-10,1.2415674177645997e-07,0.0,0.0,1.7610886082763955e-09
1826,2.71285927055942e-07,8.807984341885344e-10,1.0041102171953753e-07,8.807984341885344e-10,0.0,8.807984341885344e-10
1827,2.755964771949948e-07,2.7651818612639545e-09,1.2258972503786936e-07,0.0,0.0,0.0
1828,2.953480873202352e-07,1.8344602503717056e-09,1.0364700386844561e-07,0.0,0.0,0.0
1829,2.486221148956247e-07,8.57317605795771e-10,1.1830982771243725e-07,1.714635211591542e-09,0.0,8.57317605795771e-10
1830,3.0058086508688575e-07,5.218417697960831e-09,1.4194097275321838e-07,2.0873671680021744e-09,0.0,1.0436835840010872e-09
1831,3.492430096230237e-07,0.0,1.5747117743103445e-07,0.0,0.0,1.5591206103948707e-09
1832,3.9236911675288866e-07,0.0,1.2853470821028168e-07,0.0,0.0,0.0
1833,3.4055867104143545e-07,1.1583628500844156e-09,1.3784517705062171e-07,0.0,0.0,1.1583628500844156e-09
1834,2.884370076117193e-07,9.334530925997342e-10,1.3628415729272092e-07,1.8669061851994684e-09,0.0,0.0
1835,2.987419804867386e-07,3.781543966852041e-09,1.3462296521993267e-07,3.781543966852041e-09,0.0,7.563087933704082e-10
1836,3.1587524063070305e-07,6.720750067579218e-10,1.3105461960094544e-07,0.0,0.0,0.0
1837,2.504840779238293e-07,0.0,1.0993467469688767e-07,0.0,0.0,6.957890930081589e-10
1838,2.468055413373804e-07,1.2624323808552163e-09,9.02639172295494e-08,3.1560809521380406e-09,0.0,0.0
1839,2.4819738086989673e-07,2.0974426639952526e-09,1.0277468476260765e-07,6.9914751765765e-10,0.0,0.0
1840,2.2102820196323592e-07,1.9109065441114126e-09,9.363442643461894e-08,1.2739377330817092e-09,0.0,0.0
1841,2.0995193494854902e-07,1.926164561183441e-09,9.7592334213914e-08,0.0,3.852329122366882e-09,1.2841097074556274e-09
1842,2.5826821570262837e-07,6.708265054555795e-10,1.3282364363931265e-07,0.0,0.0,0.0
1843,2.604947724194062e-07,2.3627644285539873e-09,1.2936135362906498e-07,1.1813822142769936e-09,0.0,0.0
1844,2.31068426614911e-07,1.6465684371524958e-09,1.0373381087447342e-07,5.488561272137815e-10,0.0,0.0
1845,2.4943619791883975e-07,1.674068439427856e-09,1.060243306483244e-07,0.0,0.0,0.0
1846,2.2715465775036137e-07,4.6836010625384006e-09,7.142491398326456e-08,0.0,0.0,0.0
1847,1.8121231448731123e-07,5.393223645455691e-10,1.094824426672858e-07,0.0,0.0,5.393223645455691e-10
1848,2.1239385716853576e-07,4.82713291560799e-09,1.0619692858426788e-07,0.0,0.0,8.045221711050488e-10
1849,1.7596771328953764e-07,1.6758829879393033e-09,8.547003460535052e-08,0.0,0.0,1.6758829879393033e-09
1850,1.8398179690848337e-07,1.3577992064028876e-09,6.924776130290411e-08,6.1100964288129944e-09,0.0,6.788996032014438e-10
1851,2.147663167306746e-07,3.8696632564949596e-09,1.1608990035938405e-07,0.0,6.449438760824933e-10,1.9348316282474798e-09
1852,1.8815475755218358e-07,1.3021090872200602e-09,8.463709377792838e-08,0.0,0.0,0.0
1853,2.0782323417734005e-07,5.971931837933653e-10,1.2421618578173366e-07,0.0,0.0,0.0
1854,2.2497226837003836e-07,0.0,1.1482418216246515e-07,1.0391328908454511e-09,0.0,0.0
1855,2.3403592308568477e-07,4.776243400783642e-09,1.1834470114990836e-07,5.306937111981824e-10,0.0,0.0
1856,2.862985581941757e-07,1.5531567143511893e-09,1.0768553693196736e-07,2.5885946719483854e-09,5.177189232874468e-10,0.0
1857,2.9435500437102746e-07,9.763018171682347e-10,8.59145572462694e-08,4.881509085841174e-10,4.881509085841174e-10,0.0
1858,3.1857831572779105e-07,1.468102750479261e-09,1.5464016200894548e-07,1.468102750479261e-09,4.893676019968041e-10,4.893676019968041e-10
1859,2.566455350461183e-07,0.0,1.1304624791819151e-07,0.0,0.0,0.0
1860,2.3938670778989035e-07,9.154367819341758e-10,1.501316262420005e-07,9.154367819341758e-10,0.0,0.0
1861,2.820146391968592e-07,3.3011746669586728e-09,1.0941035810674293e-07,0.0,0.0,4.715963730639317e-10
1862,3.212288106624328e-07,4.517986262886353e-10,1.527079405150289e-07,4.517986262886353e-10,0.0,4.517986262886353e-10
1863,2.851928400104953e-07,4.994620828036034e-10,1.1837251179258601e-07,2.9967726078439227e-09,0.0,0.0
1864,2.4740796789046726e-07,1.4384183844029508e-09,1.1986820425136102e-07,9.589455896019672e-10,9.589455896019672e-10,4.794727948009836e-10
1865,2.8335202273410687e-07,1.4120533631256649e-09,1.6473954644879996e-07,1.4120533631256649e-09,0.0,4.706844358715045e-10
1866,2.6031028710349347e-07,4.865612912574591e-10,1.6494428223268187e-07,4.865612912574591e-10,0.0,0.0
1867,1.9896526737284148e-07,2.426405742994575e-09,1.3684928035218036e-07,0.0,0.0,4.85281148598915e-10
1868,1.7289559650635056e-07,9.87974813071446e-10,1.047253306296625e-07,9.87974813071446e-10,0.0,0.0
1869,2.549197120060853e-07,2.441759683335931e-09,1.5041239009860874e-07,0.0,2.9301114867763545e-09,2.441759683335931e-09
1870,2.0527895117083972e-07,5.734048791339319e-10,1.41057597602412e-07,0.0,0.0,0.0
1871,2.432249459616287e-07,4.248470908407853e-09,1.890569620854876e-07,0.0,0.0,1.0621177271019633e-09
1872,3.531646086685214e-07,3.0236697590169115e-09,1.663018309727704e-07,0.0,0.0,1.2094678591978436e-09
1873,2.7056739781983197e-07,0.0,1.6820672499306966e-07,5.986004469882289e-10,0.0,0.0
1874,3.136669874947984e-07,2.9873046258899194e-09,1.4339062204271613e-07,1.1949218281515073e-09,0.0,0.0
1875,3.215498338704492e-07,0.0,1.8594963080431626e-07,0.0,0.0,5.721527140956084e-10
1876,3.1499737929152616e-07,6.04601479992084e-10,1.1124667054218662e-07,0.0,0.0,1.209202959984168e-09
1877,2.702764447803929e-07,1.2369631985365004e-09,1.434877248129851e-07,0.0,0.0,0.0
1878,2.2706973368258332e-07,6.039088673581716e-10,1.207817774684372e-07,1.8117265465633636e-09,0.0,0.0
1879,2.266559704366955e-07,6.10932526790009e-10,1.6311898320964247e-07,6.10932526790009e-10,0.0,3.0546627449723474e-09
1880,3.5939939380114083e-07,5.134277003548959e-09,1.5852080537115398e-07,1.2835692508872398e-09,6.417846254436199e-10,6.417846254436199e-10
1881,2.7959754334005993e-07,3.4862537301449947e-09,1.5339516323820135e-07,0.0,0.0,6.972507571312292e-10
1882,3.041510865386954e-07,3.3276925659464496e-09,1.6239140165907884e-07,0.0,0.0,0.0
1883,2.4329455072802375e-07,1.2638677882037541e-09,1.4787252666792483e-07,6.319338941018771e-10,0.0,0.0
1884,2.1257464766222256e-07,0.0,1.2543223704142292e-07,0.0,0.0,0.0
1885,1.64363711974147e-07,1.933690763067375e-09,8.121500627567002e-08,6.445635691854079e-10,0.0,0.0
1886,2.1619104018100188e-07,1.2906927748801422e-09,7.7441569601433e-08,0.0,0.0,0.0
1887,1.867272487743321e-07,1.9586774424595887e-09,9.466941008895446e-08,0.0,0.0,0.0
1888,1.5851536261379806e-07,1.268122939990235e-09,1.033520220516948e-07,0.0,0.0,0.0
1889,1.7229126569873188e-07,0.0,1.1527851739856487e-07,0.0,0.0,0.0
1890,2.2416001854708156e-07,0.0,1.2453334363726754e-07,0.0,0.0,0.0
1891,1.434199532468483e-07,0.0,1.1282369172249673e-07,0.0,0.0,0.0
1892,1.8116000433110457e-07,0.0,9.778879217492431e-08,0.0,0.0,6.268512375839919e-10
1893,1.5888714699485718e-07,6.158416554491453e-10,7.513268229786263e-08,6.158416554491453e-10,0.0,0.0
1894,1.4871632458834938e-07,1.2603078580752936e-09,9.515323995401559e-08,0.0,1.2603078580752936e-09,0.0
1895,1.811603027590536e-07,0.0,9.268666190109798e-08,0.0,0.0,0.0
1896,1.6747561915053666e-07,5.89702897624278e-10,1.0260830407560206e-07,0.0,0.0,0.0
1897,1.584866140547092e-07,5.826713556089658e-10,9.206207352008278e-08,5.826713556089658e-10,0.0,0.0
1898,1.8559404679763247e-07,5.6583548957434e-10,9.506036491302439e-08,0.0,0.0,0.0
1899,2.1336452959985763e-07,5.527578395003729e-10,1.1331535887393329e-07,0.0,0.0,0.0
1900,1.640372744304841e-07,0.0,8.876700974269625e-08,0.0,0.0,0.0
1901,1.1233365171392506e-07,1.1177477832191585e-09,8.886095059779109e-08,0.0,0.0,0.0
1902,1.369969169218166e-07,9.820567692386817e-10,6.13785502423525e-08,0.0,0.0,0.0
1903,1.4472590237346594e-07,0.0,1.0314420961776705e-07,5.400220270956879e-10,0.0,0.0
1904,1.435024898910342e-07,1.0749250378694342e-09,9.835564185323165e-08,0.0,5.374625189347171e-10,0.0
1905,1.8423909864395682e-07,1.5482277682110634e-09,1.1147239575848289e-07,5.160759042333041e-10,0.0,5.160759042333041e-10
1906,1.8519064326483203e-07,1.5432553013283723e-09,8.899439052356684e-08,0.0,0.0,0.0
1907,1.4862817465655098e-07,1.5428529565042481e-09,9.977116377513084e-08,1.5428529565042481e-09,0.0,0.0
1908,1.7582772215973819e-07,4.911389073214423e-10,7.17062818011982e-08,0.0,0.0,0.0
1909,1.908841227304947e-07,5.500983557560346e-10,7.866406548373561e-08,0.0,0.0,0.0
1910,2.292640601808671e-07,0.0,1.052797671263761e-07,5.344150677544235e-10,0.0,2.137660271017694e-09
1911,1.4577824458683608e-07,0.0,7.874153595821554e-08,0.0,0.0,0.0
1912,2.0212554829868168e-07,5.209421227725386e-10,8.543450746856251e-08,1.0418842455450772e-09,0.0,0.0
1913,1.675744698559356e-07,0.0,1.1825667201037504e-07,5.30298971401777e-10,0.0,0.0
1914,1.553644608520699e-07,0.0,8.10305991194582e-08,0.0,0.0,0.0
1915,1.4019106231444312e-07,0.0,5.772573175022444e-08,0.0,0.0,0.0
1916,2.2634171159552352e-07,0.0,4.8344833913915863e-08,0.0,0.0,0.0
1917,1.6997957175135525e-07,2.1932848870420685e-09,9.321460936462245e-08,0.0,0.0,0.0
1918,1.573633596763102e-07,0.0,7.236417332023848e-08,0.0,0.0,0.0
1919,1.5561263921881618e-07,9.207848372660976e-10,9.57616208552281e-08,0.0,0.0,0.0
1920,1.8400523060790874e-07,2.2716695191604686e-09,9.389567168227586e-08,0.0,0.0,0.0
1921,1.7341591274089296e-07,0.0,1.0829028695980014e-07,0.0,0.0,0.0
1922,1.7559486309437489e-07,7.377935484775833e-10,1.0698006747134059e-07,0.0,0.0,0.0
1923,1.5817762744063657e-07,0.0,1.5393125352147763e-07,0.0,0.0,0.0
1924,2.39784213817984e-07,0.0,1.1731378180002139e-07,5.156649773851996e-09,0.0,0.0
1925,1.979671964136287e-07,0.0,1.1328123150633473e-07,0.0,0.0,0.0
1926,1.2818058792163356e-07,1.1146138456652466e-09,1.270659737429014e-07,0.0,0.0,0.0
1927,2.1518003734399826e-07,0.0,1.2041162733567035e-07,0.0,0.0,0.0
1928,1.725332197111129e-07,0.0,9.712135096151542e-08,0.0,0.0,0.0
1929,2.1835197117070493e-07,0.0,9.692153213336496e-08,0.0,0.0,0.0
1930,2.5943901960090443e-07,1.0503603542488804e-09,1.23942527352483e-07,0.0,0.0,0.0
